,position,weighted_avg_block_percent,weighted_avg_declined_penalties,weighted_avg_franchise_id,weighted_avg_grades_offense,weighted_avg_grades_pass_block,weighted_avg_grades_run_block,weighted_avg_hits_allowed,weighted_avg_hurries_allowed,weighted_avg_non_spike_pass_block,weighted_avg_non_spike_pass_block_percentage,weighted_avg_pass_block_percent,weighted_avg_pbe,weighted_avg_penalties,weighted_avg_pressures_allowed,weighted_avg_sacks_allowed,weighted_avg_snap_counts_block,weighted_avg_snap_counts_ce,weighted_avg_snap_counts_lg,weighted_avg_snap_counts_lt,weighted_avg_snap_counts_offense,weighted_avg_snap_counts_pass_block,weighted_avg_snap_counts_pass_play,weighted_avg_snap_counts_rg,weighted_avg_snap_counts_rt,weighted_avg_snap_counts_run_block,weighted_avg_snap_counts_te,Team,Year,Previous_block_percent,Previous_declined_penalties,Previous_franchise_id,Previous_grades_offense,Previous_grades_pass_block,Previous_grades_run_block,Previous_hits_allowed,Previous_hurries_allowed,Previous_non_spike_pass_block,Previous_non_spike_pass_block_percentage,Previous_pass_block_percent,Previous_pbe,Previous_penalties,Previous_pressures_allowed,Previous_sacks_allowed,Previous_snap_counts_block,Previous_snap_counts_ce,Previous_snap_counts_lg,Previous_snap_counts_lt,Previous_snap_counts_offense,Previous_snap_counts_pass_block,Previous_snap_counts_pass_play,Previous_snap_counts_rg,Previous_snap_counts_rt,Previous_snap_counts_run_block,Previous_snap_counts_te
216,C,100.0,1.0,21.0,52.5,56.25,52.5,5.0,9.0,341.5,100.0,100.0,97.65,3.0,15.0,1.0,537.5,533.5,0.0,0.0,537.5,364.5,364.5,0.0,0.0,173.0,4.0,Giants,2019,99.93342228152102,0.0,20.999999999999996,65.10453635757172,70.56691127418279,62.87351567711808,1.6657771847898597,6.332888592394929,243.6090727151434,99.90013342228151,99.90013342228151,98.30026684456303,1.66711140760507,9.665110073382253,1.666444296197465,389.8825883922615,342.19012675116744,0.0,0.0,390.21547698465645,255.27351567711807,255.60640426951295,44.69646430953969,0.0,134.60907271514344,3.3288859239492994
217,G,99.9002002002002,0.33366700033366703,21.000000000000004,70.5935935935936,73.00150150150151,64.75552218885552,3.6683350016683356,15.00900900900901,500.9896563229897,100.0,99.83366700033368,97.63376710043377,2.002002002002002,20.678345011678346,2.001001001001001,783.4934934934935,0.0,356.0226893560227,0.0,783.8261594928263,535.3443443443444,535.677010343677,355.9456122789456,65.86786786786787,248.14914914914917,4.98998998998999,Giants,2019,100.0,1.0,21.0,60.6,63.55,59.95,3.5,16.5,460.0,100.0,100.0,96.75,5.0,24.0,4.0,781.5,0.0,518.5,0.0,781.5,482.5,482.5,263.0,0.0,299.0,0.0
218,T,100.0,0.3333333333333333,21.0,59.53333333333333,60.166666666666664,52.9,4.666666666666667,23.333333333333332,408.0,100.0,100.0,93.56666666666666,3.3333333333333335,34.0,6.0,645.6666666666666,0.0,0.0,354.6666666666667,645.6666666666666,436.0,436.0,0.0,289.3333333333333,209.66666666666666,1.6666666666666667,Giants,2019,100.0,0.6666666666666666,21.0,54.766666666666666,59.6,54.666666666666664,2.6666666666666665,20.666666666666668,393.3333333333333,100.0,100.0,94.43333333333334,3.3333333333333335,27.333333333333332,4.0,645.3333333333334,0.0,0.0,339.3333333333333,645.3333333333334,412.3333333333333,412.3333333333333,0.0,295.3333333333333,233.0,10.666666666666666
219,TE,69.48380020249748,0.09584880188997637,21.0,57.95150185622679,68.69105636179548,56.41289233884576,0.0,0.5241309483631454,13.327033412082349,44.14357070536618,44.35831927100911,99.17789402632468,0.8032399595005062,0.5241309483631454,0.0,87.90853864326695,0.0,0.0,0.5156935538305771,185.98515018562267,14.950388120148498,112.7394532568343,0.0,0.14073574080323997,72.95815052311846,149.29665879176508,Giants,2019,57.50392340028024,0.3087342363381597,21.000000000000004,61.35324614666044,61.027323680523125,61.721158337225596,1.0084072863148061,0.561886968706212,27.96029892573564,21.715366651097618,22.487389070527787,96.77762727697338,1.7636618402615598,2.076599719757123,0.5063054647361047,157.4133582438113,0.0,0.0,2.389537599252686,299.88323213451656,30.851938346567024,172.908453993461,0.0,0.5063054647361047,126.56141989724428,223.0228865016348
220,C,100.0,1.0,22.0,53.45,62.25,51.6,3.0,10.5,292.0,100.0,100.0,97.8,4.0,13.5,0.0,511.0,508.0,0.0,0.0,511.0,316.0,316.0,0.0,0.0,195.0,0.0,Jets,2019,100.0,1.0,22.0,51.9,53.65,53.6,2.5,15.5,386.0,100.0,100.0,97.25,5.0,20.0,2.0,655.5,500.5,154.5,0.0,655.5,400.5,400.5,0.0,0.0,255.0,0.0
221,G,99.88401468379777,0.1668613382279326,22.000000000000004,56.67688970465544,62.2950942766561,53.360086767895886,2.002336058735191,8.506424161521775,195.14833972968464,99.76802936759553,99.76802936759553,96.832204238278,2.002336058735191,11.843650926080427,1.3348907058234607,342.7365259469381,0.0,169.53111963957952,0.3313866177206741,342.90221925579846,211.33038544969133,211.49607875855168,169.05022526280663,0.0,131.40614049724678,3.98948773569164,Jets,2019,99.0842530282638,0.6635262449528937,22.0,60.5320323014805,70.31036339165546,56.96944818304173,2.018842530282638,13.449528936742935,330.65679676985195,98.00497981157471,98.10309555854643,97.62139973082101,3.682368775235532,17.48721399730821,2.018842530282638,580.4562584118439,0.0,232.19919246298792,0.0,581.4374158815613,344.0874831763123,345.0686406460296,336.81022880215346,0.0,236.36877523553164,5.232839838492598
222,T,100.0,1.6666666666666667,22.0,60.06666666666667,63.733333333333334,56.36666666666667,4.333333333333333,21.0,389.3333333333333,100.0,100.0,95.16666666666667,6.666666666666667,31.0,5.666666666666667,677.3333333333334,0.0,0.0,337.6666666666667,677.3333333333334,421.3333333333333,421.3333333333333,0.6666666666666666,338.0,256.0,1.0,Jets,2019,100.0,1.0,22.0,58.666666666666664,69.7,50.733333333333334,2.6666666666666665,14.666666666666666,387.6666666666667,100.0,100.0,96.9,6.666666666666667,19.666666666666668,2.3333333333333335,670.0,0.0,0.0,333.6666666666667,670.0,403.3333333333333,403.3333333333333,0.0,333.6666666666667,266.6666666666667,2.6666666666666665
223,TE,62.782272909163666,0.0,22.000000000000004,59.11428571428572,40.07282913165266,56.07458983593438,0.5678271308523409,2.2080832332933173,40.178871548619455,34.10264105642257,33.44765906362545,75.55886354541818,0.6802721088435375,4.310924369747899,1.535014005602241,190.50060024009605,0.0,0.0,0.25130052020808324,295.59343737495004,43.84953981592638,148.58903561424572,0.0,0.21448579431772713,146.65106042416969,217.3605442176871,Jets,2019,58.42196405085488,0.3156510302498904,21.999999999999996,59.40635686102586,65.3672073651907,56.080271810609375,0.7755370451556335,2.091188075405524,39.173608066637435,23.17566856641824,23.14936431389741,95.79596668128013,2.16352476983779,3.083296799649277,0.21657167908811922,206.26611135466896,0.0,0.0,0.0,355.37395879000434,41.329241560718984,190.43708899605434,0.0,0.0,164.93686979395,234.75274002630422
224,C,100.0,0.0,23.0,47.2,46.55,45.75,0.5,3.0,282.5,100.0,100.0,98.15,1.5,3.5,0.0,510.0,509.5,0.0,0.5,510.0,294.5,294.5,0.0,0.0,215.5,0.0,Raiders,2019,100.0,0.0,23.0,81.9,90.8,73.6,1.0,4.0,609.0,100.0,100.0,99.6,1.0,5.0,0.0,1042.0,1042.0,0.0,0.0,1042.0,651.0,651.0,0.0,0.0,391.0,0.0
225,G,100.0,0.5,23.0,63.525,68.575,62.45,1.25,5.75,282.25,100.0,100.0,98.1,4.0,8.75,1.75,509.75,0.0,254.75,0.0,509.75,294.25,294.25,254.75,0.0,215.5,0.25,Raiders,2019,99.93355570380253,0.4996664442961975,22.999999999999996,55.33722481654436,53.345897264843224,58.471714476317544,1.0006671114076051,8.66977985323549,220.06270847231488,99.86711140760507,99.88372248165443,95.26457638425616,2.66577718478986,12.172114743162107,2.5016677785190127,371.93062041360906,0.0,173.63842561707804,3.002001334222815,372.0967311541027,235.3962641761174,235.56237491661108,173.78252168112073,19.846564376250832,136.53435623749166,1.8272181454302867
226,T,99.77551991981957,0.5011275369581558,22.999999999999996,59.59506389376096,58.98336256577299,60.20175394637935,2.2495615134051614,13.510899523928838,283.3600601353044,99.60092708594335,99.60092708594335,95.07942871460786,3.502380355800551,19.26158857429216,3.5011275369581556,515.4026559759459,0.0,0.0,255.0739163117013,515.9015284389876,295.36958155850664,295.8684540215485,0.0,254.84114257078426,220.03307441743922,5.986469556502129,Raiders,2019,99.11063257065949,0.16823687752355318,23.000000000000004,52.77563930013459,56.63876177658143,55.2078061911171,2.691790040376851,12.449528936742935,203.6877523553163,97.3477792732167,97.3477792732167,95.67631224764469,3.5235531628532977,20.18842530282638,5.047106325706595,349.9407806191117,0.0,0.0,172.08748317631225,350.099596231494,217.81965006729476,217.978465679677,0.0,174.6298788694482,132.12113055181698,3.382234185733513
227,TE,65.29756690997567,0.2060016220600162,22.999999999999996,69.2338199513382,58.64618815896188,62.25166261151662,0.18856447688564476,1.764801297648013,29.56042173560422,25.366707218167075,25.46727493917275,96.70320356853203,1.0,2.1419302514193026,0.18856447688564476,197.37753446877537,0.0,0.0,0.0,349.3515815085158,30.665044606650447,182.05596107055962,0.0,0.0,166.71248986212493,248.51459854014598,Raiders,2019,59.77256281407036,0.16381909547738693,23.0,71.29502512562814,63.983316582914576,62.468894472361804,0.0,0.9949748743718593,28.863819095477385,26.72417085427136,27.168040201005027,97.16819095477388,2.354773869346734,1.5743718592964824,0.5793969849246231,178.78241206030148,0.0,0.0,0.16381909547738693,316.52713567839197,32.174874371859296,169.78793969849247,0.0,1.2839195979899498,146.60753768844222,241.86231155778898
228,C,100.0,0.0,24.0,81.0,70.6,82.4,4.0,28.0,678.0,100.0,100.0,97.3,3.0,34.0,2.0,1163.0,1162.0,0.0,0.0,1163.0,723.0,723.0,0.0,0.0,440.0,0.0,Eagles,2019,100.0,0.0,24.0,88.8,87.7,88.2,2.0,8.0,617.0,100.0,100.0,99.2,6.0,10.0,0.0,1037.0,1037.0,0.0,0.0,1037.0,657.0,657.0,0.0,0.0,380.0,0.0
229,G,99.96006402561024,0.0,24.0,73.3202080832333,55.257262905162065,72.97899159663865,3.7983193277310927,11.600240096038416,322.01840736294514,79.91212484993997,79.93209283713485,77.35262104841937,2.399359743897559,17.198479391756702,1.799919967987195,553.2308923569427,0.2000800320128051,232.4921968787515,2.396158463385354,553.4305722288915,343.0208083233293,343.2204881952781,232.67587034813923,74.28091236494598,210.21008403361344,10.585434173669466,Eagles,2019,99.95007503751876,0.2496248124062031,24.0,65.44867433716857,68.90415207603802,63.17178589294647,1.7483741870935467,9.74737368684342,340.25512756378185,99.92511255627814,99.92511255627814,98.37583791895949,2.0,12.2456228114057,0.7498749374687343,571.0120060030015,13.756378189094548,272.8849424712356,0.2496248124062031,571.2616308154077,362.5087543771886,362.75837918959473,273.136068034017,8.238119059529764,208.5032516258129,2.996498249124562
230,T,99.9002002002002,0.33366700033366703,24.0,76.95058391725058,74.38184851518184,74.41621621621623,4.0,16.332665999332665,373.53687020353686,99.8004004004004,99.83366700033368,95.47063730397065,5.337671004337671,22.997997997998,2.665331998665332,655.9866533199868,0.0,0.33366700033366703,382.43977310643976,656.3193193193193,399.8835502168836,400.21621621621625,0.0,262.22822822822826,256.10310310310314,10.65131798465132,Eagles,2019,100.0,0.6666666666666666,24.0,67.33333333333333,68.6,62.5,5.666666666666667,19.666666666666668,432.0,100.0,100.0,95.9,5.0,29.0,3.6666666666666665,721.3333333333334,0.0,0.0,360.3333333333333,721.3333333333334,460.6666666666667,460.6666666666667,0.0,350.3333333333333,260.6666666666667,10.666666666666666
231,TE,66.4316684009712,0.0,24.0,71.010197710718,43.14623655913979,67.22722858133888,0.0,0.47242455775234127,12.667360388484218,10.0244190079778,10.0403399236906,64.37127991675338,0.7745404092958723,0.6427332639611516,0.17030870620881028,121.45889698231008,0.0,0.0,0.6153312521678806,275.82448838015955,13.6122095039889,167.97780090183835,0.0,0.604231703087062,107.84668747832119,161.04890738813737,Eagles,2019,54.10668280871671,0.187409200968523,24.0,64.20561743341403,70.48150121065376,69.72222760290556,0.374818401937046,0.25907990314769974,23.227602905569007,14.64687651331719,15.828619854721548,98.78455205811139,2.379176755447942,0.8929782082324456,0.25907990314769974,164.19273607748187,0.0,0.0,2.3041162227602907,357.7820823244552,25.231961259079903,218.8213075060533,0.0,1.6426150121065377,138.96077481840194,196.68765133171914
232,C,100.0,0.5,25.0,54.2,64.85,51.2,2.0,8.0,308.0,100.0,100.0,98.4,2.5,10.5,0.5,551.0,497.5,50.0,0.0,551.0,331.5,331.5,0.0,0.0,219.5,3.5,Steelers,2019,100.0,0.0,25.0,71.3,78.1,63.9,3.0,13.0,721.0,100.0,100.0,98.6,5.0,18.0,2.0,1101.0,1101.0,0.0,0.0,1101.0,772.0,772.0,0.0,0.0,329.0,0.0
233,G,100.0,1.0,25.0,65.05,74.85,58.05,1.0,24.5,513.0,100.0,100.0,96.85,3.0,28.5,3.0,908.5,0.0,411.0,0.0,908.5,555.5,555.5,497.5,0.0,353.0,0.0,Steelers,2019,100.0,0.0,25.0,72.86666666666666,87.0,60.333333333333336,1.6666666666666667,14.666666666666666,485.0,100.0,100.0,98.33333333333333,2.0,16.666666666666668,0.3333333333333333,746.3333333333334,4.666666666666667,371.6666666666667,0.0,746.3333333333334,519.0,519.0,369.0,0.0,227.33333333333334,0.0
234,T,98.89013657056147,0.7587253414264037,25.0,71.6197268588771,68.30996459281741,63.75488113302985,2.276176024279211,12.392513909964594,300.40566514921596,93.79924127465858,93.4855842185129,96.02296408700052,4.0232675771370765,16.680323722812343,2.0116337885685383,571.4527061203844,0.0,18.46231664137582,251.3677288821447,573.8654527061204,324.1674253920081,326.5801719777441,0.0,251.6439049064239,247.28528072837636,52.15022761760243,Steelers,2019,99.82561983471075,0.2501878287002254,25.0,68.3481091910844,69.13100425745054,61.153844227397954,3.0045078888054095,11.509892311545205,365.6005509641873,99.62647132481844,99.65136488855497,96.87635862759831,2.2509391435011272,17.0160280490859,2.5016278487352865,577.2489356373653,0.0,0.0,278.9594290007513,577.748059103431,391.37690959178565,391.87603305785126,2.0035061357375405,279.10944152266467,185.87202604557976,17.176558978211872
235,TE,50.87407035175879,0.0,25.0,48.98804020100502,63.33030150753768,51.67829145728643,0.0,0.1879396984924623,11.209045226130653,8.296984924623116,8.874170854271357,98.01165829145728,1.6155778894472361,0.47587939698492454,0.2879396984924623,141.12211055276381,0.0,0.0,0.2879396984924623,293.3743718592965,12.5286432160804,164.59296482412063,0.0,0.0,128.5934673366834,253.28391959798995,Steelers,2019,53.50519105984139,0.32876712328767127,25.000000000000004,60.24116798846432,73.73633741888969,58.85811103100217,0.32876712328767127,0.34751261715933673,17.8168709444845,9.113626532083634,8.73489545782264,98.75782263878875,2.5263157894736845,0.6762797404470081,0.0,167.8211968276857,0.0,0.0,0.0,369.6553713049748,18.995674116798845,220.829848594088,0.0,0.0,148.82552271088682,293.26099495313633
236,C,100.0,0.0,29.0,62.0,45.7,66.2,4.0,6.0,269.0,100.0,100.0,97.4,1.0,12.0,2.0,504.0,504.0,0.0,0.0,504.0,299.0,299.0,0.0,0.0,205.0,0.0,Seahawks,2019,100.0,0.5,29.0,60.15,64.95,61.0,0.5,8.5,260.5,100.0,100.0,97.1,2.5,10.5,1.5,552.0,534.5,0.0,0.0,552.0,285.0,285.0,14.5,0.0,267.0,2.5
237,G,100.0,1.0,29.0,53.94,56.16,54.86,1.6,9.4,320.0,100.0,100.0,97.48,4.0,14.2,3.2,579.8,120.6,221.2,11.4,579.8,345.2,345.2,221.4,0.2,234.6,5.0,Seahawks,2019,100.0,0.25,29.0,52.625,57.95,55.175,1.75,10.5,239.5,100.0,100.0,95.875,5.75,14.75,2.5,511.5,0.0,266.75,0.0,511.5,260.75,260.75,244.25,0.0,250.75,0.5
238,T,99.30986908358511,0.33568311513930854,29.000000000000004,64.18053037932192,65.24370594159114,60.32863376972139,3.342732460557234,22.71366230278617,410.1305807317892,98.45542128230952,98.58687479019805,95.90986908358511,5.363880496811011,29.06344410876133,3.0070493454179257,789.6267203759651,0.0,0.33568311513930854,350.31285666330984,792.913058073179,445.5720040281974,448.8583417254112,0.0,371.26552534407523,344.05471634776774,70.9989929506546,Seahawks,2019,99.03030303030303,0.98989898989899,29.0,68.31818181818181,57.84040404040404,64.91515151515152,0.5050505050505051,10.090909090909092,269.4040404040404,72.05656565656567,72.0080808080808,72.54949494949494,4.98989898989899,13.606060606060606,3.01010101010101,605.7474747474747,0.0,0.5050505050505051,269.8989898989899,609.3838383838383,294.26262626262627,297.8989898989899,15.909090909090908,268.26262626262627,311.4848484848485,52.62626262626262
239,TE,58.838849557522124,0.29867256637168144,29.0,61.133539823008846,66.39907079646018,55.48783185840708,0.17345132743362834,0.9283185840707965,21.916814159292034,22.796238938053097,22.89199115044248,97.55681415929203,1.9969026548672564,1.2752212389380533,0.17345132743362834,129.35265486725663,0.0,0.0,0.29867256637168144,242.90221238938054,23.906194690265483,137.45575221238937,0.0,0.0,105.44646017699115,159.31814159292037,Seahawks,2019,52.16112185686654,0.0,29.000000000000004,65.90101547388781,58.82350096711799,57.67790135396518,0.0,2.1818181818181817,21.810928433268856,14.663588007736944,14.556189555125723,95.97156673114118,1.356382978723404,2.4530947775628626,0.2712765957446808,153.0938104448743,0.0,0.0,0.0,277.7321083172147,24.213733075435204,148.8520309477756,0.0,0.2712765957446808,128.88007736943908,170.89941972920695
240,C,100.0,0.0,28.0,62.5,75.1,57.3,1.0,12.0,403.0,100.0,100.0,98.1,4.0,14.0,1.0,835.0,834.0,0.0,0.0,835.0,440.0,440.0,0.0,0.0,395.0,0.0,49ers,2019,100.0,0.0,28.0,55.95,53.7,56.9,3.0,11.5,298.5,100.0,100.0,97.3,3.0,17.0,2.5,529.0,523.5,0.0,0.0,529.0,322.0,322.0,3.5,1.5,207.0,0.0
241,G,100.0,0.3333333333333333,28.0,61.86666666666667,64.13333333333334,59.766666666666666,3.0,16.666666666666668,372.3333333333333,100.0,100.0,97.16666666666667,2.6666666666666665,21.333333333333332,1.6666666666666667,744.6666666666666,75.66666666666667,353.6666666666667,0.0,744.6666666666666,401.3333333333333,401.3333333333333,314.6666666666667,0.0,343.3333333333333,0.0,49ers,2019,100.0,1.3333333333333333,28.0,67.6,73.06666666666666,63.63333333333333,3.6666666666666665,17.0,387.0,100.0,100.0,96.7,4.0,22.333333333333332,1.6666666666666667,695.6666666666666,3.3333333333333335,352.3333333333333,0.0,695.6666666666666,418.0,418.0,339.3333333333333,0.0,277.6666666666667,0.0
242,T,100.0,0.2,28.0,66.42,67.44,64.3,1.8,7.4,222.0,80.0,100.0,77.28,3.0,12.2,3.0,448.2,0.0,0.0,212.2,448.2,239.2,239.2,23.4,212.0,209.0,0.2,49ers,2019,99.96668889629878,1.0,28.000000000000004,71.09546515505168,62.52624208069358,74.43151050350117,7.000000000000001,14.000000000000002,401.94664888296103,99.93337779259754,99.93337779259754,94.76578859619875,3.666222074024675,24.33311103701234,3.333111037012338,714.9033011003669,0.0,0.0,352.1153717905969,715.2364121373793,433.6082027342448,433.9413137712571,10.670223407802602,351.4504834944982,281.29509836612203,0.3334444814938313
243,TE,70.87673738112655,0.19897585954645208,28.000000000000004,62.255998536942215,60.40822970007316,61.44228237015363,0.5947329919531822,1.7158010241404538,26.17044623262619,28.41711777615216,32.055779078273595,93.10727871250914,0.9926847110460864,2.715801024140454,0.40526700804681787,191.73372348207752,0.0,0.0,0.0,309.91989758595463,28.745427944403808,145.93672275054865,0.0,0.3083394294074616,162.98829553767376,234.5256035113387,49ers,2019,64.5942265795207,0.23638344226579516,27.999999999999993,68.71388888888889,62.476579520697165,63.657734204793016,1.3300653594771241,2.2314814814814814,32.80174291938997,23.266013071895422,24.9270697167756,95.89602396514161,3.1328976034858385,3.7979302832244,0.23638344226579516,196.9836601307189,0.0,0.0,0.0,351.636165577342,35.368191721132895,189.7843137254902,0.0,0.0,161.61546840958601,271.79302832244
244,C,100.0,0.0,30.0,79.3,85.0,73.6,3.0,11.0,707.0,100.0,100.0,98.9,3.0,15.0,1.0,1139.0,1139.0,0.0,0.0,1139.0,751.0,751.0,0.0,0.0,388.0,0.0,Buccaneers,2019,100.0,0.0,30.0,56.6,70.1,53.8,10.0,14.0,725.0,100.0,100.0,98.2,11.0,25.0,1.0,1116.0,1116.0,0.0,0.0,1116.0,773.0,773.0,0.0,0.0,343.0,0.0
245,G,99.70270812437312,0.25075225677031093,30.0,64.39849548645938,60.693881644934805,60.78816449348044,4.006018054162487,11.00902708124373,362.2457372116349,99.50451354062187,99.52928786359077,96.42176529588767,2.7492477432296893,16.519558676028083,1.5045135406218655,587.295887662989,0.0,285.60682046138413,0.24774322968906717,588.2868605817451,384.52958876629884,385.52056168505516,288.30792377131394,0.7432296890672015,202.76629889669005,12.63791374122367,Buccaneers,2019,100.0,0.25,30.0,52.3,44.3,55.9,5.25,15.0,362.5,100.0,100.0,95.05,3.0,23.75,3.5,558.75,0.0,279.0,0.0,558.75,386.5,386.5,279.0,0.0,172.25,0.0
246,T,100.0,0.75,30.0,60.05,50.05,56.55,2.75,14.75,354.5,75.0,75.0,71.7,5.75,21.0,3.5,576.5,0.0,0.0,284.5,576.5,376.5,376.5,0.0,284.0,200.0,7.75,Buccaneers,2019,99.80120240480962,1.25250501002004,30.0,60.15190380761524,49.94909819639279,51.50761523046092,3.0040080160320644,15.016032064128256,363.09619238476955,74.57715430861724,74.60200400801604,71.9312625250501,4.75751503006012,20.525050100200403,2.50501002004008,561.6392785571143,0.0,0.0,279.55911823647295,561.8877755511022,387.13426853707415,387.38276553106215,0.0,279.33867735470943,174.50501002004006,2.2404809619238475
247,TE,52.80939177101968,0.12701252236135957,30.0,54.36721824686941,50.943783542039355,53.39257602862254,0.35867620751341683,1.574686940966011,27.163237924865836,21.95174418604651,21.543202146690522,80.81042039355992,1.9333631484794276,2.5098389982110914,0.5764758497316638,152.92352415026832,0.0,0.0,0.0,302.0572450805009,28.316189624329166,177.44991055456174,0.0,0.0,124.60733452593918,225.1578711985689,Buccaneers,2019,66.38620808848945,0.3415139993086761,30.0,55.95734531628067,44.55769097822329,55.12972692706533,0.6463878326996197,1.1254752851711025,20.24680262703076,14.266643622537156,14.028966470791563,66.03200829588661,1.5907362599377808,1.7718631178707225,0.0,116.24680262703075,0.0,0.0,0.0,218.41513999308674,20.89319045973038,123.06152782578637,0.0,0.0,95.35361216730037,130.59730383684754
248,C,100.0,0.0,31.0,76.7,85.2,70.9,0.0,6.0,487.0,100.0,100.0,98.6,3.0,10.0,4.0,918.0,917.0,0.0,0.0,918.0,517.0,517.0,0.0,0.0,401.0,0.0,Titans,2019,100.0,0.0,31.0,72.7,73.7,70.8,1.0,15.0,519.0,100.0,100.0,97.5,3.0,21.0,5.0,986.0,950.0,36.0,0.0,986.0,550.0,550.0,0.0,0.0,436.0,0.0
249,G,100.0,0.6666666666666666,31.0,57.1,55.166666666666664,59.7,4.0,10.0,365.0,100.0,100.0,96.4,4.333333333333333,19.333333333333332,5.333333333333333,680.0,24.333333333333332,329.6666666666667,0.0,680.0,394.0,394.0,325.3333333333333,0.0,286.0,0.0,Titans,2019,100.0,0.6666666666666666,31.0,60.96666666666667,60.8,59.666666666666664,0.6666666666666666,17.333333333333332,345.0,100.0,100.0,96.53333333333333,3.6666666666666665,20.0,2.0,657.0,12.0,316.0,0.6666666666666666,657.0,365.0,365.0,326.6666666666667,0.0,292.0,1.6666666666666667
250,T,96.66281485328486,0.5177875876395741,31.0,77.95476499610491,74.16907296806025,70.69735133731498,2.592054011944949,8.561412620098675,277.00986756686575,88.58909374188522,88.61490521942352,97.8238898987276,4.930667359127499,13.227733056348999,2.074266424305375,518.5775123344586,0.0,0.2581147753830174,255.60581667099453,519.3162814853284,297.24720851726823,297.9859776681381,0.0,256.7260451830693,221.33030381719033,5.9488444559854585,Titans,2019,99.8347245409015,0.667779632721202,31.0,65.50984974958264,70.72437395659432,61.52153589315526,0.5008347245409015,6.340567612687813,173.8864774624374,99.61986644407347,99.61986644407347,97.35358931552588,3.005008347245409,8.342237061769616,1.5008347245409015,330.8881469115192,0.0,0.333889816360601,164.04006677796326,331.0534223706177,184.56928213689483,184.73455759599332,1.001669449081803,164.01168614357263,146.3188647746244,1.666110183639399
251,TE,58.7060606060606,0.0,30.999999999999996,66.54712643678161,54.37293625914316,56.39932079414838,0.3338557993730407,1.7309299895506791,47.262800417972834,22.99367816091954,23.77027168234065,92.8048066875653,2.3986415882967607,3.2272727272727266,1.1624869383490073,296.72936259143154,0.0,0.0,1.525078369905956,461.8777429467085,52.42424242424242,216.2371995820272,0.0,0.3338557993730407,244.30512016718913,320.0271682340648,Titans,2019,63.355661501787836,0.0,31.0,64.20005959475564,50.5195768772348,61.96704410011918,0.1671632896305125,1.5080452920143026,26.282777115613825,15.55086412395709,15.557449344457686,66.15792610250297,0.7237783075089392,2.069129916567342,0.39392133492252673,177.7935041716329,0.0,0.0,0.1671632896305125,273.4547079856972,27.356972586412393,122.79141835518475,0.0,0.5014898688915376,150.43653158522048,190.94815256257448
252,C,100.0,0.5,32.0,65.15,62.35,64.2,0.5,7.0,285.0,100.0,100.0,97.9,1.5,9.5,2.0,529.5,469.0,0.5,0.0,529.5,307.5,307.5,2.5,0.0,222.0,57.5,Commanders,2019,100.0,2.0,32.0,65.0,76.4,58.8,3.0,15.0,594.0,100.0,100.0,98.3,5.0,19.0,1.0,1020.0,824.0,192.0,0.0,1020.0,637.0,637.0,4.0,0.0,383.0,0.0
253,G,100.0,1.3333333333333333,32.0,63.733333333333334,59.56666666666667,64.46666666666667,1.6666666666666667,13.333333333333334,362.6666666666667,100.0,100.0,97.16666666666667,5.666666666666667,16.333333333333332,1.3333333333333333,623.3333333333334,0.0,312.3333333333333,0.0,623.3333333333334,391.0,391.0,311.0,0.0,232.33333333333334,0.0,Commanders,2019,100.0,0.25,32.0,50.6125,54.1,50.7125,1.5,5.875,135.875,100.0,100.0,95.175,1.625,8.875,1.5,235.625,24.5,85.625,0.0,235.625,145.25,145.25,125.0,0.25,90.375,0.25
254,T,100.0,1.0,32.0,64.06666666666666,68.53333333333333,59.0,4.666666666666667,17.0,364.3333333333333,100.0,100.0,95.8,7.666666666666667,25.666666666666668,4.0,629.6666666666666,0.0,0.0,312.3333333333333,629.6666666666666,393.0,393.0,0.0,312.6666666666667,236.66666666666666,4.666666666666667,Commanders,2019,100.0,1.6,32.0,62.3,54.54,68.6,4.2,9.8,257.8,80.0,80.0,77.24,7.4,15.4,1.4,441.8,0.0,28.6,203.8,441.8,277.2,277.2,3.2,203.2,164.6,2.8
255,TE,64.78081705150977,0.31793960923623443,32.0,59.55355239786856,65.87140319715807,58.32628774422736,0.2033747779751332,0.2033747779751332,14.66785079928952,17.391119005328594,18.108170515097694,95.3310834813499,1.652753108348135,0.8454706927175845,0.43872113676731794,124.83303730017764,0.0,0.0,0.11456483126110126,229.18827708703375,16.35879218472469,120.71403197158082,0.0,0.0,108.47424511545294,180.46980461811722,Commanders,2019,61.483073496659244,0.0,32.0,62.35385300668152,65.7343429844098,55.22035634743875,0.0,0.866815144766147,23.74966592427617,24.154031180400892,23.579331848552336,96.5626280623608,3.2093541202672604,1.0988864142538974,0.23207126948775056,162.21826280623608,0.0,0.0,0.29710467706013366,300.709131403118,24.34699331848552,162.83786191536748,0.0,0.5942093541202673,137.87126948775057,210.1220489977728
