,position,weighted_avg_block_percent,weighted_avg_declined_penalties,weighted_avg_franchise_id,weighted_avg_grades_offense,weighted_avg_grades_pass_block,weighted_avg_grades_run_block,weighted_avg_hits_allowed,weighted_avg_hurries_allowed,weighted_avg_non_spike_pass_block,weighted_avg_non_spike_pass_block_percentage,weighted_avg_pass_block_percent,weighted_avg_pbe,weighted_avg_penalties,weighted_avg_pressures_allowed,weighted_avg_sacks_allowed,weighted_avg_snap_counts_block,weighted_avg_snap_counts_ce,weighted_avg_snap_counts_lg,weighted_avg_snap_counts_lt,weighted_avg_snap_counts_offense,weighted_avg_snap_counts_pass_block,weighted_avg_snap_counts_pass_play,weighted_avg_snap_counts_rg,weighted_avg_snap_counts_rt,weighted_avg_snap_counts_run_block,weighted_avg_snap_counts_te,Team,Year,Previous_block_percent,Previous_declined_penalties,Previous_franchise_id,Previous_grades_offense,Previous_grades_pass_block,Previous_grades_run_block,Previous_hits_allowed,Previous_hurries_allowed,Previous_non_spike_pass_block,Previous_non_spike_pass_block_percentage,Previous_pass_block_percent,Previous_pbe,Previous_penalties,Previous_pressures_allowed,Previous_sacks_allowed,Previous_snap_counts_block,Previous_snap_counts_ce,Previous_snap_counts_lg,Previous_snap_counts_lt,Previous_snap_counts_offense,Previous_snap_counts_pass_block,Previous_snap_counts_pass_play,Previous_snap_counts_rg,Previous_snap_counts_rt,Previous_snap_counts_run_block,Previous_snap_counts_te
387,TE,72.20246002460024,0.0,1.0,53.022078720787206,67.54489544895449,54.9529520295203,0.0,1.1974169741697416,16.32779827798278,45.82324723247233,45.65522755227553,96.23351783517835,0.7908979089790897,1.6463714637146372,0.4489544895448955,123.34071340713407,0.0,0.0,0.8277982779827798,230.04612546125463,17.399138991389915,123.9969249692497,0.0,0.22447724477244774,105.94157441574416,131.87945879458795,Cardinals,2021,70.66092654678451,0.20359646449253274,1.0,57.652057299603776,67.13581225236209,57.85153916488875,0.20359646449253274,0.8387686680889972,19.19932947272173,24.504998476074366,24.58125571472112,98.18153002133495,1.632429137458092,1.2459615970740627,0.20359646449253274,131.79853703139287,0.0,0.0,0.21578786955196583,212.2535812252362,20.67327034440719,101.12831453825052,0.0,0.6351722035964644,111.12526668698565,145.26241999390427
388,C,100.0,0.0,2.0,77.35,45.7,90.2,1.0,15.5,315.5,100.0,100.0,95.7,3.5,18.0,1.5,528.0,524.5,3.5,0.0,528.0,334.5,334.5,0.0,0.0,193.5,0.0,Falcons,2021,100.0,0.0,2.0,56.45,42.5,65.05,5.5,11.0,366.5,100.0,100.0,96.85,3.5,17.5,1.0,598.5,561.0,37.5,0.0,598.5,387.0,387.0,0.0,0.0,211.5,0.0
389,G,100.0,0.6666666666666666,2.0,65.9,46.2,74.73333333333333,10.666666666666666,16.333333333333332,419.3333333333333,100.0,100.0,95.06666666666666,3.6666666666666665,31.0,4.0,699.0,0.0,347.3333333333333,0.0,699.0,444.0,444.0,349.6666666666667,0.0,255.0,2.0,Falcons,2021,100.0,0.0,2.0,62.666666666666664,57.4,62.93333333333333,4.666666666666667,14.0,427.6666666666667,100.0,100.0,95.8,1.3333333333333333,22.0,3.3333333333333335,701.3333333333334,0.0,326.3333333333333,0.0,701.3333333333334,451.6666666666667,451.6666666666667,374.0,0.0,249.66666666666666,1.0
390,T,100.0,0.0,2.0,64.33333333333333,60.36666666666667,63.63333333333333,5.333333333333333,14.333333333333334,421.0,100.0,100.0,96.53333333333333,3.3333333333333335,23.666666666666668,4.0,701.6666666666666,0.0,0.0,348.6666666666667,701.6666666666666,445.6666666666667,445.6666666666667,0.0,349.6666666666667,256.0,3.3333333333333335,Falcons,2021,99.92516887665748,0.0,2.0,63.45641731298474,65.0888666499875,59.90090067550663,5.0,11.751313485113835,354.1193395046285,99.87528146109582,99.87528146109582,97.52644483362522,1.0007505629221918,18.752064048036026,2.000750562922192,585.688016012009,0.0,16.961721290968228,280.4535901926445,585.9374530898174,374.62646985238933,374.87590693019763,0.0,280.28621466099577,211.06154615961972,8.235926945208908
391,TE,62.32782608695652,0.0,2.0,67.86379862700228,58.81885583524028,65.09784897025172,0.7322654462242563,1.7752860411899312,38.04668192219679,31.940320366132724,32.89963386727689,96.05427917620138,2.4645308924485128,3.099313501144165,0.5917620137299772,192.46544622425628,0.0,0.0,1.1780320366132722,344.5556064073226,42.85400457665903,194.94416475972542,0.0,0.0,149.61144164759725,220.1185354691075,Falcons,2021,60.11452020202021,0.17803030303030304,2.0,49.001893939393945,34.903724747474755,52.337752525252526,1.1414141414141414,3.7645202020202024,51.87626262626263,25.184343434343436,24.88434343434344,91.01635101010102,1.6597222222222223,5.565656565656566,0.6597222222222223,245.41161616161617,0.0,0.0,0.4816919191919192,421.1767676767677,52.83964646464647,228.604797979798,0.0,0.4816919191919192,192.57196969696972,336.2859848484849
392,C,99.01010101010101,0.0,3.0,68.15555555555555,74.14646464646465,65.0121212121212,2.01010101010101,7.575757575757576,376.030303030303,98.06969696969696,98.16868686868688,98.05151515151516,1.0,11.595959595959595,2.01010101010101,639.4545454545455,625.10101010101,0.0,0.0,640.939393939394,400.73737373737373,402.22222222222223,2.9696969696969697,0.0,238.7171717171717,12.868686868686869,Ravens,2021,99.73475935828877,0.0,3.0,61.597058823529416,68.95,63.95401069518717,1.9946524064171123,2.9946524064171123,208.03743315508024,99.60213903743316,99.60213903743316,98.3668449197861,3.0,6.3235294117647065,1.3342245989304813,445.1042780748664,341.5909090909091,3.342245989304813,0.0,446.76203208556154,219.36096256684493,220.6871657754011,76.53743315508022,10.695187165775401,225.74331550802137,14.596256684491982
393,G,100.0,0.0,3.0,65.73333333333333,66.86666666666666,62.96666666666667,1.3333333333333333,12.666666666666666,481.0,100.0,100.0,98.2,4.0,15.333333333333334,1.3333333333333333,810.6666666666666,0.0,399.3333333333333,0.0,810.6666666666666,512.6666666666666,512.6666666666666,411.3333333333333,0.0,298.0,0.0,Ravens,2021,100.0,0.6666666666666666,3.0,56.93333333333333,61.86666666666667,54.333333333333336,0.6666666666666666,11.0,302.0,100.0,100.0,96.83333333333333,2.6666666666666665,14.333333333333334,2.6666666666666665,649.3333333333334,0.0,339.0,0.0,649.3333333333334,319.0,319.0,266.0,40.666666666666664,330.3333333333333,3.6666666666666665
394,T,99.98751093886737,0.12501562695336918,3.0,59.58668583572947,61.98602325290662,50.449343667958495,1.7500937617202152,9.873984248031004,190.7209651206401,99.97502187773472,99.97502187773472,95.69986248281036,2.250031253906738,13.623827978497314,1.9997499687460931,321.8201025128141,0.0,5.250656332041506,154.39392424053005,321.9449931241405,202.96949618702337,203.0943867983498,0.0,160.6758344793099,118.85060632579074,1.6245780722590324,Ravens,2021,98.4520846044336,1.016880211511084,3.0,64.91067724222087,71.9917225950783,61.14846451088062,1.016880211511084,10.575554199715274,191.08907870652837,91.71958511287372,92.5401667683547,97.29509863738052,3.864144803742119,12.609314622737442,1.016880211511084,398.8911938173683,0.0,0.0,206.61317876754117,399.63717714053286,201.64775269473256,202.39373601789708,0.0,181.4114297335774,197.24344112263577,11.612568639414278
395,TE,62.265826843792944,0.13330279431974348,3.0000000000000004,58.97155290884104,73.66257443884562,63.83747136967476,0.0,0.36051305542830964,12.013742556115439,15.093174530462663,19.11933119560238,99.24292258360055,2.026568941823179,0.36051305542830964,0.0,159.4168575355016,0.0,0.0,0.9486944571690334,298.1662849289968,15.326156665139717,153.94228126431514,0.0,0.26660558863948697,144.09070087036187,162.59230416857537,Ravens,2021,71.66653626241349,0.0,3.0,63.71634065603371,62.013301233824855,66.53310261811616,0.0,0.5832079446283478,7.0090279867589524,10.487451098405055,19.38516400842612,71.88733072524826,0.9274751730364128,0.7776105928377971,0.19440264820944927,115.08817333734578,0.0,0.0,1.8522419500451401,195.30273848931688,7.82335239241649,88.0379175443876,0.0,0.11766476075835089,107.26482094492927,110.03641287992777
396,C,100.0,1.0,4.0,63.4,69.9,60.0,2.0,21.0,731.0,100.0,100.0,98.2,5.0,25.0,2.0,1167.0,1167.0,0.0,0.0,1167.0,779.0,779.0,0.0,0.0,388.0,0.0,Bills,2021,100.0,0.0,4.0,65.8,71.6,63.8,1.0,17.0,522.0,100.0,100.0,98.1,6.0,19.0,1.0,880.0,880.0,0.0,0.0,880.0,561.0,561.0,0.0,0.0,319.0,0.0
397,G,99.80160320641282,0.20040080160320642,4.0,58.989378757515034,64.25951903807615,55.52865731462926,4.202404809619239,14.829659318637274,371.0480961923848,99.60320641282566,99.64288577154309,97.2565130260521,3.004008016032064,20.43486973947896,1.402805611222445,605.8296593186373,6.160320641282565,239.65130260521042,0.20040080160320642,606.4248496993988,395.67134268537075,396.26653306613224,239.6312625250501,114.82565130260521,210.15831663326654,5.955911823647295,Bills,2021,99.96006402561024,0.399359743897559,4.0,59.66202480992396,40.3953981592637,63.862384953981596,2.797919167667067,14.799519807923168,263.7583033213285,79.93209283713485,79.93209283713485,77.17250900360143,2.9983993597438974,18.196478591436573,0.5990396158463385,439.3289315726291,40.61624649859944,189.07563025210084,0.0,439.5286114445778,283.95558223289316,284.1552621048419,209.63705482192879,0.0,155.3733493397359,0.1996798719487795
398,T,99.21779233870969,1.0075604838709677,4.0,55.06307963709677,50.13639112903226,58.82006048387096,3.5267137096774195,10.832913306451612,292.601310483871,95.53031754032259,96.4827116935484,93.05599798387097,5.534022177419355,16.366935483870968,2.0073084677419355,497.97353830645164,0.0,0.0,326.02494959677415,498.71370967741933,312.2240423387097,312.96421370967744,0.0,157.40851814516128,185.74949596774192,15.028225806451614,Bills,2021,96.79102199223803,0.517464424320828,4.0,76.56054333764554,76.90401034928848,78.29407503234154,1.2936610608020698,10.598447606727039,340.0124191461837,93.63785252263907,93.49658473479948,98.13327296248383,3.5968952134540753,14.220698576972834,2.3285899094437257,569.424062095731,1.6336351875808537,0.0,280.7622250970246,571.7893919793014,365.32031047865456,367.6856403622251,2.100388098318241,281.6351875808538,204.10375161707634,5.657956015523933
399,TE,47.78200212992545,0.8668796592119276,4.0,52.201916932907345,53.64547390841321,57.71980830670927,0.4334398296059638,1.5665601703940364,30.535676251331203,11.992545260915866,11.495953141640042,93.62076677316296,3.300319488817891,2.566560170394036,0.5665601703940362,242.12460063897763,0.0,0.0,0.8668796592119276,548.7358892438765,31.402555910543132,337.580404685836,0.0,0.0,210.72204472843453,313.76570820021294,Bills,2021,63.36276841757517,0.31086884704327716,4.0,61.82817971589032,72.17059795176743,60.37981499834821,0.14568880079286423,0.4565576478361414,19.59464816650149,25.365510406342917,24.868450611166175,97.91906177733729,0.6217376940865543,1.0168483647175421,0.4146019160885365,107.78328377931946,0.0,0.0,0.0,189.22695738354807,20.902874132804758,102.34654773703336,0.0,0.0,86.8804096465147,114.94879418566238
400,C,100.0,0.0,5.0,59.833333333333336,55.4,59.63333333333333,1.6666666666666667,8.0,241.66666666666666,100.0,100.0,97.86666666666666,1.0,10.333333333333334,0.6666666666666666,411.0,383.0,28.0,0.0,411.0,254.0,254.0,0.0,0.0,157.0,0.0,Panthers,2021,100.0,0.0,5.0,63.3,73.45,29.8,1.5,6.5,312.0,100.0,100.0,99.1,0.5,9.5,1.5,518.0,516.0,0.0,0.0,518.0,330.5,330.5,2.0,0.0,187.5,0.0
401,G,100.0,0.4,5.0,48.52,38.8,54.42,3.0,13.4,270.6,100.0,100.0,95.46,4.0,19.8,3.4,459.4,0.0,208.6,33.8,459.4,284.4,284.4,217.0,0.0,175.0,0.0,Panthers,2021,100.0,1.0,5.0,58.166666666666664,52.96666666666667,60.96666666666667,3.0,13.666666666666666,414.6666666666667,100.0,100.0,96.83333333333333,4.0,19.333333333333332,2.6666666666666665,690.6666666666666,0.0,344.0,29.0,690.6666666666666,439.0,439.0,317.6666666666667,0.0,251.66666666666666,0.0
402,T,100.0,0.3333333333333333,5.0,65.03333333333333,64.1,62.233333333333334,5.0,20.0,439.3333333333333,100.0,100.0,96.0,3.6666666666666665,27.666666666666668,2.6666666666666665,739.3333333333334,0.0,7.333333333333333,326.3333333333333,739.3333333333334,460.6666666666667,460.6666666666667,21.333333333333332,383.0,278.6666666666667,1.3333333333333333,Panthers,2021,99.94014408645187,0.6003602161296778,5.0,64.7227136281769,61.90294176505904,65.44278567140285,0.9993996397838703,8.799279567740644,246.42545527316392,99.90024014408645,99.90024014408645,96.86045627376426,2.199519711827096,11.398439063438063,1.5997598559135482,410.638783269962,0.0,0.0,188.916549929958,410.83830298178907,261.4290574344607,261.6285771462878,14.997598559135483,206.52391434860917,149.2097258355013,0.40024014408645187
403,TE,63.213959028108626,0.0,5.000000000000001,44.03134826107671,38.44540257265365,57.062648880419246,0.4197236779418771,1.9437827536922345,32.08289661743688,32.21148165793235,31.891567413053835,88.27546450690805,1.1562648880419248,2.8380181038589805,0.474511672224869,189.11529299666512,0.0,0.0,0.2620295378751787,341.32205812291573,33.763220581229156,185.33253930443072,0.0,0.0,155.35207241543594,243.5383515959981,Panthers,2021,68.62136084774122,0.0,5.000000000000001,56.02559955382041,73.27674288901282,62.00345789180145,0.0,1.5287228109314,43.48131622978249,31.38594534300056,31.06358059118795,98.18114891243727,0.305633017289459,1.5287228109314,0.0,241.46848856664806,0.0,0.0,0.0,388.22197434467375,45.58337981037367,192.33686558839935,0.0,0.0,195.8851087562744,288.6843279419967
404,C,100.0,0.0,6.0,51.0,61.7,46.4,3.0,24.0,658.0,100.0,100.0,97.8,5.0,28.0,1.0,1121.0,1121.0,0.0,0.0,1121.0,701.0,701.0,0.0,0.0,420.0,0.0,Bears,2021,100.0,0.0,6.0,67.6,50.85,72.95,1.0,13.0,425.0,100.0,100.0,97.95,0.5,16.0,2.0,698.5,497.0,201.5,0.0,698.5,439.0,439.0,0.0,0.0,259.5,0.0
405,G,100.0,1.5,6.0,69.0,64.8,69.6,4.5,28.5,658.0,100.0,100.0,96.95,7.0,36.5,3.5,1121.0,0.0,560.5,0.0,1121.0,701.0,701.0,560.5,0.0,420.0,0.0,Bears,2021,100.0,0.0,6.0,56.84,50.72,61.5,2.6,8.6,298.0,100.0,100.0,97.44,2.2,12.4,1.2,470.8,15.4,133.6,0.0,470.8,309.0,309.0,214.2,107.2,161.8,0.4
406,T,99.84434110745458,0.42767205608813846,6.0,56.125482901702675,48.65963657175562,63.9435541565317,1.7169838317355846,8.869509228788095,189.8099871226213,99.63207898125627,99.66038059808271,93.39575046501646,2.8600658177135503,13.303476892259264,2.7169838317355848,327.8006867935327,0.0,0.0,159.2486764916297,327.9421948776649,202.39648018314494,202.53798826727714,0.0,160.1825726141079,125.40420661038776,8.081699813993419,Bears,2021,99.93342228152102,0.3328885923949299,6.0,62.926884589726484,50.886724482988654,69.66997998665778,3.333555703802535,14.336224149432955,338.0246831220814,99.90013342228151,99.90013342228151,95.06551034022681,2.33422281521014,21.003335557038024,3.333555703802535,535.0440293529019,0.0,0.0,355.2368245496998,535.3769179452969,350.3582388258839,350.6911274182788,0.0,178.13875917278185,184.685790527018,2.0013342228152102
407,TE,59.79868073878628,0.19085312225153916,6.0,61.714291996481975,64.9585312225154,61.46750219876869,0.19085312225153916,0.7282321899736149,23.451187335092353,16.307343887423045,17.76565523306948,98.2354001759015,1.623570800351803,1.3007915567282324,0.38170624450307833,164.20844327176783,0.0,0.0,1.647317502198769,327.34652594547055,26.083553210202286,189.22163588390504,0.0,0.0,138.12489006156554,196.14291996481973,Bears,2021,67.50430719219828,0.2616822429906542,5.999999999999999,54.78923201950427,61.938317757009344,55.453474197480695,0.36489232019504264,1.0402275497765134,34.543275091426246,37.55111743193823,38.335798455912226,96.1902885006095,0.7834213734254368,1.9268590004063386,0.5217391304347826,174.79642421779764,0.0,0.0,1.3872409589597723,318.70377895164563,36.056481105241765,179.73872409589595,0.0,0.0,138.73994311255586,193.39861844778545
408,C,100.0,0.6666666666666666,7.0,55.0,67.16666666666667,52.833333333333336,1.0,4.666666666666667,221.0,100.0,100.0,99.1,3.3333333333333335,7.0,1.3333333333333333,385.0,366.0,0.0,0.0,385.0,236.33333333333334,236.33333333333334,19.0,0.0,148.66666666666666,0.0,Bengals,2021,100.0,0.5,7.0,57.25,46.85,65.15,1.0,6.0,350.5,100.0,100.0,98.45,3.5,8.0,1.0,573.0,538.5,0.0,0.0,573.0,369.0,369.0,34.5,0.0,204.0,0.0
409,G,100.0,0.5,7.0,56.725,53.2,58.85,3.25,10.75,305.25,100.0,100.0,96.825,3.0,16.0,2.0,534.0,0.0,274.5,0.0,534.0,326.5,326.5,255.25,0.0,207.5,4.25,Bengals,2021,100.0,0.2,7.0,52.56,47.66,60.56,4.8,8.2,262.0,100.0,100.0,96.46,2.4,14.6,1.6,440.6,0.0,244.4,0.0,440.6,275.4,275.4,183.2,13.0,165.2,0.0
410,T,99.94014408645187,0.19951971182709627,7.0,67.28557134280568,55.94386631979188,72.85949569741845,2.9993996397838703,11.0,252.42665599359617,99.90024014408645,99.92019211526916,95.08004802881729,2.3972383430058035,17.399639783870324,3.400240144086452,455.643586151691,0.0,0.0,219.73183910346208,455.8431058635181,270.4278567140284,270.6273764258555,4.002401440864519,219.53131879127477,185.21572943766262,12.378026816089655,Bengals,2021,100.0,0.0,7.0,59.1,59.4,56.075,5.25,15.5,337.5,100.0,100.0,95.75,2.5,24.0,3.25,557.5,0.0,0.0,269.25,557.5,356.0,356.0,31.0,253.0,201.5,4.0
411,TE,58.010552147239274,0.0,7.0,55.80245398773007,69.23791411042944,58.21165644171779,0.0,1.143558282208589,29.974233128834356,15.700122699386503,15.884539877300615,97.72355828220859,0.4503067484662577,1.5938650306748468,0.4503067484662577,241.20000000000005,0.0,0.0,0.0,426.6061349693252,33.23312883435583,218.63926380368096,0.0,0.0,207.96687116564416,335.39631901840494,Bengals,2021,56.13456553048488,0.1401824291886702,6.999999999999999,54.78094095055208,72.99529524723955,67.29971195391262,0.0,0.4810369659145463,28.990398463754197,14.19807969275084,14.201200192030726,99.47085933749399,1.6586653864618335,0.7215554488718195,0.24051848295727316,156.52808449351895,0.0,0.0,0.0,298.5304848775804,30.069611137782044,172.07201152184348,0.0,0.0,126.45847335573693,233.64570331253
412,C,100.0,0.0,8.0,74.35,79.5,71.0,0.5,4.0,298.5,100.0,100.0,99.5,3.0,5.0,0.5,553.5,553.5,0.0,0.0,553.5,315.5,315.5,0.0,0.0,238.0,0.0,Browns,2021,100.0,0.0,8.0,77.3,84.9,71.6,0.0,5.0,548.0,100.0,100.0,99.4,4.0,6.0,1.0,1061.0,1061.0,0.0,0.0,1061.0,583.0,583.0,0.0,0.0,478.0,0.0
413,G,100.0,0.3333333333333333,8.0,82.13333333333334,66.33333333333333,84.66666666666667,0.6666666666666666,12.666666666666666,422.3333333333333,100.0,100.0,96.63333333333334,5.0,16.0,2.6666666666666665,780.6666666666666,0.0,369.0,41.0,780.6666666666666,446.3333333333333,446.3333333333333,369.0,0.0,334.3333333333333,1.6666666666666667,Browns,2021,100.0,0.0,8.0,72.1,52.14,70.92,1.2,6.2,225.2,80.0,80.0,78.02,2.0,8.6,1.2,437.8,0.0,212.2,0.8,437.8,239.4,239.4,212.2,12.4,198.4,0.2
414,T,99.96006402561024,0.3997599039615847,8.0,61.982112845138055,53.886794717887156,66.5985194077631,2.198879551820728,11.39575830332133,225.5518207282913,99.94009603841536,99.94009603841536,94.77995198079232,2.3997599039615847,16.59423769507803,2.9995998399359745,421.7114845938375,0.0,0.0,196.21488595438174,421.9111644657863,238.34893957583031,238.54861944777912,0.0,221.10284113645457,183.3625450180072,4.593437374949979,Browns,2021,99.11634712411706,0.3272788429196098,8.0,74.17638748738648,76.58082744702321,66.95459132189707,2.681802892700975,7.7090480995627315,358.3064244870501,98.55997309115371,98.72361251261351,97.18271106626302,4.699966363942146,12.736293306424487,2.3454423141607803,693.9219643457786,0.0,0.0,354.29767911200804,694.9038008745374,381.44265052135887,382.4244870501177,0.0,335.3514968045745,312.47931382441976,5.254624957954928
415,TE,70.62374318594792,0.0,8.0,62.22344033918837,32.412840702604484,59.42204724409449,0.17867958812840704,0.819503331314355,20.79709267110842,6.505330102967898,6.37976983646275,48.47183525136282,1.4736523319200485,1.3240460327074501,0.3258631132646881,168.358570563295,0.0,0.0,0.5045427013930951,302.8873410054512,21.587522713506967,155.95820714718354,0.0,0.16777710478497881,146.771047849788,208.82374318594793,Browns,2021,59.4132252559727,0.0,8.0,63.06962457337884,66.85597269624573,60.6796928327645,0.22909556313993173,0.9283276450511946,29.480375426621162,16.04684300341297,16.403412969283277,98.15008532423208,0.6911262798634812,1.386518771331058,0.22909556313993173,231.8127133105802,0.0,0.0,0.22909556313993173,417.8532423208191,31.62585324232082,217.6663822525597,0.0,0.4662969283276451,200.1868600682594,303.39249146757675
416,C,100.0,0.0,9.0,64.8,67.7,69.4,4.0,17.0,704.0,100.0,100.0,98.5,11.0,21.0,0.0,1202.0,1202.0,0.0,0.0,1202.0,764.0,764.0,0.0,0.0,438.0,0.0,Cowboys,2021,100.0,0.5,9.0,52.1,53.3,53.65,2.5,9.0,372.0,100.0,100.0,97.9,3.0,13.5,2.0,595.5,573.5,0.5,0.0,595.5,387.5,387.5,21.0,0.0,208.0,0.5
417,G,99.65368790767685,0.7526342197691921,9.0,79.71354741595584,76.67616658304064,78.21741093828399,2.247365780230808,8.989463120923231,358.316106372303,99.38158554942298,99.43105870546914,98.48088309081784,4.759658805820371,11.985950827897643,0.7491219267436027,641.5233316608128,5.728048168590065,306.3035624686402,0.0,643.2548921224285,388.5810336176618,390.31259407927746,306.93226292022075,0.0,252.94229804315103,7.929754139488208,Cowboys,2021,100.0,0.3333333333333333,9.0,74.73333333333333,66.16666666666667,74.76666666666667,2.0,15.0,486.6666666666667,100.0,100.0,97.73333333333333,2.0,19.666666666666668,2.6666666666666665,790.0,0.0,382.0,0.0,790.0,506.3333333333333,506.3333333333333,368.3333333333333,39.0,283.6666666666667,0.6666666666666666
418,T,99.96006402561024,0.0,9.0,74.0438175270108,57.93881552621048,76.42364945978392,2.198879551820728,9.394157663065226,282.9171668667467,79.91212484993997,79.91212484993997,77.4923569427771,4.798719487795118,13.192877150860342,1.5998399359743898,492.83393357342936,0.0,0.0,244.36174469787915,493.2332933173269,306.9115646258503,307.3109243697479,0.0,244.4753901560624,185.92236894757903,2.796318527410964,Cowboys,2021,100.0,0.6,9.0,56.3,50.5,49.74,2.4,14.0,270.2,80.0,80.0,77.14,1.8,19.6,3.2,436.0,0.0,0.0,229.4,436.0,281.2,281.2,0.0,206.0,154.8,0.6
419,TE,77.10836676217765,0.0,9.0,62.65518624641834,52.07968481375357,60.71263610315186,0.0,0.3260744985673353,15.829226361031518,21.02521489971347,20.420114613180516,70.44747851002865,0.7389684813753581,0.3260744985673353,0.0,124.41432664756447,0.0,0.0,0.13696275071633238,225.1186246418338,17.412034383954154,118.11633237822349,0.0,0.0,107.00229226361033,158.05042979942692,Cowboys,2021,66.56704200952794,0.0,9.0,58.80705933304461,66.60034647033348,53.80012992637506,0.0,0.0,24.83889129493287,32.84395842355998,32.938977912516236,99.28627111303595,0.8921611087050672,0.3568644434820269,0.3568644434820269,168.0459073191858,0.0,0.0,0.0,308.6925075790386,25.96751840623647,166.31745344304892,0.0,0.0,142.07838891294932,207.716760502382
420,C,100.0,0.0,10.0,54.25,48.8,55.9,2.5,9.0,301.0,100.0,100.0,94.75,3.5,14.0,2.5,545.5,540.5,4.5,0.0,545.5,318.5,318.5,0.0,0.0,227.0,0.5,Broncos,2021,100.0,0.0,10.0,40.5,47.6,37.9,3.0,22.0,612.0,100.0,100.0,97.3,3.0,29.0,4.0,1076.0,1076.0,0.0,0.0,1076.0,655.0,655.0,0.0,0.0,421.0,0.0
421,G,100.0,0.0,10.0,65.0,65.6,62.125,3.25,9.25,301.0,100.0,100.0,96.525,1.5,15.75,3.25,539.0,0.0,268.0,0.0,539.0,318.5,318.5,270.25,0.0,220.5,0.5,Broncos,2021,100.0,0.5,10.0,51.675,44.075,55.025,3.0,12.5,306.25,100.0,100.0,96.25,1.5,16.25,0.75,538.5,0.0,269.0,0.0,538.5,328.0,328.0,269.0,0.0,210.5,0.5
422,T,100.0,0.8,10.0,71.4,68.54,68.76,2.8,10.0,240.8,100.0,100.0,96.48,2.2,14.8,2.0,432.6,0.0,0.0,216.0,432.6,254.8,254.8,0.0,216.2,177.8,0.4,Broncos,2021,100.0,1.25,10.0,67.25,67.9,63.275,3.0,8.75,296.0,100.0,100.0,97.175,2.75,12.25,0.5,525.25,0.0,0.0,268.0,525.25,317.0,317.0,0.0,256.25,208.25,1.0
423,TE,60.30446735395189,0.0,10.0,66.02520045819016,65.07594501718214,62.37731958762887,0.32531500572737687,1.934707903780069,32.3745704467354,19.976632302405502,19.40332187857961,95.58533791523483,4.381443298969073,2.520045819014891,0.2600229095074456,264.41809851088203,0.0,0.0,0.4146620847651776,476.40893470790377,33.89461626575029,245.88545246277204,0.0,0.0,230.52348224513173,395.2462772050401,Broncos,2021,56.17745839636914,0.0,10.0,62.59496974281392,49.78759455370651,59.80317700453859,0.48903177004538584,1.3305597579425115,18.4409984871407,15.668456883509833,17.028517397882,93.85896369137672,1.2545385779122542,1.9735249621785174,0.1539334341906203,147.34644478063538,0.0,0.0,0.819213313161876,273.9217095310136,21.212556732223906,147.78782148260214,0.0,0.0,126.13388804841152,242.38237518910745
424,C,100.0,0.3333333333333333,11.0,67.66666666666667,60.93333333333333,68.83333333333333,1.3333333333333333,4.0,209.66666666666666,100.0,100.0,96.96666666666667,1.6666666666666667,6.333333333333333,1.0,359.6666666666667,359.3333333333333,0.0,0.0,359.6666666666667,224.0,224.0,0.0,0.0,135.66666666666666,0.3333333333333333,Lions,2021,100.0,0.5,11.0,67.0,77.45,60.85,0.5,4.0,294.5,100.0,100.0,99.6,1.5,4.5,0.0,486.5,478.5,8.0,0.0,486.5,322.0,322.0,0.0,0.0,164.5,0.0
425,G,100.0,0.4,11.0,59.18,52.06,62.72,3.2,9.2,255.8,80.0,80.0,78.26,3.0,13.2,0.8,448.0,4.8,220.4,0.0,448.0,273.0,273.0,220.4,0.0,175.0,2.4,Lions,2021,100.0,0.5,11.0,60.175,53.75,63.575,3.0,11.5,359.25,100.0,100.0,96.85,2.75,18.0,3.5,585.5,22.75,258.0,0.0,585.5,388.25,388.25,262.0,42.75,197.25,0.0
426,T,99.5279829188646,1.5051494599346897,11.0,66.05008791760864,56.895905551369,69.85571464456166,4.5124340617935195,16.29439839236373,323.789248932429,98.53612157749308,98.56119065561415,94.39088168801807,5.516955538809344,23.563175081637777,2.756342627480532,579.2376287364983,0.0,0.0,275.1803566942979,580.2368751569957,345.3629741271037,346.36222054760105,0.0,276.1092690278824,233.8746546093946,28.94724943481537,Lions,2021,100.0,0.3333333333333333,11.0,67.33333333333333,68.73333333333333,64.3,3.6666666666666665,13.0,388.0,100.0,100.0,97.16666666666667,4.0,19.0,2.3333333333333335,649.0,0.0,0.0,349.3333333333333,649.0,422.6666666666667,422.6666666666667,0.0,292.3333333333333,226.33333333333334,7.333333333333333
427,TE,59.85462539570875,0.12557157931762222,11.0,51.60647203658108,62.77383046078087,44.9952163207879,0.0,0.7333802321491382,10.897643334505805,14.448786493141048,14.194372142103413,97.12377769961309,1.8568413647555402,1.1034118888498066,0.3700316567006683,99.43228983468167,0.0,0.0,0.25114315863524445,188.4984171649666,11.393246570524093,100.45937390080901,0.0,0.24446007738304606,88.03904326415757,115.4878649314105,Lions,2021,56.73678804855276,0.465452847805789,11.0,66.08188608776844,53.4029878618114,64.28015873015875,0.29738562091503273,1.2282913165266107,27.582166199813262,19.83608776844071,19.536274509803924,76.62647058823529,1.900560224089636,1.6937441643323998,0.16806722689075632,150.07422969187675,0.0,0.0,0.0,291.7633053221289,31.176470588235297,172.69747899159665,0.0,0.0,118.89775910364148,227.08123249299723
