,Team,QB,RB/FB,WR,TE,OL,DL,LB,DB,K/P/LS
0,Cardinals,778.8007830714049,34.3010337307061,193.18948385738406,36.44361737430172,216.69613105891972,154.91574094060175,629.5415598161638,326.52738267354584,4.095881947750376
1,Falcons,26.430087685303178,131.72157046451582,274.90052458362834,142.90533448079046,600.4797391414074,551.5047324191754,68.43051541952117,624.2125982510669,2.09
2,Ravens,212.0818169214169,143.94765299105939,289.43861963992754,33.61649015099257,326.7828204382829,206.70091152202565,332.71014276161185,330.33210207624506,4.416286159616936
3,Bills,264.6265978969383,148.59853716833442,40.13395251772873,46.06730402980073,222.15192465191168,550.8343718161113,292.2325118250077,154.5018667312219,5.08
4,Panthers,42.72288851535562,201.8323626656709,223.58120252090157,21.386271061467454,227.92136820549916,850.5736276770938,164.9115648235774,278.9567953900356,0.0
5,Bears,345.1238188828972,67.27283226756411,162.32233035056058,141.45474204459816,181.33533624492412,81.15223569953379,473.8472452533263,231.12502622433698,1.0598682607050416
6,Bengals,1027.0864704965581,103.90842612695226,453.14131212539894,88.486146287671,496.0664287885445,104.4664931819888,203.86854305968674,199.05332996142573,8.12800882485954
7,Browns,606.5306597126335,128.96109839314875,135.00072432630733,141.68598062705203,575.8333545945944,660.619764641973,102.32331140650125,613.3450662904743,5.911097943511963
8,Cowboys,26.62751280200351,195.50644262018614,472.44146053974384,16.671983519100557,311.3812096444182,315.7542359833952,241.11945270241915,256.33584844814203,1.0041878016156662
9,Broncos,111.67456559428754,131.73235602870477,551.1523349062941,261.46362458427956,314.36696667275265,218.48166268200023,49.16192696821614,168.0539753550044,1.4736030404597749
10,Lions,63.92786120670757,278.6072992403433,39.12772831797682,320.5290890300135,393.01335824624584,163.19205601998274,369.8268656825293,662.4684856027952,0.0
11,Packers,5.57958520433816,106.86714396341307,104.51726752479027,96.17077582072667,118.0355224131103,386.1763912394877,97.33796118944716,605.5183333817735,5.568480210479645
12,Texans,165.61427267877588,49.680683558072914,201.47807892501353,61.07761769111658,462.3510217812636,295.05146945759117,168.29746786972208,338.5353583862127,9.449109475580299
13,Colts,25.156167421598493,176.83761216662833,260.3143157588285,0.0,561.9328315637509,244.31991580551136,311.18657833437857,428.19954564668365,0.0
14,Jaguars,21.273249916424515,2.2051771819165116,235.76093403576849,54.03612786447509,282.7734492311632,639.8619005568198,442.30142520413267,581.4945689179879,1.6978111160588036
15,Chiefs,179.1118870060367,214.37605735773667,196.53702027564344,14.216446313680917,260.9907611379841,314.82888891473056,114.61602980586945,270.5892409529199,0.8833254536256975
16,Raiders,246.01051766539575,191.4143954367775,564.2301392834605,14.35876648143627,293.37116820215687,681.6234564057567,94.99059777688687,648.4431103599987,4.918963650269457
17,Chargers,453.25381979258316,39.3242376522452,223.20345805159997,63.05084163181887,182.105018716011,434.7067724570018,403.28946314834303,148.89452576326775,0.0
18,Rams,367.87944117144235,164.93587067404547,166.41472681430702,90.36809134009359,205.0498080867884,206.50035602716744,152.7781369775867,342.72566455476897,11.6513223678654
19,Dolphins,467.8401027146957,12.332385741058552,184.358393435421,161.0525607811827,634.4629026705019,442.3971897279159,186.45649035836334,426.9576670238593,6.6673225458137715
20,Vikings,4.667713918830772,125.30312218453838,265.8615728021452,110.27321381591922,461.24683886020296,109.82477255651537,153.30754592480866,415.25084239419067,0.9968650023313983
21,Patriots,118.86469010116892,157.72864040551178,154.2341966495511,81.84627775655571,224.35498513944214,133.81089266910624,148.45438433042284,353.0440493384224,9.532168979514372
22,Saints,288.09930428612523,39.181810454199265,88.6203973941443,35.196845943836145,526.6163043352127,454.1740630953614,108.12009789934662,351.13801170726225,0.5542545566621546
23,Giants,351.9076928927777,451.74006362890697,153.76722518526566,123.8394627860172,677.8151809226326,575.1697334908528,67.57506369426223,411.35442201437866,0.7688680320483144
24,Jets,326.2318624524327,61.09437898194893,185.63934107925795,36.966659266263974,437.32075087886017,526.4674969196504,102.58353314216534,242.0042650399819,4.75
25,Eagles,372.0550719190148,96.72456443970778,401.41399865413103,110.53161778191222,154.12561138521573,281.8287603295846,77.3355505592578,70.53714890866927,5.233821404370443
26,Steelers,51.47052732294442,64.28900781758294,277.23222179910124,111.15467355550808,128.45257803713315,121.30234568825622,385.9459442622915,495.62727139955,0.8668641122524957
27,49ers,34.3171197586638,30.72589944382592,605.4496627625058,19.697123340339477,376.04502232704465,1402.3985650157056,144.51413231028275,257.5255360155968,23.8507772679171
28,Seahawks,35.12426701778505,172.97805698340676,86.39310588781603,41.64820009062758,251.15461033015703,325.0992032064691,303.7004777620802,435.44701227517646,7.34508628911999
29,Buccaneers,38.92861682259486,396.21355258499733,139.54794906257933,142.86944652182262,440.4622168705892,304.03924551367635,430.98101401616054,441.77665941996304,2.5011598819259246
30,Titans,55.71361310164099,116.28387880385931,308.6279554808678,20.99876428038602,380.7557049339279,347.0618571879036,452.49029697576447,348.5724150973882,2.0692668096489917
31,Commanders,268.9957526801159,76.25,61.79703190830855,12.662297704343988,333.76972286854084,1311.804510986175,112.68341997560728,161.44509976030486,1.127792892993389
