,position,weighted_avg_grades,Team
0,DB,61.51815886134067,Cardinals
1,DL,67.37841760299625,Cardinals
2,LB,52.019474562135116,Cardinals
3,DB,56.84699625763246,Falcons
4,DL,68.60832380516808,Falcons
5,LB,63.408034894398526,Falcons
6,DB,70.70951156812339,Ravens
7,DL,65.90479633646662,Ravens
8,LB,62.01031276415892,Ravens
9,DB,72.72997730554982,Bills
10,DL,65.78806509945751,Bills
11,LB,62.62524869729985,Bills
12,DB,60.549544308706615,Panthers
13,DL,62.39729497638471,Panthers
14,LB,73.47563605002156,Panthers
15,DB,66.38243854473943,Bears
16,DL,68.0357381848599,Bears
17,LB,64.20762711864407,Bears
18,DB,58.06420443587272,Bengals
19,DL,71.25951695103036,Bengals
20,LB,53.47258979206049,Bengals
21,DB,61.76353463245225,Browns
22,DL,64.31886304909561,Browns
23,LB,50.42591006423983,Browns
24,DB,70.54866574421823,Cowboys
25,DL,67.73822262525505,Cowboys
26,LB,64.50262738853502,Cowboys
27,DB,70.59796716184519,Broncos
28,DL,69.04712176332121,Broncos
29,LB,73.58546571136131,Broncos
30,DB,62.488810429114615,Lions
31,DL,64.0940636200717,Lions
32,LB,48.64678260869565,Lions
33,DB,69.79405689436491,Packers
34,DL,70.44638489594509,Packers
35,LB,58.93438202247191,Packers
36,DB,59.02501781895938,Texans
37,DL,64.93682681564246,Texans
38,LB,64.44080242240727,Texans
39,DB,65.7787023977433,Colts
40,DL,65.73174447174448,Colts
41,LB,70.5218028419183,Colts
42,DB,63.985360693886186,Jaguars
43,DL,68.47426953567384,Jaguars
44,LB,43.264046159394155,Jaguars
45,DB,65.4794344012887,Chiefs
46,DL,63.453003895837604,Chiefs
47,LB,54.066787330316735,Chiefs
48,DB,67.65294554915444,Rams
49,DL,69.96343195266272,Rams
50,LB,66.32386575512741,Rams
51,DB,68.55215834912613,Chargers
52,DL,65.47326556543837,Chargers
53,LB,61.57959285004965,Chargers
54,DB,56.712984854082,Dolphins
55,DL,62.42722359828867,Dolphins
56,LB,51.989290378754895,Dolphins
57,DB,71.97187037037037,Vikings
58,DL,70.2590314436539,Vikings
59,LB,72.94560702875398,Vikings
60,DB,72.7709930802319,Patriots
61,DL,72.10298837852795,Patriots
62,LB,70.98550148957298,Patriots
63,DB,66.0238494978264,Saints
64,DL,71.5565923412506,Saints
65,LB,69.60349589987052,Saints
66,DB,58.79876094851527,Giants
67,DL,69.50867040033188,Giants
68,LB,60.47725888324873,Giants
69,DB,71.0957829116245,Jets
70,DL,69.31754935002408,Jets
71,LB,50.28228718830611,Jets
72,DB,61.67646013768598,Raiders
73,DL,63.962838768948096,Raiders
74,LB,53.04722838137472,Raiders
75,DB,60.585839598997495,Eagles
76,DL,72.08869810353664,Eagles
77,LB,62.00948191593353,Eagles
78,DB,71.40354874859918,Steelers
79,DL,82.9073270305114,Steelers
80,LB,63.67464788732395,Steelers
81,DB,64.05603302286198,Seahawks
82,DL,66.85282399812515,Seahawks
83,LB,66.69208406304729,Seahawks
84,DB,74.60074165636588,49ers
85,DL,76.89650602409638,49ers
86,LB,63.1319342276071,49ers
87,DB,60.67429059099638,Buccaneers
88,DL,71.57661306737228,Buccaneers
89,LB,71.85280143433438,Buccaneers
90,DB,67.85593165174939,Titans
91,DL,69.91024028744667,Titans
92,LB,59.11815272062185,Titans
