,position,weighted_avg_grades,Team
0,DB,62.53624872579001,Cardinals
1,DL,64.18037799957528,Cardinals
2,LB,58.05028455284553,Cardinals
3,DB,62.695802514792895,Falcons
4,DL,54.241530843820925,Falcons
5,LB,43.69510288065843,Falcons
6,DB,59.62712933753944,Ravens
7,DL,65.61060832443971,Ravens
8,LB,55.45527638190955,Ravens
9,DB,71.05888514777403,Bills
10,DL,63.72704634540005,Bills
11,LB,59.7894424131627,Bills
12,DB,60.99834832079281,Panthers
13,DL,62.27069886727933,Panthers
14,LB,60.207358870967745,Panthers
15,DB,60.30563516653756,Bears
16,DL,60.092096069868994,Bears
17,LB,40.71636935991605,Bears
18,DB,64.86943396226415,Bengals
19,DL,64.07301349325338,Bengals
20,LB,52.286950549450545,Bengals
21,DB,67.71882078015459,Browns
22,DL,59.44411386986302,Browns
23,LB,68.71976647206004,Browns
24,DB,65.47760741364785,Cowboys
25,DL,61.131889378365145,Cowboys
26,LB,66.88568171454628,Cowboys
27,DB,61.607611940298504,Broncos
28,DL,56.42408399400043,Broncos
29,LB,57.898886414253894,Broncos
30,DB,56.40859245630175,Lions
31,DL,56.351569972967354,Lions
32,LB,41.44699374699375,Lions
33,DB,64.59656439463531,Packers
34,DL,70.64754639175257,Packers
35,LB,70.54951400800458,Packers
36,DB,53.674383375412695,Texans
37,DL,60.44534606205251,Texans
38,LB,46.00629921259843,Texans
39,DB,64.70019234468167,Colts
40,DL,66.80379310344827,Colts
41,LB,67.65462427745665,Colts
42,DB,61.69800498753118,Jaguars
43,DL,57.389673913043474,Jaguars
44,LB,42.92202323330106,Jaguars
45,DB,66.67943925233645,Chiefs
46,DL,59.95471857807871,Chiefs
47,LB,54.541186970102636,Chiefs
48,DB,67.92570458404074,Rams
49,DL,74.94180121994977,Rams
50,LB,53.168,Rams
51,DB,62.183714741883975,Chargers
52,DL,62.283227218463985,Chargers
53,LB,58.16475961538461,Chargers
54,DB,66.41413639479096,Raiders
55,DL,57.434169550173,Raiders
56,LB,58.15714891811625,Raiders
57,DB,67.84533309583185,Dolphins
58,DL,66.63687943262411,Dolphins
59,LB,59.69845847836898,Dolphins
60,DB,63.17234908833422,Vikings
61,DL,62.42483235540654,Vikings
62,LB,56.30235294117647,Vikings
63,DB,72.89765795206972,Patriots
64,DL,61.1183346065699,Patriots
65,LB,67.20608834062872,Patriots
66,DB,69.14379665837184,Saints
67,DL,72.15289176865852,Saints
68,LB,69.21549037580202,Saints
69,DB,65.39649871904355,Giants
70,DL,61.531718686663964,Giants
71,LB,43.73517786561265,Giants
72,DB,57.29842931937173,Jets
73,DL,60.665889698231005,Jets
74,LB,42.02276579352851,Jets
75,DB,67.1150055782819,Eagles
76,DL,60.70887146688673,Eagles
77,LB,60.04238375200428,Eagles
78,DB,60.657980162308384,Steelers
79,DL,71.26892326235436,Steelers
80,LB,46.35066483264558,Steelers
81,DB,64.8757755315441,Seahawks
82,DL,60.381427544048904,Seahawks
83,LB,64.73062988884315,Seahawks
84,DB,62.219454176654985,49ers
85,DL,70.8833480565371,49ers
86,LB,66.07649750415975,49ers
87,DB,72.38715750232991,Buccaneers
88,DL,62.541735787983,Buccaneers
89,LB,54.24540612516644,Buccaneers
90,DB,70.94831940575673,Titans
91,DL,62.69502272235447,Titans
92,LB,56.76837361736993,Titans
93,DB,66.4284290632361,Commanders
94,DL,66.96071658442395,Commanders
95,LB,50.63855783675513,Commanders
0,OL,60.08787827269636,Cardinals
1,OL,68.6457588436668,Falcons
2,OL,67.27923566878981,Ravens
3,OL,63.779734541922956,Bills
4,OL,58.93505567153793,Panthers
5,OL,64.16479844413013,Bears
6,OL,63.0929263913824,Bengals
7,OL,76.91433711099118,Browns
8,OL,77.14738782051282,Cowboys
9,OL,68.31894639556377,Broncos
10,OL,68.20102964672466,Lions
11,OL,63.426272401433685,Packers
12,OL,55.99830192200038,Texans
13,OL,67.98180028632784,Colts
14,OL,62.9689400921659,Jaguars
15,OL,76.89036888666332,Chiefs
16,OL,74.89108280254777,Rams
17,OL,72.94991724594504,Chargers
18,OL,60.47951638338882,Raiders
19,OL,55.57467543707807,Dolphins
20,OL,64.37101248266296,Vikings
21,OL,76.1974039829303,Patriots
22,OL,61.54783994334278,Saints
23,OL,60.575915669108454,Giants
24,OL,69.2403761869978,Jets
25,OL,76.54060606060607,Eagles
26,OL,61.87798055602934,Steelers
27,OL,62.6827213382293,Seahawks
28,OL,75.51348684210527,49ers
29,OL,77.61963690872751,Buccaneers
30,OL,71.20938456307378,Titans
31,OL,75.17087087087087,Commanders
0,HB,75.81244444444445,Cardinals
1,HB,68.66917475728155,Falcons
2,HB,66.4524926686217,Ravens
3,HB,66.05263157894737,Bills
4,HB,69.36941176470589,Panthers
5,HB,72.39049773755656,Bears
6,HB,75.77715517241379,Bengals
7,HB,79.99317697228146,Browns
8,HB,74.62092555331994,Cowboys
9,HB,76.49814814814815,Broncos
10,HB,65.40742971887549,Lions
11,HB,83.81375,Packers
12,HB,61.69207317073171,Texans
13,HB,81.9385518590998,Colts
14,HB,59.988300835654606,Jaguars
15,HB,67.60290556900726,Chiefs
16,HB,66.88601895734597,Rams
17,HB,68.22562358276645,Chargers
18,HB,74.85916114790287,Raiders
19,HB,62.56868686868687,Dolphins
20,HB,64.12379032258065,Vikings
21,HB,81.60440881763527,Patriots
22,HB,64.81317254174398,Saints
23,HB,61.87615384615385,Giants
24,HB,67.25305623471883,Jets
25,HB,71.5894623655914,Eagles
26,HB,68.16590389016018,Steelers
27,HB,69.89425287356322,Seahawks
28,HB,69.97636815920399,49ers
29,HB,68.21837160751566,Buccaneers
30,HB,68.87666034155598,Titans
31,HB,64.54188376753507,Commanders
0,TE,64.34186320754718,Cardinals
1,WR,70.84364694471387,Cardinals
2,TE,71.60280842527582,Falcons
3,WR,64.46615598885793,Falcons
4,TE,82.56017897091724,Ravens
5,WR,64.2820197044335,Ravens
6,TE,58.891071428571436,Bills
7,WR,71.97982721382289,Bills
8,TE,52.29372549019608,Panthers
9,WR,64.89630753667173,Panthers
10,TE,64.00538990825687,Bears
11,WR,65.17501343363783,Bears
12,TE,60.352758132956154,Bengals
13,WR,77.55154798761609,Bengals
14,TE,67.03344262295083,Browns
15,WR,63.02754360465117,Browns
16,TE,73.01986301369863,Cowboys
17,WR,75.49593956562795,Cowboys
18,TE,63.95159705159705,Broncos
19,WR,69.11778042959428,Broncos
20,TE,64.16184210526315,Lions
21,WR,66.25386558868115,Lions
22,TE,63.50441558441559,Packers
23,WR,73.06342975206611,Packers
24,TE,54.24267185473411,Texans
25,WR,68.23902295467923,Texans
26,TE,67.35835616438357,Colts
27,WR,65.61525522041764,Colts
28,TE,59.18909299655568,Jaguars
29,WR,66.33762425447316,Jaguars
30,TE,75.61627906976744,Chiefs
31,WR,67.08988610478359,Chiefs
32,TE,63.74767441860465,Rams
33,WR,73.89923990498812,Rams
34,TE,62.98577449947312,Chargers
35,WR,70.5530507685142,Chargers
36,TE,63.34820224719101,Raiders
37,WR,71.281777333999,Raiders
38,TE,63.72009884678748,Dolphins
39,WR,69.4680701754386,Dolphins
40,TE,62.64536082474226,Vikings
41,WR,74.89884756416971,Vikings
42,TE,69.43536404160476,Patriots
43,WR,71.65591985428051,Patriots
44,TE,61.60326241134752,Saints
45,WR,67.19586885245901,Saints
46,TE,57.853533190578155,Giants
47,WR,62.979652740097656,Giants
48,TE,57.163636363636364,Jets
49,WR,64.68582976699952,Jets
50,TE,78.06392092257002,Eagles
51,WR,66.59038461538461,Eagles
52,TE,65.72858783008037,Steelers
53,WR,64.10361556064073,Steelers
54,TE,63.28134228187919,Seahawks
55,WR,71.20628431970714,Seahawks
56,TE,83.3602523659306,49ers
57,WR,74.38104234527688,49ers
58,TE,64.95442786069651,Buccaneers
59,WR,71.19927437641724,Buccaneers
60,TE,59.77612323491656,Titans
61,WR,69.30538699690402,Titans
62,TE,65.50641711229947,Commanders
