,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Team,Year,weighted_grade,weighted_average_grade
388,Marcus Cannon,NE,T,100.0,0,19,69.0,73.7,64.5,5,17,351,100.0,100.0,96.3,5,24,2,703,0,0,30,703,380,380,78,595,323,0,Patriots,2013,48507.0,
389,Anthony Collins,CIN,T,100.0,0,7,77.1,87.1,63.7,1,13,372,100.0,100.0,98.1,2,14,0,660,0,0,598,660,389,389,0,34,271,27,Bengals,2013,50885.99999999999,
390,Jeremy Trueblood,ATL,T,100.0,0,2,69.3,66.6,69.0,7,24,408,100.0,100.0,95.7,4,33,2,628,0,0,0,628,436,436,0,628,192,0,Falcons,2013,43520.4,
391,Donald Stephenson,KC,T,99.8,0,16,65.7,59.3,69.1,6,27,347,99.7,99.7,95.0,6,34,1,613,0,0,304,614,374,375,0,298,239,12,Chiefs,2013,40339.8,
392,Russell Okung,SEA,T,100.0,1,29,67.6,63.7,70.6,5,13,306,100.0,100.0,96.1,10,21,3,608,0,0,608,608,330,330,0,0,278,0,Seahawks,2013,41100.799999999996,
393,Michael Bowie,SEA,T,100.0,0,29,75.8,60.1,85.9,3,13,301,100.0,100.0,95.7,3,21,5,584,0,60,16,584,320,320,52,455,264,0,Seahawks,2013,44267.2,
394,Rodger Saffold,SL,T,100.0,0,26,77.9,83.7,71.5,3,11,272,100.0,100.0,97.4,2,14,0,543,0,0,130,543,289,289,230,182,254,1,Rams,2013,42299.700000000004,
395,LaAdrian Waddle,DET,T,100.0,0,11,75.7,72.1,74.2,8,17,312,100.0,100.0,96.0,2,25,0,540,0,0,29,540,326,326,0,510,214,0,Lions,2013,40878.0,
396,Sebastian Vollmer,NE,T,100.0,0,19,81.7,79.4,76.5,1,13,294,100.0,100.0,96.9,0,16,2,502,0,0,0,502,311,311,0,501,191,1,Patriots,2013,41013.4,
397,Ryan Harris,HST,T,100.0,0,13,65.1,65.2,63.2,12,14,291,100.0,100.0,94.8,3,28,2,479,0,0,168,479,305,305,0,291,174,20,Texans,2013,31182.899999999998,
398,Mike Adams,PIT,T,99.6,0,25,64.0,57.5,66.2,8,24,294,99.3,99.4,93.2,2,36,4,478,0,0,358,480,309,311,0,25,169,97,Steelers,2013,30720.0,
399,Corey Hilliard,DET,T,100.0,0,11,65.5,67.4,58.3,1,14,269,100.0,100.0,96.8,0,16,1,455,0,0,0,455,280,280,0,426,175,27,Lions,2013,29802.5,
400,Jonathan Martin,MIA,T,100.0,1,17,65.8,66.9,62.6,7,15,296,100.0,100.0,93.9,3,29,7,454,0,0,374,454,306,306,0,80,148,0,Dolphins,2013,29873.199999999997,
401,Jeff Linkenbach,IND,T,100.0,0,14,62.7,68.6,58.5,2,12,225,100.0,100.0,95.6,1,17,3,398,0,13,0,398,247,247,357,4,151,24,Colts,2013,24954.600000000002,
402,Jared Veldheer,OAK,T,100.0,1,23,64.9,74.4,57.3,0,13,196,100.0,100.0,96.2,6,14,1,322,0,0,322,322,209,209,0,0,113,0,Raiders,2013,20897.800000000003,
403,Ryan Schraeder,ATL,T,100.0,0,2,63.1,66.8,56.8,0,12,193,100.0,100.0,94.8,2,16,4,306,0,0,3,306,207,207,0,282,99,21,Falcons,2013,19308.600000000002,
404,Terron Armstead,NO,T,100.0,0,20,76.3,75.4,76.4,1,5,161,100.0,100.0,95.7,3,10,4,286,0,0,285,286,169,169,0,0,117,0,Saints,2013,21821.8,
405,Luke Joeckel,JAX,T,100.0,0,15,58.1,62.9,55.5,1,11,178,100.0,100.0,94.9,2,15,3,273,0,0,12,273,186,186,0,261,87,0,Jaguars,2013,15861.300000000001,
406,Guy Whimper,PIT,T,100.0,0,25,59.4,70.0,51.1,0,5,156,100.0,100.0,96.5,2,8,3,265,0,122,5,265,164,164,75,62,101,1,Steelers,2013,15741.0,
407,Levi Brown,PIT,T,100.0,0,25,57.4,47.2,70.8,6,8,164,100.0,100.0,93.3,3,18,4,262,0,0,262,262,175,175,0,0,87,0,Steelers,2013,15038.8,
408,Matt McCants,OAK,T,100.0,1,23,73.0,83.1,64.3,0,3,118,100.0,100.0,98.7,1,3,0,256,0,2,0,256,127,127,0,199,129,55,Raiders,2013,18688.0,
409,Marshall Newhouse,GB,T,100.0,1,12,55.8,41.7,69.2,4,14,156,100.0,100.0,92.3,3,21,3,256,0,1,13,256,168,168,16,218,88,7,Packers,2013,14284.8,
410,Bryce Harris,NO,T,99.6,0,20,64.3,69.8,60.2,3,7,110,99.1,99.1,94.5,2,11,1,240,0,0,0,241,114,115,0,130,126,111,Saints,2013,15496.3,
411,Will Svitek,NE,T,100.0,0,19,58.6,71.2,41.9,1,5,149,100.0,100.0,96.6,0,8,2,239,0,0,3,239,158,158,3,233,81,0,Patriots,2013,14005.4,
412,Jason Fox,DET,T,100.0,0,11,63.4,76.5,49.3,1,2,112,100.0,100.0,97.8,0,4,1,203,0,0,2,203,117,117,0,200,86,0,Lions,2013,12870.199999999999,
413,Michael Harris,SD,T,100.0,0,27,71.7,66.7,78.6,1,5,106,100.0,100.0,96.2,2,7,1,189,0,0,135,189,113,113,0,54,76,0,Chargers,2013,13551.300000000001,
414,Sam Baker,ATL,T,100.0,0,2,50.0,44.6,57.1,7,12,131,100.0,100.0,92.0,3,20,1,189,0,0,189,189,135,135,0,0,54,0,Falcons,2013,9450.0,
415,Menelik Watson,OAK,T,100.0,1,23,57.6,59.5,61.2,2,7,91,100.0,100.0,94.0,2,10,1,173,0,0,0,173,94,94,0,122,79,51,Raiders,2013,9964.800000000001,
416,Mike Otto,TEN,T,100.0,0,31,55.4,42.9,61.0,0,9,76,100.0,100.0,92.8,0,10,1,154,0,0,0,154,81,81,0,135,73,19,Titans,2013,8531.6,
417,Xavier Nixon,IND,T,100.0,0,14,61.6,55.2,61.1,3,2,75,100.0,100.0,95.3,0,6,1,153,0,75,4,153,79,79,59,0,74,15,Colts,2013,9424.800000000001,
418,Ryan Clady,DEN,T,100.0,0,10,68.8,77.5,61.9,0,5,87,100.0,100.0,96.0,1,6,1,141,0,0,139,141,92,92,0,0,49,2,Broncos,2013,9700.8,
419,Byron Stingily,TEN,T,100.0,0,31,57.6,60.9,53.6,2,2,55,100.0,100.0,92.7,0,6,2,140,0,0,0,140,59,59,0,140,81,0,Titans,2013,8064.0,
420,Alvin Bailey,SEA,T,100.0,0,29,64.7,87.3,59.9,0,0,35,100.0,100.0,100.0,2,0,0,114,0,0,42,114,37,37,7,23,77,41,Seahawks,2013,7375.8,
421,J'Marcus Webb,MIN,T,100.0,0,18,75.6,67.8,74.9,1,2,55,100.0,100.0,95.5,0,4,1,106,0,0,0,106,56,56,0,87,50,19,Vikings,2013,8013.599999999999,
422,Allen Barbre,PHI,T,100.0,0,24,71.2,90.2,64.9,0,0,31,100.0,100.0,100.0,2,0,0,87,0,0,71,87,34,34,1,2,53,12,Eagles,2013,6194.400000000001,
423,Nate Potter,ARZ,T,100.0,0,1,33.2,19.9,44.9,0,6,47,100.0,100.0,91.5,0,7,1,79,0,57,0,79,54,54,0,0,25,21,Cardinals,2013,2622.8,
424,Bobby Massie,ARZ,T,100.0,0,1,65.6,52.4,64.9,0,2,12,100.0,100.0,91.7,0,2,0,56,0,0,0,56,13,13,0,21,43,33,Cardinals,2013,3673.5999999999995,
425,Dennis Roland,CIN,T,100.0,0,7,73.0,66.4,68.9,0,1,15,100.0,100.0,96.7,0,1,0,35,0,0,7,35,16,16,0,0,19,28,Bengals,2013,2555.0,
426,Jermey Parnell,DAL,T,100.0,0,9,66.5,24.9,67.5,0,0,3,100.0,100.0,100.0,1,0,0,20,0,0,2,20,4,4,0,0,16,18,Cowboys,2013,1330.0,
427,Will Yeatman,MIA,T,100.0,0,17,79.3,75.1,70.3,0,0,5,100.0,100.0,100.0,0,0,0,18,0,0,0,18,5,5,0,0,13,18,Dolphins,2013,1427.3999999999999,
428,Winston Justice,DEN,T,100.0,0,10,53.1,73.0,58.3,1,0,11,100.0,100.0,95.5,1,1,0,18,0,0,9,18,11,11,0,9,7,0,Broncos,2013,955.8000000000001,
429,Nick Becton,SD,T,100.0,0,27,52.7,70.3,,0,1,12,100.0,100.0,95.8,1,1,0,13,0,0,13,13,13,13,0,0,0,0,Chargers,2013,685.1,
430,Rashad Butler,CLV,T,100.0,0,8,55.9,71.6,53.8,0,0,3,100.0,100.0,100.0,0,0,0,9,0,0,0,9,4,4,0,0,5,7,Browns,2013,503.09999999999997,
431,Tom Compton,WAS,T,90.0,0,32,62.1,72.4,62.2,0,0,1,50.0,50.0,100.0,0,0,0,9,0,0,2,10,1,2,0,0,8,8,Commanders,2013,621.0,
432,Sam Young,JAX,T,100.0,0,15,27.0,0.0,55.9,0,2,6,100.0,100.0,66.7,1,3,1,9,0,0,1,9,6,6,8,0,3,0,Jaguars,2013,243.0,
433,Max Starks,SL,T,100.0,0,26,55.2,69.0,55.0,0,1,6,100.0,100.0,91.7,0,1,0,8,0,0,8,8,6,6,0,0,2,0,Rams,2013,441.6,
434,Thomas Welch,BUF,T,87.5,0,4,79.5,68.2,75.4,0,0,2,66.7,66.7,100.0,0,0,0,7,0,0,0,8,2,3,0,0,5,8,Bills,2013,636.0,
435,Willie Smith,SD,T,100.0,0,27,59.7,,59.0,0,0,0,,,,0,0,0,6,0,0,5,6,0,0,0,1,6,0,Chargers,2013,358.20000000000005,
436,Derek Sherrod,GB,T,100.0,0,12,59.3,72.5,56.7,0,1,3,100.0,100.0,83.3,0,1,0,6,0,0,0,6,3,3,0,6,3,0,Packers,2013,355.79999999999995,
437,Mike Remmers,MIN,T,100.0,0,18,58.9,,57.9,0,0,0,,,,0,0,0,4,0,0,4,4,0,0,0,0,4,0,Vikings,2013,235.6,
438,Travis Bond,CAR,T,100.0,0,5,58.5,,57.3,0,0,0,,,,0,0,0,4,0,0,0,4,0,0,0,4,4,0,Panthers,2013,234.0,
439,Mike Person,SL,T,100.0,0,26,60.0,72.7,,0,0,2,100.0,100.0,100.0,1,0,0,2,0,0,0,2,2,2,0,0,0,2,Rams,2013,120.0,
440,Anthony Castonzo,IND,T,100.0,1,14,84.4,90.8,66.7,10,24,853,100.0,100.0,97.8,8,36,2,1360,0,0,1340,1360,905,905,0,0,455,20,Colts,2014,114784.00000000001,76.90497419052087
441,Nate Solder,NE,T,99.9,2,19,74.1,72.2,70.5,10,18,738,99.9,99.9,97.2,8,35,7,1255,0,5,1225,1256,785,786,0,0,470,26,Patriots,2014,93069.59999999999,65.3765455950541
442,Sebastian Vollmer,NE,T,100.0,1,19,76.1,77.1,68.2,6,24,712,100.0,100.0,97.3,3,34,4,1223,0,0,0,1223,759,759,0,1220,464,3,Patriots,2014,93070.29999999999,70.43842931937172
443,Kelvin Beachum,PIT,T,100.0,1,25,82.7,90.5,67.7,4,13,697,100.0,100.0,97.8,8,24,7,1185,0,0,1185,1185,746,746,0,0,439,0,Steelers,2014,97999.5,83.19236577181208
444,Tyron Smith,DAL,T,100.0,1,9,87.2,90.0,80.5,8,14,578,100.0,100.0,97.6,9,25,3,1178,0,0,1178,1178,616,616,0,0,562,0,Cowboys,2014,102721.6,83.55613586559532
445,Justin Britt,SEA,T,100.0,0,29,72.1,55.4,83.8,6,41,598,100.0,100.0,95.2,8,52,5,1164,0,0,0,1164,625,625,0,1164,539,0,Seahawks,2014,83924.4,63.88356997971602
446,Byron Bell,CAR,T,100.0,0,5,59.8,62.6,56.0,6,43,637,100.0,100.0,94.4,10,60,11,1157,0,0,1134,1157,679,679,0,0,478,23,Panthers,2014,69188.59999999999,71.06345514950165
447,Jason Peters,PHI,T,100.0,1,24,92.4,91.4,88.4,4,17,661,100.0,100.0,97.8,8,25,4,1146,0,0,1110,1146,699,699,0,3,447,33,Eagles,2014,105890.40000000001,60.28540087754287
448,David Bakhtiari,GB,T,100.0,1,12,72.3,85.7,54.2,6,20,658,100.0,100.0,97.0,9,33,7,1144,0,0,1144,1144,702,702,0,0,442,0,Packers,2014,82711.2,69.32504327755336
449,Ryan Clady,DEN,T,100.0,2,10,74.1,72.2,67.7,10,22,646,100.0,100.0,97.1,6,35,3,1124,0,0,1122,1124,693,693,0,1,431,1,Broncos,2014,83288.4,79.1906453009961
450,Will Beatty,NYG,T,100.0,0,21,80.0,78.5,73.7,10,19,641,100.0,100.0,97.3,9,32,3,1114,0,0,1112,1114,678,678,0,0,436,2,Giants,2014,89120.0,68.91160247265812
451,Derek Newton,HST,T,100.0,0,13,78.8,62.5,87.3,6,36,544,100.0,100.0,95.8,5,44,2,1108,0,0,11,1108,586,586,71,1026,522,0,Texans,2014,87310.4,
452,Bobby Massie,ARZ,T,100.0,1,1,70.9,69.4,69.6,8,28,644,100.0,100.0,95.8,6,45,9,1104,0,0,0,1104,696,696,0,1104,408,0,Cardinals,2014,78273.6,
453,Jared Veldheer,ARZ,T,100.0,2,1,83.2,87.9,72.7,4,22,644,100.0,100.0,97.8,7,27,1,1104,0,0,1103,1104,696,696,0,0,408,1,Cardinals,2014,91852.8,
454,Duane Brown,HST,T,100.0,1,13,80.3,84.4,73.0,9,14,541,100.0,100.0,97.5,7,25,2,1100,0,0,1093,1100,583,583,0,0,517,7,Texans,2014,88330.0,
455,Andrew Whitworth,CIN,T,100.0,2,7,92.3,93.5,86.6,1,9,573,100.0,100.0,99.1,5,10,0,1091,0,0,1052,1091,613,613,0,0,478,33,Bengals,2014,100699.3,
456,Breno Giacomini,NYJ,T,100.0,1,22,70.3,73.7,67.1,7,31,585,100.0,100.0,96.2,8,41,3,1088,0,0,0,1088,615,615,0,1088,473,0,Jets,2014,76486.4,
457,D'Brickashaw Ferguson,NYJ,T,100.0,0,22,75.3,82.6,61.8,9,27,585,100.0,100.0,96.8,2,37,1,1088,0,2,1073,1088,615,615,0,0,473,13,Jets,2014,81926.4,
458,Bryan Bulaga,GB,T,100.0,0,12,74.4,80.7,68.1,2,23,586,100.0,100.0,97.2,7,29,4,1064,0,0,0,1064,624,624,3,1061,440,0,Packers,2014,79161.6,
459,Seantrel Henderson,BUF,T,100.0,0,4,57.3,62.7,48.4,12,28,629,100.0,100.0,95.9,4,46,6,1061,0,0,0,1061,663,663,0,1061,398,0,Bills,2014,60795.299999999996,
460,Zach Strief,NO,T,100.0,0,20,76.4,76.4,69.9,6,31,653,100.0,100.0,96.7,3,40,3,1058,0,0,0,1058,693,693,0,1058,365,0,Saints,2014,80831.20000000001,
461,King Dunlap,SD,T,100.0,0,27,82.6,80.1,76.3,5,35,625,100.0,100.0,96.3,4,43,3,1058,0,0,1058,1058,669,669,0,0,389,0,Chargers,2014,87390.79999999999,
462,Joe Staley,SF,T,100.0,4,28,89.6,83.2,90.5,3,22,585,100.0,100.0,97.2,11,29,4,1056,0,0,1042,1056,632,632,0,0,424,13,49ers,2014,94617.59999999999,
463,Joe Thomas,CLV,T,100.0,3,8,91.0,92.9,86.9,3,12,549,100.0,100.0,98.3,9,17,2,1052,0,0,1051,1052,584,584,0,0,468,1,Browns,2014,95732.0,
464,Mitchell Schwartz,CLV,T,100.0,1,8,72.7,75.4,67.9,6,22,549,100.0,100.0,96.2,7,35,7,1052,0,0,0,1052,584,584,0,1052,468,0,Browns,2014,76480.40000000001,
465,Russell Okung,SEA,T,100.0,2,29,71.4,80.5,63.8,3,21,551,100.0,100.0,97.5,11,26,2,1050,0,0,1049,1050,573,573,0,0,477,0,Seahawks,2014,74970.0,
466,Cordy Glenn,BUF,T,100.0,0,4,79.9,84.9,71.1,4,18,625,100.0,100.0,97.0,6,30,8,1045,0,0,1042,1045,658,658,0,0,387,3,Bills,2014,83495.5,
467,Ja'Wuan James,MIA,T,100.0,1,17,63.5,63.2,61.5,12,40,610,100.0,100.0,94.8,9,58,6,1038,0,0,477,1038,648,648,0,558,390,0,Dolphins,2014,65913.0,
468,Matt Kalil,MIN,T,100.0,2,18,65.7,65.2,69.3,7,36,603,100.0,100.0,94.4,12,55,12,1025,0,0,1024,1025,642,642,0,0,383,1,Vikings,2014,67342.5,
469,Donald Penn,OAK,T,99.9,1,23,88.6,90.2,72.9,3,29,653,99.8,99.9,96.9,2,36,4,1020,0,0,1018,1021,690,691,0,1,330,2,Raiders,2014,90460.59999999999,
470,D.J. Fluker,SD,T,100.0,1,27,72.2,69.7,75.1,5,36,616,100.0,100.0,95.5,9,48,7,1020,0,0,0,1020,659,659,0,1019,361,1,Chargers,2014,73644.0,
471,Riley Reiff,DET,T,100.0,0,11,78.5,78.1,69.3,5,31,612,100.0,100.0,96.6,1,39,3,1008,0,0,1008,1008,647,647,0,0,361,0,Lions,2014,79128.0,
472,Eric Fisher,KC,T,100.0,0,16,67.3,66.3,70.1,11,24,579,100.0,100.0,95.8,9,42,7,1005,0,0,1004,1005,612,612,0,0,393,0,Chiefs,2014,67636.5,
473,Joe Barksdale,SL,T,100.0,0,26,73.0,68.2,79.6,4,40,562,100.0,100.0,94.8,6,51,7,996,0,0,0,996,604,604,0,978,392,18,Rams,2014,72708.0,
474,Luke Joeckel,JAX,T,100.0,1,15,66.9,63.1,64.0,7,29,616,100.0,100.0,95.8,5,44,8,982,0,0,979,982,655,655,0,0,327,1,Jaguars,2014,65695.8,
475,Demar Dotson,TB,T,100.0,1,30,73.5,79.9,67.3,2,20,591,100.0,100.0,97.1,15,28,6,979,0,0,171,979,638,638,0,808,341,0,Buccaneers,2014,71956.5,
476,Rick Wagner,BLT,T,100.0,0,3,80.2,81.7,73.3,1,20,508,100.0,100.0,97.5,2,23,2,969,0,0,0,969,552,552,0,969,417,0,Ravens,2014,77713.8,
477,Ryan Harris,KC,T,100.0,0,16,70.2,65.7,70.3,7,25,540,100.0,100.0,96.1,3,37,5,956,0,0,1,956,572,572,0,954,384,1,Chiefs,2014,67111.2,
478,Gosder Cherilus,IND,T,100.0,1,14,61.5,65.5,59.1,15,27,603,100.0,100.0,95.5,3,48,6,950,0,0,0,950,637,637,0,928,313,22,Colts,2014,58425.0,
479,Jake Matthews,ATL,T,100.0,2,2,59.8,65.1,53.9,9,35,595,100.0,100.0,95.1,11,51,7,944,0,0,943,944,634,634,0,0,310,1,Falcons,2014,56451.2,
480,Jermon Bushrod,CHI,T,100.0,1,6,68.8,79.0,56.8,9,31,587,100.0,100.0,95.7,6,45,5,922,0,0,922,922,631,631,0,0,291,0,Bears,2014,63433.6,
481,Justin Pugh,NYG,T,100.0,1,21,70.4,73.1,69.5,4,18,521,100.0,100.0,96.7,9,28,6,910,0,0,0,910,556,556,0,903,354,7,Giants,2014,64064.00000000001,
482,Lane Johnson,PHI,T,100.0,2,24,83.5,78.6,86.2,2,23,496,100.0,100.0,97.3,7,26,1,889,0,0,18,889,518,518,1,866,371,0,Eagles,2014,74231.5,
483,Trent Williams,WAS,T,100.0,2,32,82.3,85.4,79.5,7,14,525,100.0,100.0,97.2,12,25,4,877,0,0,875,877,561,561,0,0,316,2,Commanders,2014,72177.09999999999,
484,Terron Armstead,NO,T,100.0,0,20,78.6,78.9,72.8,4,18,483,100.0,100.0,97.1,6,25,3,836,0,0,836,836,522,522,0,0,314,0,Saints,2014,65709.59999999999,
485,Michael Ola,CHI,T,100.0,0,6,64.6,70.7,59.1,5,21,511,100.0,100.0,96.9,3,29,3,823,0,377,137,823,545,545,64,245,278,0,Bears,2014,53165.799999999996,
486,Marcus Gilbert,PIT,T,100.0,1,25,74.8,73.9,75.7,4,23,474,100.0,100.0,95.7,6,34,7,820,0,0,0,820,507,507,0,820,313,0,Steelers,2014,61336.0,
487,Jordan Mills,CHI,T,100.0,2,6,62.7,59.9,73.5,6,31,530,100.0,100.0,95.4,8,43,6,814,0,0,0,814,570,570,0,814,244,0,Bears,2014,51037.8,
488,Khalif Barnes,OAK,T,100.0,1,23,57.7,63.9,55.8,5,18,483,100.0,100.0,96.8,4,27,4,766,0,220,0,766,510,510,0,541,256,4,Raiders,2014,44198.200000000004,
489,Eugene Monroe,BLT,T,100.0,2,3,65.8,74.7,58.0,6,14,398,100.0,100.0,96.7,9,23,3,728,0,0,728,728,428,428,0,0,300,0,Ravens,2014,47902.4,
490,Greg Robinson,SL,T,100.0,0,26,61.3,61.0,67.5,9,11,400,100.0,100.0,95.7,11,27,7,724,0,163,561,724,434,434,0,0,290,0,Rams,2014,44381.2,
491,Phil Loadholt,MIN,T,100.0,0,18,75.4,67.9,76.2,6,22,428,100.0,100.0,95.6,3,33,5,715,0,0,0,715,454,454,0,715,261,0,Vikings,2014,53911.00000000001,
492,Doug Free,DAL,T,100.0,0,9,79.4,73.5,78.5,2,17,342,100.0,100.0,96.3,4,22,3,700,0,0,0,700,366,366,0,700,334,0,Cowboys,2014,55580.00000000001,
493,Nate Chandler,CAR,T,100.0,0,5,58.6,57.9,56.4,2,21,414,100.0,100.0,95.5,1,30,7,691,0,0,4,691,442,442,0,687,249,0,Panthers,2014,40492.6,
494,Andrew Gardner,PHI,T,100.0,0,24,68.6,61.6,73.2,5,15,362,100.0,100.0,95.9,5,25,5,670,0,6,27,670,387,387,460,174,283,3,Eagles,2014,45961.99999999999,
495,Michael Oher,TEN,T,100.0,2,31,64.1,67.8,58.6,4,26,397,100.0,100.0,94.7,6,36,6,651,0,0,3,651,419,419,0,647,232,1,Titans,2014,41729.1,
496,Tom Compton,WAS,T,100.0,1,32,63.4,60.5,63.8,8,22,374,100.0,100.0,94.4,3,36,6,650,0,0,45,650,399,399,0,581,251,24,Commanders,2014,41210.0,
497,Ryan Schraeder,ATL,T,100.0,0,2,74.9,78.3,70.3,2,13,391,100.0,100.0,97.3,3,18,3,646,0,0,10,646,415,415,0,603,231,33,Falcons,2014,48385.4,
498,Jonathan Martin,SF,T,100.0,0,28,62.0,66.1,55.8,1,21,358,100.0,100.0,95.3,2,28,6,646,0,6,5,646,384,384,0,628,262,7,49ers,2014,40052.0,
499,Anthony Collins,TB,T,100.0,1,30,65.3,65.6,66.9,14,14,374,100.0,100.0,96.0,10,29,1,621,0,0,620,621,409,409,0,0,212,1,Buccaneers,2014,40551.299999999996,
500,Gabe Carimi,ATL,T,100.0,1,2,69.2,61.3,80.1,7,19,361,100.0,100.0,95.0,7,31,5,585,0,26,127,585,382,382,114,238,203,80,Falcons,2014,40482.0,
501,LaAdrian Waddle,DET,T,100.0,3,11,70.1,75.5,65.6,2,12,328,100.0,100.0,96.3,6,19,5,550,0,0,0,550,354,354,1,549,196,0,Lions,2014,38555.0,
502,Branden Albert,MIA,T,100.0,0,17,84.6,91.5,73.8,1,5,313,100.0,100.0,98.1,3,9,3,543,0,0,536,543,332,332,0,1,211,5,Dolphins,2014,45937.799999999996,
503,Cornelius Lucas,DET,T,100.0,0,11,61.2,69.3,54.5,4,17,333,100.0,100.0,95.0,4,27,6,515,0,0,152,515,347,347,0,363,168,0,Lions,2014,31518.0,
504,James Hurst,BLT,T,100.0,1,3,50.3,42.9,54.8,9,20,278,100.0,100.0,93.7,7,32,3,514,0,0,480,514,307,307,0,27,207,7,Ravens,2014,25854.199999999997,
505,Mike Remmers,CAR,T,100.0,1,5,68.4,68.8,68.2,3,11,251,100.0,100.0,97.2,4,14,0,506,0,0,7,506,266,266,0,499,240,0,Panthers,2014,34610.4,
506,Jermey Parnell,DAL,T,100.0,0,9,79.3,79.0,74.4,1,11,240,100.0,100.0,97.5,1,12,0,498,0,0,0,498,254,254,0,478,244,20,Cowboys,2014,39491.4,
507,Alvin Bailey,SEA,T,100.0,0,29,64.1,73.8,62.2,2,13,230,100.0,100.0,95.9,5,17,2,494,0,214,184,494,240,240,2,69,254,24,Seahawks,2014,31665.399999999998,
508,Austin Pasztor,JAX,T,100.0,1,15,62.0,59.4,61.6,3,12,296,100.0,100.0,96.1,2,19,4,492,0,0,0,492,316,316,0,492,176,0,Jaguars,2014,30504.0,
509,Menelik Watson,OAK,T,100.0,2,23,58.4,58.6,62.6,2,21,311,100.0,100.0,95.7,6,25,2,487,0,0,1,487,331,331,0,469,156,17,Raiders,2014,28440.8,
510,Chris Clark,DEN,T,100.0,2,10,66.5,76.0,61.8,2,6,233,100.0,100.0,97.4,7,10,2,486,0,0,76,486,252,252,0,348,234,62,Broncos,2014,32319.0,
511,Andre Smith,CIN,T,100.0,1,7,65.3,67.6,68.2,1,5,257,100.0,100.0,97.3,7,10,4,483,0,0,5,483,276,276,0,476,207,0,Bengals,2014,31539.899999999998,
512,Tyler Polumbus,WAS,T,100.0,0,32,60.1,60.4,57.0,0,13,287,100.0,100.0,94.9,2,21,8,471,0,0,2,471,304,304,0,466,167,3,Commanders,2014,28307.100000000002,
513,Marcus Cannon,NE,T,100.0,1,19,56.5,55.3,59.8,5,10,235,100.0,100.0,96.0,6,17,2,446,0,218,123,446,254,254,3,93,192,9,Patriots,2014,25199.0,
514,Jake Long,SL,T,100.0,0,26,71.8,79.4,59.0,4,13,251,100.0,100.0,95.4,1,20,3,434,0,0,433,434,266,266,0,0,168,1,Rams,2014,31161.199999999997,
515,Anthony Davis,SF,T,100.0,2,28,68.1,63.3,79.1,2,12,238,100.0,100.0,95.8,5,17,3,429,0,0,1,429,260,260,0,427,169,0,49ers,2014,29214.899999999998,
516,Sam Young,JAX,T,100.0,1,15,57.4,64.7,50.1,2,9,254,100.0,100.0,96.3,3,15,4,396,0,0,0,396,271,271,0,392,125,0,Jaguars,2014,22730.399999999998,
517,Bryce Harris,NO,T,100.0,0,20,56.8,61.0,51.0,7,19,256,100.0,100.0,94.9,4,26,0,387,0,0,303,387,265,265,0,81,122,3,Saints,2014,21981.6,
518,Mike Adams,PIT,T,100.0,0,25,56.5,61.1,49.2,3,15,229,100.0,100.0,94.8,2,21,3,381,0,0,0,381,245,245,0,365,136,16,Steelers,2014,21526.5,
519,Marshall Newhouse,CIN,T,100.0,1,7,58.4,50.0,62.2,3,11,173,100.0,100.0,94.8,4,16,2,381,0,0,39,381,185,185,0,292,196,49,Bengals,2014,22250.399999999998,
520,Michael Harris,MIN,T,100.0,1,18,65.2,62.2,56.9,2,11,199,100.0,100.0,94.2,1,18,5,363,0,0,0,363,214,214,50,310,149,3,Vikings,2014,23667.600000000002,
521,Taylor Lewan,TEN,T,100.0,0,31,81.0,78.6,87.4,2,5,203,100.0,100.0,96.3,5,11,4,353,0,0,341,353,218,218,0,0,135,12,Titans,2014,28593.0,
522,Oniel Cousins,TB,T,100.0,0,30,51.5,46.1,65.5,6,19,206,100.0,100.0,92.0,5,29,4,334,0,0,179,334,220,220,0,127,114,28,Buccaneers,2014,17201.0,
523,Paul Cornick,DEN,T,100.0,0,10,63.1,64.9,62.5,0,6,147,100.0,100.0,97.3,4,7,1,300,0,0,0,300,157,157,0,210,143,90,Broncos,2014,18930.0,
524,Jordan Devey,NE,T,100.0,1,19,46.1,31.1,59.6,3,9,159,100.0,100.0,95.6,5,13,1,297,0,104,0,297,176,176,189,0,121,4,Patriots,2014,13691.7,
525,Michael Roos,TEN,T,100.0,0,31,80.3,84.2,77.5,0,8,181,100.0,100.0,97.2,3,9,1,289,0,0,289,289,187,187,0,0,102,0,Titans,2014,23206.7,
526,Garrett Reynolds,DET,T,100.0,1,11,68.1,66.8,71.6,2,6,181,100.0,100.0,96.1,4,11,3,278,0,0,0,278,190,190,93,185,88,0,Lions,2014,18931.8,
527,Cam Fleming,NE,T,100.0,0,19,62.5,40.2,67.7,1,7,95,100.0,100.0,94.7,1,9,1,244,0,0,0,244,103,103,86,36,141,122,Patriots,2014,15250.0,
