,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Team,Year,weighted_grade,weighted_average_grade
923,Khalif Barnes,ARZ,T,100.0,0,1,49.6,,52.6,0,0,0,,,,0,0,0,8,0,0,0,8,0,0,0,0,8,8,Cardinals,2017,396.8,
924,Austin Reiter,CLV,T,100.0,0,8,74.3,55.2,75.2,0,0,2,100.0,100.0,100.0,0,0,0,8,0,0,1,8,3,3,0,4,5,3,Browns,2017,594.4,
925,Kent Perkins,CIN,T,100.0,0,7,56.8,69.0,53.5,0,0,2,100.0,100.0,100.0,0,0,0,6,0,0,0,6,3,3,0,6,3,0,Bengals,2017,340.79999999999995,
926,Darrell Williams,SF,T,100.0,0,28,60.0,,58.9,0,0,0,,,,0,0,0,3,0,0,1,3,0,0,0,2,3,0,49ers,2017,180.0,
927,Vinston Painter,ARZ,T,100.0,0,1,60.0,,59.9,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,3,0,3,0,Cardinals,2017,180.0,
928,Elijah Wilkinson,DEN,T,100.0,0,10,58.8,,55.2,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,2,2,0,Broncos,2017,117.6,
929,Bryce Harris,NO,T,100.0,0,20,60.0,70.2,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,2,Saints,2017,120.0,
930,Tyreek Burwell,IND,T,100.0,0,14,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Colts,2017,60.0,
931,Conor McDermott,BUF,T,100.0,0,4,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,Bills,2017,60.0,
932,Donovan Smith,TB,T,100.0,1,30,66.4,69.9,52.7,9,32,725,100.0,100.0,96.1,7,49,8,1117,0,0,1116,1117,773,773,0,0,344,0,Buccaneers,2018,74168.8,61.81034013605443
933,Alejandro Villanueva,PIT,T,99.9,1,25,81.2,83.9,64.7,3,17,725,99.9,99.9,97.9,6,25,5,1115,0,0,1115,1116,776,777,0,0,339,0,Steelers,2018,90619.2,64.9625134264232
934,Rob Havenstein,LA,T,100.0,1,26,86.1,75.6,88.4,4,23,617,100.0,100.0,97.5,2,29,2,1101,0,0,0,1101,657,657,0,1100,444,0,Rams,2018,94796.09999999999,68.91575373472159
935,Chris Hubbard,CLV,T,100.0,2,8,65.1,73.6,48.7,2,34,638,100.0,100.0,96.2,3,42,6,1091,0,0,2,1091,694,694,0,1089,397,0,Browns,2018,71024.09999999999,61.12109375
936,Trent Brown,NE,T,100.0,4,19,69.7,68.5,65.9,12,20,579,100.0,100.0,96.7,9,35,3,1090,0,0,1087,1090,608,608,0,0,482,3,Patriots,2018,75973.0,64.51626865671642
937,Ronnie Stanley,BLT,T,100.0,1,3,77.5,86.8,65.4,2,13,539,100.0,100.0,98.2,6,17,2,1084,0,0,1055,1084,577,577,0,0,507,27,Ravens,2018,84010.0,80.3858432304038
938,La'el Collins,DAL,T,100.0,3,9,72.5,69.7,73.6,6,32,612,100.0,100.0,95.6,10,46,8,1075,0,0,0,1075,654,654,0,1075,421,0,Cowboys,2018,77937.5,69.65537696134712
939,Bobby Massie,CHI,T,100.0,1,6,71.8,77.7,60.6,2,22,585,100.0,100.0,97.8,4,25,1,1070,0,0,0,1070,635,635,0,1069,435,1,Bears,2018,76826.0,70.82104612850083
940,Charles Leno Jr.,CHI,T,100.0,1,6,75.7,79.2,68.8,4,23,584,100.0,100.0,96.8,6,32,5,1067,0,0,1057,1067,634,634,0,0,433,6,Bears,2018,80771.90000000001,55.08673292999136
941,Duane Brown,SEA,T,100.0,1,29,83.0,86.7,73.5,2,15,501,100.0,100.0,97.5,3,21,4,1067,0,2,1064,1067,546,546,0,0,521,1,Seahawks,2018,88561.0,71.30282258064516
942,Taylor Decker,DET,T,99.9,2,11,70.6,80.6,52.9,4,30,616,99.8,99.8,96.8,7,37,3,1061,0,0,1061,1062,659,660,0,0,402,1,Lions,2018,74977.2,66.0262959472196
943,Garett Bolles,DEN,T,99.9,4,10,72.8,72.1,70.8,6,21,621,99.8,99.9,97.5,14,29,2,1061,0,0,1061,1062,669,670,0,0,392,0,Broncos,2018,77313.59999999999,
944,Jake Matthews,ATL,T,100.0,0,2,80.0,86.1,62.7,7,18,676,100.0,100.0,97.9,3,27,2,1057,0,0,1057,1057,715,715,0,0,342,0,Falcons,2018,84560.0,
945,Dion Dawkins,BUF,T,99.7,4,4,69.9,76.2,61.2,2,25,592,99.5,99.5,96.5,14,34,7,1056,0,0,1053,1059,637,640,0,0,419,4,Bills,2018,74024.1,
946,Mike McGlinchey,SF,T,100.0,2,28,74.8,64.2,81.2,11,23,591,100.0,100.0,96.3,6,39,5,1055,0,0,0,1055,638,638,32,1022,417,0,49ers,2018,78914.0,
947,Taylor Moton,CAR,T,100.0,1,5,76.6,82.7,61.9,1,25,626,100.0,100.0,97.6,6,28,2,1054,0,0,64,1054,668,668,0,961,386,28,Panthers,2018,80736.4,
948,Mitchell Schwartz,KC,T,100.0,1,16,84.2,84.8,74.6,7,11,641,100.0,100.0,98.1,5,21,3,1045,0,0,0,1045,687,687,0,1041,358,4,Chiefs,2018,87989.0,
949,Eric Fisher,KC,T,100.0,1,16,73.4,72.5,71.1,6,32,638,100.0,100.0,96.4,7,42,4,1042,0,0,1039,1042,684,684,0,0,358,3,Chiefs,2018,76482.8,
950,Andrew Whitworth,LA,T,100.0,1,26,83.6,86.1,77.4,4,25,600,100.0,100.0,96.9,8,33,4,1038,0,0,1037,1038,638,638,0,0,400,0,Rams,2018,86776.79999999999,
951,David Bakhtiari,GB,T,100.0,1,12,88.9,93.6,69.5,3,18,691,100.0,100.0,97.9,5,25,4,1032,0,0,1031,1032,737,737,0,0,295,0,Packers,2018,91744.8,
952,Nate Solder,NYG,T,100.0,1,21,75.7,76.8,66.6,3,23,633,100.0,100.0,96.8,5,33,7,1027,0,0,1018,1027,664,664,0,0,363,9,Giants,2018,77743.90000000001,
953,Julie'n Davenport,HST,T,100.0,5,13,52.7,55.0,53.0,14,42,577,100.0,100.0,93.1,16,68,12,1014,0,0,809,1014,625,625,0,205,389,0,Texans,2018,53437.8,
954,Jordan Mills,BUF,T,100.0,2,4,56.5,66.5,48.6,5,25,562,100.0,100.0,96.4,9,35,5,1013,0,0,0,1013,606,606,0,1011,407,0,Bills,2018,57234.5,
955,Kolton Miller,OAK,T,100.0,0,23,49.6,52.7,46.8,7,42,590,100.0,100.0,93.1,8,65,16,1008,0,0,1007,1008,632,632,0,0,376,1,Raiders,2018,49996.8,
956,Demar Dotson,TB,T,100.0,4,30,67.4,79.5,45.9,2,21,660,100.0,100.0,98.0,11,25,2,1005,0,0,0,1005,703,703,0,1005,302,0,Buccaneers,2018,67737.0,
957,Joe Staley,SF,T,99.9,1,28,84.7,83.8,79.9,7,14,562,99.8,99.8,97.4,5,25,4,1005,0,0,1006,1006,609,610,0,0,396,0,49ers,2018,85208.2,
958,Kelvin Beachum,NYJ,T,100.0,2,22,68.5,79.4,55.0,3,22,581,100.0,100.0,97.3,9,28,3,1001,0,0,1001,1001,604,604,0,0,397,0,Jets,2018,68568.5,
959,Ryan Ramczyk,NO,T,100.0,0,20,83.5,78.7,79.4,2,16,518,100.0,100.0,97.5,3,22,4,996,0,0,0,996,550,550,0,992,446,4,Saints,2018,83166.0,
960,Bobby Hart,CIN,T,100.0,1,7,56.7,62.2,56.1,4,25,598,100.0,100.0,95.9,11,39,10,994,0,0,0,994,651,651,0,994,343,0,Bengals,2018,56359.8,
961,Germain Ifedi,SEA,T,100.0,1,29,56.5,71.5,50.7,0,24,466,100.0,100.0,96.1,11,30,6,989,0,0,0,989,506,506,63,925,483,1,Seahawks,2018,55878.5,
962,Rick Wagner,DET,T,100.0,2,11,71.4,75.9,60.0,3,25,587,100.0,100.0,96.3,6,36,8,985,0,0,1,985,626,626,0,982,359,1,Lions,2018,70329.0,
963,Morgan Moses,WAS,T,100.0,2,32,64.4,68.7,65.9,9,19,571,100.0,100.0,96.7,15,33,5,965,0,0,1,965,611,611,0,964,354,0,Commanders,2018,62146.00000000001,
964,Lane Johnson,PHI,T,100.0,2,24,81.0,76.5,79.5,5,26,571,100.0,100.0,96.4,5,36,5,962,0,0,9,962,613,613,0,953,349,0,Eagles,2018,77922.0,
965,Sam Tevi,LAC,T,100.0,1,27,52.3,40.2,65.0,12,41,483,100.0,100.0,92.9,5,61,8,871,0,0,130,871,516,516,0,736,355,5,Chargers,2018,45553.299999999996,
966,Jermey Parnell,JAX,T,100.0,1,15,65.7,67.9,63.4,2,32,551,100.0,100.0,96.0,9,39,5,869,0,0,0,869,573,573,0,868,296,0,Jaguars,2018,57093.3,
967,Jason Peters,PHI,T,100.0,0,24,71.1,75.5,65.8,8,24,526,100.0,100.0,96.6,8,34,2,868,0,0,855,868,559,559,0,0,309,13,Eagles,2018,61714.799999999996,
968,Russell Okung,LAC,T,100.0,2,27,78.4,77.8,70.2,7,16,501,100.0,100.0,97.1,7,26,3,866,0,0,862,866,533,533,0,1,333,3,Chargers,2018,67894.40000000001,
969,Ryan Schraeder,ATL,T,100.0,0,2,66.0,62.9,72.4,10,16,559,100.0,100.0,96.4,9,33,7,865,0,0,0,865,593,593,0,865,272,0,Falcons,2018,57090.0,
970,Kendall Lamm,HST,T,100.0,0,13,64.4,75.2,51.4,2,26,485,100.0,100.0,96.1,4,33,5,859,0,0,1,859,520,520,0,857,339,1,Texans,2018,55319.600000000006,
971,Chad Wheeler,NYG,T,100.0,1,21,48.9,54.7,39.6,4,34,513,100.0,100.0,95.3,3,43,5,857,0,0,0,857,534,534,0,851,323,6,Giants,2018,41907.299999999996,
972,Braden Smith,IND,T,100.0,0,14,73.3,70.5,70.0,6,19,485,100.0,100.0,96.8,3,28,3,853,0,0,0,853,520,520,0,841,333,12,Colts,2018,62524.899999999994,
973,Taylor Lewan,TEN,T,100.0,1,31,76.4,79.2,68.4,2,16,453,100.0,100.0,97.6,9,20,2,852,0,1,849,852,482,482,1,0,370,1,Titans,2018,65092.8,
974,Brandon Shell,NYJ,T,100.0,0,22,63.7,69.4,58.8,4,18,487,100.0,100.0,97.1,6,25,3,850,0,0,0,850,509,509,0,850,341,0,Jets,2018,54145.0,
975,Tyron Smith,DAL,T,100.0,0,9,80.9,85.4,71.6,2,13,489,100.0,100.0,98.5,10,15,0,849,0,0,849,849,521,521,0,0,328,0,Cowboys,2018,68684.1,
976,Marcus Cannon,NE,T,100.0,1,19,73.7,76.5,70.7,5,17,434,100.0,100.0,97.0,7,24,2,836,0,0,0,836,457,457,1,834,379,1,Patriots,2018,61613.200000000004,
977,Laremy Tunsil,MIA,T,100.0,2,17,74.5,79.5,69.7,8,13,457,100.0,100.0,97.3,10,23,2,820,0,0,808,820,491,491,0,5,329,7,Dolphins,2018,61090.0,
978,Chris Clark,CAR,T,99.9,2,5,61.7,65.6,55.6,8,26,495,99.8,99.8,95.2,7,41,7,817,0,0,799,818,520,521,0,8,297,11,Panthers,2018,50470.600000000006,
979,Ja'Wuan James,MIA,T,99.9,4,17,72.4,67.4,71.9,3,16,456,100.0,99.8,96.4,7,26,7,815,0,0,9,816,491,492,0,803,324,4,Dolphins,2018,59078.4,
980,Brian O'Neill,MIN,T,100.0,0,18,63.0,65.5,58.3,8,23,494,100.0,100.0,96.9,4,31,0,800,0,0,0,800,531,531,0,798,269,2,Vikings,2018,50400.0,
981,Riley Reiff,MIN,T,100.0,1,18,74.1,71.3,69.4,6,33,512,100.0,100.0,95.6,4,42,3,793,0,0,788,793,541,541,0,0,252,5,Vikings,2018,58761.299999999996,
982,Trent Williams,WAS,T,100.0,3,32,75.6,80.7,69.9,9,20,457,100.0,100.0,96.6,12,30,1,792,0,0,789,792,491,491,0,0,301,3,Commanders,2018,59875.2,
983,Bryan Bulaga,GB,T,100.0,0,12,75.0,84.0,59.3,3,14,525,100.0,100.0,97.4,8,22,5,781,0,0,0,781,559,559,0,781,222,0,Packers,2018,58575.0,
984,Brandon Parker,OAK,T,100.0,1,23,47.3,48.6,55.9,6,27,458,100.0,100.0,94.2,11,43,10,780,0,0,0,780,490,490,0,780,290,0,Raiders,2018,36894.0,
985,Cordy Glenn,CIN,T,100.0,0,7,61.4,71.3,47.5,1,33,464,100.0,100.0,95.9,5,36,2,765,0,0,765,765,500,500,0,0,265,0,Bengals,2018,46971.0,
986,Orlando Brown Jr.,BLT,T,100.0,0,3,67.8,73.5,61.8,1,15,340,100.0,100.0,97.6,3,16,0,760,0,0,3,760,369,369,2,747,391,7,Ravens,2018,51528.0,
987,Anthony Castonzo,IND,T,100.0,0,14,77.7,80.7,71.4,7,18,418,100.0,100.0,96.5,4,27,2,744,0,0,740,744,450,450,0,0,294,4,Colts,2018,57808.8,
988,Jared Veldheer,DEN,T,100.0,1,10,64.8,68.4,65.1,4,15,406,100.0,100.0,97.2,8,21,2,704,0,0,0,704,437,437,0,704,267,0,Broncos,2018,45619.2,
989,Matt Feiler,PIT,T,100.0,0,25,71.7,69.9,65.7,8,15,429,100.0,100.0,96.6,0,26,3,675,0,0,0,675,457,457,8,667,218,0,Steelers,2018,48397.5,
990,James Hurst,BLT,T,100.0,1,3,60.7,69.5,51.6,3,16,364,100.0,100.0,97.4,3,19,0,675,0,228,17,675,389,389,2,428,286,0,Ravens,2018,40972.5,
991,Terron Armstead,NO,T,100.0,0,20,90.4,89.3,83.6,3,7,329,100.0,100.0,98.2,1,11,1,602,0,0,600,602,348,348,0,0,254,2,Saints,2018,54420.8,
992,Desmond Harrison,CLV,T,100.0,3,8,57.3,73.6,47.7,3,27,357,100.0,100.0,95.2,11,32,2,595,0,0,593,595,383,383,0,0,212,2,Browns,2018,34093.5,
993,Ereck Flowers,JAX,T,100.0,3,15,65.4,62.0,63.9,7,28,332,100.0,100.0,93.8,6,38,3,588,0,0,449,588,353,353,0,139,235,0,Jaguars,2018,38455.200000000004,
994,Rashod Hill,MIN,T,100.0,1,18,58.5,55.2,56.5,2,21,330,100.0,100.0,95.0,3,28,5,529,0,0,258,529,342,342,0,250,187,21,Vikings,2018,30946.5,
995,D.J. Humphries,ARZ,T,100.0,0,1,70.1,62.9,74.9,8,16,323,100.0,100.0,95.0,2,28,4,522,0,0,520,522,342,342,0,0,180,2,Cardinals,2018,36592.2,
996,Greg Robinson,CLV,T,100.0,3,8,60.3,68.8,53.6,0,19,281,100.0,100.0,96.3,10,20,1,498,0,0,492,498,311,311,0,1,187,5,Browns,2018,30029.399999999998,
997,Jack Conklin,TEN,T,100.0,3,31,66.8,69.2,66.2,1,14,298,100.0,100.0,96.1,7,19,4,498,0,0,0,498,317,317,0,497,181,1,Titans,2018,33266.4,
998,Andre Smith,CIN,T,100.0,3,7,58.8,54.0,64.6,2,15,268,100.0,100.0,94.6,5,23,6,452,0,0,23,452,282,282,0,429,170,0,Bengals,2018,26577.6,
999,Martinas Rankin,HST,T,99.8,0,13,41.9,45.2,45.6,7,20,248,99.6,99.6,92.9,5,31,4,429,0,110,284,430,273,274,0,20,156,16,Texans,2018,18017.0,
1000,Ty Nsekhe,WAS,T,100.0,2,32,67.8,76.4,70.8,3,7,228,100.0,100.0,97.4,7,11,1,403,0,143,195,403,249,249,16,44,154,4,Commanders,2018,27323.399999999998,
1001,Joe Barksdale,ARZ,T,100.0,0,1,62.6,75.4,51.9,4,6,232,100.0,100.0,97.8,4,10,0,388,0,0,0,388,243,243,0,383,145,5,Cardinals,2018,24288.8,
1002,Dennis Kelly,TEN,T,100.0,0,31,75.4,77.4,71.3,0,3,174,100.0,100.0,98.6,1,4,1,376,0,0,2,376,185,185,5,367,191,2,Titans,2018,28350.4,
1003,Jermon Bushrod,NO,T,100.0,1,20,62.2,78.3,46.3,1,10,172,100.0,100.0,96.8,2,11,0,372,0,0,353,372,182,182,0,0,190,19,Saints,2018,23138.4,
1004,Joe Haeg,IND,T,99.2,0,14,59.0,55.9,62.7,3,14,202,98.5,98.6,94.8,3,19,2,364,0,0,81,367,219,222,139,92,145,55,Colts,2018,21653.0,
1005,Le'Raven Clark,IND,T,99.5,0,14,67.6,68.6,59.9,4,8,221,99.1,99.2,96.4,3,14,2,363,0,0,310,365,235,237,0,0,128,55,Colts,2018,24673.999999999996,
1006,Marcus Gilbert,PIT,T,100.0,0,25,69.6,76.6,56.2,1,10,235,100.0,100.0,97.2,2,12,1,362,0,0,0,362,255,255,0,362,107,0,Steelers,2018,25195.199999999997,
1007,George Fant,SEA,T,96.0,2,29,74.0,73.8,75.9,0,1,104,88.9,88.7,97.6,6,3,2,356,0,0,5,371,118,133,0,142,238,215,Seahawks,2018,27454.0,
1008,Korey Cunningham,ARZ,T,100.0,0,1,60.4,57.7,57.2,2,14,196,100.0,100.0,94.9,4,18,2,349,0,0,349,349,209,209,0,0,140,0,Cardinals,2018,21079.6,
1009,LaAdrian Waddle,NE,T,100.0,0,19,51.8,50.6,52.6,3,11,186,100.0,100.0,94.6,2,17,3,342,0,0,30,342,196,196,0,284,146,28,Patriots,2018,17715.6,
1010,John Wetzel,ARZ,T,100.0,1,1,57.1,49.2,65.3,5,18,209,100.0,100.0,93.5,4,25,2,339,0,76,1,339,223,223,66,195,116,1,Cardinals,2018,19356.9,
1011,Halapoulivaati Vaitai,PHI,T,100.0,0,24,49.9,53.8,42.2,4,9,199,100.0,100.0,94.7,2,17,4,334,0,0,217,334,210,210,0,98,124,19,Eagles,2018,16666.6,
1012,Josh Wells,JAX,T,100.0,0,15,62.1,69.9,49.0,3,9,189,100.0,100.0,96.8,0,12,0,305,0,0,226,305,195,195,0,78,110,1,Jaguars,2018,18940.5,
1013,Josh Walker,JAX,T,100.0,0,15,42.2,37.1,49.4,8,23,218,100.0,100.0,92.0,1,33,2,294,0,0,293,294,223,223,0,0,71,0,Jaguars,2018,12406.800000000001,
1014,Jason Spriggs,GB,T,100.0,0,12,64.7,72.3,63.2,0,9,207,100.0,100.0,96.4,7,12,3,292,0,0,10,292,219,219,0,281,73,0,Packers,2018,18892.4,
1015,Ty Sambrailo,ATL,T,99.6,1,2,66.6,76.2,62.4,0,3,158,99.4,99.4,99.1,3,3,0,265,0,63,3,266,163,164,0,195,102,5,Falcons,2018,17715.6,
1016,Cam Fleming,DAL,T,100.0,0,9,56.5,56.2,59.7,2,5,125,100.0,100.0,95.6,2,9,2,232,0,0,226,232,135,135,0,1,97,5,Cowboys,2018,13108.0,
1017,Marshall Newhouse,CAR,T,99.5,1,5,55.8,69.2,45.6,4,2,108,99.1,99.2,97.2,5,6,0,210,0,0,174,211,121,122,0,6,89,31,Panthers,2018,11773.8,
1018,Donald Penn,OAK,T,100.0,0,23,48.5,41.5,55.6,2,4,108,100.0,100.0,94.4,1,9,3,188,0,0,0,188,117,117,0,186,71,2,Raiders,2018,9118.0,
1019,Brent Qvale,NYJ,T,100.0,1,22,43.8,60.3,38.4,1,4,95,100.0,100.0,96.3,5,6,1,159,0,0,0,159,97,97,0,151,62,8,Jets,2018,6964.2,
1020,Chukwuma Okorafor,PIT,T,99.4,0,25,50.8,46.0,58.0,0,4,72,98.6,98.7,95.8,1,5,1,155,0,0,0,156,76,77,0,86,79,69,Steelers,2018,7924.799999999999,
1021,Kevin Pamphile,TEN,T,100.0,0,31,55.6,73.3,46.2,0,3,74,100.0,100.0,96.6,1,4,1,155,0,1,92,155,78,78,0,62,77,0,Titans,2018,8618.0,
1022,Will Holden,ARZ,T,100.0,0,1,45.7,42.8,50.4,0,6,84,100.0,100.0,94.0,1,8,2,147,0,0,71,147,89,89,0,75,58,1,Cardinals,2018,6717.900000000001,
1023,Tyrell Crosby,DET,T,100.0,0,11,70.0,62.7,69.4,1,3,56,100.0,100.0,96.4,0,4,0,130,0,0,13,130,63,63,0,91,67,24,Lions,2018,9100.0,
1024,Trent Scott,LAC,T,100.0,1,27,60.1,39.6,68.5,0,7,49,100.0,100.0,92.9,2,7,0,125,0,0,0,125,53,53,0,117,72,8,Chargers,2018,7512.5,
1025,Sam Young,MIA,T,100.0,0,17,45.8,50.1,46.0,3,3,73,100.0,100.0,95.9,3,6,0,121,0,0,28,121,79,79,0,85,42,8,Dolphins,2018,5541.799999999999,
1026,Leonard Wester,TB,T,99.2,0,30,46.7,50.4,47.7,1,7,65,98.5,98.6,93.8,1,8,0,117,0,0,0,118,70,71,0,110,47,7,Buccaneers,2018,5510.6,
1027,Tyler Marz,TEN,T,99.0,0,31,59.6,56.1,58.6,0,2,42,97.7,97.7,95.2,0,3,1,98,0,0,40,99,43,44,0,57,55,2,Titans,2018,5900.400000000001,
1028,Jermaine Eluemunor,BLT,T,100.0,1,3,58.5,60.7,60.1,0,3,58,100.0,100.0,97.4,2,3,0,94,0,2,89,94,63,63,0,0,31,3,Ravens,2018,5499.0,
1029,Zach Sterup,MIA,T,100.0,0,17,45.4,36.3,49.9,0,3,55,100.0,100.0,90.0,0,7,4,92,0,0,71,92,58,58,0,16,34,5,Dolphins,2018,4176.8,
1030,Garry Gilliam,SF,T,100.0,0,28,53.8,39.6,62.2,3,5,53,100.0,100.0,90.6,0,9,1,85,0,0,51,85,54,54,0,32,31,1,49ers,2018,4573.0,
1031,J'Marcus Webb,IND,T,100.0,0,14,64.5,73.6,50.6,0,2,55,100.0,100.0,98.2,0,2,0,81,0,0,0,81,59,59,0,81,22,0,Colts,2018,5224.5,
1032,Joe Noteboom,LA,T,100.0,0,26,70.7,89.5,62.7,0,0,23,100.0,100.0,100.0,0,0,0,79,0,5,63,79,25,25,10,0,54,0,Rams,2018,5585.3,
1033,Cam Robinson,JAX,T,100.0,0,15,63.4,68.9,81.2,0,2,42,100.0,100.0,97.6,3,2,0,71,0,0,71,71,43,43,0,0,28,0,Jaguars,2018,4501.4,
1034,T.J. Clemmings,OAK,T,100.0,0,23,52.4,57.2,46.4,1,0,33,100.0,100.0,95.5,0,2,1,58,0,0,0,58,34,34,0,56,24,2,Raiders,2018,3039.2,
1035,Daryl Williams,CAR,T,100.0,0,5,71.9,51.5,80.6,0,3,26,100.0,100.0,94.2,0,3,0,56,0,0,1,56,31,31,0,55,25,0,Panthers,2018,4026.4000000000005,
1036,Cedric Ogbuehi,CIN,T,100.0,0,7,51.9,43.2,70.0,0,3,37,100.0,100.0,93.2,1,4,1,54,0,0,54,54,41,41,0,0,13,0,Bengals,2018,2802.6,
1037,Brian Mihalik,NYG,T,100.0,0,21,39.7,47.3,57.8,1,5,34,100.0,100.0,91.2,2,6,0,52,0,0,0,52,39,39,0,35,13,17,Giants,2018,2064.4,
1038,Cornelius Lucas,NO,T,100.0,0,20,63.3,62.1,61.6,0,2,27,100.0,100.0,96.3,0,2,0,52,0,0,0,52,28,28,0,52,24,0,Saints,2018,3291.6,
1039,Corey Robinson,JAX,T,100.0,0,15,32.7,42.7,44.1,0,3,35,100.0,100.0,90.0,2,5,2,49,0,0,0,49,35,35,0,47,14,1,Jaguars,2018,1602.3000000000002,
1040,Derek Newton,NO,T,100.0,0,20,59.7,56.2,59.0,0,1,25,100.0,100.0,98.0,0,1,0,48,0,0,48,48,26,26,0,0,22,0,Saints,2018,2865.6000000000004,
1041,Jake Fisher,CIN,T,100.0,0,7,53.9,49.0,56.2,0,0,21,100.0,100.0,100.0,0,0,0,45,0,0,20,45,24,24,0,0,21,25,Bengals,2018,2425.5,
1042,Bradley Sowell,CHI,T,90.0,0,6,68.1,54.9,60.9,0,0,8,66.7,68.8,100.0,0,0,0,45,0,0,8,50,11,16,0,5,34,28,Bears,2018,3404.9999999999995,
1043,Geron Christian,WAS,T,100.0,1,32,61.3,46.9,75.7,0,3,33,100.0,100.0,95.5,2,3,0,43,0,0,34,43,35,35,0,8,8,1,Commanders,2018,2635.9,
1044,Ian Silberman,OAK,T,100.0,0,23,65.3,65.2,63.7,0,1,17,100.0,100.0,97.1,0,1,0,30,0,0,14,30,17,17,0,16,13,0,Raiders,2018,1959.0,
1045,Conor McDermott,BUF,T,100.0,0,4,62.7,49.0,67.0,0,0,10,100.0,100.0,90.0,0,1,1,23,0,0,1,23,12,12,0,21,11,0,Bills,2018,1442.1000000000001,
1046,Amini Silatolu,CAR,T,100.0,0,5,26.0,47.3,27.0,0,1,4,100.0,100.0,87.5,0,1,0,22,0,0,1,22,5,5,3,11,17,6,Panthers,2018,572.0,
1047,David Sharpe,OAK,T,94.4,0,23,53.6,75.7,63.3,0,0,5,83.3,83.3,100.0,1,0,0,17,0,0,2,18,5,6,0,0,12,16,Raiders,2018,964.8000000000001,
1048,Austin Corbett,CLV,T,100.0,0,8,54.9,69.9,55.0,0,0,3,100.0,100.0,100.0,0,0,0,14,0,0,0,14,3,3,0,1,11,13,Browns,2018,768.6,
1049,Seantrel Henderson,HST,T,100.0,0,13,63.3,77.9,56.0,0,0,7,100.0,100.0,100.0,0,0,0,11,0,0,0,11,7,7,0,11,4,0,Texans,2018,696.3,
1050,Earl Watford,CLV,T,100.0,0,8,52.7,,55.0,0,0,0,,,,0,0,0,6,0,0,0,6,0,0,0,0,6,6,Browns,2018,316.20000000000005,
1051,Timon Parris,WAS,T,100.0,0,32,42.4,,60.7,0,0,0,,,,1,0,0,6,0,0,0,6,0,0,0,0,6,6,Commanders,2018,254.39999999999998,
1052,Austin Pasztor,TEN,T,100.0,0,31,59.2,69.0,58.4,0,0,1,100.0,100.0,100.0,0,0,0,4,0,0,0,4,1,1,0,0,3,4,Titans,2018,236.8,
1053,Michael Liedtke,TB,T,100.0,0,30,60.0,,59.7,0,0,0,,,,0,0,0,4,0,0,0,4,0,0,0,1,4,2,Buccaneers,2018,240.0,
1054,Cole Croston,NE,T,100.0,0,19,60.0,,60.0,0,0,0,,,,0,0,0,4,0,0,0,4,0,0,0,0,4,4,Patriots,2018,240.0,
1055,Andrew Donnal,DET,T,100.0,0,11,60.0,63.8,,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,Lions,2018,120.0,
1056,Zack Golditch,ARZ,T,100.0,0,1,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,Cardinals,2018,60.0,
1057,Elijah Nkansah,SEA,T,100.0,0,29,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,1,1,0,Seahawks,2018,60.0,
1058,Kyle Kalis,CLV,T,100.0,0,8,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Browns,2018,60.0,
1059,Jake Matthews,ATL,T,100.0,0,2,79.7,84.9,64.2,3,17,753,100.0,100.0,97.6,7,28,8,1163,0,1,1162,1163,808,808,0,0,355,0,Falcons,2019,92691.1,68.31807228915663
1060,Germain Ifedi,SEA,T,100.0,1,29,56.2,60.3,55.6,6,38,608,100.0,100.0,95.4,13,50,6,1107,0,0,0,1107,660,660,0,1106,447,1,Seahawks,2019,62213.4,66.44391578947369
1061,Taylor Moton,CAR,T,100.0,2,5,76.2,79.0,67.4,3,21,707,100.0,100.0,97.6,6,29,5,1106,0,0,36,1106,736,736,0,1057,370,13,Panthers,2019,84277.2,80.2664118705036
1062,Orlando Brown Jr.,BLT,T,100.0,2,3,72.0,82.5,59.4,2,15,509,100.0,100.0,97.7,3,20,3,1105,0,0,14,1105,537,537,0,1090,568,0,Ravens,2019,79560.0,78.22827923521567
