,position,weighted_avg_grades,Team
0,DB,59.753792298716455,Cardinals
1,DL,65.89244382581029,Cardinals
2,LB,46.07212894560107,Cardinals
3,DB,61.69444240645635,Falcons
4,DL,63.14942166140904,Falcons
5,LB,53.15770440251572,Falcons
6,DB,62.128990999526295,Ravens
7,DL,72.67922980923515,Ravens
8,LB,72.85628840639083,Ravens
9,DB,67.88190106692532,Bills
10,DL,68.32599907063197,Bills
11,LB,66.95118815738216,Bills
12,DB,61.86623494660304,Panthers
13,DL,64.83127208480565,Panthers
14,LB,81.31792598303778,Panthers
15,DB,63.09350251586087,Bears
16,DL,70.14346163040881,Bears
17,LB,55.92008384146341,Bears
18,DB,68.80365920262152,Bengals
19,DL,62.01472187369302,Bengals
20,LB,56.64593467685893,Bengals
21,DB,71.99018050541515,Browns
22,DL,63.03392789373814,Browns
23,LB,72.996408839779,Browns
24,DB,64.1121418338109,Cowboys
25,DL,67.21566760441462,Cowboys
26,LB,57.87102040816326,Cowboys
27,DB,71.57017906336088,Broncos
28,DL,71.5527772167239,Broncos
29,LB,66.94771784232366,Broncos
30,DB,75.56648988410922,Lions
31,DL,69.65641831238779,Lions
32,LB,65.80905068382944,Lions
33,DB,68.04261617330907,Packers
34,DL,64.28112152902993,Packers
35,LB,51.60016251354279,Packers
36,DB,67.15638596491229,Texans
37,DL,66.06876263647392,Texans
38,LB,59.67569248162804,Texans
39,DB,72.86711314769123,Colts
40,DL,60.88836976472551,Colts
41,LB,57.681572676727555,Colts
42,DB,57.30521705275453,Jaguars
43,DL,64.51690046760187,Jaguars
44,LB,58.87105061349693,Jaguars
45,DB,68.39951091045899,Chiefs
46,DL,68.53828272251309,Chiefs
47,LB,51.90855884203903,Chiefs
48,DB,65.69725128205128,Dolphins
49,DL,70.39800185873607,Dolphins
50,LB,65.6137875751503,Dolphins
51,DB,73.01871122673604,Vikings
52,DL,69.71761838440112,Vikings
53,LB,63.76348228043143,Vikings
54,DB,73.82434782608695,Patriots
55,DL,62.08095238095238,Patriots
56,LB,77.6432594156987,Patriots
57,DB,53.78390086641144,Saints
58,DL,64.86660839160838,Saints
59,LB,48.905724508050085,Saints
60,DB,59.122357324965684,Giants
61,DL,65.88610715979137,Giants
62,LB,54.74815887463797,Giants
63,DB,65.84228956228957,Jets
64,DL,74.53824289405684,Jets
65,LB,64.17090997095838,Jets
66,DB,61.70929270127915,Raiders
67,DL,67.29601593625499,Raiders
68,LB,40.65950299125633,Raiders
69,DB,67.06843641671227,Eagles
70,DL,69.41077358490566,Eagles
71,LB,68.76267778322708,Eagles
72,DB,58.88650844558478,Steelers
73,DL,65.68221580358986,Steelers
74,LB,60.867616334283,Steelers
75,DB,67.79128205128205,SD
76,DL,59.84843930635838,SD
77,LB,51.5557345971564,SD
78,DB,75.5337247706422,Seahawks
79,DL,66.3888227210261,Seahawks
80,LB,66.59735576923077,Seahawks
81,DB,70.05271716755867,49ers
82,DL,65.54477188386815,49ers
83,LB,69.74195,49ers
84,DB,65.55912476722533,SL
85,DL,70.65772594752187,SL
86,LB,53.794801587301585,SL
87,DB,56.596861377506535,Buccaneers
88,DL,63.104393796992476,Buccaneers
89,LB,60.12086730911787,Buccaneers
90,DB,53.5251548269581,Titans
91,DL,63.648373816385345,Titans
92,LB,59.29886731391586,Titans
93,DB,46.34279991097262,Commanders
94,DL,62.36191003766897,Commanders
95,LB,54.395757299270066,Commanders
0,OL,66.20142960550126,Cardinals
1,OL,66.90934496262015,Falcons
2,OL,78.20548488352883,Ravens
3,OL,66.50073225685317,Bills
4,OL,66.14044854461588,Panthers
5,OL,68.68504257682339,Bears
6,OL,75.72244467860905,Bengals
7,OL,75.15280258407752,Browns
8,OL,83.76694829334234,Cowboys
9,OL,72.89593958096475,Broncos
10,OL,69.47866345988662,Lions
11,OL,77.24382436735377,Packers
12,OL,77.14744302888928,Texans
13,OL,68.26743881118881,Colts
14,OL,66.13867794609483,Jaguars
15,OL,65.55533807829183,Chiefs
16,OL,60.84977185617813,Dolphins
17,OL,67.83435129352266,Vikings
18,OL,66.88091040462427,Patriots
19,OL,71.21208984032286,Saints
20,OL,68.97734914174482,Giants
21,OL,71.64109110947832,Jets
22,OL,70.77739791073124,Raiders
23,OL,77.89395072217502,Eagles
24,OL,74.68222521461033,Steelers
25,OL,67.72773517860483,SD
26,OL,68.50770583533173,Seahawks
27,OL,73.78551672584564,49ers
28,OL,63.33686305732485,SL
29,OL,67.00370737509913,Buccaneers
30,OL,70.27474500203998,Titans
31,OL,70.20521344918775,Commanders
0,RB/FB,57.660310421286034,Cardinals
1,RB/FB,73.59088785046728,Falcons
2,RB/FB,66.36343873517787,Ravens
3,RB/FB,66.01577825159914,Bills
4,RB/FB,73.87468030690536,Panthers
5,RB/FB,62.507334963325185,Bears
6,RB/FB,66.3700575815739,Bengals
7,RB/FB,55.62349570200573,Browns
8,RB/FB,81.27820299500831,Cowboys
9,RB/FB,70.94514170040486,Broncos
10,RB/FB,68.70293501048216,Lions
11,RB/FB,75.09956521739132,Packers
12,RB/FB,64.98365019011408,Texans
13,RB/FB,65.22582524271846,Colts
14,RB/FB,55.01284153005464,Jaguars
15,RB/FB,63.02975391498881,Chiefs
16,RB/FB,72.36765432098765,Dolphins
17,RB/FB,60.15236907730673,Vikings
18,RB/FB,70.92659932659933,Patriots
19,RB/FB,72.48912133891214,Saints
20,RB/FB,59.10958083832335,Giants
21,RB/FB,64.06674259681093,Jets
22,RB/FB,59.7198250728863,Raiders
23,RB/FB,60.283092783505154,Eagles
24,RB/FB,69.62459016393441,Steelers
25,RB/FB,67.09244851258582,SD
26,RB/FB,83.84655172413794,Seahawks
27,RB/FB,63.01266846361186,49ers
28,RB/FB,64.93024390243903,SL
29,RB/FB,56.775461741424806,Buccaneers
30,RB/FB,59.83169398907104,Titans
31,RB/FB,63.67909319899244,Commanders
0,TE,57.203155006858715,Cardinals
1,WR,71.81151781356759,Cardinals
2,TE,56.01800947867298,Falcons
3,WR,74.0026781444285,Falcons
4,TE,73.21678004535147,Ravens
5,WR,72.85890410958905,Ravens
6,TE,61.311414392059554,Bills
7,WR,66.49867183176535,Bills
8,TE,77.43571428571428,Panthers
9,WR,69.85902999361838,Panthers
10,TE,76.07366362451108,Bears
11,WR,66.84721788871555,Bears
12,TE,67.01610486891386,Bengals
13,WR,67.54644351464435,Bengals
14,TE,65.72798833819242,Browns
15,WR,76.87938356164383,Browns
16,TE,78.41281138790036,Cowboys
17,WR,75.16727828746177,Cowboys
18,TE,69.62527339003645,Broncos
19,WR,77.6183308494784,Broncos
20,TE,55.99721518987342,Lions
21,WR,74.18130750605327,Lions
22,TE,63.12187004754358,Packers
23,WR,76.46907957813998,Packers
24,TE,54.244460641399414,Texans
25,WR,72.14410094637223,Texans
26,TE,72.79280762564991,Colts
27,WR,70.14227892652883,Colts
28,TE,58.60123287671233,Jaguars
29,WR,62.62975119110641,Jaguars
30,TE,73.24474616292798,Chiefs
31,WR,62.69994058229352,Chiefs
32,TE,72.82154255319148,Dolphins
33,WR,68.19659793814432,Dolphins
34,TE,68.86727528089888,Vikings
35,WR,69.88946149392008,Vikings
36,TE,76.23504132231405,Patriots
37,WR,70.88244708311822,Patriots
38,TE,71.18890030832478,Saints
39,WR,69.02058666666667,Saints
40,TE,69.46417489421721,Giants
41,WR,74.07137643378519,Giants
42,TE,56.04093198992443,Jets
43,WR,67.70374776918501,Jets
44,TE,53.4012987012987,Raiders
45,WR,63.25448126018468,Raiders
46,TE,79.20634371395616,Eagles
47,WR,69.53665111456712,Eagles
48,TE,71.08881278538813,Steelers
49,WR,73.77370797792273,Steelers
50,TE,72.70012886597938,SD
51,WR,72.95459317585302,SD
52,TE,69.12090784044017,Seahawks
53,WR,71.32010106681639,Seahawks
54,TE,57.51347517730496,49ers
55,WR,72.20416666666667,49ers
56,TE,71.98133140376267,SL
57,WR,68.73444794952681,SL
58,TE,58.08040816326531,Buccaneers
59,WR,72.92614758861127,Buccaneers
60,TE,71.7084592145015,Titans
61,WR,64.85093457943925,Titans
62,TE,64.20135135135135,Commanders
63,WR,67.24113436123349,Commanders
0,QB,56.216714697406346,Cardinals
1,QB,84.88066298342542,Falcons
2,QB,76.2,Ravens
3,QB,56.914199395770396,Bills
4,QB,75.2167794316644,Panthers
5,QB,64.09443671766343,Bears
6,QB,66.03590982286634,Bengals
7,QB,57.092281303602064,Browns
8,QB,81.04399350649349,Cowboys
9,QB,76.62233009708739,Broncos
10,QB,68.4,Lions
11,QB,91.97321178120616,Packers
12,QB,67.12372013651877,Texans
13,QB,78.44254143646408,Colts
14,QB,46.71468023255814,Jaguars
15,QB,72.62549019607843,Chiefs
16,QB,75.48313953488372,Dolphins
17,QB,69.76915887850467,Vikings
18,QB,84.26233611442194,Patriots
19,QB,89.1,Saints
20,QB,70.56371681415929,Giants
21,QB,51.2843648208469,Jets
22,QB,49.83628571428571,Raiders
23,QB,61.774719101123594,Eagles
24,QB,86.36250000000001,Steelers
25,QB,77.81632047477746,SD
26,QB,74.4796072507553,Seahawks
27,QB,64.37974683544304,49ers
28,QB,60.24466338259442,SL
29,QB,59.04562211981566,Buccaneers
30,QB,58.37272727272727,Titans
31,QB,54.478923766816145,Commanders
