,position,weighted_avg_grades,Team
0,DB,63.6692789968652,Cardinals
1,DL,63.73536226192814,Cardinals
2,LB,62.2172065628944,Cardinals
3,DB,62.70153367875648,Falcons
4,DL,64.1170278637771,Falcons
5,LB,68.07290104947526,Falcons
6,DB,75.38757518796993,Ravens
7,DL,73.1201902949572,Ravens
8,LB,70.25063559322034,Ravens
9,DB,61.93032629558541,Bills
10,DL,59.456453715775744,Bills
11,LB,71.03447619047618,Bills
12,DB,58.33427890861845,Panthers
13,DL,61.01495685522531,Panthers
14,LB,60.23952457695407,Panthers
15,DB,66.38035147152235,Bears
16,DL,64.94827089337176,Bears
17,LB,69.82773203592814,Bears
18,DB,60.89569358178054,Bengals
19,DL,66.84857013163867,Bengals
20,LB,62.707039711191335,Bengals
21,DB,67.56687026116259,Browns
22,DL,62.507189072609634,Browns
23,LB,64.63832813041971,Browns
24,DB,58.53219900497512,Cowboys
25,DL,72.31687233565178,Cowboys
26,LB,60.19647971360382,Cowboys
27,DB,63.568720295722585,Broncos
28,DL,67.09095895592964,Broncos
29,LB,60.76006062902614,Broncos
30,DB,53.945303971390935,Lions
31,DL,64.02687565308254,Lions
32,LB,67.5227081308714,Lions
33,DB,61.59539389508317,Packers
34,DL,58.50880374974526,Packers
35,LB,69.65203695926081,Packers
36,DB,65.25247580044676,Texans
37,DL,68.13766084117533,Texans
38,LB,74.84382683057189,Texans
39,DB,62.80167679731712,Colts
40,DL,59.23825833892993,Colts
41,LB,58.715811229762316,Colts
42,DB,63.479018612521145,Jaguars
43,DL,65.13218279047156,Jaguars
44,LB,78.73729440789472,Jaguars
45,DB,66.02735829752405,Chiefs
46,DL,67.47491666666666,Chiefs
47,LB,71.69873344847439,Chiefs
48,DB,56.58893650175301,Dolphins
49,DL,63.71789875026478,Dolphins
50,LB,66.18391077361177,Dolphins
51,DB,54.02757766342672,Vikings
52,DL,71.5434548854605,Vikings
53,LB,63.39438377535102,Vikings
54,DB,61.21160450997399,Patriots
55,DL,69.12907450008848,Patriots
56,LB,65.29070996978852,Patriots
57,DB,60.47034959805571,Saints
58,DL,60.84782710829223,Saints
59,LB,47.19461358313817,Saints
60,DB,65.00941390829031,Giants
61,DL,67.46094956464596,Giants
62,LB,61.679006211180116,Giants
63,DB,68.14711890537676,Jets
64,DL,68.3272664519098,Jets
65,LB,73.16106741573033,Jets
66,DB,58.464180929095356,Raiders
67,DL,67.488343923749,Raiders
68,LB,59.1786917740337,Raiders
69,DB,64.1872784384115,Eagles
70,DL,73.52443962400578,Eagles
71,LB,55.35703703703704,Eagles
72,DB,68.99908409658617,Steelers
73,DL,66.88235421166307,Steelers
74,LB,57.04116865869854,Steelers
75,DB,59.55342034203421,Chargers
76,DL,63.3014849187935,Chargers
77,LB,63.17478427612656,Chargers
78,DB,70.29589855359619,Seahawks
79,DL,68.1434503326451,Seahawks
80,LB,69.93930571108622,Seahawks
81,DB,67.45028954035469,49ers
82,DL,74.07321635171616,49ers
83,LB,84.90860813704496,49ers
84,DB,53.91229786384508,Saints
85,DL,64.7119759091962,Saints
86,LB,65.52669111654441,Saints
87,DB,53.93759367194005,Buccaneers
88,DL,62.14696374971138,Buccaneers
89,LB,46.100757002271,Buccaneers
90,DB,72.6269386184337,Titans
91,DL,58.963079734978294,Titans
92,LB,58.23993494759668,Titans
93,DB,60.42737491734626,Commanders
94,DL,60.30402042118698,Commanders
