,position,weighted_avg_grades,Team
0,DB,68.53199469596514,Cardinals
1,DL,57.84682843763304,Cardinals
2,LB,56.85687903970452,Cardinals
3,DB,68.03795606850335,Falcons
4,DL,57.885541918036196,Falcons
5,LB,66.61385426653884,Falcons
6,DB,69.62379176127149,Ravens
7,DL,66.7082219938335,Ravens
8,LB,61.37293447293447,Ravens
9,DB,60.46263871763255,Bills
10,DL,63.752865876958346,Bills
11,LB,51.360049937578026,Bills
12,DB,58.89980254891402,Panthers
13,DL,50.830604838709675,Panthers
14,LB,55.078672316384186,Panthers
15,DB,70.46316614420063,Bears
16,DL,60.38160731021556,Bears
17,LB,60.62736886632826,Bears
18,DB,61.40672653636204,Bengals
19,DL,63.05934704830053,Bengals
20,LB,64.08030427631579,Bengals
21,DB,59.204159378036934,Browns
22,DL,69.82742969906265,Browns
23,LB,70.28803888419273,Browns
24,DB,61.60711980254415,Cowboys
25,DL,62.6599773755656,Cowboys
26,LB,64.03615888615889,Cowboys
27,DB,67.79306675819461,Broncos
28,DL,66.75559888579387,Broncos
29,LB,58.524129709108244,Broncos
30,DB,69.85920314253647,Lions
31,DL,64.58379126309548,Lions
32,LB,66.95689711132749,Lions
33,DB,68.65299256505577,Packers
34,DL,59.64555035128806,Packers
35,LB,64.17095560571859,Packers
36,DB,67.03435114503817,Texans
37,DL,67.00289855072464,Texans
38,LB,64.31673387096774,Texans
39,DB,68.93297317436662,Colts
40,DL,67.09727979274612,Colts
41,LB,60.80341976700488,Colts
42,DB,59.2291451223716,Jaguars
43,DL,62.84384683488269,Jaguars
44,LB,66.39528337771016,Jaguars
45,DB,69.42270785409136,Chiefs
46,DL,66.22064686737185,Chiefs
47,LB,67.907781201849,Chiefs
48,DB,64.00881962864722,Rams
49,DL,66.64338118022329,Rams
50,LB,59.51225130890053,Rams
51,DB,70.17006300906715,Chargers
52,DL,64.86655102040815,Chargers
53,LB,64.12857840742551,Chargers
54,DB,57.756765308021585,Raiders
55,DL,59.97300786766189,Raiders
56,LB,61.61216674745518,Raiders
57,DB,64.56762544614737,Dolphins
58,DL,66.10304783092324,Dolphins
59,LB,64.50554649265905,Dolphins
60,DB,65.99152710993202,Vikings
61,DL,64.13884851872555,Vikings
62,LB,64.56623376623376,Vikings
63,DB,65.33796002241733,Patriots
64,DL,60.46033854724663,Patriots
65,LB,60.947051955633384,Patriots
66,DB,57.86154127768625,Saints
67,DL,56.341673764906304,Saints
68,LB,67.13860759493672,Saints
69,DB,62.11137216189535,Giants
70,DL,63.790317700453855,Giants
71,LB,64.07990783410139,Giants
72,DB,63.42770031604388,Jets
73,DL,55.270233776702945,Jets
74,LB,70.98969889064976,Jets
75,DB,73.49988760436739,Eagles
76,DL,70.62443655723159,Eagles
77,LB,82.9636399840701,Eagles
78,DB,59.7469347277317,Steelers
79,DL,73.90154468554616,Steelers
80,LB,66.48393339333933,Steelers
81,DB,67.60161579892281,Seahawks
82,DL,63.744638905652785,Seahawks
83,LB,62.046333754740836,Seahawks
84,DB,62.92034125766871,49ers
85,DL,59.558661593554156,49ers
86,LB,71.65012552301255,49ers
87,DB,64.67638072855465,Buccaneers
88,DL,61.76129404968227,Buccaneers
89,LB,61.5807073954984,Buccaneers
90,DB,61.81560554328179,Titans
91,DL,68.37754965409506,Titans
92,LB,54.38765008576329,Titans
93,DB,56.74863445378151,Commanders
94,DL,55.90404295641187,Commanders
95,LB,75.03468606431854,Commanders
0,OL,69.25702553115515,Cardinals
1,OL,76.66879159369527,Falcons
2,OL,66.92528313925665,Ravens
3,OL,67.17925715141531,Bills
4,OL,70.38410393580436,Panthers
5,OL,68.75588338602037,Bears
6,OL,57.03938654583479,Bengals
7,OL,58.638373847443425,Browns
8,OL,64.86654122476907,Cowboys
9,OL,73.21500258665287,Broncos
10,OL,77.54138491547464,Lions
11,OL,66.6889237199582,Packers
12,OL,62.68930430667298,Texans
13,OL,71.2876195732156,Colts
14,OL,63.647977598008715,Jaguars
15,OL,70.79539940129195,Chiefs
16,OL,68.42466360074945,Rams
17,OL,68.41193605683837,Chargers
18,OL,68.05328273914577,Raiders
19,OL,64.78262411347518,Dolphins
20,OL,65.23266371401455,Vikings
21,OL,51.45636700648748,Patriots
22,OL,63.46288578730096,Saints
23,OL,60.834150675195446,Giants
24,OL,70.31439579684763,Jets
25,OL,75.14744913005013,Eagles
26,OL,65.6315860899067,Steelers
27,OL,60.849981811567844,Seahawks
28,OL,71.53133944954128,49ers
29,OL,68.35258287060408,Buccaneers
30,OL,56.29226231783483,Titans
31,OL,62.34731988472622,Commanders
0,RB/FB,81.04845814977973,Cardinals
1,RB/FB,90.43522727272727,Falcons
2,RB/FB,89.11464354527939,Ravens
3,RB/FB,79.95424710424712,Bills
4,RB/FB,72.50503597122302,Panthers
5,RB/FB,62.786243386243385,Bears
6,RB/FB,69.15610328638499,Bengals
7,RB/FB,61.8832884097035,Browns
8,RB/FB,69.6948586118252,Cowboys
9,RB/FB,63.05950226244344,Broncos
10,RB/FB,85.90833333333333,Lions
11,RB/FB,87.24266917293232,Packers
12,RB/FB,73.82186788154897,Texans
13,RB/FB,56.86169724770642,Colts
14,RB/FB,63.87401960784313,Jaguars
15,RB/FB,68.38081023454157,Chiefs
16,RB/FB,69.57798353909463,Rams
17,RB/FB,63.87274826789838,Chargers
18,RB/FB,61.321914357682616,Raiders
19,RB/FB,75.57452631578947,Dolphins
20,RB/FB,71.74285714285715,Vikings
21,RB/FB,70.22159624413145,Patriots
22,RB/FB,70.83033707865168,Saints
23,RB/FB,59.065463917525776,Giants
24,RB/FB,66.37956730769231,Jets
25,RB/FB,81.06239460370995,Eagles
26,RB/FB,72.06204933586338,Steelers
27,RB/FB,81.86014492753623,Seahawks
28,RB/FB,68.80295698924732,49ers
29,RB/FB,83.24679245283018,Buccaneers
30,RB/FB,68.54761904761905,Titans
31,RB/FB,72.54056224899598,Commanders
0,TE,75.16612903225807,Cardinals
1,WR,66.92799511002445,Cardinals
2,TE,59.244157814871016,Falcons
3,WR,74.00908125331918,Falcons
4,TE,78.89339207048458,Ravens
5,WR,73.07777777777777,Ravens
6,TE,62.712645011600934,Bills
7,WR,69.00909519321394,Bills
8,TE,53.63134535367545,Panthers
9,WR,66.9054109589041,Panthers
10,TE,56.714814814814815,Bears
11,WR,66.71145833333334,Bears
12,TE,62.905047318611985,Bengals
13,WR,72.97634774162215,Bengals
14,TE,63.06285714285715,Browns
15,WR,63.156737941322724,Browns
16,TE,55.354071246819345,Cowboys
17,WR,64.71499567847883,Cowboys
18,TE,57.084466019417476,Broncos
19,WR,66.81280353200883,Broncos
20,TE,66.10724637681159,Lions
21,WR,77.2380787037037,Lions
22,TE,63.85448079658607,Packers
23,WR,68.34753416518122,Packers
24,TE,58.60870044052864,Texans
25,WR,70.82342038753158,Texans
26,TE,61.819225634178906,Colts
27,WR,73.06433691756273,Colts
28,TE,65.80104302477184,Jaguars
29,WR,65.85906708595388,Jaguars
30,TE,71.42083689154569,Chiefs
31,WR,66.44134477825465,Chiefs
32,TE,61.476523994811934,Rams
33,WR,73.41505791505791,Rams
34,TE,60.54834254143646,Chargers
35,WR,70.41157556270096,Chargers
36,TE,74.65500467726848,Raiders
37,WR,63.98849002849003,Raiders
38,TE,60.07807203389831,Dolphins
39,WR,65.66172413793103,Dolphins
40,TE,69.79929906542056,Vikings
41,WR,73.50432569974555,Vikings
42,TE,71.71782608695652,Patriots
43,WR,60.44739336492891,Patriots
44,TE,68.50228855721393,Saints
45,WR,62.98304870335231,Saints
46,TE,54.58824809575626,Giants
47,WR,67.13770731707316,Giants
48,TE,55.12363184079602,Jets
49,WR,71.19978791092258,Jets
50,TE,63.00549295774648,Eagles
51,WR,70.74975233902036,Eagles
52,TE,66.26303162486369,Steelers
53,WR,65.26735668789809,Steelers
54,TE,61.61348600508906,Seahawks
55,WR,72.05946601941747,Seahawks
56,TE,80.44327917282126,49ers
57,WR,70.99651506202008,49ers
58,TE,63.87200504413618,Buccaneers
59,WR,69.17474099654663,Buccaneers
60,TE,59.866243654822334,Titans
61,WR,65.20159292035397,Titans
62,TE,60.55813953488372,Commanders
63,WR,69.2382265591854,Commanders
0,QB,81.88936170212766,Cardinals
1,QB,76.84602184087363,Falcons
2,QB,94.6677621283255,Ravens
3,QB,89.55674931129477,Bills
4,QB,72.63942598187312,Panthers
5,QB,67.09273216689098,Bears
6,QB,93.9,Bengals
7,QB,63.55049019607843,Browns
8,QB,60.58766756032172,Cowboys
9,QB,78.3,Broncos
10,QB,78.68984848484848,Lions
11,QB,75.1,Packers
12,QB,79.30306513409963,Texans
13,QB,66.69093904448106,Colts
14,QB,71.11170046801873,Jaguars
15,QB,84.85561097256857,Chiefs
16,QB,74.4483870967742,Rams
17,QB,90.9544642857143,Chargers
18,QB,58.78655126498002,Raiders
19,QB,67.67628111273793,Dolphins
20,QB,77.51589519650655,Vikings
21,QB,68.23146551724138,Patriots
22,QB,68.74155251141552,Saints
23,QB,53.3952802359882,Giants
24,QB,77.67468354430379,Jets
25,QB,77.59757942511347,Eagles
26,QB,76.72151515151515,Steelers
27,QB,81.04149377593362,Seahawks
28,QB,78.19403669724771,49ers
29,QB,85.86939058171745,Buccaneers
30,QB,58.07818181818182,Titans
31,QB,90.44355608591886,Commanders
