,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
739,Mario Addison,CAR,ED,471,6558,18,7,0,0,1,5,2,54.5,67.7,59.4,63.8,39.4,6,15,20.0,4,1,9,320,123,408,98,307,13,9,0,30,Panthers,2014,25669.5,
740,Justin Trattou,MIN,ED,9,6669,3,0,0,0,0,18,0,52.7,71.6,52.1,60.0,67.4,1,0,0.0,0,0,0,8,1,9,1,8,0,1,0,1,Vikings,2014,474.3,
741,Bryan Braman,PHI,ED,9,6699,2,0,0,0,0,24,0,62.5,73.1,60.9,60.0,,0,1,,0,0,0,7,2,8,7,1,0,0,0,1,Eagles,2014,562.5,
742,Thomas Keiser,ARZ,ED,78,6852,3,0,1,0,0,1,0,59.3,70.3,60.3,54.3,69.9,0,4,50.0,1,0,0,49,20,10,9,1,1,1,0,4,Cardinals,2014,4625.4,
743,Quinton Coples,NYJ,ED,691,7022,16,6,0,0,1,22,0,67.6,63.7,64.8,63.3,76.2,11,20,10.0,3,3,7,324,306,631,219,392,21,21,5,38,Jets,2014,46711.6,
744,Melvin Ingram III,SD,ED,497,7024,9,5,0,1,2,27,1,66.5,0.0,82.8,59.2,37.6,6,16,30.3,10,5,4,222,203,246,236,8,17,18,3,26,Chargers,2014,33050.5,
745,Chandler Jones,NE,ED,747,7027,13,6,2,0,2,19,1,72.5,40.9,75.4,62.8,61.3,11,31,20.4,10,4,8,427,290,599,408,185,30,33,1,50,Patriots,2014,54157.5,
746,Whitney Mercilus,HST,ED,804,7031,15,6,0,2,2,13,0,63.9,32.3,57.8,74.6,75.4,10,25,6.5,3,4,5,401,308,349,342,7,31,37,7,40,Texans,2014,51375.6,
747,Nick Perry,GB,ED,420,7033,17,1,2,0,0,12,1,61.3,61.2,60.4,66.2,47.3,1,13,22.2,6,1,5,237,163,263,257,6,22,20,1,19,Packers,2014,25746.0,
748,Courtney Upshaw,BLT,ED,601,7039,18,10,0,3,0,3,0,68.4,9.5,58.7,72.9,57.1,3,8,10.9,6,8,1,152,262,454,438,14,26,39,2,12,Ravens,2014,41108.4,
749,Andre Branch,JAX,ED,330,7042,9,3,2,1,3,15,1,63.2,23.3,64.1,62.4,76.1,3,11,11.8,2,3,3,227,97,329,16,313,9,12,1,17,Jaguars,2014,20856.0,
750,Vinny Curry,PHI,ED,377,7061,16,1,0,0,4,24,1,60.5,51.7,64.6,53.0,38.4,4,21,22.2,2,4,9,321,56,376,95,199,11,6,1,34,Eagles,2014,22808.5,
751,Olivier Vernon,MIA,ED,839,7074,16,9,0,1,2,17,0,72.8,62.8,73.1,73.3,28.9,12,29,20.4,10,2,7,470,333,677,123,533,25,30,5,48,Dolphins,2014,61079.2,
752,Frank Alexander,CAR,ED,22,7103,1,0,0,0,0,5,0,69.2,74.6,57.0,73.1,67.4,0,1,0.0,0,0,0,14,8,22,4,17,1,1,0,1,Panthers,2014,1522.4,
753,Jack Crawford,DAL,ED,143,7151,6,1,0,0,1,9,0,51.5,39.2,63.4,45.7,73.5,0,5,14.3,1,1,2,82,59,142,6,84,6,5,1,7,Cowboys,2014,7364.5,
754,Jonathan Massaquoi,ATL,ED,327,7156,15,2,1,0,0,2,0,68.6,82.0,68.3,62.3,54.3,7,9,19.0,4,0,2,139,150,257,60,196,9,15,2,18,Falcons,2014,22432.199999999997,
755,Darius Fleming,NE,ED,42,7157,3,1,0,0,0,19,0,68.7,72.9,53.0,68.1,80.0,0,1,0.0,0,0,0,6,26,6,6,0,3,5,0,1,Patriots,2014,2885.4,
756,Scott Solomon,CLV,ED,233,7196,8,2,0,0,2,8,1,69.4,52.8,64.3,71.2,65.5,1,5,0.0,0,1,2,101,127,230,22,202,13,14,2,8,Browns,2014,16170.2,
757,Greg Scruggs,SEA,ED,65,7216,3,0,0,0,0,29,0,62.3,78.1,58.4,69.3,28.3,1,4,33.3,1,0,0,47,17,65,1,22,1,2,0,5,Seahawks,2014,4049.5,
758,Cam Johnson,IND,ED,5,7221,1,0,0,0,0,14,0,60.5,71.7,57.8,60.5,,0,0,,0,0,0,2,2,5,5,0,0,0,0,0,Colts,2014,302.5,
759,Jacquies Smith,TB,ED,455,7401,15,4,2,0,1,30,1,61.1,85.0,58.8,51.9,64.0,1,20,8.3,1,0,7,317,134,455,2,452,10,7,0,28,Buccaneers,2014,27800.5,
760,Dion Jordan,MIA,ED,224,7785,10,2,0,0,0,17,0,67.3,83.8,56.3,61.1,80.8,1,10,0.0,0,0,1,108,77,152,17,121,8,12,0,12,Dolphins,2014,15075.199999999999,
761,Barkevious Mingo,CLV,ED,668,7787,15,7,2,0,0,8,1,73.1,60.2,67.0,74.0,45.1,5,20,18.4,9,2,2,217,280,469,396,66,21,33,2,27,Browns,2014,48830.799999999996,
762,Jarvis Jones,PIT,ED,236,7798,8,3,0,0,1,25,0,52.3,82.7,52.2,58.6,69.3,1,4,8.3,1,0,2,120,80,222,219,3,7,8,0,7,Steelers,2014,12342.8,
763,Bjoern Werner,IND,ED,807,7805,17,6,2,0,1,14,1,59.7,51.5,57.2,61.6,53.3,4,18,12.5,6,4,5,415,306,763,671,91,34,36,6,27,Colts,2014,48177.9,
764,Margus Hunt,CIN,ED,201,7834,13,1,1,0,0,7,0,59.8,84.5,55.6,61.1,73.5,0,8,0.0,0,0,2,113,83,200,8,180,8,6,1,10,Bengals,2014,12019.8,
765,Damontre Moore,NYG,ED,320,7862,16,3,2,0,0,21,0,59.0,20.3,65.8,53.6,57.6,12,13,16.7,3,3,6,232,83,286,38,246,12,12,0,31,Giants,2014,18880.0,
766,Corey Lemonier,SF,ED,143,7869,8,2,0,0,0,28,0,39.9,6.2,44.8,60.1,76.8,1,1,0.0,0,2,0,93,45,123,117,6,1,4,0,2,49ers,2014,5705.7,
767,Alex Okafor,ARZ,ED,770,7885,14,3,2,0,0,1,0,56.4,83.6,57.5,51.4,29.9,6,27,28.2,11,0,8,379,282,402,296,105,25,25,3,41,Cardinals,2014,43428.0,
768,Trevardo Williams,WAS,ED,15,7906,2,0,0,0,0,32,0,63.7,75.0,57.0,65.2,68.1,0,1,,0,0,1,10,4,15,12,3,1,0,0,2,Commanders,2014,955.5,
769,William Gholston,TB,ED,570,7908,15,7,3,1,0,30,0,62.5,24.4,57.8,69.6,72.2,6,17,2.6,1,5,2,326,237,570,0,434,27,31,6,25,Buccaneers,2014,35625.0,
770,Malliciah Goodman,ATL,ED,581,7909,16,3,0,0,1,2,0,56.8,59.9,50.6,65.8,46.3,1,14,20.0,3,2,0,291,270,567,78,369,8,9,1,15,Falcons,2014,33000.799999999996,
771,John Simon,HST,ED,233,7911,10,1,0,0,0,13,0,63.7,76.2,55.2,85.2,79.6,4,9,22.2,2,0,2,140,63,73,73,0,7,6,2,15,Texans,2014,14842.1,
772,Devin Taylor,DET,ED,241,7914,17,2,0,0,0,11,0,47.9,54.4,51.3,62.6,51.3,2,7,16.7,3,1,1,142,96,240,12,221,8,13,1,10,Lions,2014,11543.9,
773,Quanterus Smith,DEN,ED,304,7928,15,2,0,0,0,10,0,50.5,62.4,48.2,54.6,76.1,2,9,16.7,2,1,0,213,82,259,156,103,6,8,2,11,Broncos,2014,15352.0,
774,Steven Means,BLT,ED,4,7929,1,0,0,0,0,3,0,58.9,68.0,59.2,60.0,,0,0,,0,0,0,1,3,4,0,4,0,0,0,0,Ravens,2014,235.6,
775,Stansly Maponga,ATL,ED,87,7935,9,1,0,0,0,2,2,60.1,78.7,60.6,64.6,69.2,0,2,0.0,0,0,1,56,28,78,8,69,1,0,0,3,Falcons,2014,5228.7,
776,Tourek Williams,SD,ED,132,7960,13,3,1,0,0,27,0,60.6,79.1,50.8,57.8,54.4,1,3,15.4,2,0,0,63,59,94,49,45,6,8,0,4,Chargers,2014,7999.2,
777,Cornelius Washington,CHI,ED,77,7969,7,1,0,0,0,6,0,58.3,78.4,55.1,60.6,29.4,1,3,20.0,1,0,1,42,35,76,2,74,3,3,1,5,Bears,2014,4489.099999999999,
778,Michael Buchanan,NE,ED,25,8009,2,0,0,0,0,19,0,38.7,74.9,56.5,50.2,,0,0,,0,0,0,12,12,24,12,12,0,0,0,0,Patriots,2014,967.5000000000001,
779,David Bass,CHI,ED,143,8016,8,0,0,1,1,6,0,63.1,39.2,69.5,56.4,72.1,4,3,0.0,0,1,3,76,65,140,12,125,5,3,1,10,Bears,2014,9023.300000000001,
780,Ezekiel Ansah,DET,ED,704,8094,17,10,0,0,3,11,0,81.3,34.8,71.4,84.1,32.4,23,37,21.1,12,4,11,478,199,607,32,559,35,35,6,71,Lions,2014,57235.2,
781,Josh Martin,KC,ED,52,8138,7,1,0,0,0,16,0,54.6,75.4,58.5,50.9,75.4,0,2,0.0,0,0,1,29,18,37,34,0,1,2,0,3,Chiefs,2014,2839.2000000000003,
782,Lerentee McCray,DEN,ED,149,8159,14,0,1,0,1,10,0,75.9,79.6,70.6,56.9,45.0,1,7,25.0,2,0,1,82,40,84,61,23,7,6,0,9,Broncos,2014,11309.1,
783,Benson Mayowa,OAK,ED,353,8196,15,0,1,0,0,23,0,58.1,31.4,53.4,80.2,76.8,3,10,0.0,0,3,1,236,108,348,107,241,11,13,3,14,Raiders,2014,20509.3,
784,Justin Staples,TEN,ED,1,8202,1,0,0,0,0,31,0,61.0,61.7,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,Titans,2014,61.0,
785,Eric Martin,CLV,ED,45,8309,10,0,0,0,0,8,0,57.3,73.0,58.8,56.2,,0,2,,0,0,0,25,19,22,18,4,0,0,0,2,Browns,2014,2578.5,
786,Kenneth Boatright,DAL,ED,16,8413,1,0,0,0,0,9,0,58.0,73.7,51.7,65.2,67.4,0,0,0.0,0,0,0,13,3,16,0,6,1,1,0,0,Cowboys,2014,928.0,
787,Wes Horton,CAR,ED,498,8484,18,7,1,0,2,5,0,61.7,54.0,54.7,70.2,46.1,4,8,10.0,3,2,3,256,232,471,80,376,20,20,3,15,Panthers,2014,30726.600000000002,
788,Jadeveon Clowney,HST,ED,143,8636,4,1,0,0,0,13,0,59.3,26.5,50.5,75.0,76.0,0,3,0.0,0,1,0,94,40,68,48,20,4,5,2,3,Texans,2014,8479.9,
789,Khalil Mack,OAK,ED,992,8640,16,10,3,0,1,23,0,86.9,73.6,68.8,90.3,60.5,10,40,13.4,11,1,4,479,431,564,228,335,48,61,14,54,Raiders,2014,86204.8,
790,Dee Ford,KC,ED,122,8658,11,1,0,0,0,16,0,53.4,78.5,63.1,29.1,78.4,3,5,0.0,0,0,2,91,18,67,63,1,4,3,0,10,Chiefs,2014,6514.8,
791,DeMarcus Lawrence,DAL,ED,270,8669,9,3,0,0,1,9,2,77.9,82.3,65.0,81.0,75.7,1,11,9.1,1,0,2,174,91,270,32,237,6,7,1,14,Cowboys,2014,21033.0,
792,Trent Murphy,WAS,ED,579,8682,15,5,1,0,2,32,1,67.9,71.6,59.6,73.4,71.9,6,15,9.7,3,1,3,292,208,463,385,71,18,23,3,24,Commanders,2014,39314.100000000006,
793,Jeremiah Attaochu,SD,ED,178,8685,11,1,1,0,1,27,0,64.1,0.0,80.0,48.1,33.0,2,7,22.2,2,3,2,116,48,148,92,56,6,6,0,11,Chargers,2014,11409.8,
794,Kony Ealy,CAR,ED,400,8695,17,4,0,0,1,5,0,49.6,35.4,58.7,47.6,65.1,5,10,12.5,2,3,4,220,173,379,58,303,12,10,2,19,Panthers,2014,19840.0,
795,Scott Crichton,MIN,ED,16,8707,2,0,0,0,0,18,0,52.7,72.8,58.5,52.9,26.7,1,1,50.0,1,0,0,10,6,16,1,15,1,1,0,2,Vikings,2014,843.2,
796,Kareem Martin,ARZ,ED,182,8719,11,1,1,0,1,1,0,43.7,50.9,52.5,41.2,28.1,0,4,22.2,2,1,1,130,49,181,73,94,4,6,0,5,Cardinals,2014,7953.400000000001,
797,Will Clarke,CIN,ED,66,8723,7,0,0,0,0,7,1,61.8,77.1,49.0,75.1,70.8,0,2,0.0,0,0,0,41,23,66,2,64,3,3,0,2,Bengals,2014,4078.7999999999997,
798,Cassius Marsh,SEA,ED,71,8743,5,4,0,0,0,29,0,60.1,77.9,49.0,62.0,50.2,0,0,14.3,1,0,0,39,30,71,5,53,2,2,1,0,Seahawks,2014,4267.1,
799,Aaron Lynch,SF,ED,514,8785,16,6,3,0,0,28,0,64.7,56.5,66.5,58.4,62.7,8,27,15.0,3,2,6,330,150,421,416,5,15,11,1,41,49ers,2014,33255.8,
800,Chris Smith,JAX,ED,89,8794,7,1,0,0,1,15,0,54.9,78.3,59.0,63.4,72.2,1,4,0.0,0,0,3,79,8,89,3,86,2,1,0,8,Jaguars,2014,4886.099999999999,
801,Jonathan Newsome,IND,ED,522,8801,19,2,0,0,4,14,0,62.1,58.7,65.3,58.4,39.0,5,16,25.0,7,2,8,285,189,429,417,11,23,19,2,29,Colts,2014,32416.2,
802,Trevor Reilly,NYJ,ED,60,8867,10,4,0,0,0,22,0,75.8,75.1,57.4,78.6,79.4,0,0,12.5,1,0,0,14,35,26,21,5,1,3,0,0,Jets,2014,4548.0,
803,Terrence Fede,MIA,ED,81,8868,7,2,0,0,0,17,0,54.4,78.9,51.9,63.4,51.1,1,0,12.5,1,0,1,48,32,81,7,67,4,5,0,2,Dolphins,2014,4406.4,
804,Kerry Wynn,NYG,ED,185,8938,5,0,0,0,0,21,1,66.7,82.8,53.8,74.6,58.3,1,5,16.7,2,0,2,132,53,184,25,121,9,10,1,8,Giants,2014,12339.5,
805,Denico Autry,OAK,ED,130,8982,10,0,0,0,0,23,0,66.0,79.7,57.7,64.6,76.1,1,5,0.0,0,0,0,66,60,122,25,94,7,11,3,6,Raiders,2014,8580.0,
806,Kasim Edebali,NO,ED,179,9011,14,4,0,0,1,20,0,47.3,81.0,50.3,43.9,54.6,2,3,23.1,3,0,2,80,90,167,60,106,4,6,0,7,Saints,2014,8466.699999999999,
807,Jason Ankrah,HST,ED,18,9142,2,0,0,0,0,13,0,53.1,74.7,49.9,62.5,71.4,0,0,0.0,0,0,0,11,3,9,8,0,0,1,0,0,Texans,2014,955.8000000000001,
808,Jayrone Elliott,GB,ED,53,9336,6,0,0,0,0,12,0,64.1,76.3,58.4,65.6,72.4,1,0,0.0,0,0,0,29,21,39,39,0,2,2,0,1,Packers,2014,3397.2999999999997,
809,T.J. Fatinikun,TB,ED,151,9412,10,3,0,0,0,30,0,52.5,79.2,54.2,53.3,37.4,0,6,30.0,3,0,1,107,43,150,1,149,3,4,2,7,Buccaneers,2014,7927.5,
810,Julius Peppers,GB,ED,779,1010,18,8,0,1,2,12,0,63.7,62.3,73.8,47.6,48.1,10,43,15.6,5,3,12,494,233,751,568,82,24,19,3,65,Packers,2015,49622.3,74.89611307420495
811,Dwight Freeney,ARZ,ED,308,1019,13,1,0,0,3,1,0,77.7,89.1,77.2,56.3,59.7,4,29,66.7,2,0,8,268,31,297,289,3,8,0,0,41,Cardinals,2015,23931.600000000002,66.33774907749078
812,James Harrison,PIT,ED,698,1251,17,7,2,0,2,25,0,86.0,37.6,81.2,77.9,69.4,11,30,13.0,6,5,7,334,240,612,611,1,32,33,6,48,Steelers,2015,60028.0,62.8246184145741
813,Terrell Suggs,BLT,ED,48,1326,1,0,0,0,0,3,0,62.5,77.6,64.3,44.8,,0,1,,0,0,0,27,14,48,48,0,0,0,0,1,Ravens,2015,3000.0,56.28071850841291
814,Calvin Pace,NYJ,ED,519,1334,16,0,1,0,2,22,1,64.0,75.5,60.4,63.6,56.5,4,10,18.8,3,1,3,227,218,494,490,4,11,13,1,17,Jets,2015,33216.0,63.66849137931034
815,Robert Mathis,IND,ED,546,1447,15,2,0,0,1,14,1,67.6,50.8,63.9,51.3,56.3,8,20,20.0,3,3,7,330,170,528,528,0,16,10,2,35,Colts,2015,36909.6,66.16093082835184
816,Chris Clemons,JAX,ED,659,1585,16,3,1,0,1,15,1,41.9,44.2,52.6,38.0,29.4,8,23,30.0,6,5,3,469,175,658,652,6,12,11,1,34,Jaguars,2015,27612.1,68.77151639344262
817,Jason Babin,ARZ,ED,30,1748,3,0,0,0,0,1,0,28.3,0.0,53.5,61.6,27.7,1,1,100.0,1,3,0,24,3,30,30,0,0,0,0,2,Cardinals,2015,849.0,48.24915356711004
818,Jared Allen,CAR,ED,730,1847,17,6,3,0,0,5,0,65.4,74.9,63.1,61.7,68.9,24,20,10.0,3,2,3,448,257,726,708,16,16,21,2,47,Panthers,2015,47742.00000000001,78.30707279297883
819,DeMarcus Ware,DEN,ED,553,2228,14,5,0,2,1,10,2,80.5,9.1,90.1,65.0,69.5,17,38,9.1,2,7,11,345,169,541,541,0,18,15,4,66,Broncos,2015,44516.5,75.77435158501441
820,Trent Cole,IND,ED,527,2363,14,8,2,1,2,14,0,71.3,32.1,69.6,70.8,50.3,6,24,13.3,4,4,3,289,194,506,433,12,18,18,5,33,Colts,2015,37575.1,
821,Lorenzo Alexander,OAK,ED,45,2476,4,0,0,0,0,23,0,89.0,81.6,72.2,63.0,73.9,0,2,25.0,1,0,0,5,30,38,38,0,3,3,2,2,Raiders,2015,4005.0,
822,Ahmad Brooks,SF,ED,740,2945,14,7,0,1,0,28,1,50.5,3.3,51.0,62.0,36.2,3,26,24.4,11,10,7,311,311,684,675,4,27,27,2,36,49ers,2015,37370.0,
823,Mario Williams,BUF,ED,880,2946,15,2,1,0,0,4,0,52.7,85.0,47.1,62.1,41.2,6,25,21.1,4,1,5,548,304,869,764,81,14,13,1,36,Bills,2015,46376.0,
824,Tamba Hali,KC,ED,905,2965,17,11,1,1,2,16,0,81.6,80.1,79.9,70.3,70.5,10,58,10.4,5,1,7,546,276,870,868,2,24,32,5,75,Chiefs,2015,73848.0,
825,Darryl Tapp,DET,ED,409,3008,16,4,0,0,2,11,0,69.9,89.7,57.9,70.6,60.2,4,9,8.7,2,0,2,215,192,408,394,7,13,17,3,15,Lions,2015,28589.100000000002,
826,Elvis Dumervil,BLT,ED,786,3071,16,9,2,0,1,3,1,71.8,39.7,75.2,58.9,70.6,16,42,7.1,3,5,7,465,285,778,778,0,28,30,4,65,Ravens,2015,56434.799999999996,
827,Rob Ninkovich,NE,ED,1018,3080,18,11,5,0,1,19,1,63.7,91.7,55.6,63.4,66.4,13,30,8.6,5,0,7,522,340,978,937,26,29,42,4,50,Patriots,2015,64846.600000000006,
828,Jeremy Mincey,DAL,ED,380,3136,14,4,0,0,0,9,0,63.8,74.1,56.9,67.8,56.6,3,14,23.8,5,1,0,219,157,379,337,19,10,12,2,17,Cowboys,2015,24244.0,
829,Lamarr Woodley,ARZ,ED,277,3662,10,2,0,0,0,1,0,51.7,60.8,54.6,52.1,28.7,1,6,26.7,4,1,1,105,128,271,271,0,9,9,3,8,Cardinals,2015,14320.900000000001,
830,Charles Johnson,CAR,ED,528,3699,12,2,1,1,2,5,0,72.3,54.4,69.4,69.7,69.9,3,23,6.7,1,3,4,349,154,516,498,16,13,12,2,30,Panthers,2015,38174.4,
831,Brian Robison,MIN,ED,946,3718,17,2,4,0,0,18,2,67.3,92.6,65.8,55.8,56.3,6,49,17.9,7,1,5,582,345,916,744,88,27,30,10,60,Vikings,2015,63665.799999999996,
832,Chris Long,SL,ED,481,4316,12,3,0,0,1,26,0,54.7,89.9,53.4,54.3,61.1,0,14,13.3,2,0,4,315,166,478,416,54,8,10,0,18,Rams,2015,26310.7,
833,Jason Jones,DET,ED,543,4368,15,3,0,0,1,11,0,63.0,21.1,63.5,62.7,61.0,6,29,13.3,4,7,5,342,198,538,392,28,20,23,4,40,Lions,2015,34209.0,
834,Cliff Avril,SEA,ED,861,4406,18,6,5,1,2,29,0,79.6,48.0,77.8,71.2,49.7,17,44,23.6,13,6,12,544,297,852,840,6,38,36,9,73,Seahawks,2015,68535.59999999999,
835,William Hayes,SL,ED,579,4417,16,8,0,0,2,26,0,82.4,10.3,77.4,84.4,76.2,9,31,2.3,1,8,7,344,235,577,489,76,34,35,9,47,Rams,2015,47709.600000000006,
836,Kroy Biermann,ATL,ED,516,4468,16,10,0,1,1,2,0,68.4,66.2,57.5,77.4,64.3,6,9,7.8,4,2,2,224,272,508,497,10,24,37,3,17,Falcons,2015,35294.4,
837,Erik Walden,IND,ED,788,4481,15,7,1,1,1,14,0,59.3,16.9,61.5,66.2,71.8,12,24,9.5,4,7,3,358,307,696,690,1,23,31,6,39,Colts,2015,46728.399999999994,
838,Wallace Gilberry,CIN,ED,667,4763,17,2,1,0,1,7,0,60.6,80.4,64.0,46.6,70.0,16,33,9.1,2,1,2,527,133,662,291,57,16,18,2,51,Bengals,2015,40420.200000000004,
839,Cameron Wake,MIA,ED,246,4907,7,1,1,1,4,17,0,90.4,7.9,93.3,50.2,76.9,2,10,0.0,0,4,7,154,88,245,238,7,7,0,0,19,Dolphins,2015,22238.4,
840,Brian Orakpo,TEN,ED,960,4936,16,12,4,0,1,31,0,70.8,78.9,69.5,62.4,77.4,6,36,6.0,3,2,7,417,427,845,843,0,27,35,6,49,Titans,2015,67968.0,
841,Robert Ayers,NYG,ED,570,4941,12,9,4,0,2,21,0,82.5,56.5,85.0,64.6,64.7,13,25,8.8,3,3,10,380,178,561,351,100,27,22,2,48,Giants,2015,47025.0,
842,Connor Barwin,PHI,ED,1043,4969,16,8,5,0,1,24,0,60.9,69.9,67.5,52.0,68.0,7,33,10.4,5,3,8,482,394,897,876,7,23,35,3,48,Eagles,2015,63518.7,
843,Paul Kruger,CLV,ED,679,4980,16,3,1,0,0,8,0,60.8,39.4,68.2,54.2,32.0,8,43,28.6,8,5,3,380,248,646,638,5,19,17,2,54,Browns,2015,41283.2,
844,Michael Johnson,CIN,ED,902,4993,17,14,2,2,3,7,1,62.5,71.8,52.7,73.0,57.9,13,35,13.5,7,3,5,583,286,873,845,14,20,31,2,53,Bengals,2015,56375.0,
845,Lawrence Sidbury,TB,ED,6,5049,1,0,0,0,0,30,0,57.0,73.4,55.7,59.9,,0,0,,0,0,0,3,3,6,6,0,0,0,0,0,Buccaneers,2015,342.0,
846,Michael Bennett,SEA,ED,922,5273,18,12,2,4,3,29,0,81.1,3.0,82.7,78.6,39.3,17,63,23.1,15,13,11,573,333,899,333,338,42,38,14,91,Seahawks,2015,74774.2,
847,Phillip Hunt,NO,ED,48,5371,2,2,0,0,0,20,0,72.2,81.5,63.8,55.4,74.3,0,3,0.0,0,0,1,26,22,48,47,1,3,2,1,4,Saints,2015,3465.6000000000004,
848,Brandon Graham,PHI,ED,849,5538,16,6,1,0,3,24,0,82.7,70.4,81.0,64.0,66.1,7,44,12.8,6,2,7,439,326,813,758,18,26,35,8,58,Eagles,2015,70212.3,
849,Jason Pierre-Paul,NYG,ED,503,5540,8,1,6,0,0,21,2,68.3,64.8,73.7,53.7,44.0,6,34,18.5,5,2,1,314,182,500,437,53,16,21,3,41,Giants,2015,34354.9,
850,Derrick Morgan,TEN,ED,524,5541,10,6,2,0,1,31,0,61.4,66.4,63.4,57.8,47.4,7,20,19.2,5,2,3,240,232,501,500,1,13,15,1,30,Titans,2015,32173.6,
851,Jerry Hughes,BUF,ED,1003,5556,16,7,2,0,2,4,1,72.8,3.5,75.5,67.8,70.8,5,49,12.1,7,13,5,586,360,975,930,35,34,44,5,59,Bills,2015,73018.4,
852,Lamarr Houston,CHI,ED,416,5569,16,5,0,1,0,6,1,64.4,13.4,62.3,71.3,85.5,4,21,0.0,0,5,7,248,142,405,405,0,26,29,1,32,Bears,2015,26790.4,
853,Carlos Dunlap,CIN,ED,945,5579,17,6,2,2,2,7,1,76.1,72.4,69.5,66.5,77.3,17,48,9.5,4,3,15,633,283,944,909,20,34,32,5,80,Bengals,2015,71914.5,
854,Mike Neal,GB,ED,821,5581,18,8,0,0,2,12,1,54.7,79.5,49.9,63.6,42.2,6,25,25.6,11,1,9,502,273,798,703,40,25,24,8,40,Packers,2015,44908.700000000004,
855,Everson Griffen,MIN,ED,913,5624,16,7,2,1,1,18,0,70.9,35.1,74.4,61.3,44.5,19,48,21.4,9,8,12,555,336,910,859,49,30,26,3,79,Vikings,2015,64731.700000000004,
856,O'Brien Schofield,ATL,ED,494,5653,16,0,0,1,1,2,0,56.7,46.7,58.9,63.9,54.9,12,14,14.3,4,4,2,264,172,449,437,11,14,24,3,28,Falcons,2015,28009.800000000003,
857,Greg Hardy,DAL,ED,596,5698,12,5,1,0,1,9,0,69.5,70.2,74.2,59.7,53.6,14,19,21.6,8,3,7,330,260,595,497,59,24,24,5,40,Cowboys,2015,41422.0,
858,Arthur Moats,PIT,ED,594,5701,17,7,2,0,0,25,2,61.3,62.9,61.5,61.8,58.8,5,30,13.2,5,2,4,320,196,547,544,0,18,26,2,39,Steelers,2015,36412.2,
859,Eugene Sims,SL,ED,581,5712,13,9,1,1,1,26,1,54.9,58.5,49.8,57.5,60.0,4,19,15.4,4,3,2,368,213,579,502,61,8,13,0,25,Rams,2015,31896.899999999998,
860,Willie Young,CHI,ED,525,5736,15,7,1,1,0,6,0,76.4,50.0,69.1,80.3,78.5,7,33,3.6,1,3,7,320,164,516,516,0,18,20,5,47,Bears,2015,40110.0,
861,George Selvie,NYG,ED,370,5749,12,5,0,0,0,21,1,56.7,57.2,47.3,70.5,64.9,4,12,11.5,3,2,2,223,137,366,344,20,16,18,0,18,Giants,2015,20979.0,
862,Frank Zombo,KC,ED,249,5945,12,3,0,0,1,16,0,52.6,84.0,55.1,60.0,29.8,2,6,40.0,4,0,3,119,101,228,228,0,5,3,0,11,Chiefs,2015,13097.4,
863,Albert McClellan,BLT,ED,158,6022,13,2,1,0,0,3,1,49.2,82.6,58.0,48.1,24.6,0,4,43.8,7,0,1,66,61,143,142,0,6,7,0,5,Ravens,2015,7773.6,
864,George Johnson,TB,ED,429,6112,11,6,0,1,2,30,1,55.2,77.0,48.4,59.1,47.5,3,13,13.0,3,2,0,229,197,429,413,14,11,14,2,16,Buccaneers,2015,23680.800000000003,
865,Von Miller,DEN,ED,994,6154,19,5,1,0,6,10,3,91.9,21.1,92.0,82.8,56.8,22,66,16.7,7,9,17,582,328,952,951,1,37,30,2,105,Broncos,2015,91348.6,
866,Aldon Smith,OAK,ED,517,6159,9,6,3,0,0,23,0,67.6,29.4,63.8,75.5,69.6,5,27,8.3,2,4,4,339,154,514,514,0,12,16,2,36,Raiders,2015,34949.2,
867,Robert Quinn,SL,ED,334,6166,8,5,3,1,3,26,0,83.9,37.9,79.4,79.5,79.6,2,11,5.9,1,3,5,218,116,332,301,26,11,11,2,18,Rams,2015,28022.600000000002,
868,Ryan Kerrigan,WAS,ED,959,6168,17,7,4,0,2,32,0,65.6,70.9,66.3,59.2,58.7,3,48,10.3,4,3,10,581,363,946,939,2,34,28,5,61,Commanders,2015,62910.399999999994,
869,Adrian Clayborn,ATL,ED,519,6172,16,0,0,0,0,2,1,61.5,57.1,66.4,48.4,33.3,15,26,14.3,2,2,3,397,120,518,128,150,10,12,1,44,Falcons,2015,31918.5,
870,Cameron Jordan,NO,ED,979,6176,16,7,5,0,1,20,2,82.0,71.9,77.8,71.7,59.3,10,50,22.2,10,3,10,600,374,970,769,119,32,28,5,70,Saints,2015,80278.0,
871,Jabaal Sheard,NE,ED,665,6189,15,3,1,0,4,19,0,89.8,65.5,83.1,82.7,65.7,5,51,18.6,8,2,8,396,231,606,415,105,35,32,5,64,Patriots,2015,59717.0,
