,Team,QB,RB/FB,WR,TE,OL,DL,LB,DB,K/P/LS
0,Cardinals,761.9020971061518,31.296810480225894,448.5914467514071,97.14284284317556,306.6185493302762,246.69402978660892,456.86434613359125,591.3163926101919,0.44786646196077584
1,Falcons,320.7358359915007,90.06229872679864,160.44565604192343,642.5950290883599,775.7502106026976,176.67777227613283,80.47079224906686,656.0458288265877,5.310113666656548
2,Ravens,121.54021737256896,55.27028722811966,659.2936966015434,88.76192463826109,621.4301910341209,348.2357529370938,198.00527298112527,361.8172188082013,0.42704176458307286
3,Bills,709.2983315773613,95.54189758929346,44.01423795652895,68.04626888796714,286.32290964488493,928.1379706040386,224.5066155907274,141.71275404667603,4.403739730730923
4,Panthers,574.7056869017237,337.81395343842473,248.95391639924293,76.49333854323274,315.57500209641375,763.3589349159823,311.2049035571143,1010.184482675509,2.1638368887846373
5,Bears,411.43434667877597,51.786555875400694,72.29642035179421,132.14617844190644,408.0132080818723,307.45575374761626,396.6780952287688,321.9662436092583,1.747427345564351
6,Bengals,868.7430534730935,93.31334204617843,678.9454098606143,87.21940487300247,558.2421217969434,234.32466288306384,226.2024382043885,730.8499255096118,14.658306216893525
7,Browns,651.4390575310556,146.27814962117114,212.6419597696366,163.62720901526285,652.700201152163,1252.4695372761644,217.8616000436893,908.321396968103,3.7487133203338012
8,Cowboys,8.097019049072005,267.82161427372455,509.64291857465696,16.42731033270541,326.6843577101415,353.3078762908391,835.0773933087116,520.1397356698575,21.353233321667553
9,Broncos,174.37469071183386,304.13232095737465,506.49532825343647,227.13690279570622,382.4904019983714,89.00092736919811,562.3487986349994,707.3343238968969,2.7043276061072694
10,Lions,489.54165955695316,158.35937122358965,48.743624181518165,304.94948552995106,849.9257812400563,325.4319074999619,206.46951944311843,603.6015657614768,5.7037126544414205
11,Packers,217.2170387145333,77.20141830988533,120.2161010357935,63.15202125583937,248.8849780693598,201.67541148000998,199.81669898647672,753.9598715091659,1.6776212025022084
12,Texans,77.67485551752624,122.5090242019934,357.9321110983226,37.206223687770176,522.0799127861562,397.00156356230895,120.5482106090457,395.14482024175066,0.0
13,Colts,372.8439247899416,160.56407943703152,258.3590542775838,19.77,886.8961969585672,639.7564180926171,352.38191325160045,418.2374970393278,0.0
14,Jaguars,1018.6244036638159,46.33896284085641,606.2285270322529,53.135552748441384,439.2307769749041,445.5485235067363,447.10413765549214,652.6178217050402,5.621919066493009
15,Chiefs,223.37699212994178,177.6179659835081,94.20506827067327,45.64175474289469,186.35039372167967,282.1346333878989,196.35948579360172,475.0907135195098,5.681240196625005
16,Raiders,369.5946330506601,210.28443065075405,468.07794281312493,13.399138107060967,641.0703904542594,908.5506425033302,203.81588496537213,889.7443609706038,5.28317075657686
17,Chargers,386.7575749735435,28.81012885501883,329.406196441517,46.79344082007694,462.27638980307063,224.699545924681,548.8285084000557,414.3168553419164,2.069703557032568
18,Rams,180.0923121479524,272.85075293523585,427.14060816311564,28.154256712771605,252.50882801139545,399.09408467602543,306.7384455763674,415.9723544551926,9.949559360316787
19,Dolphins,427.0544016362561,34.91993211702933,729.0880629201812,235.29923096751764,592.8324212363334,484.63728320207696,391.75037467511834,638.5040664640458,6.036082673006839
20,Vikings,105.28055410865275,204.15853825012914,251.26254830135355,14.50928322521467,682.4443969467177,172.3587301889865,357.51770267365697,263.0048252671654,0.0
21,Patriots,315.2,65.98051570780444,254.4597356551976,141.8749004913359,211.98495811531598,208.6588924611471,330.6398655091295,341.34523778852116,7.524982638130277
22,Saints,442.2060429194165,95.71839012245927,232.12884419038048,48.11012033670948,722.392759161137,588.0398787773573,106.27203152346112,702.4587833560975,0.0
23,Giants,363.1457066592075,481.23451140093607,695.8215945217614,176.3744792652712,847.7869159343406,682.6573802054453,284.94321962125986,702.6445276929046,1.023142068474032
24,Jets,768.245842829471,83.71619389228252,533.5342165402163,78.05618316317435,705.4765556418322,810.2927573678596,306.53468334190285,274.8857123130801,5.67907037013611
25,Eagles,96.92967033346987,106.3161360539632,682.5897642679291,145.10270264674122,594.7787492728596,546.2489757668386,54.10882078342182,131.27099173838343,6.257076791845973
26,Steelers,71.38378250951625,285.93771614031266,341.0828192429974,247.53449937276702,158.29746166848759,402.02962333294255,423.56949358971053,745.8547659121602,1.17
27,49ers,545.2245154695778,155.4824908316465,402.9538988922603,11.526126272786364,632.3832215181054,895.3875448734151,186.1403539445642,483.5115769324663,21.687634678152754
28,Seahawks,66.2160175608565,216.95719180266406,276.8997434864851,106.03632597545227,310.15922371885114,393.2355716472142,294.8897984920635,574.9956241335877,7.888926986701082
29,Buccaneers,88.65095357239915,524.6950161872387,335.3138461353619,186.34718937568107,470.07687315443974,406.2050059078797,676.6814818550582,408.4040038333518,5.612159931424123
30,Titans,117.47817433982449,194.35393880567324,238.04684866531423,7.301284161756469,368.7398965103561,258.1982387933366,383.00245255036793,479.1570786405791,7.187937050726557
31,Commanders,1.178634189488021,79.22115230418851,197.35882640587067,32.80514046158494,526.0225159066204,1250.264935852835,326.74287615554425,442.8000317422136,2.069703557032568
