,position,weighted_avg_avg_depth_of_target,weighted_avg_avoided_tackles,weighted_avg_caught_percent,weighted_avg_contested_catch_rate,weighted_avg_contested_receptions,weighted_avg_contested_targets,weighted_avg_declined_penalties,weighted_avg_drop_rate,weighted_avg_drops,weighted_avg_first_downs,weighted_avg_franchise_id,weighted_avg_fumbles,weighted_avg_grades_hands_drop,weighted_avg_grades_hands_fumble,weighted_avg_grades_offense,weighted_avg_grades_pass_block,weighted_avg_grades_pass_route,weighted_avg_inline_rate,weighted_avg_inline_snaps,weighted_avg_interceptions,weighted_avg_longest,weighted_avg_pass_block_rate,weighted_avg_pass_blocks,weighted_avg_pass_plays,weighted_avg_penalties,weighted_avg_receptions,weighted_avg_route_rate,weighted_avg_routes,weighted_avg_slot_rate,weighted_avg_slot_snaps,weighted_avg_targeted_qb_rating,weighted_avg_targets,weighted_avg_touchdowns,weighted_avg_wide_rate,weighted_avg_wide_snaps,weighted_avg_yards,weighted_avg_yards_after_catch,weighted_avg_yards_after_catch_per_reception,weighted_avg_yards_per_reception,weighted_avg_yprr,Team,Year,Previous_avg_depth_of_target,Previous_avoided_tackles,Previous_caught_percent,Previous_contested_catch_rate,Previous_contested_receptions,Previous_contested_targets,Previous_declined_penalties,Previous_drop_rate,Previous_drops,Previous_first_downs,Previous_franchise_id,Previous_fumbles,Previous_grades_hands_drop,Previous_grades_hands_fumble,Previous_grades_offense,Previous_grades_pass_block,Previous_grades_pass_route,Previous_inline_rate,Previous_inline_snaps,Previous_interceptions,Previous_longest,Previous_pass_block_rate,Previous_pass_blocks,Previous_pass_plays,Previous_penalties,Previous_receptions,Previous_route_rate,Previous_routes,Previous_slot_rate,Previous_slot_snaps,Previous_targeted_qb_rating,Previous_targets,Previous_touchdowns,Previous_wide_rate,Previous_wide_snaps,Previous_yards,Previous_yards_after_catch,Previous_yards_after_catch_per_reception,Previous_yards_per_reception,Previous_yprr
10,TE,5.7188118811881195,1.504950495049505,69.61584158415842,25.993069306930696,0.9801980198019802,1.8217821782178218,0.0,7.343564356435644,1.0594059405940595,7.148514851485149,11.0,0.0,61.4960396039604,72.17326732673267,57.16039603960396,66.35841584158416,52.61980198019801,71.24653465346535,145.98019801980197,1.1485148514851484,20.08910891089109,12.796039603960397,30.980198019801982,198.78217821782178,0.3564356435643564,12.98019801980198,81.26633663366336,155.15841584158414,20.48910891089109,33.554455445544555,68.98415841584159,17.653465346534652,0.5346534653465347,5.02079207920792,11.435643564356436,122.84158415841584,63.35643564356435,4.103960396039604,8.28910891089109,0.7566336633663366,Lions,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,TE,9.577092511013214,5.022026431718062,68.58942731277533,41.36123348017621,6.790748898678414,17.67180616740088,0.0,5.451101321585903,2.0198237885462555,27.82819383259912,12.0,0.0,70.14317180616739,78.54559471365639,59.58700440528634,53.87180616740088,58.964537444933924,26.473127753303963,129.23348017621146,1.6740088105726871,50.81057268722467,4.8317180616740085,18.993392070484582,534.7533039647577,1.6872246696035242,48.10132158590309,89.52841409691631,484.9955947136564,57.50550660792952,323.8810572687225,93.96277533039647,72.07268722466961,1.830396475770925,13.774669603524229,76.36563876651982,553.4427312775331,228.43171806167402,4.745814977973568,11.828414096916301,1.1761013215859029,Packers,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,TE,7.768224299065421,2.308411214953271,66.35514018691589,46.71869158878504,2.383177570093458,5.616822429906542,0.0,4.837383177570094,1.2149532710280373,13.261682242990654,13.0,0.0,70.52710280373832,74.7626168224299,57.98504672897196,47.177570093457945,60.78317757009345,41.13177570093458,146.7663551401869,0.5233644859813084,39.794392523364486,16.210280373831775,58.77570093457944,351.30841121495325,2.878504672897196,21.16822429906542,79.41308411214953,276.9158878504673,48.92897196261683,170.05607476635515,91.96448598130841,33.25233644859813,0.6728971962616822,7.05981308411215,24.401869158878505,265.1869158878505,134.92523364485982,6.420560747663552,12.534579439252335,1.0261682242990653,Texans,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,TE,9.513970588235294,2.142156862745098,66.45882352941176,53.17916666666666,10.622549019607844,21.54901960784314,0.7034313725490197,5.631372549019607,3.5808823529411766,29.875,14.0,0.18872549019607843,64.28480392156862,45.97573529411764,68.64338235294119,73.23112745098038,70.82941176470588,32.41225490196078,104.33578431372548,2.3308823529411766,43.68627450980392,4.903676470588235,10.786764705882353,390.51960784313724,4.147058823529412,52.044117647058826,89.06421568627451,354.07598039215685,51.842401960784315,218.36274509803923,110.97230392156864,83.02941176470588,9.779411764705882,14.598774509803922,64.63235294117646,583.1838235294117,195.6936274509804,3.758823529411765,11.05686274509804,1.6354656862745098,Colts,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,TE,6.858421052631578,2.7157894736842105,72.76578947368421,18.894736842105264,0.7052631578947368,2.9526315789473685,0.0,6.706315789473685,1.0,7.031578947368421,15.0,0.0,68.25210526315789,73.28684210526316,59.16263157894737,50.05210526315789,55.40210526315789,61.04421052631579,126.53157894736842,1.1105263157894736,18.710526315789473,9.045263157894738,19.88421052631579,207.39473684210526,2.568421052631579,16.310526315789474,88.07368421052631,180.8684210526316,28.181052631578947,57.82105263157895,76.2821052631579,23.236842105263158,0.14210526315789473,8.68736842105263,18.147368421052633,145.5421052631579,72.95263157894736,4.145789473684211,8.962105263157897,0.8932631578947369,Jaguars,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,TE,9.353968253968254,8.263492063492064,71.69714285714285,56.74603174603175,13.619047619047619,21.882539682539683,0.09206349206349207,8.3784126984127,7.5396825396825395,61.66031746031746,16.0,1.8158730158730159,58.22349206349207,38.144444444444446,85.52349206349207,72.22349206349207,87.15142857142857,38.918412698412695,230.8984126984127,2.815873015873016,42.263492063492066,7.782222222222221,42.736507936507934,623.4,5.815873015873016,94.62222222222222,85.98476190476191,540.8857142857142,40.32888888888889,262.33968253968254,116.4511111111111,128.5047619047619,9.355555555555556,20.26063492063492,127.16190476190476,1228.1015873015874,528.2444444444444,5.673650793650793,13.064444444444446,2.1884761904761905,Chiefs,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TE,7.1013698630137,4.438356164383562,76.13150684931506,65.78630136986303,2.958904109589041,4.438356164383562,0.0,3.402739726027397,0.9863013698630136,16.273972602739725,26.0,0.4931506849315068,77.66986301369863,52.175342465753424,76.9027397260274,67.42191780821918,72.88082191780822,60.76164383561645,210.1095890410959,0.4931506849315068,37.54794520547945,21.978082191780825,80.42465753424658,332.45205479452056,0.4931506849315068,28.123287671232877,73.63287671232878,238.21917808219177,11.123287671232877,35.52054794520548,115.06712328767121,37.986301369863014,2.4657534246575343,26.926027397260274,84.32876712328768,301.8767123287671,139.13698630136986,5.098630136986301,10.868493150684932,1.2868493150684932,Rams,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,TE,8.287654320987654,4.02880658436214,66.83292181069959,23.43333333333333,1.4074074074074074,5.242798353909465,0.0,4.439506172839506,1.0205761316872428,15.962962962962964,27.0,0.7037037037037037,73.64609053497942,40.85308641975308,66.64032921810698,74.39176954732511,64.18477366255145,30.552263374485598,84.6954732510288,0.7037037037037037,26.621399176954732,10.991358024691358,29.382716049382715,281.12345679012344,2.4691358024691357,24.59259259259259,83.67736625514402,236.86831275720164,48.19506172839506,136.56378600823047,96.75843621399177,37.89300411522634,1.662551440329218,20.788477366255144,58.934156378600825,288.9012345679012,111.80658436213992,4.552674897119341,12.193827160493827,1.194320987654321,Chargers,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,TE,7.652,2.25,71.329,45.68600000000001,2.8,5.12,0.66,0.0,0.0,7.43,17.0,0.66,81.107,39.946999999999996,53.82,50.87,56.016999999999996,58.81399999999999,126.61,0.73,24.42,23.57,49.2,228.39,0.66,16.65,72.395,170.18,19.16,48.1,88.615,23.34,0.27,19.254,47.89,156.62,80.14,4.91,10.036999999999999,0.924,Dolphins,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,TE,7.276898734177215,3.7721518987341773,83.65917721518989,54.3746835443038,6.658227848101266,12.35759493670886,0.9430379746835443,2.1015822784810125,0.9841772151898734,30.332278481012658,18.0,0.0,88.01329113924051,80.35379746835443,63.281012658227844,58.434810126582285,65.59651898734177,46.60189873417722,279.6455696202532,0.9430379746835443,43.05696202531646,12.72753164556962,70.59493670886076,618.4018987341772,5.674050632911392,60.639240506329116,82.46962025316456,517.4905063291139,44.00221518987341,281.6392405063291,112.90411392405062,72.05379746835443,3.7721518987341773,8.776582278481012,53.30379746835443,601.623417721519,232.68987341772151,3.912658227848101,10.083544303797469,1.1743037974683541,Vikings,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,TE,11.255305466237942,1.4662379421221865,68.78971061093247,36.655948553054664,5.131832797427653,10.311897106109324,0.0,3.970418006430868,1.5144694533762058,25.459807073954984,19.0,0.7331189710610932,74.48199356913183,42.911254019292606,68.18006430868168,63.376848874598075,69.47459807073955,38.747588424437296,146.28295819935693,1.4662379421221865,36.491961414791,15.17942122186495,51.28938906752411,386.2090032154341,3.8842443729903535,35.30546623794212,80.8797427652733,317.91639871382637,46.79903536977492,182.7427652733119,98.59292604501609,53.167202572347264,2.1993569131832795,13.30225080385852,54.745980707395496,508.39871382636653,137.43729903536976,5.026688102893892,13.22508038585209,1.398006430868167,Patriots,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,TE,8.982857142857144,1.1020408163265305,74.25755102040816,64.79591836734694,6.297959183673469,9.044897959183674,0.22040816326530613,7.088163265306122,1.8122448979591836,16.542857142857144,20.0,0.18775510204081633,68.80244897959183,65.88816326530612,68.45551020408163,67.90897959183674,68.72979591836734,39.046530612244894,109.2326530612245,0.7795918367346939,28.70204081632653,14.436326530612245,42.608163265306125,261.0734693877551,1.9142857142857144,26.493877551020407,81.25877551020409,206.3469387755102,41.73755102040817,106.35510204081632,104.66775510204081,34.67755102040816,1.5918367346938775,17.447755102040816,40.65714285714286,305.6734693877551,92.2204081632653,4.188571428571429,11.65061224489796,1.4829387755102044,Saints,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,TE,5.7791505791505795,4.308880308880309,73.52316602316603,30.077220077220076,1.942084942084942,7.694980694980695,0.05791505791505792,6.304633204633205,2.4903474903474905,18.05019305019305,21.0,0.0,63.833976833976834,77.76602316602317,71.1907335907336,66.26254826254826,68.43629343629344,50.784555984555986,161.53667953667954,0.05791505791505792,43.86486486486486,11.651737451737452,35.729729729729726,328.3127413127413,1.77992277992278,36.196911196911195,84.26409266409267,278.74517374517376,36.946332046332046,125.26254826254826,112.54903474903475,49.69111969111969,2.212355212355212,10.62818532818533,36.01544401544402,446.11196911196913,281.988416988417,7.234749034749035,11.976447876447876,1.534864864864865,Giants,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,TE,8.440925266903914,2.0640569395017794,71.21992882562277,43.20533807829182,4.195729537366548,7.1138790035587185,0.08896797153024912,5.976156583629893,1.5266903914590748,16.234875444839858,22.0,0.5693950177935944,69.6185053380783,50.544483985765126,67.55338078291815,68.07758007117438,69.34590747330961,46.59537366548042,125.35231316725978,1.2277580071174377,25.295373665480426,18.422775800711744,47.8576512455516,275.33451957295375,1.8362989323843417,26.647686832740213,78.38434163701068,218.6761565836299,38.98398576512456,110.58718861209964,98.50640569395017,37.444839857651246,2.487544483985765,12.124555160142348,33.380782918149464,322.3665480427046,128.5017793594306,5.087544483985765,10.873665480427047,1.2815658362989324,Jets,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,TE,8.529353233830845,6.2835820895522385,69.18308457711443,51.23482587064676,9.900497512437811,21.48258706467662,0.8905472636815921,6.055721393034826,4.45273631840796,41.32835820895522,23.0,0.0,69.24676616915423,79.98258706467662,74.08208955223881,51.28109452736319,78.85820895522389,48.73781094527363,230.0497512437811,3.6417910447761193,43.149253731343286,5.103980099502487,21.83582089552239,491.1194029850746,4.54726368159204,61.3134328358209,90.05621890547263,444.8756218905473,31.020398009950252,160.81094527363183,98.83532338308459,89.24378109452736,5.437810945273632,19.725373134328358,98.363184079602,805.4925373134329,324.83084577114425,5.222885572139303,12.866666666666665,1.7587064676616915,Raiders,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,TE,7.674056603773584,2.2358490566037736,74.04764150943396,41.83632075471698,10.108490566037736,24.14622641509434,0.7641509433962265,6.304009433962264,5.047169811320755,53.30896226415094,24.0,0.7641509433962265,76.17948113207548,64.07570754716981,74.45613207547169,69.67924528301887,76.23820754716981,35.861556603773586,189.4316037735849,4.22877358490566,33.301886792452834,9.233018867924528,45.757075471698116,560.0471698113207,3.9457547169811322,94.75471698113208,85.75259433962263,485.4316037735849,44.242216981132074,262.10849056603774,97.89268867924528,125.88679245283019,6.820754716981132,19.315801886792453,105.80660377358491,951.4551886792453,317.3066037735849,3.6320754716981134,10.187971698113207,1.8677122641509432,Eagles,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,TE,6.647826086956522,7.385869565217392,76.41739130434782,41.178260869565214,2.755434782608696,6.679347826086956,0.3967391304347826,6.360326086956523,2.880434782608696,23.766304347826086,25.0,1.125,66.64293478260869,44.40652173913043,66.40978260869565,70.87445652173913,65.9375,69.79021739130435,264.7173913043478,0.9184782608695652,61.23913043478261,7.847282608695653,28.130434782608695,377.2391304347826,4.4021739130434785,38.47826086956522,86.38695652173914,328.3695652173913,21.582065217391303,80.27173913043478,116.81684782608697,51.0,2.880434782608696,7.1081521739130435,25.967391304347824,493.0923913043478,282.0054347826087,7.239673913043478,13.125,1.518478260869565,Steelers,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,TE,7.660091743119266,2.0045871559633026,80.34908256880733,55.5045871559633,1.2522935779816513,2.7018348623853212,0.0,1.438073394495413,0.43577981651376146,10.825688073394495,29.0,0.43577981651376146,77.54678899082569,51.75,64.70229357798165,52.699082568807334,67.33623853211009,44.793119266055044,93.68807339449542,0.0,40.27064220183486,16.13577981651376,34.137614678899084,205.40366972477065,2.1788990825688073,18.38532110091743,78.96330275229357,161.42660550458714,39.19587155963302,77.77981651376147,134.3775229357798,24.128440366972477,2.7339449541284404,14.58394495412844,30.724770642201836,194.80275229357798,104.40366972477064,6.847706422018349,12.305963302752295,1.3159174311926605,Seahawks,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,TE,7.611290322580644,16.36021505376344,69.57096774193548,25.31021505376344,4.811827956989247,18.306451612903224,0.9623655913978495,6.338709677419356,5.78494623655914,57.795698924731184,28.0,0.0,68.15430107526882,82.4241935483871,88.65430107526882,56.13978494623657,89.37419354838708,57.38333333333333,324.66129032258067,2.8978494623655915,82.45698924731182,11.651075268817204,65.00537634408602,571.2849462365591,5.817204301075269,84.79569892473118,82.28064516129032,471.56451612903226,29.874193548387098,172.41935483870967,107.11559139784946,123.3225806451613,4.833333333333333,8.510752688172044,50.086021505376344,1326.521505376344,840.6236559139785,9.631182795698924,15.394623655913978,2.7583870967741935,49ers,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,TE,9.781912144702842,1.8733850129198966,66.72093023255815,43.24935400516796,5.434108527131783,12.937984496124031,0.6124031007751938,7.842635658914729,2.5142118863049094,21.043927648578812,30.0,0.5839793281653747,63.925839793281654,48.003617571059436,66.21912144702843,71.64366925064598,66.14909560723514,37.30051679586563,126.73385012919897,2.6666666666666665,40.78294573643411,5.720671834625323,15.361757105943152,350.1421188630491,3.408268733850129,30.483204134366925,88.3906976744186,312.5503875968992,51.63488372093023,186.6847545219638,104.75891472868216,45.91989664082687,5.377260981912145,9.21937984496124,33.798449612403104,381.9431524547804,114.99741602067184,3.588113695090439,12.080103359173126,1.3163049095607235,Buccaneers,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,TE,6.546875,2.18125,81.003125,69.338125,2.24375,3.2625,0.0,5.11875,1.18125,9.95625,31.0,0.39375,67.6975,53.88375,65.304375,65.80625,65.58125000000001,44.46125,102.98125,0.84375,40.375,11.001875,26.51875,201.3875,1.35625,17.8375,83.08,163.3625,34.339999999999996,59.35,114.391875,22.34375,1.76875,17.929375,31.90625,219.09375,122.875,6.65375,12.242500000000001,1.5234999999999999,Titans,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,TE,7.957370517928287,5.386454183266932,69.13824701195219,33.03466135458167,3.633466135458167,10.239043824701195,0.0,4.22390438247012,1.8167330677290836,21.382470119521912,32.0,0.6573705179282868,76.45617529880477,51.79521912350599,67.55219123505975,44.17689243027888,72.18964143426294,44.68964143426295,132.96812749003985,1.5657370517928286,37.02788844621514,8.164940239043824,21.55776892430279,322.35458167330677,3.1195219123505975,42.23107569721115,86.37051792828686,283.7808764940239,36.725896414342635,126.38645418326693,96.21314741035859,60.79282868525896,1.908366533864542,17.550597609561752,59.68525896414343,462.68525896414343,203.77290836653387,5.074900398406374,11.211952191235062,1.578844621513944,Commanders,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
