,QB,RB/FB,WR,TE,OL,DL,LB,DB,K/P/LS,Team
0,16.42300508791138,1.1463901590777357,13.859728215366781,1.8612739099632898,13.441102595478844,12.359116377922328,4.115411863206028,4.398789205899401,4.340825658530301,Falcons
1,5.274682810588007,5.77059316030141,4.327944870226058,2.518194113479745,11.985573517099246,19.21169575578025,9.435177432858891,17.163650415405424,1.9900817930057322,Buccaneers
2,11.064597153345785,1.758227603529336,3.8449153088168995,4.965543891286147,15.946415920654344,10.362594190764476,7.747794165002898,8.224383332259935,1.236555677207445,Chargers
3,7.2196818445288855,1.2687576479680556,4.373027629290912,2.3121015006118375,9.583306498357699,5.268242416435886,4.572679848006698,16.12030656276164,1.751787209377214,Browns
4,6.086172473755394,2.865975397694339,9.969730147485025,3.6001803310362597,11.856765634056805,14.162426740516521,6.099053262059638,13.074000128807883,2.898177368454949,Rams
5,6.62716558253365,6.62716558253365,6.002447349777807,4.437431570812134,9.506021768532234,19.578798222451212,2.9110581567591933,13.492625748695819,2.7371675146518966,Bills
6,0.521671926321891,1.352482771945643,8.475558704192697,0.9853803052746827,9.673472016487409,4.688606942744896,13.879049397823145,6.620725188381529,1.1335093707734916,Bears
7,8.481999098344819,1.1850325239904682,4.076769498293296,1.6358601146390161,11.99201391125137,23.069491852901397,3.3168029883428867,8.237264120564179,1.468409866683841,Dolphins
8,12.816384362723,3.638822695948992,9.119598119404907,7.103754749790688,11.496103561537966,1.925677851484511,12.60385135570297,10.381915373220842,4.347266052682424,Colts
9,15.972177497262832,2.6276808140658208,8.48843949249694,1.7260256327687253,8.501320280801185,21.472274103175117,6.079732079603271,15.450505570940942,1.6680620853996266,Giants
10,9.28060797320796,5.062149803567979,3.1686739228440777,1.2945192245765438,15.772525278547048,5.139434533393444,17.981580472724932,13.956334127648612,2.163972435113029,Texans
11,16.313518387325303,2.80801185032524,9.319250338120693,2.614800025761576,15.56643266567914,2.389386230437303,19.07644747858569,7.767115347459265,1.120628582469247,Steelers
12,9.821601081986216,2.6276808140658208,10.884266117086366,3.4906936304501834,13.170606041089714,5.474335029303794,14.432923294905647,11.251368583757326,4.115411863206028,Patriots
13,5.055709409415856,1.2043537064468346,8.198621755651446,0.9789399111225607,5.203838474914665,13.325175500740647,7.9023636246538285,17.79480904231339,3.0527468281058803,Jets
14,1.4555290783795967,0.7148837508855542,15.708121337025826,2.518194113479745,8.655889740452116,7.921684807110195,13.589231660977653,21.221098731242353,0.8243704514716301,Broncos
15,2.9754620982804147,1.816191150898435,12.320474013009598,1.5972177497262832,23.61692535583178,11.315772525278547,11.4188188317125,18.902556836478393,6.562761641012431,Raiders
16,12.990275004830295,1.461969472531719,10.001932118245636,3.1686739228440777,9.15180009016552,5.5387389708250145,14.014297675017712,13.21568880015457,3.8835576737296322,Chiefs
17,1.307400012880788,4.881818767308559,9.518902556836478,7.000708443356733,8.990790236362466,8.823339988407291,14.95459522122754,14.870870097249952,4.018805950924197,Titans
18,12.23674888903201,1.0948670058607586,7.696271011785921,7.728472982546532,4.038127133380563,13.009596187286663,10.323951825851744,17.878534166290976,3.3039222000386426,Seahawks
19,6.994268049204612,3.155793134539834,8.237264120564179,0.7277645391897983,9.64771043987892,17.820570618921877,7.142397114703419,14.748502608359631,2.163972435113029,Jaguars
20,11.914729181425903,3.1944354994525663,3.291041411734398,1.7260256327687253,10.10497842467959,7.348489727571328,5.319765569652863,9.473819797771624,2.827333032781606,Saints
21,12.797063180266633,1.3009596187286663,1.758227603529336,1.2945192245765438,9.306369549816448,8.179300573195079,7.857280865588974,9.19044245507825,3.0076640690410255,49ers
22,6.904102531074901,8.778257229342437,6.066851291299027,6.202099568493591,9.737875958008631,14.149545952212275,7.651188252721067,14.993237586140271,1.1657113415341018,Vikings
23,14.323436594319572,1.3460423777935209,13.563470084369165,4.308623687769692,16.358601146390157,5.938043408256585,9.055194177883687,8.784697623494559,1.6809428737038705,Commanders
24,12.82282475687512,2.0738069169833193,12.82282475687512,2.2476975590906165,13.46042377793521,17.112127262188444,13.956334127648612,9.319250338120693,2.273459135699105,Packers
25,15.489147935853676,1.1528305532298575,8.346750821150255,2.498872931023379,11.41237843756038,3.4584916596895727,13.608552843434019,13.299413924132155,4.856057190700071,Ravens
26,13.505506537000064,2.286339924003349,11.534745926450698,2.8402138210858503,6.086172473755394,16.358601146390157,7.367810910027693,10.89714690539061,0.7986088748631417,Cardinals
27,15.031879951053003,0.7535261157982869,11.077477941650029,2.891736974302827,11.290010948670059,9.763637534617118,7.96676756617505,12.371997166226572,3.271720229278032,Lions
28,14.368519353384427,6.981387260900367,3.8384749146647774,5.1265537450892,3.8191537322084113,9.815160687834096,11.502543955690088,4.102531074901784,3.26527983512591,Panthers
29,9.145359696013395,1.9063566690281444,3.0785084047143685,0.8308108456237522,12.867907515939974,18.773748953435952,9.815160687834096,18.44528885167772,2.640561602370065,Bengals
30,15.057641527661492,5.783473948605654,12.487924260964771,4.637083789527919,12.713338056289045,8.443356733432086,7.837959683132607,18.599858311328653,3.8127133380562888,Cowboys
31,6.343788239840278,3.3361241707992533,3.0785084047143685,4.102531074901784,20.995684935918078,12.970953822373929,12.887228698396342,11.038835576737297,1.9127970631802667,Eagles
