Unnamed: 0_x,season,team,position,player_name,player_id,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,Player,Position,Cap_Space,year,merge_player_y
35765,2024,Bears,CB,Ro Torrence,00-0039304,0.0,2024.0,2024.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bears,-0.08766408568,29.40%,ro torrence,,ro torrence,,,,,,
35766,2024,Bears,CB,Leon Jones,00-0039788,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bears,-0.08766408568,29.40%,leon jones,deion jones,deion jones,,,,,,
35767,2024,Bears,CB,Paul Moala,00-0039762,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bears,-0.08766408568,29.40%,paul moala,,paul moala,,,,,,
35781,2024,Bears,DL,Keith Randolph Jr.,00-0039463,0.0,2024.0,2024.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bears,-0.08766408568,29.40%,keith randolph,,keith randolph,,,,,,
35784,2024,Bears,DL,Jaylon Hutchings,00-0039949,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bears,-0.08766408568,29.40%,jaylon hutchings,,jaylon hutchings,,,,,,
35789,2024,Bears,LB,Javin White,00-0036085,4.0,2020.0,2020.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bears,-0.08766408568,29.40%,javin white,javin white,javin white,,,,,,
35797,2024,Bears,OL,Nate Davis,00-0035649,5.0,2019.0,2019.0,Titans,27.0,82,0.24,6.5,180.0,53.6,679.0,73.41997324305166,2024,Bears,-0.08766408568,29.40%,nate davis,nate davis,nate davis,,,,,,
35804,2024,Bears,OL,Aviante Collins,00-0033326,7.0,2017.0,2017.0,MISSING,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bears,-0.08766408568,29.40%,aviante collins,aviante collins,aviante collins,,,,,,
35827,2024,Bears,WR,Freddie Swain,00-0036247,4.0,2020.0,2020.0,Seahawks,26.0,214,0.06,0.4,6.0,2.85,174.0,17.062880104639657,2024,Bears,-0.08766408568,29.40%,freddie swain,freddie swain,freddie swain,,,,,,
35831,2024,Bears,WR,Peter LeBlanc,00-0039462,0.0,2024.0,2024.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bears,-0.08766408568,29.40%,peter leblanc,,peter leblanc,,,,,,
35863,2024,Bengals,DL,Carlos Davis,00-0036352,4.0,2020.0,2020.0,Steelers,28.0,232,0.052,0.0,0.0,1.91,132.0,12.29701829157206,2024,Bengals,0.04236154557,52.90%,carlos davis,carlos davis,carlos davis,,,,,,
35864,2024,Bengals,DL,Jeff Gunter,00-0037760,2.0,2022.0,2022.0,Bengals,25.0,252,0.048,0.0,0.0,1.22,88.0,11.927938060617883,2024,Bengals,0.04236154557,52.90%,jeff gunter,jeffrey gunter,jeffrey gunter,,,,,,
35865,2024,Bengals,DL,Lawrence Guy,00-0028171,13.0,2011.0,2011.0,Packers,34.0,233,0.052,0.0,0.0,1.87,129.0,0.8170571853573221,2024,Bengals,0.04236154557,52.90%,lawrence guy,lawrence guy,lawrence guy,,,,,,
35868,2024,Bengals,DL,Andre Carter,00-0039551,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,andre carter,andre carter,andre carter,,,,,,
35869,2024,Bengals,DL,Justin Blazek,00-0039625,0.0,2024.0,2024.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,justin blazek,justin blalock,justin blalock,,,,,,
35870,2024,Bengals,DL,Devonnsha Maxwell,00-0038893,1.0,2023.0,2023.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,devonnsha maxwell,devonnsha maxwell,devonnsha maxwell,,,,,,
35871,2024,Bengals,DL,Joshua Pryor,00-0038835,1.0,2023.0,2023.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,joshua pryor,joshua pryor,joshua pryor,,,,,,
35877,2024,Bengals,LB,Aaron Casey,00-0039628,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,aaron casey,,aaron casey,,,,,,
35893,2024,Bengals,OL,Nathan Gilliam,00-0035904,4.0,2020.0,2020.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,nathan gilliam,nate gilliam,nate gilliam,,,,,,
35895,2024,Bengals,OL,Eric Miller,00-0039635,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,eric miller,prince miller,prince miller,,,,,,
35901,2024,Bengals,QB,Rocky Lombardi,00-0039633,0.0,2024.0,2024.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,rocky lombardi,,rocky lombardi,,,,,,
35909,2024,Bengals,RB,Noah Cain,00-0039627,0.0,2024.0,2024.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,noah cain,,noah cain,,,,,,
35910,2024,Bengals,RB,Elijah Collins,00-0039629,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,elijah collins,,elijah collins,,,,,,
35921,2024,Bengals,WR,Hakeem Butler,00-0035529,5.0,2019.0,2019.0,Cardinals,28.0,103,0.19,5.1,88.0,33.73,559.0,56.03432730956045,2024,Bengals,0.04236154557,52.90%,hakeem butler,hakeem butler,hakeem butler,,,,,,
35923,2024,Bengals,WR,Kwamie Lassiter,00-0037420,2.0,2022.0,2022.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,kwamie lassiter,kwamie lassiter,kwamie lassiter,,,,,,
35927,2024,Bengals,WR,Tre Mosley,00-0039636,0.0,2024.0,2024.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bengals,0.04236154557,52.90%,tre mosley,,tre mosley,,,,,,
35931,2024,Bills,CB,Terrell Burgess,00-0036421,4.0,2020.0,2020.0,Rams,27.0,104,0.187,5.0,86.0,32.98,554.0,74.4832437729574,2024,Bills,0.1922816216,75.00%,terrell burgess,terrell burgess,terrell burgess,,,,,,
35940,2024,Bills,CB,Kyron Brown,00-0035499,5.0,2019.0,2019.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,kyron brown,kyron brown,kyron brown,,,,,,
35941,2024,Bills,CB,Keni-H Lovely,00-0039475,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,kenih lovely,,kenih lovely,,,,,,
35958,2024,Bills,DL,Kingsley Jonathan,00-0037431,2.0,2022.0,2022.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,kingsley jonathan,kingsley jonathan,kingsley jonathan,,,,,,
35959,2024,Bills,DL,Eli Ankou,00-0033598,7.0,2017.0,2017.0,MISSING,30.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,eli ankou,eli ankou,eli ankou,,,,,,
35960,2024,Bills,DL,David Ugwoegbu,00-0039478,0.0,2024.0,2024.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,david ugwoegbu,,david ugwoegbu,,,,,,
35961,2024,Bills,DL,Rondell Bothroyd,00-0039476,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,rondell bothroyd,,rondell bothroyd,,,,,,
35962,2024,Bills,DL,Branson Deen,00-0039470,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,branson deen,,branson deen,,,,,,
35963,2024,Bills,DL,Gable Steveson,00-0039865,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,gable steveson,,gable steveson,,,,,,
35969,2024,Bills,LB,Tyreek Maddox-Williams,00-0037469,2.0,2022.0,2022.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,tyreek maddoxwilliams,tyreek maddoxwilliam,tyreek maddoxwilliam,,,,,,
35971,2024,Bills,LB,Shayne Simon,00-0039885,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,shayne simon,shayne skov,shayne skov,,,,,,
35984,2024,Bills,OL,Kevin Jarvis,00-0037441,2.0,2022.0,2022.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,kevin jarvis,kevin jarvis,kevin jarvis,,,,,,
35986,2024,Bills,OL,Gunner Britton,00-0039468,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,gunner britton,,gunner britton,,,,,,
35987,2024,Bills,OL,Keaton Bills,00-0039467,0.0,2024.0,2024.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,keaton bills,,keaton bills,,,,,,
35989,2024,Bills,OL,La'el Collins,00-0031534,9.0,2015.0,2015.0,MISSING,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,lael collins,lael collins,lael collins,,,,,,
35994,2024,Bills,QB,Anthony Brown,00-0037175,2.0,2022.0,2022.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,anthony brown,anthony brown,anthony brown,,,,,,
36004,2024,Bills,TE,Armani Rogers,00-0037168,2.0,2022.0,2022.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,armani rogers,armani rogers,armani rogers,,,,,,
36007,2024,Bills,WR,Chase Claypool,00-0036326,4.0,2020.0,2020.0,Steelers,26.0,49,0.384,9.8,410.0,118.06,951.0,159.97719490265337,2024,Bills,0.1922816216,75.00%,chase claypool,chase claypool,chase claypool,,,,,,
36012,2024,Bills,WR,Deon Cain,00-0034406,6.0,2018.0,2018.0,Colts,28.0,185,0.082,1.4,17.0,5.43,251.0,15.264970316330556,2024,Bills,0.1922816216,75.00%,deon cain,deon cain,deon cain,,,,,,
36014,2024,Bills,WR,Lawrence Keys,00-0039474,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,lawrence keys,lawrence vickers,lawrence vickers,,,,,,
36015,2024,Bills,WR,Ahmarean Brown,00-0039511,0.0,2024.0,2024.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,ahmarean brown,,ahmarean brown,,,,,,
36016,2024,Bills,WR,Bryan Thompson,00-0038680,1.0,2023.0,2023.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,bryan thompson,bryan thompson,bryan thompson,,,,,,
36018,2024,Bills,WR,Damiere Byrd,00-0031868,9.0,2015.0,2015.0,MISSING,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Bills,0.1922816216,75.00%,damiere byrd,damiere byrd,damiere byrd,,,,,,
36029,2024,Broncos,CB,Levi Wallace,00-0034514,6.0,2018.0,2018.0,MISSING,29.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Broncos,0.1355160561,55.60%,levi wallace,levi wallace,levi wallace,,,,,,
36035,2024,Broncos,CB,Kaleb Hayes,00-0038668,1.0,2023.0,2023.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Broncos,0.1355160561,55.60%,kaleb hayes,kaleb hayes,kaleb hayes,,,,,,
36043,2024,Broncos,DL,Jaylon Allen,00-0039564,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Broncos,0.1355160561,55.60%,jaylon allen,jason allen,jason allen,,,,,,
36052,2024,Broncos,LB,Andre Smith,00-0034430,6.0,2018.0,2018.0,Panthers,27.0,234,0.052,0.0,0.0,1.83,127.0,6.620234176226607,2024,Broncos,0.1355160561,55.60%,andre smith,andre smith,andre smith,,,,,,
36053,2024,Broncos,LB,Jonas Griffith,00-0035804,4.0,2020.0,2020.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Broncos,0.1355160561,55.60%,jonas griffith,jonas griffith,jonas griffith,,,,,,
36055,2024,Broncos,LB,Alec Mock,00-0039571,0.0,2024.0,2024.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Broncos,0.1355160561,55.60%,alec mock,,alec mock,,,,,,
36066,2024,Broncos,OL,William Sherman,00-0036535,3.0,2021.0,2021.0,Patriots,25.0,197,0.071,1.0,13.0,4.16,218.0,25.575534154318916,2024,Broncos,0.1355160561,55.60%,william sherman,will sherman,will sherman,,,,,,
36073,2024,Broncos,OL,Oliver Jervis,00-0039939,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Broncos,0.1355160561,55.60%,oliver jervis,,oliver jervis,,,,,,
36085,2024,Broncos,TE,Hunter Kampmoyer,00-0036779,3.0,2021.0,2021.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Broncos,0.1355160561,55.60%,hunter kampmoyer,hunter kampmoyer,hunter kampmoyer,,,,,,
36089,2024,Broncos,TE,Thomas Yassmin,00-0039936,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Broncos,0.1355160561,55.60%,thomas yassmin,thomas austin,thomas austin,,,,,,
36098,2024,Broncos,WR,Lil'Jordan Humphrey,00-0035406,5.0,2019.0,2019.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Broncos,0.1355160561,55.60%,liljordan humphrey,liljordan humphrey,liljordan humphrey,,,,,,
36106,2024,Browns,CB,Brady Breeze,00-0036656,3.0,2021.0,2021.0,Titans,26.0,215,0.059,0.4,5.0,2.79,172.0,18.569804751848057,2024,Browns,-0.1797469028,17.70%,brady breeze,brady breeze,brady breeze,,,,,,
36107,2024,Browns,CB,Tyler Coyle,00-0036764,3.0,2021.0,2021.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,tyler coyle,tyler coyle,tyler coyle,,,,,,
36109,2024,Browns,CB,Vincent Gray,00-0037536,2.0,2022.0,2022.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,vincent gray,vincent gray,vincent gray,,,,,,
36111,2024,Browns,CB,Mike Ford,00-0034639,6.0,2018.0,2018.0,MISSING,29.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,mike ford,mike jordan,mike jordan,,,,,,
36114,2024,Browns,CB,Chase Williams,00-0039948,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,chase williams,chavis williams,chavis williams,,,,,,
36121,2024,Browns,DL,Mike Hall Jr.,00-0039895,0.0,2024.0,2024.0,Browns,21.0,54,0.357,9.2,360.0,103.56,899.0,220.73201307156256,2024,Browns,-0.1797469028,17.70%,mike hall,mike hull,mike hull,,,,,,
36132,2024,Browns,DL,Lonnie Phelps,00-0038718,1.0,2023.0,2023.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,lonnie phelps,lonnie phelps,lonnie phelps,,,,,,
36134,2024,Browns,DL,T.Y. McGill,00-0032162,9.0,2015.0,2015.0,MISSING,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,ty mcgill,ty mcgill,ty mcgill,,,,,,
36141,2024,Browns,LB,Christian Kirksey,00-0031361,10.0,2014.0,2014.0,Browns,32.0,71,0.275,7.5,235.0,68.3,755.0,18.99950077044832,2024,Browns,-0.1797469028,17.70%,christian kirksey,christian kirksey,christian kirksey,,,,,,
36145,2024,Browns,LB,Landon Honeycutt,00-0039943,0.0,2024.0,2024.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,landon honeycutt,,landon honeycutt,,,,,,
36146,2024,Browns,LB,Caleb Johnson,00-0038499,1.0,2023.0,2023.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,caleb johnson,caleb johnson,caleb johnson,,,,,,
36148,2024,Browns,LB,Charlie Thomas,00-0038719,1.0,2023.0,2023.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,charlie thomas,charlie thomas,charlie thomas,,,,,,
36149,2024,Browns,LB,Brandon Bouyer-Randle,00-0038815,1.0,2023.0,2023.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,brandon bouyerrandle,brandon bouyerrandle,brandon bouyerrandle,,,,,,
36153,2024,Browns,OL,Wyatt Davis,00-0037006,3.0,2021.0,2021.0,Vikings,25.0,86,0.229,6.2,160.0,49.08,654.0,103.91697196469563,2024,Browns,-0.1797469028,17.70%,wyatt davis,wyatt davis,wyatt davis,,,,,,
36160,2024,Browns,OL,Brian Allen,00-0034804,6.0,2018.0,2018.0,Rams,28.0,111,0.172,4.6,72.0,28.22,520.0,37.52687856662358,2024,Browns,-0.1797469028,17.70%,brian allen,brian allen,brian allen,,,,,,
36165,2024,Browns,OL,Roy Mbaeteka,00-0037040,3.0,2021.0,2022.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,roy mbaeteka,,roy mbaeteka,,,,,,
36171,2024,Browns,OL,Chim Okorafor,00-0038485,1.0,2023.0,2023.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,chim okorafor,chukwuma okorafor,chukwuma okorafor,,,,,,
36172,2024,Browns,OL,Justin Murray,00-0032528,8.0,2016.0,2016.0,MISSING,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,justin murray,justin murray,justin murray,,,,,,
36185,2024,Browns,RB,Jacob Saylors,00-0038896,1.0,2023.0,2023.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,jacob saylors,,jacob saylors,,,,,,
36190,2024,Browns,TE,Giovanni Ricci,00-0035956,4.0,2020.0,2020.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,giovanni ricci,giovanni ricci,giovanni ricci,,,,,,
36194,2024,Browns,WR,Kadarius Toney,00-0036913,3.0,2021.0,2021.0,Giants,25.0,20,0.606,15.5,850.0,269.18,1422.0,297.57348035509744,2024,Browns,-0.1797469028,17.70%,kadarius toney,kadarius toney,kadarius toney,,,,,,
36201,2024,Browns,WR,Jalen Camp,00-0036858,3.0,2021.0,2021.0,Jaguars,26.0,209,0.062,0.6,8.0,3.18,187.0,20.764629654102517,2024,Browns,-0.1797469028,17.70%,jalen camp,jalen camp,jalen camp,,,,,,
36202,2024,Browns,WR,Rashard Higgins,00-0032977,8.0,2016.0,2016.0,Browns,29.0,172,0.096,1.8,23.0,7.26,289.0,10.008600709490018,2024,Browns,-0.1797469028,17.70%,rashard higgins,rashard higgins,rashard higgins,,,,,,
36204,2024,Browns,WR,Lideatrick Griffin,00-0039541,0.0,2024.0,2024.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Browns,-0.1797469028,17.70%,lideatrick griffin,,lideatrick griffin,,,,,,
36217,2024,Buccaneers,CB,Andrew Hayes,00-0039765,0.0,2024.0,2024.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,andrew hayes,andrew thomas,andrew thomas,,,,,,
36220,2024,Buccaneers,CB,Chris McDonald,00-0039593,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,chris mcdonald,,chris mcdonald,,,,,,
36229,2024,Buccaneers,DL,Adam Gotsis,00-0033064,8.0,2016.0,2016.0,Broncos,31.0,63,0.311,8.2,276.0,81.81,818.0,38.6623633706361,2024,Buccaneers,0.1051836178,55.60%,adam gotsis,adam gotsis,adam gotsis,,,,,,
36232,2024,Buccaneers,DL,Brandon Matterson,00-0039569,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,brandon matterson,brandon person,brandon person,,,,,,
36233,2024,Buccaneers,DL,Judge Culpepper,00-0039583,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,judge culpepper,,judge culpepper,,,,,,
36235,2024,Buccaneers,DL,Shaun Peterson,00-0039594,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,shaun peterson,,shaun peterson,,,,,,
36236,2024,Buccaneers,DL,Lwal Uguak,00-0039206,1.0,2023.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,lwal uguak,,lwal uguak,,,,,,
36247,2024,Buccaneers,LB,Randy Gregory,00-0032197,9.0,2015.0,2015.0,Cowboys,31.0,60,0.327,8.5,300.0,88.49,844.0,30.021227787970897,2024,Buccaneers,0.1051836178,55.60%,randy gregory,randy gregory,randy gregory,,,,,,
36250,2024,Buccaneers,LB,Jay Person,00-0039759,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,jay person,,jay person,,,,,,
36263,2024,Buccaneers,OL,Ryan Jensen,00-0029895,11.0,2013.0,2013.0,Ravens,33.0,203,0.066,0.8,10.0,3.64,202.0,2.554121252798104,2024,Buccaneers,0.1051836178,55.60%,ryan jensen,ryan jensen,ryan jensen,,,,,,
36266,2024,Buccaneers,OL,Ryan Johnson,00-0039758,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,ryan johnson,bryan johnson,bryan johnson,,,,,,
36267,2024,Buccaneers,OL,Xavier Delgado,00-0039584,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,xavier delgado,,xavier delgado,,,,,,
36268,2024,Buccaneers,OL,Avery Jones,00-0039590,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,avery jones,xavier jones,xavier jones,,,,,,
36269,2024,Buccaneers,OL,Lorenz Metz,00-0038426,1.0,2023.0,2023.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,lorenz metz,,lorenz metz,,,,,,
36276,2024,Buccaneers,QB,Zack Annexstad,00-0039597,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,zack annexstad,,zack annexstad,,,,,,
36280,2024,Buccaneers,RB,Ramon Jefferson,00-0039766,0.0,2024.0,2024.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,ramon jefferson,van jefferson,van jefferson,,,,,,
36287,2024,Buccaneers,TE,Sal Cannella,00-0037015,3.0,2021.0,2021.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,sal cannella,,sal cannella,,,,,,
36288,2024,Buccaneers,TE,David Wells,00-0034575,6.0,2018.0,2018.0,MISSING,29.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,david wells,david wells,david wells,,,,,,
36296,2024,Buccaneers,WR,Dennis Houston,00-0037570,2.0,2022.0,2022.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,dennis houston,dennis houston,dennis houston,,,,,,
36297,2024,Buccaneers,WR,Raleigh Webb,00-0037185,2.0,2022.0,2022.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,raleigh webb,raleigh webb,raleigh webb,,,,,,
36299,2024,Buccaneers,WR,Latreal Jones,00-0039591,0.0,2024.0,2024.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,latreal jones,marcel jones,marcel jones,,,,,,
36304,2024,Buccaneers,WR,Cephus Johnson III,00-0038805,1.0,2023.0,2023.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2024,Buccaneers,0.1051836178,55.60%,cephus johnson,cephus johnson,cephus johnson,,,,,,
36310,2024,Cardinals,CB,Michael Ojemudia,00-0036390,4.0,2020.0,2020.0,Broncos,26.0,77,0.254,6.9,205.0,59.85,713.0,105.78461568856078,2024,Cardinals,0.01573369863,47.10%,michael ojemudia,michael ojemudia,michael ojemudia,,,,,,
36317,2024,Cardinals,CB,Keion Crossen,00-0034435,6.0,2018.0,2018.0,Patriots,28.0,243,0.049,0.0,0.0,1.49,107.0,5.910238739270432,2024,Cardinals,0.01573369863,47.10%,keion crossen,keion crossen,keion crossen,,,,,,
