,Team,QB,RB/FB,WR,TE,OL,DL,LB,DB,K/P/LS
0,Cardinals,476.8299126911167,14.496187716825801,300.6563679060522,136.36718130388573,400.9256778038315,131.33304314764055,601.427323313579,275.2312332086796,0.6560771915237219
1,Falcons,189.03738109229033,37.35852533632491,443.08764422422365,384.4223914895396,423.789489746758,20.845414035154242,451.18795512930456,379.55666695081396,1.4736030404597749
2,Ravens,67.80018100789682,92.03646854025273,324.68005049616875,87.52245016775032,466.1765883141223,112.9708304986895,653.149245703145,628.0734796377577,18.49
3,Bills,156.53270221844872,165.63134187191508,42.009668608769374,19.58904094216988,93.95578970035668,553.5997766295773,210.24972652221825,356.0597227653173,3.974961175624787
4,Panthers,570.4891364222024,145.16524075949536,250.77479306422717,54.56990548461032,670.3356914147193,531.2055377760037,75.98131215345028,711.1586513252169,0.0
5,Bears,280.86303228231503,62.11002083206386,289.9018267120999,94.86454211130054,416.549789037212,140.93865343294706,152.03516962590845,431.13495769275573,1.14
6,Bengals,607.380785622799,47.92683155304638,498.35473820534105,162.78057563808545,367.15325779082445,220.61603819011663,100.35151681323408,448.505605080623,10.014973965139033
7,Browns,109.08557900014944,91.91533770002292,177.93675940351727,75.35673550953354,405.8372134163272,658.5841204825015,206.93749190018343,604.5877652127317,21.13
8,Cowboys,3.690572848855029,123.9325646630473,288.0018294201879,24.729852759332218,356.3548407642055,421.98763480467505,455.73759107821604,434.60599304122695,5.731174603920613
9,Broncos,5.133595813938631,202.51997552010715,335.1566567614249,72.65605872226982,239.52200901237973,62.07871007543227,311.5604602503131,430.1737998654114,0.0
10,Lions,224.29043698120165,108.63927391161148,411.83066119422233,198.17634710230377,557.7671416151734,1017.6942795391649,166.27328763987447,507.54776318131786,3.5852621353043013
11,Packers,138.48282863930203,53.47329454946463,306.70560376156214,30.85092413822102,210.20280014583025,292.6658712621114,463.4895366249371,512.2714137612192,0.7498483390187517
12,Texans,58.83377384259036,57.93194903349624,172.11040249952998,111.26334386882857,550.7191695108455,101.61925742710712,91.6582731207295,763.4198792930617,0.0
13,Colts,21.419622644781967,134.51708942392645,271.1007132422583,80.75689148132167,357.9793326737552,506.270833135358,93.43806645528137,103.59237915859829,0.0
14,Jaguars,788.2497112718539,189.87072401245456,95.19797795047884,80.46488692705155,418.9851781501611,84.64427611364374,1678.9872470182686,246.0266088835029,0.503994834404876
15,Chiefs,108.63685098814611,177.67846460054864,403.73501631231835,19.97865006708976,161.5846963345499,367.47868006327167,156.5284584623327,453.68739731011766,0.5357639701285555
16,Raiders,30.628814655672755,153.43499422153383,27.026943758751575,8.091474103046437,198.50350629873466,461.2783134083204,71.75922821662118,360.73609967165544,2.983502267900397
17,Chargers,270.6036538307914,112.61431390038936,174.96734248952933,73.65665519771046,591.837013831329,143.04038944989748,394.85887270451667,312.6438837084932,3.354845710311171
18,Rams,406.65364900316433,109.29768107116085,177.02522254229152,16.253202496034092,74.50992904848178,110.77171870805181,225.1608667568225,231.05889903187105,6.720475193001253
19,Dolphins,310.0534006206748,7.085272141725147,372.9520124837659,102.8008199829618,534.055454853079,265.5827599658566,507.6166578559184,348.8335037995571,4.380107924130371
20,Vikings,2.83111160253827,84.15943027505925,320.2490532627205,248.13850066752045,515.0785387471267,169.63464629457502,187.1870877204004,452.6895518352959,0.0
21,Patriots,261.29800682410684,66.11861628604557,259.770103980262,48.34604835926645,314.98506134854694,141.47159363232956,202.20960095001288,259.19067448342787,5.781552739637152
22,Saints,184.6653331642319,48.37135754131623,486.56419591771447,28.74848517243744,630.9726644744787,371.2647377167605,114.3237877890349,402.0687786594924,0.0
23,Giants,224.88947492018613,267.1420021529767,398.53027014575355,36.78180609010789,898.055867357787,278.19531057735406,760.6282692762022,448.8898243261891,0.0
24,Jets,569.9204168236587,192.50427055280764,695.5656281608624,40.75236532006594,393.94919104628843,763.79810052379,123.37634198056489,586.8255586959323,3.490091323424338
25,Eagles,67.4798020439555,97.42797095302049,342.7262101936828,47.501846824700486,430.8116238764399,612.4871827428572,167.26339363510905,99.7342454171021,3.174473149210906
26,Steelers,474.6526451642225,208.92919552527187,236.62742020599035,88.66056701440581,111.51951095164758,153.51885124428236,329.15078655514515,337.82249252022643,0.9111969161935437
27,49ers,412.21233503817,179.0712330451479,253.62035476869062,15.377952607886199,298.2630902141609,752.3190565005256,48.81253785734651,101.03341989509919,13.632498712105683
28,Seahawks,16.170349032281223,234.87611225947603,189.25534924364726,146.1365588643181,517.7764143858052,99.8491637827592,470.595456065398,436.119799329191,4.455020032586167
29,Buccaneers,85.67403404606904,238.64377135199598,157.41191877269148,42.99163402570665,367.32097628298084,330.99160992491386,423.3615785187097,307.3598271302406,17.333427112771528
30,Titans,87.12888178164567,48.64201480602948,347.25920079778575,26.31081629696458,245.04981223433455,206.85249118021244,145.776162845001,548.6301446137812,0.7609279372435418
31,Commanders,173.56225695364938,87.57183856762592,419.743506437118,31.692305589064535,149.8695826383338,883.962799478101,240.27604444945428,169.19770171683263,1.736725746249233
