Unnamed: 0.1,Unnamed: 0_x,season,team,position_x,player_name,player_id_x,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year_x,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,player,team_name,position_y,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_corner,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Year_y,weighted_grade,weighted_average_grade,merge_player_y
5603.0,5603.0,2012.0,Ravens,CB,Chykie Brown,00-0028102,1.0,2011.0,2011.0,Ravens,25.0,164.0,0.104,2.1,26.0,8.67,314.0,49.64425437047008,2012.0,Ravens,0.02,70.00%,chykie brown,chykie brown,chykie brown,522,Chykie Brown,BLT,CB,440,6316,12,4,0,0,3,0,50.3,49.0,5.8,58.3,0,0,13.8,4,4,4,84.6,22,397,301,27,6,21,1,39,1,252,2012,21560.0,MISSING,chykie brown
5721.0,5721.0,2012.0,Seahawks,CB,Byron Maxwell,00-0028111,1.0,2011.0,2011.0,Seahawks,24.0,173.0,0.095,1.8,22.0,7.1,286.0,44.42574891674462,2012.0,Seahawks,0.18,66.70%,byron maxwell,byron maxwell,byron maxwell,523,Byron Maxwell,SEA,CB,144,6325,4,0,0,0,29,0,71.8,73.1,82.0,79.9,0,0,0.0,0,1,1,52.4,5,136,115,6,1,6,0,14,0,69,2012,10526.4,MISSING,byron maxwell
4194.0,4194.0,2012.0,Bills,CB,Justin Rogers,00-0028144,1.0,2011.0,2011.0,Bills,24.0,206.0,0.064,0.7,9.0,3.4,194.0,26.7262815773131,2012.0,Bills,-0.09,37.50%,justin rogers,justin rogers,justin rogers,524,Justin Rogers,BUF,CB,537,6358,15,3,0,0,4,0,44.4,48.4,85.4,66.9,1,0,10.5,4,4,2,93.3,41,6,384,504,8,31,3,62,2,477,2012,25990.8,MISSING,justin rogers
4379.0,4379.0,2012.0,Buccaneers,CB,Anthony Gaitor,00-0028160,1.0,2011.0,2011.0,Buccaneers,23.0,222.0,0.056,0.2,3.0,2.38,155.0,19.936503708902933,2012.0,Buccaneers,0.01,43.80%,anthony gaitor,anthony gaitor,anthony gaitor,525,Anthony Gaitor,TB,CB,123,6374,4,0,0,0,30,0,59.8,55.0,80.3,27.1,0,0,38.5,5,5,1,113.8,17,4,93,106,7,8,0,25,2,170,2012,6765.0,MISSING,anthony gaitor
4834.0,4834.0,2012.0,Dolphins,CB,Jimmy Wilson,00-0028173,1.0,2011.0,2011.0,Dolphins,26.0,235.0,0.051,0.0,0.0,1.79,125.0,15.99582217118425,2012.0,Dolphins,-0.08,43.80%,jimmy wilson,jimmy wilson,jimmy wilson,526,Jimmy Wilson,MIA,CB,589,6387,15,5,0,0,17,0,57.1,55.0,51.5,69.3,0,0,11.9,5,3,2,99.6,42,18,377,460,14,32,2,64,2,498,2012,32395.0,MISSING,jimmy wilson
5905.0,5905.0,2012.0,Titans,CB,Tommie Campbell,00-0028189,1.0,2011.0,2011.0,Titans,24.0,251.0,0.048,0.0,0.0,1.25,90.0,13.308484270782202,2012.0,Titans,-0.15,37.50%,tommie campbell,tommie campbell,tommie campbell,527,Tommie Campbell,TEN,CB,68,6403,4,0,0,0,31,0,81.4,70.8,79.5,55.1,0,0,14.3,1,1,0,50.3,3,48,49,10,2,6,0,7,0,19,2012,4814.4,MISSING,tommie campbell
4258.0,4258.0,2012.0,Broncos,CB,Chris Harris,00-0028224,1.0,2011.0,2011.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Broncos,0.19,76.50%,chris harris,chris harris,chris harris,528,Chris Harris Jr.,DEN,CB,983,6457,16,4,0,0,10,0,90.0,90.2,88.8,78.5,3,2,9.7,7,5,1,66.5,46,281,557,585,30,61,3,81,2,472,2012,88666.6,MISSING,chris harris
5786.0,5786.0,2012.0,Steelers,CB,Josh Victorian,00-0028286,1.0,2011.0,2011.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Steelers,0.05,50.00%,josh victorian,josh victorian,josh victorian,529,Josh Victorian,PIT,CB,132,6509,4,0,0,0,25,0,56.5,55.6,81.6,27.0,0,0,35.7,5,4,1,107.7,11,106,92,3,0,9,0,17,1,131,2012,7339.2,MISSING,josh victorian
5162.0,5162.0,2012.0,Jets,CB,Darrin Walls,00-0028334,1.0,2011.0,2011.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Jets,-0.11,37.50%,darrin walls,darrin walls,darrin walls,530,Darrin Walls,NYJ,CB,81,6553,3,0,0,0,22,0,69.9,69.9,79.8,75.2,0,0,0.0,0,1,1,57.9,1,70,48,5,0,2,0,5,0,37,2012,5661.900000000001,MISSING,darrin walls
5082.0,5082.0,2012.0,Jaguars,CB,Kevin Rutland,00-0028420,1.0,2011.0,2011.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Jaguars,-0.19,12.50%,kevin rutland,kevin rutland,kevin rutland,531,Kevin Rutland,JAX,CB,103,6605,6,1,0,0,15,0,53.6,58.0,80.7,50.1,0,0,20.0,2,0,0,152.1,8,96,61,4,3,7,0,10,1,143,2012,5974.0,MISSING,kevin rutland
5724.0,5724.0,2012.0,Seahawks,CB,Ron Parker,00-0028445,1.0,2011.0,2011.0,MISSING,25.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Seahawks,0.18,66.70%,ron parker,ron parker,ron parker,532,Ron Parker,SEA,CB,26,6625,2,0,0,0,29,0,68.8,68.8,74.8,MISSING,0,0,MISSING,0,0,0,39.6,0,26,20,0,0,0,0,1,0,0,2012,1788.8,MISSING,ron parker
4768.0,4768.0,2012.0,Cowboys,CB,Vince Agnew,00-0028450,1.0,2011.0,2011.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Cowboys,0.0,50.00%,vince agnew,vince agnew,vince agnew,533,Vince Agnew,DAL,CB,11,6629,4,0,0,0,9,0,35.1,33.4,72.5,MISSING,0,0,MISSING,0,0,0,118.8,2,1,9,7,0,0,0,2,0,34,2012,367.4,MISSING,vince agnew
5488.0,5488.0,2012.0,Raiders,CB,Brandian Ross,00-0028601,1.0,2011.0,2011.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Raiders,-0.12,25.00%,brandian ross,brandian ross,brandian ross,534,Brandian Ross,OAK,CB,175,6755,7,2,0,0,23,0,67.7,72.4,81.7,87.5,0,0,0.0,0,0,0,96.6,12,93,95,12,8,16,1,19,1,111,2012,12670.000000000002,MISSING,brandian ross
4772.0,4772.0,2012.0,Cowboys,CB,Mario Butler,00-0028662,1.0,2011.0,2011.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Cowboys,0.0,50.00%,mario butler,mario butler,mario butler,535,Mario Butler,DAL,CB,7,6797,1,0,0,0,9,0,62.4,63.2,69.3,MISSING,0,0,MISSING,0,0,0,0.0,0,0,5,2,0,0,0,0,0,0,2012,442.4,MISSING,mario butler
4383.0,4383.0,2012.0,Buccaneers,CB,LeQuan Lewis,00-0028678,1.0,2011.0,2011.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Buccaneers,0.01,43.80%,lequan lewis,lequan lewis,lequan lewis,536,LeQuan Lewis,TB,CB,69,6810,4,0,0,0,30,0,80.9,71.6,79.1,33.9,1,0,25.0,2,1,0,61.6,6,67,47,0,1,6,0,9,0,94,2012,4940.4,MISSING,lequan lewis
5358.0,5358.0,2012.0,Panthers,CB,James Dockery,00-0028694,1.0,2011.0,2011.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Panthers,0.05,43.80%,james dockery,james dockery,james dockery,537,James Dockery,CAR,CB,158,6814,4,3,0,0,5,0,62.8,64.4,81.3,85.2,0,0,0.0,0,1,0,103.1,12,157,125,0,3,15,0,16,0,148,2012,10175.2,MISSING,james dockery
4770.0,4770.0,2012.0,Cowboys,CB,Sterling Moore,00-0028767,1.0,2011.0,2011.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Cowboys,0.0,50.00%,sterling moore,sterling moore,sterling moore,538,Sterling Moore,DAL,CB,327,6871,13,0,1,0,9,1,58.0,58.9,85.8,79.5,0,0,4.0,1,2,2,128.0,27,248,244,33,9,24,0,35,1,452,2012,19260.3,MISSING,sterling moore
5906.0,5906.0,2012.0,Titans,CB,Tracy Wilson,00-0028824,1.0,2011.0,2011.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Titans,-0.15,37.50%,tracy wilson,tracy wilson,tracy wilson,539,Tracy Wilson,TEN,CB,4,6945,1,0,0,0,31,0,61.1,62.2,68.0,MISSING,0,0,MISSING,0,0,0,0.0,0,0,2,1,0,0,0,0,0,0,2012,248.8,MISSING,tracy wilson
4759.0,4759.0,2012.0,Cowboys,CB,Morris Claiborne,00-0029676,0.0,2012.0,2012.0,Cowboys,22.0,6.0,0.955,23.2,1600.0,446.15,2056.0,635.3493179020991,2012.0,Cowboys,0.0,50.00%,morris claiborne,morris claiborne,morris claiborne,540,Morris Claiborne,DAL,CB,879,7012,15,5,2,1,9,2,69.0,64.3,41.1,64.9,1,0,10.9,7,7,8,107.8,48,806,499,14,10,52,2,69,4,571,2012,56519.7,MISSING,morris claiborne
4187.0,4187.0,2012.0,Bills,CB,Stephon Gilmore,00-0029542,0.0,2012.0,2012.0,Bills,21.0,10.0,0.811,19.9,1300.0,369.09,1787.0,537.5543907208883,2012.0,Bills,-0.09,37.50%,stephon gilmore,stephon gilmore,stephon gilmore,541,Stephon Gilmore,BUF,CB,1055,7016,16,3,1,3,4,0,61.4,61.3,11.9,75.9,1,0,5.8,4,8,13,91.0,49,943,619,43,11,62,1,87,3,736,2012,64671.5,MISSING,stephon gilmore
4126.0,4126.0,2012.0,Bengals,CB,Dre Kirkpatrick,00-0029560,0.0,2012.0,2012.0,Bengals,22.0,17.0,0.646,16.6,950.0,295.92,1508.0,432.8370230110429,2012.0,Bengals,0.06,58.80%,dre kirkpatrick,dre kirkpatrick,dre kirkpatrick,542,Dre Kirkpatrick,CIN,CB,42,7023,3,0,0,0,7,0,62.9,60.5,76.7,76.6,0,0,0.0,0,0,0,103.1,3,41,26,0,0,3,0,4,0,37,2012,2541.0,MISSING,dre kirkpatrick
5540.0,5540.0,2012.0,Rams,CB,Janoris Jenkins,00-0029681,0.0,2012.0,2012.0,Rams,23.0,39.0,0.451,11.3,510.0,153.42,1071.0,280.87328471391106,2012.0,Rams,-0.03,46.70%,janoris jenkins,janoris jenkins,janoris jenkins,543,Janoris Jenkins,SL,CB,955,7043,15,6,0,0,26,1,63.0,64.7,90.1,35.4,4,3,18.9,18,10,2,81.3,66,854,592,23,17,71,3,107,5,715,2012,61788.5,MISSING,janoris jenkins
5287.0,5287.0,2012.0,Packers,CB,Casey Hayward,00-0029261,0.0,2012.0,2012.0,Packers,22.0,62.0,0.316,8.3,284.0,83.98,827.0,194.52236466264335,2012.0,Packers,0.1,66.70%,casey hayward,casey hayward,casey hayward,544,Casey Hayward Jr.,GB,CB,748,7064,18,9,0,1,12,0,91.6,91.5,87.4,82.1,6,0,6.6,4,12,0,30.4,33,140,502,521,20,48,1,76,0,456,2012,68442.0,MISSING,casey hayward
5541.0,5541.0,2012.0,Rams,CB,Trumaine Johnson,00-0029690,0.0,2012.0,2012.0,Rams,22.0,65.0,0.301,8.0,265.0,77.95,802.0,186.00575547689985,2012.0,Rams,-0.03,46.70%,trumaine johnson,trumaine johnson,trumaine johnson,545,Trumaine Johnson,SL,CB,355,7067,15,3,0,0,26,0,77.2,78.7,84.9,38.1,2,0,16.7,6,5,0,72.3,22,325,262,10,11,27,2,42,2,308,2012,27938.5,MISSING,trumaine johnson
5962.0,5962.0,2012.0,Vikings,CB,Josh Robinson,00-0029691,0.0,2012.0,2012.0,Vikings,21.0,66.0,0.296,7.9,260.0,76.25,794.0,183.33999685942976,2012.0,Vikings,-0.01,58.80%,josh robinson,josh robinson,josh robinson,546,Josh Robinson,MIN,CB,653,7068,17,4,0,0,18,0,52.2,55.2,87.1,58.3,2,0,13.1,8,2,3,105.1,53,622,487,11,14,49,0,74,6,489,2012,36045.6,MISSING,josh robinson
4440.0,4440.0,2012.0,Cardinals,CB,Jamell Fleming,00-0029639,0.0,2012.0,2012.0,Cardinals,23.0,80.0,0.246,6.7,190.0,56.02,692.0,152.08034132056733,2012.0,Cardinals,-0.15,31.30%,jamell fleming,jamell fleming,jamell fleming,547,Jamell Fleming,ARZ,CB,270,7082,10,3,0,0,1,0,61.7,61.4,84.5,68.6,0,0,7.7,2,1,0,113.4,21,256,180,4,1,21,0,31,2,248,2012,16578.0,MISSING,jamell fleming
5225.0,5225.0,2012.0,Lions,CB,Dwight Bentley,00-0029265,0.0,2012.0,2012.0,Lions,23.0,85.0,0.231,6.3,165.0,50.18,660.0,142.15703078607626,2012.0,Lions,-0.03,25.00%,dwight bentley,dwight bentley,dwight bentley,548,Dwight Bentley,DET,CB,165,7086,4,0,1,0,11,0,45.7,44.8,82.9,32.7,0,0,23.8,5,0,5,101.0,17,149,116,7,3,16,0,20,0,165,2012,7391.999999999999,MISSING,dwight bentley
5018.0,5018.0,2012.0,Giants,CB,Jayron Hosley,00-0029267,0.0,2012.0,2012.0,Giants,21.0,94.0,0.21,5.7,124.0,41.15,607.0,126.91571549828969,2012.0,Giants,0.02,56.30%,jayron hosley,jayron hosley,jayron hosley,549,Jayron Hosley,NYG,CB,452,7094,12,4,1,1,21,1,43.5,46.8,43.5,57.7,1,0,17.9,7,2,4,121.5,33,184,287,244,10,28,3,47,4,467,2012,21153.6,MISSING,jayron hosley
4254.0,4254.0,2012.0,Broncos,CB,Omar Bolden,00-0029563,0.0,2012.0,2012.0,Broncos,23.0,101.0,0.194,5.2,96.0,35.26,570.0,115.6948254946398,2012.0,Broncos,0.19,76.50%,omar bolden,omar bolden,omar bolden,550,Omar Bolden,DEN,CB,76,7101,7,0,0,0,10,0,56.1,57.0,79.3,58.8,0,0,25.0,1,1,0,120.6,7,67,67,7,1,3,0,11,1,93,2012,4332.0,MISSING,omar bolden
5899.0,5899.0,2012.0,Titans,CB,Coty Sensabaugh,00-0029529,0.0,2012.0,2012.0,Titans,23.0,115.0,0.163,4.4,64.0,25.82,501.0,96.98665963857978,2012.0,Titans,-0.15,37.50%,coty sensabaugh,coty sensabaugh,coty sensabaugh,551,Coty Sensabaugh,TEN,CB,313,7115,14,3,1,0,31,0,54.2,55.1,83.7,72.6,0,0,6.5,2,2,3,112.8,25,24,226,275,4,26,0,35,2,270,2012,17246.3,MISSING,coty sensabaugh
4897.0,4897.0,2012.0,Eagles,CB,Brandon Boykin,00-0029416,0.0,2012.0,2012.0,Eagles,22.0,123.0,0.151,4.0,49.0,21.61,466.0,88.38465013198883,2012.0,Eagles,-0.16,25.00%,brandon boykin,brandon boykin,brandon boykin,552,Brandon Boykin,PHI,CB,509,7123,16,1,1,0,24,0,70.3,71.2,85.7,41.5,0,0,17.2,5,6,1,98.3,27,28,365,465,6,23,0,50,3,375,2012,36240.8,MISSING,brandon boykin
4192.0,4192.0,2012.0,Bills,CB,Ron Brooks,00-0029280,0.0,2012.0,2012.0,Bills,23.0,124.0,0.15,3.9,48.0,21.13,462.0,87.20107066283008,2012.0,Bills,-0.09,37.50%,ron brooks,ron brooks,ron brooks,553,Ron Brooks,BUF,CB,161,7124,7,1,0,0,4,0,60.5,53.4,0.0,32.1,0,0,25.0,4,4,3,105.8,13,124,121,20,2,11,0,26,3,147,2012,8597.4,MISSING,ron brooks
5720.0,5720.0,2012.0,Seahawks,CB,Jeremy Lane,00-0029295,0.0,2012.0,2012.0,Seahawks,22.0,172.0,0.096,1.8,23.0,7.26,289.0,49.572923836928005,2012.0,Seahawks,0.18,66.70%,jeremy lane,jeremy lane,jeremy lane,554,Jeremy Lane,SEA,CB,163,7164,4,3,1,0,29,0,64.2,62.4,81.9,40.3,0,0,25.0,4,1,1,108.6,15,87,116,64,1,9,0,25,2,179,2012,10171.2,MISSING,jeremy lane
4376.0,4376.0,2012.0,Buccaneers,CB,Keith Tandy,00-0029422,0.0,2012.0,2012.0,Buccaneers,23.0,174.0,0.094,1.7,22.0,6.94,283.0,48.11179958069144,2012.0,Buccaneers,0.01,43.80%,keith tandy,keith tandy,keith tandy,555,Keith Tandy,TB,CB,7,7166,1,0,0,0,30,0,60.7,61.1,68.1,MISSING,0,0,MISSING,0,0,0,0.0,0,0,7,0,0,0,0,0,0,0,2012,427.7,MISSING,keith tandy
5232.0,5232.0,2012.0,Lions,CB,Jonte Green,00-0029216,0.0,2012.0,2012.0,Lions,23.0,196.0,0.072,1.0,13.0,4.25,221.0,34.91757149041277,2012.0,Lions,-0.03,25.00%,jonte green,jonte green,jonte green,556,Jonte Green,DET,CB,396,7184,12,2,1,0,11,0,65.7,67.3,38.3,54.3,1,0,17.2,5,3,3,117.2,27,358,270,11,7,22,0,36,3,315,2012,26650.8,MISSING,jonte green
4704.0,4704.0,2012.0,Commanders,CB,Richard Crawford,00-0028996,0.0,2012.0,2012.0,Commanders,22.0,213.0,0.06,0.5,6.0,2.91,177.0,26.244860635074225,2012.0,Commanders,0.09,58.80%,richard crawford,richard crawford,richard crawford,557,Richard Crawford,WAS,CB,199,7198,11,3,0,0,32,1,67.4,68.4,82.4,36.6,1,0,23.1,6,0,0,100.4,13,112,158,81,6,17,0,22,2,199,2012,13611.6,MISSING,richard crawford
5419.0,5419.0,2012.0,Patriots,CB,Alfonzo Dennard,00-0029596,0.0,2012.0,2012.0,Patriots,22.0,224.0,0.056,0.1,2.0,2.28,150.0,21.035209425105887,2012.0,Patriots,0.22,72.20%,alfonzo dennard,alfonzo dennard,alfonzo dennard,558,Alfonzo Dennard,NE,CB,734,7208,12,1,2,1,19,0,75.5,75.0,59.7,64.7,3,1,12.5,6,6,6,79.4,36,632,459,31,9,41,2,72,5,516,2012,55050.0,MISSING,alfonzo dennard
4315.0,4315.0,2012.0,Browns,CB,Trevin Wade,00-0029314,0.0,2012.0,2012.0,Browns,23.0,245.0,0.049,0.0,0.0,1.43,103.0,15.787027900146844,2012.0,Browns,-0.06,31.30%,trevin wade,trevin wade,trevin wade,559,Trevin Wade,CLV,CB,196,7227,12,2,0,0,8,0,55.5,57.7,82.0,85.8,0,0,0.0,0,0,1,139.6,6,0,135,187,2,9,0,10,2,115,2012,11309.2,MISSING,trevin wade
5544.0,5544.0,2012.0,Rams,CB,Quinton Pointer,00-0028870,0.0,2012.0,2012.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Rams,-0.03,46.70%,quinton pointer,quinton pointer,quinton pointer,560,Quinton Pointer,SL,CB,6,7250,1,0,0,0,26,0,41.8,40.8,70.0,72.8,0,0,0.0,0,0,0,116.7,1,5,5,0,0,1,0,1,0,12,2012,244.8,MISSING,quinton pointer
5163.0,5163.0,2012.0,Jets,CB,Donnie Fletcher,00-0029039,0.0,2012.0,2012.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Jets,-0.11,37.50%,donnie fletcher,donnie fletcher,donnie fletcher,561,Donnie Fletcher,NYJ,CB,5,7354,1,0,0,0,22,0,61.1,55.3,70.8,MISSING,0,0,MISSING,0,0,0,39.6,0,0,2,1,0,0,0,1,0,0,2012,276.5,MISSING,donnie fletcher
5083.0,5083.0,2012.0,Jaguars,CB,Antwon Blake,00-0029050,0.0,2012.0,2012.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Jaguars,-0.19,12.50%,antwon blake,valentino blake,valentino blake,562,Valentino Blake,JAX,CB,3,7362,2,0,0,0,15,0,60.2,52.3,0.0,MISSING,0,0,MISSING,0,0,1,0.0,0,1,1,2,0,0,0,0,0,0,2012,156.89999999999998,MISSING,valentino blake
4318.0,4318.0,2012.0,Browns,CB,Johnson Bademosi,00-0029065,0.0,2012.0,2012.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Browns,-0.06,31.30%,johnson bademosi,johnson bademosi,johnson bademosi,563,Johnson Bademosi,CLV,CB,22,7374,3,0,0,0,8,0,75.2,74.8,75.5,76.9,0,0,0.0,0,1,0,63.9,3,22,18,0,1,3,0,6,0,29,2012,1645.6,MISSING,johnson bademosi
4382.0,4382.0,2012.0,Buccaneers,CB,Leonard Johnson,00-0029087,0.0,2012.0,2012.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Buccaneers,0.01,43.80%,leonard johnson,leonard johnson,leonard johnson,564,Leonard Johnson,TB,CB,581,7385,12,4,1,1,30,1,70.4,71.1,86.9,39.3,3,1,16.3,7,6,3,93.9,40,538,401,1,13,32,4,63,4,569,2012,41309.1,MISSING,leonard johnson
4136.0,4136.0,2012.0,Bengals,CB,Chris Lewis-Harris,00-0029696,0.0,2012.0,2012.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Bengals,0.06,58.80%,chris lewisharris,chris lewisharris,chris lewisharris,565,Chris Lewis-Harris,CIN,CB,21,7624,1,0,0,0,7,0,55.0,60.4,74.9,76.9,0,0,0.0,0,0,0,100.0,1,21,8,0,1,2,0,1,0,8,2012,1268.4,MISSING,chris lewisharris
5350.0,5350.0,2012.0,Panthers,CB,Josh Norman,00-0029285,0.0,2012.0,2012.0,Panthers,24.0,143.0,0.128,3.0,35.0,13.84,387.0,70.79743987505623,2012.0,Panthers,0.05,43.80%,josh norman,josh norman,josh norman,566,Josh Norman,CAR,CB,771,7649,13,10,0,0,5,0,57.5,58.7,35.1,52.8,1,0,15.0,12,6,3,96.4,54,720,469,26,13,58,1,80,2,670,2012,45257.7,MISSING,josh norman
5661.0,5661.0,2012.0,Saints,CB,Corey White,00-0029658,0.0,2012.0,2012.0,Saints,22.0,162.0,0.107,2.2,27.0,9.07,321.0,56.585388556441146,2012.0,Saints,-0.02,43.80%,corey white,corey white,corey white,567,Corey White,NO,CB,519,7652,9,3,0,0,20,0,56.0,55.1,86.2,35.9,1,0,20.5,8,2,0,118.7,35,84,300,340,9,28,1,45,3,422,2012,28596.9,MISSING,corey white
5078.0,5078.0,2012.0,Jaguars,CB,Mike Harris,00-0029610,0.0,2012.0,2012.0,Jaguars,23.0,176.0,0.091,1.7,21.0,6.64,277.0,47.0564985527913,2012.0,Jaguars,-0.19,12.50%,mike harris,mike harris,mike harris,568,Mike Harris,JAX,CB,529,7653,13,9,0,0,15,0,58.0,56.8,86.3,73.8,1,0,8.9,5,5,3,83.6,27,181,296,283,13,42,1,40,1,263,2012,30047.199999999997,MISSING,mike harris
4443.0,4443.0,2012.0,Cardinals,CB,Justin Bethel,00-0029530,0.0,2012.0,2012.0,Cardinals,22.0,177.0,0.09,1.6,21.0,6.49,274.0,46.07225241696587,2012.0,Cardinals,-0.15,31.30%,justin bethel,justin bethel,justin bethel,569,Justin Bethel,ARZ,CB,11,7654,3,0,0,0,1,0,35.3,44.3,73.2,76.7,0,0,0.0,0,0,0,158.3,1,6,4,1,0,1,0,1,1,37,2012,487.2999999999999,MISSING,justin bethel
4571.0,4571.0,2012.0,Chiefs,CB,Neiko Thorpe,00-0029329,0.0,2012.0,2012.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2012.0,Chiefs,-0.26,12.50%,neiko thorpe,neiko thorpe,neiko thorpe,570,Neiko Thorpe,KC,CB,30,7716,3,0,0,0,16,0,52.7,46.7,75.9,29.6,0,0,33.3,1,0,0,158.3,3,25,19,1,0,2,0,3,1,49,2012,1401.0,MISSING,neiko thorpe
6270.0,6270.0,2013.0,Broncos,CB,Champ Bailey,00-0000585,14.0,1999.0,1999.0,Commanders,35.0,7.0,0.919,22.2,1500.0,425.5,1975.0,20.258532414443533,2013.0,Broncos,0.21,79.00%,champ bailey,champ bailey,champ bailey,571,Champ Bailey,DEN,CB,326,442,8,1,0,0,10,0,66.2,63.4,83.8,50.0,0,0,10.7,3,3,0,96.1,23,159,223,154,4,24,0,35,1,250,2013,20668.4,74.18711853517509,champ bailey
6269.0,6269.0,2013.0,Broncos,CB,Quentin Jammer,00-0021381,11.0,2002.0,2002.0,Chargers,34.0,5.0,0.991,24.3,1700.0,467.81,2152.0,54.62346056176756,2013.0,Broncos,0.21,79.00%,quentin jammer,quentin jammer,quentin jammer,572,Quentin Jammer,DEN,CB,242,1013,11,1,0,0,10,1,65.3,67.7,32.4,85.2,0,0,0.0,0,3,3,132.9,16,212,175,20,7,16,0,26,4,249,2013,16383.4,66.26490066225166,quentin jammer
6148.0,6148.0,2013.0,Bengals,CB,Terence Newman,00-0022045,10.0,2003.0,2003.0,Cowboys,34.0,5.0,0.991,24.3,1700.0,467.81,2152.0,73.7339593395824,2013.0,Bengals,0.14,64.70%,terence newman,terence newman,terence newman,573,Terence Newman,CIN,CB,819,1321,13,1,1,0,7,1,71.6,72.5,87.8,52.8,2,0,13.8,8,6,5,86.0,48,778,535,4,14,49,4,80,3,612,2013,59377.5,57.84037403740372,terence newman
6018.0,6018.0,2013.0,49ers,CB,Nnamdi Asomugha,00-0022077,10.0,2003.0,2003.0,Raiders,32.0,31.0,0.51,12.7,600.0,190.21,1192.0,35.544203088532726,2013.0,49ers,0.09,73.70%,nnamdi asomugha,nnamdi asomugha,nnamdi asomugha,574,Nnamdi Asomugha,SF,CB,137,1347,3,0,0,0,28,0,52.7,49.6,80.5,25.0,0,0,57.1,4,1,1,86.6,4,127,86,4,0,3,0,11,1,63,2013,6795.2,73.29769905040176,nnamdi asomugha
6084.0,6084.0,2013.0,Bears,CB,Charles Tillman,00-0022123,10.0,2003.0,2003.0,Bears,32.0,35.0,0.48,12.0,550.0,170.37,1128.0,33.22835210523926,2013.0,Bears,0.0,50.00%,charles tillman,charles tillman,charles tillman,575,Charles Tillman,CHI,CB,432,1351,8,4,0,3,6,0,53.2,57.6,0.0,64.2,3,0,12.8,6,2,5,98.1,26,386,240,8,11,37,4,45,7,389,2013,24883.2,68.42783211083945,charles tillman
7237.0,7237.0,2013.0,Lions,CB,Rashean Mathis,00-0022080,10.0,2003.0,2003.0,Jaguars,33.0,39.0,0.451,11.3,510.0,153.42,1071.0,31.121647045904385,2013.0,Lions,0.03,43.80%,rashean mathis,rashean mathis,rashean mathis,576,Rashean Mathis,DET,CB,771,1355,15,4,1,0,11,0,72.7,72.8,89.1,53.2,0,0,11.5,6,10,4,83.9,37,654,486,71,11,42,2,76,3,513,2013,56128.8,81.65824104234527,rashean mathis
7361.0,7361.0,2013.0,Panthers,CB,Drayton Florence,00-0021994,10.0,2003.0,2003.0,Chargers,32.0,46.0,0.402,10.2,440.0,127.71,984.0,27.73091423370906,2013.0,Panthers,0.15,70.60%,drayton florence,drayton florence,drayton florence,577,Drayton Florence,CAR,CB,621,1362,15,4,0,0,5,0,75.3,74.4,87.0,58.7,2,1,10.3,3,5,6,66.6,31,591,464,7,7,22,0,59,1,413,2013,46202.4,66.88951415588954,drayton florence
