Unnamed: 0.1,Unnamed: 0_x,season,team,position_x,player_name,player_id_x,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year_x,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,player,team_name,position_y,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_corner,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Year_y,weighted_grade,weighted_average_grade,merge_player_y
,,,,,,,,,,,,,,,,,,,,Colts,,,,,,1728,Arthur Maulet,IND,CB,92,12224,4,0,0,0,14,0,51.3,51.9,80.1,57.1,0,0,12.5,1,0,0,140.6,9,78,64,6,5,7,0,12,1,139,2018,4774.8,MISSING,arthur maulet
20311.0,20311.0,2018.0,Rams,CB,Dominique Hatfield,00-0033845,1.0,2017.0,2017.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Rams,0.15,79.00%,dominique hatfield,dominique hatfield,dominique hatfield,1729,Dominique Hatfield,LA,CB,6,12338,1,0,0,0,26,0,63.1,63.7,70.5,MISSING,0,0,MISSING,0,0,0,39.6,0,6,4,0,0,0,0,1,0,0,2018,382.2000000000001,MISSING,dominique hatfield
19074.0,19074.0,2018.0,Commanders,CB,Adonis Alexander,00-0034840,0.0,2018.0,2018.0,Commanders,21.0,180.0,0.087,1.5,19.0,6.07,265.0,44.148250040318125,2018.0,Commanders,-0.09,43.80%,adonis alexander,adonis alexander,adonis alexander,1730,Adonis Alexander,WAS,CB,11,13612,2,0,0,0,32,0,55.8,58.4,72.1,75.2,0,0,0.0,0,0,0,56.3,1,9,8,2,0,2,0,2,0,6,2018,642.4,MISSING,adonis alexander
20486.0,20486.0,2018.0,Saints,CB,Justin Hardee,00-0033770,1.0,2017.0,2017.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Saints,0.13,77.80%,justin hardee,justin hardee,justin hardee,1731,Justin Hardee,NO,CB,78,18348,5,1,0,0,20,0,52.6,55.5,79.4,44.6,1,0,23.1,3,0,0,59.2,9,69,50,5,3,9,2,14,0,112,2018,4329.0,MISSING,justin hardee
18302.0,18302.0,2018.0,Bills,CB,Levi Wallace,00-0034514,0.0,2018.0,2018.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Bills,-0.05,37.50%,levi wallace,levi wallace,levi wallace,1732,Levi Wallace,BUF,CB,416,25445,7,10,0,0,4,0,85.3,83.5,86.6,62.5,0,0,15.6,7,3,0,84.1,10,333,218,25,11,28,1,19,1,94,2018,34736.0,MISSING,levi wallace
18882.0,18882.0,2018.0,Chiefs,CB,Tremon Smith,00-0034278,0.0,2018.0,2018.0,Chiefs,22.0,196.0,0.072,1.0,13.0,4.25,221.0,34.91757149041277,2018.0,Chiefs,0.2,72.20%,tremon smith,tremon smith,tremon smith,1733,Tremon Smith,KC,CB,74,28196,6,0,0,0,16,0,42.4,42.7,78.4,24.1,0,0,66.7,2,1,1,101.6,6,9,41,62,0,1,0,9,0,95,2018,3159.8,MISSING,tremon smith
20212.0,20212.0,2018.0,Raiders,CB,Nick Nelson,00-0034767,0.0,2018.0,2018.0,Raiders,21.0,110.0,0.174,4.7,74.0,28.86,525.0,103.53375634267866,2018.0,Raiders,-0.2,25.00%,nick nelson,nick nelson,nick nelson,1734,Nick Nelson,OAK,CB,311,28495,10,3,1,0,23,1,34.8,39.2,27.1,35.5,0,0,14.3,3,0,2,127.1,19,42,174,230,5,15,1,31,3,310,2018,12191.2,MISSING,nick nelson
,,,,,,,,,,,,,,,,,,,,Jaguars,,,,,,1735,Dee Delaney,JAX,CB,1,31078,1,0,0,0,15,0,60.0,60.4,63.3,MISSING,0,0,MISSING,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,2018,60.4,MISSING,dee delaney
20948.0,20948.0,2018.0,Vikings,CB,Mike Hughes,00-0034843,0.0,2018.0,2018.0,Vikings,21.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Vikings,0.03,53.30%,mike hughes,mike hughes,mike hughes,1736,Mike Hughes,MIN,CB,244,34057,6,3,0,1,18,0,64.6,65.3,82.1,56.1,1,1,16.0,4,2,0,112.4,21,162,159,58,6,18,1,28,2,261,2018,15933.2,MISSING,mike hughes
19655.0,19655.0,2018.0,Jaguars,CB,Quenton Meeks,00-0034523,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Jaguars,-0.1,31.30%,quenton meeks,quenton meeks,quenton meeks,1737,Quenton Meeks,JAX,CB,47,38566,3,0,0,0,15,0,75.0,68.3,77.3,31.8,0,0,33.3,2,2,0,75.7,3,38,30,5,1,4,0,6,0,46,2018,3210.1,MISSING,quenton meeks
20134.0,20134.0,2018.0,Patriots,CB,J.C. Jackson,00-0034591,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Patriots,0.11,73.70%,jc jackson,jc jackson,jc jackson,1738,J.C. Jackson,NE,CB,395,42781,13,2,1,0,19,0,78.3,73.7,2.7,87.6,3,0,0.0,0,3,4,42.0,22,293,284,81,5,21,0,42,0,262,2018,29111.5,MISSING,jc jackson
18894.0,18894.0,2018.0,Chiefs,CB,Charvarius Ward,00-0034573,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Chiefs,0.2,72.20%,charvarius ward,charvarius ward,charvarius ward,1739,Charvarius Ward,KC,CB,140,43034,4,0,1,0,16,0,59.4,62.5,80.4,85.7,0,0,0.0,0,3,3,107.7,13,112,80,13,2,18,0,17,0,171,2018,8750.0,MISSING,charvarius ward
20765.0,20765.0,2018.0,Texans,CB,Deante Burton,00-0033222,1.0,2017.0,2017.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Texans,0.08,64.70%,deante burton,deante burton,deante burton,1740,Deante Burton,HST,CB,67,47970,2,1,0,1,13,0,58.1,61.3,77.8,81.1,0,0,0.0,0,0,0,112.5,5,58,44,1,0,5,0,5,0,55,2018,4107.099999999999,MISSING,deante burton
20576.0,20576.0,2018.0,Seahawks,CB,Tre Flowers,00-0034756,0.0,2018.0,2018.0,Seahawks,23.0,146.0,0.125,2.9,33.0,12.95,376.0,68.64610416507516,2018.0,Seahawks,0.1,58.80%,tre flowers,tre flowers,tre flowers,1741,Tre Flowers,SEA,CB,903,49059,15,7,1,3,29,1,56.5,62.9,67.0,51.1,0,0,12.8,10,6,6,111.8,46,800,580,44,15,61,0,74,4,708,2018,56798.7,MISSING,tre flowers
20225.0,20225.0,2018.0,Raiders,CB,Dallin Leavitt,00-0034726,0.0,2018.0,2018.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Raiders,-0.2,25.00%,dallin leavitt,dallin leavitt,dallin leavitt,1742,Dallin Leavitt,OAK,CB,1,49120,1,0,0,0,23,0,60.0,60.4,64.5,MISSING,0,0,MISSING,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,2018,60.4,MISSING,dallin leavitt
18025.0,18025.0,2018.0,49ers,CB,Tarvarius Moore,00-0034263,0.0,2018.0,2018.0,49ers,22.0,95.0,0.207,5.6,120.0,40.26,602.0,125.03104645497524,2018.0,49ers,-0.09,25.00%,tarvarius moore,tarvarius moore,tarvarius moore,1743,Tarvarius Moore,SF,CB,232,49178,10,2,0,1,28,0,49.7,52.1,82.2,66.9,0,0,5.3,1,0,0,123.7,16,186,116,9,5,16,0,25,3,172,2018,12087.2,MISSING,tarvarius moore
19944.0,19944.0,2018.0,Packers,CB,Tony Brown,00-0034540,0.0,2018.0,2018.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Packers,0.0,40.00%,tony brown,tony brown,tony brown,1744,Tony Brown,GB,CB,290,49255,10,1,0,1,12,0,48.7,48.8,27.8,67.5,0,0,9.4,3,3,1,102.9,24,243,176,11,6,28,1,38,2,279,2018,14152.0,MISSING,tony brown
18568.0,18568.0,2018.0,Buccaneers,CB,Carlton Davis,00-0034778,0.0,2018.0,2018.0,Buccaneers,21.0,63.0,0.311,8.2,276.0,81.81,818.0,191.4959393785066,2018.0,Buccaneers,-0.06,31.30%,carlton davis,carlton davis,carlton davis,1745,Carlton Davis III,TB,CB,718,49335,13,4,1,1,30,1,59.0,61.2,13.4,53.3,0,0,14.9,7,2,8,113.3,33,595,420,47,14,36,3,53,4,435,2018,43941.6,MISSING,carlton davis
18585.0,18585.0,2018.0,Buccaneers,CB,Aaron Davis,00-0034498,0.0,2018.0,2018.0,MISSING,MISSING,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Buccaneers,-0.06,31.30%,aaron davis,carlton davis,carlton davis,1745,Carlton Davis III,TB,CB,718,49335,13,4,1,1,30,1,59.0,61.2,13.4,53.3,0,0,14.9,7,2,8,113.3,33,595,420,47,14,36,3,53,4,435,2018,43941.6,MISSING,carlton davis
18124.0,18124.0,2018.0,Bears,CB,Kevin Toliver,00-0034603,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Bears,0.17,70.60%,kevin toliver,kevin toliver,kevin toliver,1746,Kevin Toliver II,CHI,CB,136,49348,10,0,0,0,6,0,54.8,58.1,83.0,72.0,0,0,6.3,1,1,1,79.3,12,126,104,3,6,15,0,21,0,149,2018,7901.6,MISSING,kevin toliver
19382.0,19382.0,2018.0,Eagles,CB,Chandon Sullivan,00-0034468,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Eagles,0.01,55.60%,chandon sullivan,chandon sullivan,chandon sullivan,1747,Chandon Sullivan,PHI,CB,89,49349,4,1,0,0,24,0,30.6,33.3,80.3,28.7,0,0,30.0,3,0,0,118.8,7,71,47,5,1,6,0,7,0,137,2018,2963.7,MISSING,chandon sullivan
19929.0,19929.0,2018.0,Packers,CB,Jaire Alexander,00-0034728,0.0,2018.0,2018.0,Packers,21.0,18.0,0.633,16.2,900.0,286.72,1478.0,421.0608020507075,2018.0,Packers,0.0,40.00%,jaire alexander,jaire alexander,jaire alexander,1748,Jaire Alexander,GB,CB,761,49350,13,3,0,0,12,0,73.0,72.4,86.6,62.1,1,0,11.6,8,6,2,94.0,51,514,461,174,16,58,2,79,2,662,2018,55096.4,MISSING,jaire alexander
19077.0,19077.0,2018.0,Commanders,CB,Greg Stroman,00-0034337,0.0,2018.0,2018.0,Commanders,22.0,241.0,0.05,0.0,0.0,1.56,112.0,16.589239353891337,2018.0,Commanders,-0.09,43.80%,greg stroman,greg stroman,greg stroman,1749,Greg Stroman Jr.,WAS,CB,387,49354,13,5,1,1,32,0,68.6,70.0,37.7,73.7,1,0,7.5,3,3,2,120.3,31,184,275,179,9,32,0,43,3,460,2018,27090.0,MISSING,greg stroman
18376.0,18376.0,2018.0,Broncos,CB,Isaac Yiadom,00-0034780,0.0,2018.0,2018.0,Broncos,22.0,99.0,0.199,5.3,104.0,36.86,580.0,118.6739174454432,2018.0,Broncos,-0.01,37.50%,isaac yiadom,isaac yiadom,isaac yiadom,1750,Isaac Yiadom,DEN,CB,264,49355,11,1,0,0,10,0,55.6,54.6,0.0,50.6,1,0,15.8,3,1,3,104.9,22,224,189,17,4,15,0,34,3,259,2018,14414.4,MISSING,isaac yiadom
19284.0,19284.0,2018.0,Dolphins,CB,Torry McTyer,00-0033405,1.0,2017.0,2017.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Dolphins,-0.15,43.80%,torry mctyer,torry mctyer,torry mctyer,1751,Torry McTyer,MIA,CB,347,49357,13,4,0,0,17,0,48.2,52.0,83.6,50.6,0,0,16.1,5,0,3,143.4,22,278,225,11,5,22,0,27,2,373,2018,18044.0,MISSING,torry mctyer
20029.0,20029.0,2018.0,Panthers,CB,Donte Jackson,00-0034356,0.0,2018.0,2018.0,Panthers,22.0,55.0,0.352,9.1,350.0,100.88,890.0,217.47025445409253,2018.0,Panthers,0.01,43.80%,donte jackson,donte jackson,donte jackson,1752,Donte Jackson,CAR,CB,895,49377,16,8,2,1,5,0,67.2,65.0,64.5,47.9,4,0,16.3,15,4,7,90.8,52,721,568,59,26,69,4,73,3,675,2018,58175.0,MISSING,donte jackson
19084.0,19084.0,2018.0,Commanders,CB,Danny Johnson,00-0034071,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Commanders,-0.09,43.80%,danny johnson,danny johnson,danny johnson,1753,Danny Johnson,WAS,CB,68,49379,6,0,0,0,32,0,47.8,42.7,84.7,42.3,0,0,20.0,2,1,0,154.3,12,53,50,12,3,8,1,13,2,150,2018,2903.6000000000004,MISSING,danny johnson
18567.0,18567.0,2018.0,Buccaneers,CB,M.J. Stewart,00-0034355,0.0,2018.0,2018.0,Buccaneers,22.0,53.0,0.363,9.3,370.0,106.31,909.0,224.2506498094438,2018.0,Buccaneers,-0.06,31.30%,mj stewart,mj stewart,mj stewart,1754,M.J. Stewart,TB,CB,300,49397,8,3,0,0,30,0,56.1,58.7,82.5,71.3,0,0,6.3,2,2,0,148.6,34,21,194,257,10,27,2,40,5,407,2018,17610.0,MISSING,mj stewart
20127.0,20127.0,2018.0,Patriots,CB,Keion Crossen,00-0034435,0.0,2018.0,2018.0,Patriots,22.0,243.0,0.049,0.0,0.0,1.49,107.0,16.065694566813512,2018.0,Patriots,0.11,73.70%,keion crossen,keion crossen,keion crossen,1755,Keion Crossen,NE,CB,39,49454,6,0,0,0,19,0,51.0,52.2,76.8,63.2,0,0,16.7,1,0,0,118.8,7,7,33,32,0,5,0,7,0,97,2018,2035.8,MISSING,keion crossen
18203.0,18203.0,2018.0,Bengals,CB,Darius Phillips,00-0034683,0.0,2018.0,2018.0,Bengals,23.0,170.0,0.098,1.9,23.0,7.59,295.0,50.96938142649791,2018.0,Bengals,-0.12,37.50%,darius phillips,darius phillips,darius phillips,1756,Darius Phillips,CIN,CB,232,49507,11,0,0,0,7,0,54.2,56.7,82.1,59.3,0,0,9.5,2,2,0,120.8,21,98,151,122,5,19,0,27,2,191,2018,13154.4,MISSING,darius phillips
18303.0,18303.0,2018.0,Bills,CB,Taron Johnson,00-0034376,0.0,2018.0,2018.0,Bills,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Bills,-0.05,37.50%,taron johnson,taron johnson,taron johnson,1757,Taron Johnson,BUF,CB,405,49511,11,5,0,1,4,0,69.6,69.7,83.3,44.5,1,0,17.0,8,2,4,81.0,29,2,267,357,17,34,1,44,2,193,2018,28228.5,MISSING,taron johnson
18476.0,18476.0,2018.0,Browns,CB,Denzel Ward,00-0034856,0.0,2018.0,2018.0,Browns,21.0,4.0,1.027,25.8,1800.0,490.52,2270.0,699.5394443058067,2018.0,Browns,-0.03,46.70%,denzel ward,denzel ward,denzel ward,1758,Denzel Ward,CLV,CB,841,49558,13,4,0,1,8,2,83.6,78.9,63.9,50.4,3,0,15.6,10,6,3,70.7,44,724,540,61,12,50,5,82,4,451,2018,66354.90000000001,MISSING,denzel ward
19281.0,19281.0,2018.0,Dolphins,CB,Cornell Armstrong,00-0034792,0.0,2018.0,2018.0,Dolphins,22.0,209.0,0.062,0.6,8.0,3.18,187.0,28.02931822464414,2018.0,Dolphins,-0.15,43.80%,cornell armstrong,cornell armstrong,cornell armstrong,1759,Cornell Armstrong,MIA,CB,84,50351,6,0,0,0,17,0,48.5,44.4,0.0,79.9,0,0,0.0,0,0,2,133.6,7,72,50,2,2,6,0,9,2,59,2018,3729.6,MISSING,cornell armstrong
20401.0,20401.0,2018.0,Ravens,CB,Anthony Averett,00-0034265,0.0,2018.0,2018.0,Ravens,23.0,118.0,0.158,4.2,58.0,24.15,488.0,93.3488663390288,2018.0,Ravens,0.11,58.80%,anthony averett,anthony averett,anthony averett,1760,Anthony Averett,BLT,CB,73,50365,7,2,0,0,3,0,75.3,75.7,80.8,78.6,0,0,0.0,0,1,0,45.8,2,56,47,9,0,3,0,6,0,23,2018,5526.1,MISSING,anthony averett
19656.0,19656.0,2018.0,Jaguars,CB,Tre Herndon,00-0034516,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Jaguars,-0.1,31.30%,tre herndon,tre herndon,tre herndon,1761,Tre Herndon,JAX,CB,86,50380,4,0,1,0,15,0,48.6,49.7,78.4,81.5,0,0,0.0,0,0,2,142.2,6,65,51,15,1,6,0,8,1,73,2018,4274.2,MISSING,tre herndon
19460.0,19460.0,2018.0,Falcons,CB,Isaiah Oliver,00-0034357,0.0,2018.0,2018.0,Falcons,21.0,58.0,0.337,8.7,320.0,93.26,862.0,207.12427725293475,2018.0,Falcons,-0.03,43.80%,isaiah oliver,isaiah oliver,isaiah oliver,1762,Isaiah Oliver,ATL,CB,241,50393,11,2,0,0,2,0,69.6,70.0,83.3,73.6,1,0,5.0,1,5,1,101.0,19,193,184,30,3,17,0,31,3,216,2018,16870.0,MISSING,isaiah oliver
20950.0,20950.0,2018.0,Vikings,CB,Holton Hill,00-0034213,0.0,2018.0,2018.0,MISSING,21.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Vikings,0.03,53.30%,holton hill,holton hill,holton hill,1763,Holton Hill,MIN,CB,376,50414,14,5,0,0,18,0,76.5,70.7,84.8,68.3,1,0,5.6,2,3,2,67.0,16,323,213,13,6,29,1,31,1,183,2018,26583.2,MISSING,holton hill
19930.0,19930.0,2018.0,Packers,CB,Josh Jackson,00-0034751,0.0,2018.0,2018.0,Packers,22.0,45.0,0.409,10.4,450.0,131.1,995.0,254.73942485124735,2018.0,Packers,0.0,40.00%,josh jackson,josh jackson,josh jackson,1764,Josh Jackson,GB,CB,721,50417,16,4,0,0,12,0,62.0,57.4,18.1,52.9,0,0,15.1,8,11,7,112.7,44,370,444,245,10,41,1,66,4,552,2018,41385.4,MISSING,josh jackson
19289.0,19289.0,2018.0,Dolphins,CB,Jalen Davis,00-0034446,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Dolphins,-0.15,43.80%,jalen davis,jalen davis,jalen davis,1765,Jalen Davis,MIA,CB,48,50431,3,1,0,1,17,0,76.9,78.8,75.7,44.3,0,0,25.0,2,0,0,85.4,5,13,31,28,4,5,0,7,0,40,2018,3782.4,MISSING,jalen davis
19933.0,19933.0,2018.0,Packers,CB,Natrell Jamerson,00-0034398,0.0,2018.0,2018.0,Saints,22.0,164.0,0.104,2.1,26.0,8.67,314.0,54.86538617979341,2018.0,Packers,0.0,40.00%,natrell jamerson,natrell jamerson,natrell jamerson,1766,Natrell Jamerson,GB,CB,81,50440,5,0,0,0,12,0,56.2,48.9,81.8,26.8,0,0,44.4,4,1,0,158.3,4,75,56,1,1,5,0,5,1,111,2018,3960.9,MISSING,natrell jamerson
19567.0,19567.0,2018.0,Giants,CB,Grant Haley,00-0034502,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Giants,-0.04,31.30%,grant haley,grant haley,grant haley,1767,Grant Haley,NYG,CB,429,50473,10,4,0,0,21,0,70.5,69.3,84.1,70.2,0,0,11.1,4,2,0,142.3,25,13,277,380,8,28,2,33,4,297,2018,29729.699999999997,MISSING,grant haley
19746.0,19746.0,2018.0,Jets,CB,Parry Nickerson,00-0034274,0.0,2018.0,2018.0,Jets,23.0,179.0,0.088,1.6,20.0,6.21,268.0,45.19716284281021,2018.0,Jets,-0.15,25.00%,parry nickerson,parry nickerson,parry nickerson,1768,Parry Nickerson,NYJ,CB,213,50511,8,3,1,0,22,0,44.0,45.8,13.6,69.7,0,0,9.5,2,1,3,123.6,25,6,149,193,7,16,0,32,2,277,2018,9755.4,MISSING,parry nickerson
19855.0,19855.0,2018.0,Lions,CB,Mike Ford,00-0034639,0.0,2018.0,2018.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Lions,-0.06,37.50%,mike ford,mike ford,mike ford,1769,Mike Ford,DET,CB,316,50535,7,0,1,0,11,0,43.5,49.0,84.6,69.5,0,0,11.1,3,1,2,128.6,28,273,230,30,4,24,1,34,1,428,2018,15484.0,MISSING,mike ford
19366.0,19366.0,2018.0,Eagles,CB,Avonte Maddox,00-0034377,0.0,2018.0,2018.0,Eagles,22.0,125.0,0.149,3.9,47.0,20.67,457.0,86.53285920908559,2018.0,Eagles,0.01,55.60%,avonte maddox,avonte maddox,avonte maddox,1770,Avonte Maddox,PHI,CB,541,50543,10,2,0,1,24,0,60.7,63.3,84.9,62.4,2,0,13.5,5,2,0,59.9,18,174,402,109,3,30,1,33,1,218,2018,34245.299999999996,MISSING,avonte maddox
18804.0,18804.0,2018.0,Chargers,CB,Brandon Facyson,00-0034545,0.0,2018.0,2018.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Chargers,0.14,72.20%,brandon facyson,brandon facyson,brandon facyson,1771,Brandon Facyson,LAC,CB,8,50564,4,0,0,0,27,0,70.5,70.3,70.3,MISSING,0,0,MISSING,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0,2018,562.4,MISSING,brandon facyson
19276.0,19276.0,2018.0,Dolphins,CB,Minkah Fitzpatrick,00-0034789,0.0,2018.0,2018.0,Dolphins,21.0,11.0,0.777,19.3,1250.0,357.62,1737.0,519.1343265344232,2018.0,Dolphins,-0.15,43.80%,minkah fitzpatrick,minkah fitzpatrick,minkah fitzpatrick,1772,Minkah Fitzpatrick,MIA,CB,944,51206,16,7,0,0,17,0,59.2,61.9,44.3,54.4,2,1,17.5,14,5,10,69.0,35,281,537,379,19,59,3,62,1,416,2018,58433.6,MISSING,minkah fitzpatrick
18978.0,18978.0,2018.0,Colts,CB,Kenny Moore,00-0033393,1.0,2017.0,2017.0,MISSING,23.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Colts,0.11,61.10%,kenny moore,kenny moore,kenny moore,1773,Kenny Moore II,IND,CB,911,51596,15,9,1,1,14,0,68.4,71.3,65.9,60.8,3,0,12.4,11,6,3,80.7,64,230,513,590,34,69,5,88,2,520,2018,64954.3,MISSING,kenny moore
18980.0,18980.0,2018.0,Colts,CB,Corey Moore,00-0032050,3.0,2015.0,2015.0,MISSING,25.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Colts,0.11,61.10%,corey moore,kenny moore,kenny moore,1773,Kenny Moore II,IND,CB,911,51596,15,9,1,1,14,0,68.4,71.3,65.9,60.8,3,0,12.4,11,6,3,80.7,64,230,513,590,34,69,5,88,2,520,2018,64954.3,MISSING,kenny moore
20320.0,20320.0,2018.0,Rams,CB,Darious Williams,00-0034203,0.0,2018.0,2018.0,MISSING,25.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Rams,0.15,79.00%,darious williams,darious williams,darious williams,1774,Darious Williams,LA,CB,4,55724,1,0,0,0,26,0,63.6,64.1,68.0,MISSING,0,0,MISSING,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0,2018,256.4,MISSING,darious williams
18495.0,18495.0,2018.0,Browns,CB,Tavierre Thomas,00-0034488,0.0,2018.0,2018.0,MISSING,22.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2018.0,Browns,-0.03,46.70%,tavierre thomas,tavierre thomas,tavierre thomas,1775,Tavierre Thomas,CLV,CB,18,66931,2,1,0,0,8,0,54.2,57.8,81.7,29.5,0,0,33.3,1,0,0,118.8,2,17,8,0,0,1,0,2,0,25,2018,1040.4,MISSING,tavierre thomas
23737.0,23737.0,2019.0,Texans,CB,Johnathan Joseph,00-0024239,13.0,2006.0,2006.0,Bengals,35.0,24.0,0.565,14.4,740.0,237.25,1326.0,16.577196438225858,2019.0,Texans,-0.002,61.10%,johnathan joseph,johnathan joseph,johnathan joseph,1776,Johnathan Joseph,HST,CB,622,2969,14,4,2,0,13,0,65.0,64.0,86.0,37.2,1,0,19.4,12,11,3,90.1,48,535,412,44,11,46,0,78,2,627,2019,39808.0,61.62860538827258,johnathan joseph
22930.0,22930.0,2019.0,Packers,CB,Tramon Williams,00-0024061,13.0,2006.0,2006.0,MISSING,36.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Packers,0.089,77.80%,tramon williams,tramon williams,tramon williams,1777,Tramon Williams,GB,CB,761,3558,16,9,0,0,12,2,82.2,75.1,32.2,73.8,2,0,9.1,4,5,5,84.0,35,167,504,504,10,31,2,57,2,460,2019,57151.1,57.25250965250965,tramon williams
22047.0,22047.0,2019.0,Commanders,CB,Dominique Rodgers-Cromartie,00-0026156,11.0,2008.0,2008.0,Cardinals,33.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Commanders,-0.213,18.80%,dominique rodgerscromartie,dominique rodgerscromartie,dominique rodgerscromartie,1778,Dominique Rodgers-Cromartie,WAS,CB,62,4330,2,1,0,0,32,0,41.5,42.6,77.7,32.2,0,0,25.0,2,0,0,106.0,6,51,33,7,0,5,0,7,0,66,2019,2641.2000000000003,64.12603938730852,dominique rodgerscromartie
,,,,,,,,,,,,,,,,,,,,Rams,,,,,,1779,Aqib Talib,LA,CB,334,4334,5,2,2,0,26,0,55.8,55.4,82.7,33.2,0,0,27.8,5,2,2,112.2,13,263,205,22,2,11,0,25,3,163,2019,18503.6,58.08591954022988,aqib talib
23362.0,23362.0,2019.0,Ravens,CB,Brandon Carr,00-0026280,11.0,2008.0,2008.0,Chiefs,33.0,140.0,0.132,3.1,36.0,14.8,398.0,5.9981413171901625,2019.0,Ravens,0.292,82.40%,brandon carr,brandon carr,brandon carr,1780,Brandon Carr,BLT,CB,748,4454,16,2,1,0,3,0,66.8,67.3,86.2,53.8,0,0,16.4,9,4,3,95.8,36,206,493,266,16,44,2,58,3,344,2019,50340.4,53.42521808088818,brandon carr
22343.0,22343.0,2019.0,Eagles,CB,Orlando Scandrick,00-0026283,11.0,2008.0,2008.0,Cowboys,32.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019.0,Eagles,0.035,52.90%,orlando scandrick,orlando scandrick,orlando scandrick,1781,Orlando Scandrick,PHI,CB,83,4457,3,0,0,2,24,1,64.3,91.7,78.2,56.4,0,0,16.7,1,0,0,61.5,2,1,56,69,5,5,0,4,0,17,2019,7611.1,55.755087319665904,orlando scandrick
23109.0,23109.0,2019.0,Patriots,CB,Jason McCourty,00-0027136,10.0,2009.0,2009.0,Titans,32.0,203.0,0.066,0.8,10.0,3.64,202.0,3.447703068706577,2019.0,Patriots,0.227,70.60%,jason mccourty,jason mccourty,jason mccourty,1782,Jason McCourty,NE,CB,474,5127,12,2,0,0,19,0,77.6,73.8,15.7,78.3,1,0,5.0,2,3,4,63.3,28,262,330,157,20,36,0,49,0,260,2019,34981.2,59.74988115449915,jason mccourty
