,position,weighted_avg_grades,Team
0,DB,62.44412751677853,Cardinals
1,DL,55.188249670990785,Cardinals
2,LB,69.53350785340314,Cardinals
3,DB,65.77515382983238,Falcons
4,DL,64.68503184713376,Falcons
5,LB,59.99390288426432,Falcons
6,DB,75.2889159333458,Ravens
7,DL,70.14814740233588,Ravens
8,LB,69.76117391304346,Ravens
9,DB,62.27560744115414,Bills
10,DL,61.6114918941104,Bills
11,LB,61.6224584103512,Bills
12,DB,62.775322673858604,Panthers
13,DL,62.731534221405596,Panthers
14,LB,69.65333572453372,Panthers
15,DB,68.10760951661632,Bears
16,DL,65.98960406989605,Bears
17,LB,72.81730901582932,Bears
18,DB,65.69308951732937,Bengals
19,DL,60.69979623025981,Bengals
20,LB,63.68315425940138,Bengals
21,DB,63.66357903035081,Browns
22,DL,61.465446841294295,Browns
23,LB,76.25751995089011,Browns
24,DB,57.74039720646006,Cowboys
25,DL,71.50502371711944,Cowboys
26,LB,72.76065411298315,Cowboys
27,DB,67.4957032027054,Broncos
28,DL,59.1069705687099,Broncos
29,LB,63.69818109924872,Broncos
30,DB,61.08197741415073,Lions
31,DL,66.90041734291677,Lions
32,LB,57.688078034682086,Lions
33,DB,67.35601700457816,Packers
34,DL,63.74939825958156,Packers
35,LB,71.94465408805031,Packers
36,DB,53.35394059405941,Texans
37,DL,60.977710843373494,Texans
38,LB,56.31513056835638,Texans
39,DB,66.01532773780976,Colts
40,DL,60.01969731194941,Colts
41,LB,61.32047930283225,Colts
42,DB,52.875892206846316,Jaguars
43,DL,59.49670442842431,Jaguars
44,LB,62.35410101010102,Jaguars
45,DB,69.35972752043597,Chiefs
46,DL,70.00080413555428,Chiefs
47,LB,80.12059471365639,Chiefs
48,DB,68.81201207677377,Dolphins
49,DL,70.61492175446331,Dolphins
50,LB,74.48870772946862,Dolphins
51,DB,62.05787375415282,Vikings
52,DL,71.2995985950828,Vikings
53,LB,69.3640562248996,Vikings
54,DB,63.32924908424908,Patriots
55,DL,64.23448345849401,Patriots
56,LB,71.05831889081455,Patriots
57,DB,66.92147321428571,Saints
58,DL,61.940093642188266,Saints
59,LB,52.33590169378944,Saints
60,DB,62.812888978116845,Giants
61,DL,76.42457212713937,Giants
62,LB,70.09242728184554,Giants
63,DB,66.816,Jets
64,DL,67.76456927352125,Jets
65,LB,73.30974539069359,Jets
66,DB,65.95499797652772,Raiders
67,DL,68.43464535464535,Raiders
68,LB,65.45139135583186,Raiders
69,DB,64.12223759636291,Eagles
70,DL,70.4668776848293,Eagles
71,LB,48.91335779816514,Eagles
72,DB,65.93517318021856,Steelers
73,DL,69.33773798303487,Steelers
74,LB,84.01521915584415,Steelers
75,DB,71.36127272727272,SD
76,DL,63.26337457817773,SD
77,LB,70.54876120189773,SD
78,DB,63.29136899675269,Seahawks
79,DL,67.78198422581984,Seahawks
80,LB,65.99869894099848,Seahawks
81,DB,63.65775505764629,49ers
82,DL,67.60487462387161,49ers
83,LB,86.10865865865865,49ers
84,DB,62.08210325047801,SL
85,DL,64.59249411764705,SL
86,LB,63.89312657166806,SL
87,DB,65.72095089980004,Buccaneers
88,DL,55.504641350210974,Buccaneers
89,LB,65.05767372723894,Buccaneers
90,DB,65.13323397913562,Titans
91,DL,62.672841611596674,Titans
92,LB,65.99540385265293,Titans
93,DB,61.54890847186061,Commanders
94,DL,58.78511534603811,Commanders
95,LB,61.332238095238104,Commanders
0,OL,64.12049316203895,Cardinals
1,OL,75.98891833692231,Falcons
2,OL,78.01370629370629,Ravens
3,OL,66.43816355810617,Bills
4,OL,73.98007678318852,Panthers
5,OL,62.566326902075,Bears
6,OL,76.25439006836991,Bengals
7,OL,70.85236409081442,Browns
8,OL,72.14391879307134,Cowboys
9,OL,70.08001876172608,Broncos
10,OL,69.94939476061428,Lions
11,OL,75.68159357628166,Packers
12,OL,81.7401947930324,Texans
13,OL,71.24327445652175,Colts
14,OL,69.34784233140296,Jaguars
15,OL,75.8662543554007,Chiefs
16,OL,72.41411065725957,Dolphins
17,OL,71.03085725368503,Vikings
18,OL,75.71579231045634,Patriots
19,OL,73.57188235294117,Saints
20,OL,72.53840523882897,Giants
21,OL,78.29479053949606,Jets
22,OL,67.4141384388807,Raiders
23,OL,71.06748777078965,Eagles
24,OL,63.938716389244554,Steelers
25,OL,70.77426552621793,SD
26,OL,67.45952338923213,Seahawks
27,OL,74.73324538258575,49ers
28,OL,67.0402191780822,SL
29,OL,62.96325955734406,Buccaneers
30,OL,64.91502623294858,Titans
31,OL,65.69705826170009,Commanders
0,RB/FB,58.459195402298846,Cardinals
1,RB/FB,61.270669291338585,Falcons
2,RB/FB,66.26629834254143,Ravens
3,RB/FB,63.859228650137744,Bills
4,RB/FB,60.92813186813188,Panthers
5,RB/FB,71.23097165991902,Bears
6,RB/FB,59.96710816777043,Bengals
7,RB/FB,70.18857142857144,Browns
8,RB/FB,61.95181818181818,Cowboys
9,RB/FB,60.62948717948718,Broncos
10,RB/FB,60.06932367149758,Lions
11,RB/FB,67.53771760154739,Packers
12,RB/FB,73.31419491525425,Texans
13,RB/FB,59.61008771929825,Colts
14,RB/FB,68.09171842650103,Jaguars
15,RB/FB,67.91206293706293,Chiefs
16,RB/FB,59.601184834123224,Dolphins
17,RB/FB,78.72545871559633,Vikings
18,RB/FB,67.37398720682302,Patriots
19,RB/FB,65.1010060362173,Saints
20,RB/FB,72.93861386138614,Giants
21,RB/FB,60.277870216306155,Jets
22,RB/FB,68.08930131004367,Raiders
23,RB/FB,63.15269607843137,Eagles
24,RB/FB,74.38972972972974,Steelers
25,RB/FB,61.990744466800805,SD
26,RB/FB,69.42155555555556,Seahawks
27,RB/FB,62.17139423076923,49ers
28,RB/FB,61.18979591836735,SL
29,RB/FB,75.9375,Buccaneers
30,RB/FB,73.16267942583733,Titans
31,RB/FB,67.98213333333334,Commanders
0,TE,62.63937823834197,Cardinals
1,WR,64.17727044656297,Cardinals
2,TE,71.24263473053892,Falcons
3,WR,71.34411764705882,Falcons
4,TE,70.83128834355828,Ravens
5,WR,71.49441069258809,Ravens
6,TE,61.051311953352766,Bills
7,WR,68.35898095728255,Bills
8,TE,60.32904509283819,Panthers
9,WR,63.29209597741708,Panthers
10,TE,67.76816269284713,Bears
11,WR,67.96776577600909,Bears
12,TE,63.51573208722741,Bengals
13,WR,69.2762629005975,Bengals
14,TE,74.77631578947368,Browns
15,WR,61.30698388334613,Browns
16,TE,87.06926770708283,Cowboys
17,WR,66.04377630787732,Cowboys
18,TE,60.977951635846374,Broncos
19,WR,76.85175631174533,Broncos
20,TE,66.39780941949617,Lions
21,WR,65.96726677577742,Lions
22,TE,62.25820433436533,Packers
23,WR,68.64671381031614,Packers
24,TE,71.4809187279152,Texans
25,WR,71.37261978842564,Texans
26,TE,71.85442739079102,Colts
27,WR,71.44454416627303,Colts
28,TE,81.86470588235294,Jaguars
29,WR,67.7916068866571,Jaguars
30,TE,75.51574803149606,Chiefs
31,WR,66.422143364088,Chiefs
32,TE,78.89214659685864,Dolphins
33,WR,72.3964856230032,Dolphins
34,TE,65.21418826739426,Vikings
35,WR,65.93873489694386,Vikings
36,TE,78.26249999999999,Patriots
37,WR,70.89752236751549,Patriots
38,TE,68.19384775808133,Saints
39,WR,71.19523084728564,Saints
40,TE,67.53984375,Giants
41,WR,73.64841897233202,Giants
42,TE,65.19825970548862,Jets
43,WR,69.60777977259126,Jets
44,TE,76.04544095665172,Raiders
45,WR,58.46465573770491,Raiders
46,TE,62.584210526315786,Eagles
47,WR,66.38013371537727,Eagles
48,TE,75.02831594634873,Steelers
49,WR,74.11106639839035,Steelers
50,TE,78.10574098798398,SD
51,WR,72.8751202749141,SD
52,TE,58.89449003516999,Seahawks
53,WR,71.02229488703924,Seahawks
54,TE,76.17739463601532,49ers
55,WR,62.29367897727273,49ers
56,TE,60.60477528089888,SL
57,WR,65.83057110862262,SL
58,TE,73.66144414168939,Buccaneers
59,WR,69.69233378561736,Buccaneers
60,TE,65.69082278481012,Titans
61,WR,67.3386211104332,Titans
62,TE,66.94363207547168,Commanders
63,WR,65.93425287356321,Commanders
0,QB,48.626718749999995,Cardinals
1,QB,83.33762376237623,Falcons
2,QB,73.2,Ravens
3,QB,66.37412199630315,Bills
4,QB,56.76549912434326,Panthers
5,QB,64.01666666666667,Bears
6,QB,71.89696969696969,Bengals
7,QB,66.7036231884058,Browns
8,QB,71.24567164179105,Cowboys
9,QB,68.86720827178729,Broncos
10,QB,76.45356643356644,Lions
11,QB,87.66683107274967,Packers
12,QB,84.5,Texans
13,QB,90.2,Colts
14,QB,67.4606973058637,Jaguars
15,QB,67.22867012089809,Chiefs
16,QB,68.31809672386895,Dolphins
17,QB,56.856375838926176,Vikings
18,QB,86.31650485436893,Patriots
19,QB,86.85032010243276,Saints
20,QB,81.1,Giants
21,QB,71.42155425219943,Jets
22,QB,63.85032786885245,Raiders
23,QB,72.16190476190476,Eagles
24,QB,78.76578560939794,Steelers
25,QB,91.54502446982055,SD
26,QB,71.07924263674614,Seahawks
27,QB,63.369932432432435,49ers
28,QB,65.1,SL
29,QB,77.83016949152542,Buccaneers
30,QB,65.3256880733945,Titans
31,QB,65.09173789173789,Commanders
