Team,Year,Cap_Space,adjusted_value,Net EPA,Win %,franchise_id,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,drop_rate,grades_offense,grades_pass_block,grades_pass_route,inline_rate,pass_block_rate,route_rate,slot_rate,targeted_qb_rating,wide_rate,yards_after_catch_per_reception,yards_per_reception,yprr,weighted_grade,weighted_average_grade,touchdowns,yards,receptions,first_downs,targets
Bears,2020,5.0972643794147325,276.3834112879798,-0.032,47.10%,6.0,7.1169318181818175,2.7636363636363637,65.99681818181818,59.168068181818185,5.020681818181818,60.69795454545454,58.56852272727273,60.197045454545446,45.13488636363636,15.517954545454545,81.67090909090908,37.25806818181818,89.485,16.828750000000003,4.421022727272727,8.617386363636363,1.0103749999999998,21988.19,,4.786363636363636,326.1852272727273,36.523863636363636,20.875,53.70227272727273
Bears,2021,4.997655890410959,311.1093421595607,-0.119,35.30%,6.0,8.198845265588915,5.0392609699769055,69.91154734411086,41.61651270207852,6.321016166281755,63.84122401847575,50.20565819861432,63.55808314087759,40.83879907621247,12.782101616628175,82.36778290993071,41.87794457274827,95.43060046189376,15.194226327944573,3.842378752886836,10.284411085450346,1.1426905311778293,27891.19203233256,,0.6662817551963048,450.08891454965357,43.86836027713626,21.691685912240185,64.90646651270208
Bears,2022,2.201272334293948,219.71257437163905,-0.162,17.70%,6.0,8.098073555166375,5.306479859894921,69.63660245183888,35.15228873239437,3.3785211267605635,65.87670753064798,68.3230633802817,64.42346760070053,47.175131348511385,13.105604203152364,82.39562171628722,39.65989492119089,93.99859894921191,11.937653239929947,5.522887323943662,10.411971830985916,1.1871978984238178,30559.24483362522,,6.190893169877408,483.98949211908933,44.66199649737303,23.989492119089316,61.91243432574431
Bears,2023,5.507819395017794,199.10270868694755,0.0,41.20%,6.0,7.0193877551020405,4.718112244897959,78.45102040816326,32.794713656387664,2.7826530612244897,68.675,63.79426020408163,70.89438775510203,46.714158163265296,17.146428571428572,78.87793367346939,40.46096938775511,100.56505102040816,11.138265306122449,4.73469387755102,9.562372448979593,1.3358801020408162,26831.94336734694,,3.9808673469387754,490.5357142857143,49.858418367346935,24.721938775510203,60.97576530612245
Bears,2024,7.782266249021143,259.45881708395007,-0.08766408568,29.40%,6.0,6.055555555555555,2.6009557945041815,83.67335722819594,87.5,3.3620071684587813,56.714814814814815,73.11218637992833,53.79354838709678,39.2752688172043,15.283273596176823,77.87550776583033,47.83620071684588,108.19605734767026,9.925089605734765,3.9346475507765835,8.561768219832736,0.7458303464755079,30538.04097968937,,3.044205495818399,366.6188769414576,37.12066905615293,19.265232974910393,43.84468339307049
Bengals,2010,2.069918699186992,522.0676741872965,-0.06,25.00%,7.0,3.0869932432432434,7.773648648648648,74.79983108108108,,9.008952702702704,64.68260135135135,61.522804054054056,55.60337837837837,65.28344594594596,20.03260135135135,75.30118243243244,11.70945945945946,85.61655405405405,3.1136824324324324,6.2628378378378375,7.832601351351351,0.9797466216216216,20389.25456081081,,2.7094594594594597,331.9408783783784,38.070945945945944,17.719594594594593,54.65033783783784
Bengals,2011,2.177570093457944,366.15706194453566,0.0,52.90%,7.0,7.730769230769229,6.9171597633136095,70.37485207100592,,7.375739644970414,73.3224852071006,64.01656804733727,74.98491124260356,73.49940828402367,18.745266272189347,77.2284023668639,18.895266272189346,105.94526627218934,5.394674556213018,4.47603550295858,10.878994082840237,1.4888757396449703,35108.56686390533,,4.9171597633136095,553.387573964497,52.15680473372781,28.12721893491124,77.10355029585799
Bengals,2012,2.1778606965174125,459.5887147261474,0.06,58.80%,7.0,7.0,12.0,66.7,,13.2,65.1,61.4,62.4,64.4,18.3,78.5,24.7,101.6,8.4,6.5,11.3,1.46,41338.5,,5.0,744.0,66.0,34.0,99.0
Bengals,2013,3.5743050161812295,715.5604868642379,0.14,64.70%,7.0,6.6097077244258875,11.58455114822547,71.2813152400835,,7.1768267223382045,62.78016701461378,69.75146137787056,61.46920668058455,58.48089770354907,21.258246346555325,76.45897703549062,23.96732776617954,101.93987473903968,10.886847599164925,5.584864300626305,10.025991649269312,1.2455427974947808,27730.91002087683,,3.643006263048017,460.3956158663883,44.47599164926931,24.021920668058456,60.855949895615865
Bengals,2014,5.84972030075188,641.7876657844062,0.01,62.50%,7.0,4.2928838951310855,9.569288389513108,80.05992509363296,,3.104119850187266,67.01610486891387,76.5,61.10262172284644,76.0632958801498,22.642696629213486,72.83295880149814,14.44756554307116,99.79588014981275,4.78501872659176,3.950187265917604,7.131460674157305,1.2684269662921348,28003.666666666668,,4.344569288389513,403.4719101123595,54.62546816479401,21.116104868913858,67.89887640449439
Bengals,2015,2.3288463149078726,522.449529723476,0.12,70.60%,7.0,7.610407239819006,5.389140271493213,77.21447963800904,,11.02579185520362,80.19592760180996,72.64977375565611,81.37526395173454,71.25656108597285,18.604374057315233,76.36500754147814,13.569683257918554,137.67511312217195,9.86395173453997,5.220965309200603,11.587330316742081,1.4917797888386124,33137.96334841629,,9.754147812971343,523.9321266968326,44.40874811463047,30.995475113122172,58.30920060331825
Bengals,2016,2.5230521027886907,472.7318835290912,0.04,40.00%,7.0,8.23603473227207,1.1287988422575976,73.92793053545586,66.7,9.856295224312591,68.39001447178003,59.93227206946454,67.49131693198264,56.22026049204053,16.788133140376264,79.20882778581766,28.406078147612153,94.4506512301013,10.891895803183791,4.093777134587555,10.988133140376265,1.2257597684515196,16763.738205499278,,2.3227206946454415,262.9956584659913,23.04052098408104,14.924746743849493,31.917510853835022
Bengals,2017,4.241038323353293,165.5420741639482,-0.08,43.80%,7.0,8.11925566343042,3.1407766990291264,72.06035598705502,67.42127659574469,9.961650485436891,61.94708737864077,68.38802588996764,61.95453074433657,48.99498381877022,18.303721682847893,77.92783171521036,38.864077669902905,124.89595469255663,4.428964401294499,4.507201309328968,9.737152209492635,1.0442880258899676,22249.51343042071,,5.393203883495145,320.59546925566343,33.310679611650485,18.294498381877023,46.59870550161812
Bengals,2018,4.768099887133183,44.47614435848701,-0.12,37.50%,7.0,7.894620689655173,2.3655172413793104,69.51848275862069,47.111724137931034,8.42606896551724,59.313655172413796,55.76386206896552,57.02731034482759,46.30137931034483,11.782068965517242,80.7983448275862,40.452,99.52096551724138,9.54951724137931,4.32896551724138,10.045103448275862,1.0875862068965518,22663.212137931034,,2.362758620689655,344.0537931034483,33.466206896551725,16.907586206896553,48.5848275862069
Bengals,2019,6.283453241232731,196.18598360093864,-0.193,12.50%,7.0,6.5823458282950424,0.7908101571946796,72.47811366384522,44.32865779927449,6.921765417170496,58.04667472793229,68.7037484885127,59.51342200725514,50.97255139056832,15.909673518742443,79.30798065296251,30.649093107617894,100.14522370012092,16.707255139056834,3.4928657799274485,9.22950423216445,1.0620918984280532,19913.165417170494,,2.311970979443773,313.42684401451027,32.32285368802902,16.737605804111247,45.36638452237001
Bengals,2020,5.05021897073663,246.6567146376049,-0.139,26.70%,7.0,5.188472622478386,4.435158501440922,74.46873198847263,42.15226939970717,10.669884726224783,59.7335734870317,73.93011527377521,52.98818443804035,68.1386167146974,16.820028818443802,79.28198847262249,14.30749279538905,95.22550432276657,14.57449567723343,4.539238653001464,9.204538799414347,0.8619452449567724,24461.85144092219,,0.8429394812680115,274.4884726224784,31.103746397694525,12.873198847262248,40.5835734870317
Bengals,2021,4.647112328767123,218.29427929242527,0.077,61.90%,7.0,4.008628005657709,7.33946251768034,77.77680339462518,43.08500707213578,7.243422913719944,60.352758132956154,67.8111739745403,56.07524752475247,61.735502121640735,12.599009900990099,82.93592644978784,20.02263083451202,109.85912305516267,13.621640735502123,6.205091937765205,9.177086280056578,0.9451626591230552,24191.224611032532,,3.521923620933522,367.3451202263083,37.29137199434229,17.613861386138613,47.27581329561528
Bengals,2022,3.5182367915465895,518.3158802120696,0.124,73.70%,7.0,5.450881953867029,3.1601085481682496,82.89497964721846,66.7,2.0934871099050203,60.084124830393485,46.18887381275441,60.58805970149254,60.81017639077341,8.636906377204884,85.86200814111263,21.101085481682496,100.07340569877883,16.227272727272723,3.5598371777476254,7.380461329715061,0.8366214382632293,20066.87082767978,,1.462686567164179,280.27679782903664,35.25644504748983,16.131614654002714,43.10040705563094
Bengals,2023,1.9593950177935942,310.101919371377,-0.04,52.90%,7.0,3.531357048748353,2.7154150197628457,78.00289855072464,58.49508928571428,7.203820816864295,57.593807641633724,59.20368906455864,55.76534914361002,47.072463768115945,11.151251646903821,84.8931488801054,27.74874835309618,89.65678524374177,16.117127799736497,4.888405797101449,7.451383399209487,0.9644795783926218,12261.150856389986,,1.1409749670619236,195.13438735177866,24.6034255599473,10.7167325428195,31.66403162055336
Bengals,2024,4.205119812059515,344.593422592615,0.04236154557,52.90%,7.0,4.892954784437434,3.2008412197686646,85.57423764458464,60.046126340882,2.7608832807570978,62.905047318611985,58.25783385909568,62.984752891692956,33.915457413249214,12.003995793901156,83.64952681388013,41.52260778128286,104.94447949526814,15.220715036803366,4.099894847528917,8.21850683491062,1.2479284963196635,20429.560778128292,,1.3186119873817035,378.0725552050473,40.62776025236593,21.995793901156677,49.68454258675079
Bills,2010,1.3797219512195122,86.88453478582606,-0.19,25.00%,4.0,2.84006734006734,0.44107744107744107,88.52289562289562,,0.0,61.338047138047145,47.85016835016835,50.23232323232323,81.48383838383839,30.932996632996634,66.15925925925926,12.383501683501684,99.51447811447811,2.9104377104377104,5.218855218855219,7.704040404040406,0.874915824915825,7863.5367003367,,0.4713804713804714,71.41750841750842,8.855218855218855,3.265993265993266,9.855218855218855
Bills,2011,2.0443464174454826,160.17786505464016,-0.06,37.50%,4.0,5.438120104438641,1.4725848563968669,87.36553524804178,,0.0,72.66057441253264,49.863736263736264,71.98146214099216,39.610966057441246,15.800522193211489,80.5639686684073,55.30861618798956,128.1462140992167,2.772845953002611,3.932707774798928,9.145040214477211,1.4285117493472586,16195.038120104435,,4.417754569190601,292.0704960835509,28.971279373368148,19.368146214099216,32.76762402088773
Bills,2012,2.44980679933665,94.10010698458166,-0.09,37.50%,4.0,8.615846994535518,0.0,67.93879781420765,,8.638251366120219,73.75901639344264,70.46939890710382,71.41748633879781,37.043169398907104,18.437158469945356,79.4032786885246,58.35846994535519,106.59344262295083,1.9934426229508195,4.040983606557377,11.606010928961748,1.2198907103825136,28929.988524590164,,5.3224043715847,476.4754098360656,36.39344262295082,31.240437158469945,58.81967213114754
Bills,2013,3.342773462783171,195.3464196443789,0.02,37.50%,4.0,7.390870786516854,3.2612359550561796,64.95744382022471,,10.917696629213482,64.88974719101124,48.66699438202247,60.97233146067416,92.05463483146066,12.163061797752807,82.71109550561798,5.26811797752809,90.70856741573034,1.646067415730337,6.53061797752809,12.975000000000001,1.3042275280898878,29024.892556179777,,1.5660112359550562,518.7865168539325,41.741573033707866,20.839887640449437,62.51123595505618
Bills,2014,2.4608263157894736,85.87942590947338,0.05,56.30%,4.0,6.187220843672457,1.4081885856079404,75.2485111662531,,9.28349875930521,61.311414392059554,71.1939205955335,57.36141439205956,78.92493796526055,11.038833746898263,84.21017369727046,17.31439205955335,100.3909429280397,2.6517369727047146,4.310669975186104,9.911786600496278,1.0335607940446652,23315.726550868487,,2.232009925558313,351.03722084367246,33.578163771712155,19.031017369727046,47.220843672456574
Bills,2015,4.261522194304858,86.57762733039729,0.02,50.00%,4.0,7.882962962962963,11.291851851851852,65.89807407407407,,5.735555555555556,69.18725925925926,67.2317037037037,65.72385185185185,62.017037037037035,13.87674074074074,80.63555555555556,29.78933333333334,89.04133333333334,6.861037037037037,5.565333333333332,11.732592592592592,1.2904740740740739,24679.682074074073,,1.9333333333333333,388.2785185185185,36.66074074074074,19.285925925925927,54.37481481481481
Bills,2016,4.955975397694338,16.322628695332078,0.03,43.80%,4.0,8.736401673640167,4.076708507670851,69.74225941422594,75.0,10.474198047419804,67.67642956764296,66.1329149232915,58.62496513249651,70.46429567642956,15.066248256624826,79.31269177126917,22.996094839609484,102.42635983263598,4.6442119944212,3.9456066945606696,10.6278940027894,1.16092050209205,27704.18549511855,,2.789400278940028,417.905160390516,42.350069735006976,16.79358437935844,60.2510460251046
Bills,2017,6.7862275449101785,114.9924842376652,-0.07,52.90%,4.0,8.53961038961039,2.448051948051948,68.28038961038962,59.79220779220779,8.796363636363637,65.2422077922078,49.3387012987013,66.50844155844156,81.63051948051948,12.700129870129869,83.53831168831168,13.087012987012985,95.55584415584416,5.174155844155844,5.228571428571429,12.023506493506494,1.536792207792208,20601.39701298701,,1.8753246753246753,422.2090909090909,35.714285714285715,20.61948051948052,52.467532467532465
Bills,2018,5.706546275395034,74.26363753679986,-0.05,37.50%,4.0,8.84089552238806,1.9850746268656716,68.30417910447761,41.73298507462686,8.319402985074626,53.90104477611941,57.63164179104477,54.407164179104484,44.31835820895523,13.696417910447762,80.14388059701493,46.439104477611934,72.20044776119403,7.172835820895522,4.135522388059702,9.18686567164179,0.9378955223880597,12681.401044776117,,0.6567164179104478,181.95671641791046,19.085074626865673,8.677611940298508,28.340298507462688
Bills,2019,5.434160998937301,249.70296628185224,0.061,58.80%,4.0,9.34,3.2375,59.815694444444446,48.61236111111111,16.766666666666666,60.24111111111111,58.822916666666664,56.74694444444445,66.36680555555556,19.400694444444444,76.96847222222222,23.267222222222223,96.40833333333333,10.088611111111112,4.639166666666666,12.450277777777778,1.031097222222222,15331.943611111112,,1.4277777777777778,234.21666666666667,17.366666666666667,9.623611111111112,31.231944444444444
Bills,2020,5.05660141271443,208.37222443130239,0.134,79.00%,4.0,8.118577981651377,1.1422018348623852,60.25481651376146,25.9375,8.723394495412844,64.39701834862385,70.20779816513762,60.24495412844036,46.137614678899084,19.059174311926604,76.42912844036697,25.481422018348624,96.26215596330276,6.611238532110092,5.770642201834862,10.968119266055046,1.0466513761467888,11909.047935779818,,2.8807339449541285,205.49770642201835,17.89908256880734,11.139908256880734,31.678899082568808
Bills,2021,1.1191183561643834,116.74391575448075,0.202,63.20%,4.0,7.524553571428571,8.050595238095237,70.16964285714286,42.90967261904762,9.436458333333334,58.891071428571436,49.483333333333334,59.27232142857143,39.32991071428571,9.00610119047619,85.0108630952381,40.120982142857144,117.09776785714287,12.120238095238097,5.020238095238095,10.615922619047618,1.0079464285714284,28311.373214285715,,7.440476190476191,481.14732142857144,41.20238095238095,25.541666666666668,59.498511904761905
Bills,2022,2.162147454370797,153.13928853518502,0.156,77.80%,4.0,7.863298662704309,2.930163447251114,78.1849925705795,52.74156441717791,6.885884101040118,59.79316493313521,62.172659732540865,58.72005943536404,33.971322436849924,7.907578008915305,87.4658246656761,44.21664190193165,116.01352154531948,13.882317979197621,4.6777117384843985,10.610549777117386,0.9507578008915305,25192.609212481428,,4.631500742942051,398.78751857355127,37.083209509658246,19.762258543833582,49.77265973254086
Bills,2023,4.545719306049823,586.2297022174852,0.19,63.20%,4.0,7.293516483516483,6.3,73.59010989010989,40.20967032967033,9.907912087912088,63.08208791208791,57.96153846153846,64.17164835164834,27.70131868131868,4.429010989010989,90.08857142857141,51.45274725274725,93.71483516483516,18.069450549450547,4.208571428571429,9.406263736263737,1.1778461538461538,28038.792197802195,,2.8593406593406594,531.7274725274725,56.464835164835165,25.352747252747253,73.13076923076923
Bills,2024,4.69443852779953,426.4122123736324,0.1922816216,75.00%,4.0,9.504988399071925,3.3874709976798143,66.62192575406033,44.43674197384066,6.4433874709976795,62.712645011600934,66.3807372175981,61.97888631090487,38.93143851508121,4.355220417633411,89.44257540603249,45.69048723897912,95.36194895591647,14.36658932714617,5.033874709976798,11.457308584686777,1.1747331786542923,21672.924245939677,,1.3990719257540603,385.2853828306265,33.50696055684455,17.24477958236659,51.928074245939676
Broncos,2010,7.071138211382113,261.8020903694801,-0.13,25.00%,10.0,6.045803698435279,0.7268847795163584,54.36714082503556,,12.62076813655761,60.977951635846374,80.67766714082504,37.83072546230441,75.84765291607397,40.58122332859174,56.94452347083926,9.493741109530584,66.55889046941678,1.6061166429587483,3.5829302987197726,8.456045519203414,0.48978662873399714,23857.16998577525,,0.0,124.90327169274538,14.761024182076813,4.236130867709815,27.992887624466572
Broncos,2011,1.152428660436137,154.1975893096811,-0.09,50.00%,10.0,10.445701357466064,0.13574660633484162,59.22171945701358,,6.787330316742081,62.95022624434389,75.63257918552036,60.93846153846154,70.06289592760182,31.005429864253394,65.6027149321267,14.293212669683259,83.65882352941176,8.31131221719457,4.509954751131222,11.923076923076923,0.8874660633484163,5662.651583710407,,0.0,67.710407239819,4.719457013574661,2.723981900452489,8.117647058823529
