Team,Year,Cap_Space,adjusted_value,Net EPA,Win %,franchise_id,age,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_defense,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,weighted_grade,weighted_average_grade
49ers,2020,13.963021695257316,1828.2195765063027,0.025,37.50%,28.0,27.48165529010239,13.47184300341297,6.548634812286689,0.47994880546075086,0.41766211604095566,0.18899317406143346,0.5656996587030717,67.66096416382253,70.56002559726963,61.33105802047782,69.47299488054608,52.218008658008664,5.966723549488054,23.11348122866894,15.396450216450217,6.530716723549488,1.8455631399317407,4.825085324232082,2344.0,338.7662116040956,203.67192832764505,550.4829351535836,451.14846416382255,63.583191126279864,21.38566552901024,23.93003412969283,1.256825938566553,33.90529010238908,38900.32436006826,0.0
49ers,2021,21.13942136986301,1408.2611639000413,0.081,60.00%,28.0,24.66680637049455,15.756077116512992,5.625733445096396,1.242246437552389,0.2766135792120704,1.7502095557418273,0.0,74.22489522212908,64.32774518021793,77.69295892707461,59.044509639564126,58.92481139983236,9.9233025984912,26.041911148365465,12.43612740989103,3.093880972338642,1.6810561609388097,8.612740989103102,2386.0,348.8256496227997,197.50963956412406,542.6064543168483,502.6948868398994,22.05616093880972,22.422045264040236,19.484911986588433,3.865046102263202,44.577954735959764,43294.29639564124,0.0
49ers,2022,16.81667050912584,1273.7800318003087,0.196,75.00%,28.0,24.835250616269516,15.071076417419885,5.512325390304026,0.6470829909613804,1.2243221035332785,1.1589975349219392,0.31183237469186526,74.53529170090385,54.241372226787185,74.59663105998357,65.48410024650781,56.38911257189811,14.004519309778143,30.3442892358258,12.697534921939194,2.9593262119967134,3.919063270336894,8.820870994248152,2434.0,377.65365653245686,167.76746096959738,544.4979457682826,465.33730484798684,39.55012325390304,21.6392769104355,16.013968775677895,1.900986031224322,53.1696795398521,42483.936770747736,0.0
49ers,2023,12.886697953736654,2039.2914120714727,0.26,70.00%,28.0,25.43808,18.10048,6.41024,1.48608,0.76832,0.8048,0.47776,72.928256,58.86457600000001,74.01324799999999,62.611391999999995,47.03350399999999,14.99776,45.56416,22.306016,7.98144,4.0544,9.8048,3125.0,492.46016,249.19264,743.296,729.72576,9.90592,26.76832,21.68448,6.28704,70.36672,58517.95929599999,0.0
49ers,2024,15.37735982772122,1066.6768486692122,0.02174647007,35.30%,28.0,27.297946701616425,14.584534731323723,7.608125819134994,0.39405854084753167,0.8304936653560506,0.763652249890782,0.30275229357798167,64.80069899519441,64.14263870685889,66.8881607688947,60.05408475316733,48.766754041065965,7.460463084316295,25.90607252075142,16.955002184359984,6.568370467453036,2.6994320664045435,7.162516382699869,2289.0,312.02359108781127,209.80297072957623,522.388379204893,490.44910441240717,18.243774574049805,22.398864132809088,23.252512013979903,3.455220620358235,40.52905198776758,36008.658977719526,0.0
Bears,2010,13.970189430894308,173.7636235560773,0.02,66.70%,6.0,29.519819367787257,18.0,7.321625689914701,4.5594581033617665,0.0,2.9603612644254893,0.0,76.42809834420473,43.144505770195686,71.96954340190666,73.15233316608129,66.53271450075265,11.079277471149021,38.317109884596086,5.406121424987456,2.599096838936277,5.039638735574511,9.440541896638234,1993.0,621.4756648268941,353.27295534370296,996.0260913196187,1.0,989.8675363773207,35.237832413447066,31.356748620170595,5.5594581033617665,58.83692925238334,76706.19548419467,0.0
Bears,2011,6.029767808930426,215.17741783751705,-0.07,50.00%,6.0,30.492230854605992,16.0,2.5077691453940067,1.47669256381798,0.49223085460599336,1.9689234184239734,2.0,68.4850166481687,64.15493895671476,64.8772475027747,65.546115427303,56.466315205327405,6.52330743618202,42.33684794672586,9.21503884572697,3.0,2.5077691453940067,8.445615982241954,1802.0,577.7563817980022,307.06215316315206,900.7097669256382,1.4922308546059933,885.9273029966704,32.554384017758046,29.124306326304108,6.0,57.30577136514983,61616.32297447281,0.0
Bears,2012,12.498617744610284,108.29557044231653,0.09,62.50%,6.0,31.523745819397995,16.0,3.9050167224080266,1.0474916387959867,0.0,1.0,2.0949832775919734,75.44775919732442,43.56200668896321,76.58100334448162,64.68140468227425,71.32742474916388,6.047491638795987,37.0,4.6525083612040135,1.4762541806020066,4.0,11.094983277591973,1495.0,489.4260869565217,251.1411371237458,747.6622073578595,2.0474916387959867,591.7939799331103,30.0,25.42876254180602,3.5237458193979934,54.14247491638796,56485.43946488294,64.51852122986821
Bears,2013,12.473241909385113,140.13659116433485,0.0,50.00%,6.0,29.69448946515397,14.426256077795786,4.960291734197731,2.0688816855753647,0.0,1.4294975688816856,0.6896272285251216,63.96037277147488,64.45307941653161,65.53727714748784,58.76426256077795,49.34546191247974,4.692058346839546,21.00486223662885,15.198217179902754,4.960291734197731,2.0688816855753647,5.12965964343598,1234.0,354.3849270664506,297.128038897893,667.692868719611,33.77309562398703,604.9554294975688,20.30713128038898,23.519448946515396,2.572933549432739,30.826580226904376,43318.58938411669,83.13658743633276
Bears,2014,16.198713533834585,750.8110529515271,-0.15,31.30%,6.0,28.994523048836147,12.870835235052487,8.502053856686445,2.5102692834322227,1.3596531264262894,1.1789137380191694,0.9913281606572342,69.52770424463716,50.06544956640803,64.6995892286627,67.58251939753536,62.13947968963944,11.735280693747148,22.659516202647193,9.267001369237791,2.8046554084892743,2.977179370150616,5.874030123231401,2191.0,396.03468735737107,241.9411227749886,636.8571428571429,25.207667731629392,594.3308991328161,24.73299863076221,24.41214057507987,2.689183021451392,40.26882701962574,45757.26380648106,0.0
