Team,Year,Cap_Space,adjusted_value,Net EPA,Win %,franchise_id,declined_penalties,hits_allowed,hurries_allowed,non_spike_pass_block,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,weighted_grade,age,block_percent,grades_offense,grades_pass_block,grades_run_block,non_spike_pass_block_percentage,pass_block_percent,pbe,weighted_average_grade
Broncos,2015,2.227377163595756,352.045294875486,0.1,,10.0,4.0,22.0,82.0,1520.0,14.0,122.0,18.0,2627.0,0.0,0.0,1299.0,2627.0,1602.0,1602.0,0.0,1299.0,1025.0,29.0,162788.49999999997,27.00913589645984,100.0,61.96745336886181,64.5459840121812,56.7199847735059,100.0,100.0,95.43589645984012,36.09088975807717
Broncos,2016,6.96617569395247,630.8474637383612,0.06,,10.0,4.0,16.0,98.0,1191.0,26.0,128.0,14.0,2048.0,0.0,0.0,1059.0,2048.0,1273.0,1273.0,0.0,971.0,775.0,14.0,121457.5,26.64404296875,100.0,59.305419921875,54.43427734375,66.356298828125,100.0,100.0,93.972265625,0.0
Broncos,2017,6.079174251497006,674.8786504319921,-0.01,,10.0,6.0,16.0,61.0,1100.0,21.0,97.0,20.0,1931.0,0.0,0.0,1108.0,1932.0,1171.0,1172.0,0.0,808.0,760.0,14.0,123449.1,26.125776397515526,99.952950310559,63.897049689441,63.00729813664596,64.6805900621118,99.80238095238096,99.80238095238096,94.55983436853002,41.9715253608466
Broncos,2018,5.607928893905192,398.93859468577404,-0.01,,10.0,5.0,10.0,36.0,1027.0,22.0,50.0,4.0,1765.0,0.0,0.0,1061.0,1766.0,1106.0,1107.0,0.0,704.0,659.0,0.0,122932.79999999999,27.993204983012458,99.93986409966024,69.61087202718006,70.62502831257078,68.52774631936579,99.87972819932048,99.93986409966024,97.38040770101925,0.0
Broncos,2019,6.65634165781084,546.3255913391279,-0.053,,10.0,11.0,8.0,43.0,1132.0,28.0,66.0,15.0,2026.0,0.0,0.0,1012.0,2026.0,1218.0,1218.0,0.0,1012.0,808.0,0.0,139900.5,25.766535044422508,100.0,69.0525666337611,70.52260612043436,64.91959526159921,100.0,100.0,96.40923000987168,0.0
Broncos,2020,5.509348637739658,297.57348035509744,-0.112,,10.0,5.0,11.0,20.0,889.0,10.0,31.0,0.0,1598.0,0.0,0.0,1072.0,1598.0,953.0,953.0,0.0,522.0,645.0,4.0,131163.0,29.362953692115145,100.0,82.07947434292866,81.059887359199,78.45488110137671,100.0,100.0,98.26051314142677,0.0
Broncos,2021,5.479049863013698,304.2863837771983,0.016,,10.0,4.0,14.0,50.0,1204.0,11.0,74.0,10.0,2163.0,0.0,0.0,1080.0,2163.0,1274.0,1274.0,0.0,1081.0,889.0,2.0,157914.5,29.580212667591308,100.0,73.0071659731854,69.41128062875636,70.88710124826629,100.0,100.0,96.51659731853907,0.0
Broncos,2022,13.656901056676274,281.9752352965133,-0.036,,10.0,3.0,14.0,53.0,1300.0,14.0,79.0,12.0,2223.0,0.0,0.0,1136.0,2223.0,1389.0,1389.0,0.0,1086.0,834.0,1.0,150278.0,28.77103013945119,100.0,67.60143949617634,67.97687809266756,65.17044534412955,100.0,100.0,96.52042285200181,0.0
Broncos,2023,12.423870996441284,464.3553040840784,-0.07,,10.0,1.0,11.0,64.0,1206.0,18.0,84.0,9.0,2146.0,0.0,0.0,1057.0,2146.0,1298.0,1298.0,0.0,1066.0,848.0,21.0,152847.6,29.617427772600188,100.0,71.22441752096925,74.10796831314073,67.7885834109972,100.0,100.0,96.13788443616028,0.0
Broncos,2024,12.637174628034458,402.612899602407,0.1355160561,,10.0,6.0,6.0,45.0,1385.0,24.0,57.0,6.0,2376.0,0.0,0.0,1141.0,2379.0,1464.0,1467.0,13.0,1141.0,912.0,81.0,178417.8,29.92349726775956,99.87221521647751,74.99697351828499,79.24838167297183,70.32635561160151,99.75241698192518,99.76040353089533,97.70487599831861,0.0
Browns,2010,12.085365853658537,574.7602427141381,-0.12,,8.0,0.0,8.0,23.0,666.0,4.0,37.0,6.0,1199.0,0.0,0.0,957.0,1200.0,698.0,699.0,0.0,242.0,501.0,1.0,93001.40000000001,26.008333333333333,99.92016666666667,77.50116666666668,76.47683333333335,72.03800000000001,99.84033333333333,99.84033333333333,96.816,0.0
Browns,2011,15.584631360332295,517.86986946853,-0.08,,8.0,2.0,3.0,31.0,1128.0,15.0,44.0,10.0,1843.0,0.0,0.0,1059.0,1844.0,1193.0,1194.0,0.0,780.0,650.0,5.0,139729.59999999998,28.11767895878525,99.9576464208243,75.77527114967462,82.53758134490239,65.03063991323211,99.91529284164858,99.91529284164858,97.63411062906724,0.0
Browns,2012,12.38373631840796,724.159436931922,-0.06,,8.0,2.0,12.0,29.0,1234.0,14.0,49.0,8.0,2062.0,0.0,0.0,1031.0,2062.0,1282.0,1282.0,0.0,1031.0,780.0,0.0,157124.4,25.0,100.0,76.2,81.14999999999999,64.8,100.0,100.0,97.70000000000002,0.0
Browns,2013,10.676862459546928,557.7774414814845,-0.06,,8.0,2.0,28.0,61.0,1500.0,15.0,102.0,13.0,2219.0,0.0,0.0,1102.0,2219.0,1558.0,1558.0,0.0,1107.0,661.0,8.0,184613.7,25.999098693105,100.0,83.19680036052276,83.99549346552502,73.94939161784588,100.0,100.0,96.14943668319063,0.0
Browns,2014,11.849354135338347,523.7426361805124,-0.02,,8.0,4.0,9.0,34.0,1098.0,16.0,52.0,9.0,2104.0,0.0,0.0,1051.0,2104.0,1168.0,1168.0,0.0,1052.0,936.0,1.0,172212.40000000002,27.0,100.0,81.85000000000001,84.15,77.4,100.0,100.0,97.25,0.0
Browns,2015,8.852863623673924,367.72560453335717,-0.14,,8.0,1.0,9.0,53.0,1408.0,9.0,67.0,5.0,2206.0,0.0,0.0,1103.0,2206.0,1512.0,1512.0,0.0,1103.0,694.0,0.0,188171.8,28.0,100.0,85.3,87.30000000000001,74.5,100.0,100.0,97.45,0.0
Browns,2016,7.679373993688413,0.0,-0.21,,8.0,4.0,6.0,66.0,1343.0,13.0,82.0,10.0,2107.0,0.0,0.0,1017.0,2112.0,1426.0,1431.0,78.0,977.0,681.0,33.0,167434.0,27.896780303030305,99.76155303030303,79.27746212121212,82.47945075757576,69.26032196969696,99.59535984848485,99.60123106060605,96.56126893939394,0.0
Browns,2017,9.279450299401198,220.52757571028704,-0.16,,8.0,4.0,11.0,61.0,979.0,15.0,78.0,6.0,1535.0,0.0,0.0,457.0,1536.0,1062.0,1063.0,0.0,1055.0,473.0,17.0,105174.6,27.083984375,99.93203125000001,68.47304687500001,72.0859375,60.594140625,99.8640625,99.93203125000001,95.7078125,0.0
Browns,2018,4.621840293453724,624.3604005539629,-0.03,,8.0,8.0,5.0,80.0,1276.0,24.0,94.0,9.0,2191.0,0.0,0.0,1087.0,2191.0,1388.0,1388.0,0.0,1090.0,803.0,13.0,135523.19999999998,25.732085805568232,100.0,61.85449566408032,72.2738475581926,49.56458238247376,99.68051118210863,99.68051118210863,95.64381560931082,30.435012907918757
Browns,2019,8.086477151965994,427.38954910443266,-0.076,,8.0,2.0,8.0,48.0,1047.0,19.0,67.0,11.0,1833.0,0.0,1.0,906.0,1833.0,1147.0,1147.0,1.0,924.0,686.0,1.0,107679.7,27.016912165848336,100.0,58.745062738679756,65.3076377523186,51.0506819421713,100.0,100.0,96.25864702673212,0.0
Browns,2020,10.060023208879919,926.8678736477525,0.01,,8.0,1.0,8.0,23.0,1067.0,14.0,38.0,7.0,2066.0,0.0,0.0,1056.0,2069.0,1136.0,1139.0,0.0,997.0,930.0,16.0,151749.59999999998,23.796520057999032,99.85253745770903,73.3444175930401,80.25234412759788,65.19787336877718,99.75969067182213,99.78699855002417,97.91237312711455,0.0
Browns,2021,12.765914520547945,878.3436050057425,-0.005,,8.0,1.0,6.0,35.0,782.0,9.0,52.0,11.0,1466.0,0.0,0.0,822.0,1466.0,826.0,826.0,0.0,642.0,640.0,2.0,98232.0,23.44406548431105,100.0,67.00682128240109,64.15845839017736,67.47837653478854,100.0,100.0,96.00450204638473,0.0
Browns,2022,10.815142170989432,770.0873152794672,-0.016,,8.0,7.0,14.0,47.0,1256.0,24.0,71.0,10.0,2481.0,0.0,0.0,1165.0,2483.0,1362.0,1364.0,0.0,1164.0,1119.0,149.0,157132.00000000003,25.131695529601288,99.92074103906565,63.28312525171165,69.48256141763994,56.75255739025373,99.4914216673379,99.56077325815545,96.76874748288361,32.82250184308189
Browns,2023,7.111728202846974,1179.332275922709,0.05,,8.0,2.0,22.0,87.0,1514.0,22.0,125.0,16.0,2693.0,0.0,0.0,1337.0,2694.0,1608.0,1609.0,1.0,1307.0,1085.0,48.0,141567.59999999998,24.06495916852264,99.95382331106161,52.54922048997772,59.28934669636229,48.87605790645879,99.89361544172236,99.89361544172236,95.30051967334818,0.0
Browns,2024,7.185373923257635,736.6874189749367,-0.1797469028,,8.0,2.0,19.0,53.0,1162.0,19.0,86.0,14.0,1796.0,0.0,0.0,628.0,1796.0,1243.0,1243.0,1.0,1166.0,553.0,1.0,102011.3,26.70824053452116,100.0,56.79916481069043,60.95890868596883,54.347438752783965,100.0,100.0,95.68290645879733,0.0
Buccaneers,2010,5.202709756097561,136.68798951905993,0.05,,30.0,1.0,14.0,61.0,862.0,8.0,83.0,8.0,1476.0,0.0,0.0,983.0,1479.0,905.0,908.0,0.0,491.0,571.0,5.0,101119.5,27.0,99.79939148073024,68.37018255578093,61.93360378634213,71.47011494252875,99.63231913455036,99.66585530764029,94.69878296146045,0.0
Buccaneers,2011,9.2197989615784,101.26095318407128,-0.24,,30.0,1.0,12.0,81.0,1318.0,14.0,107.0,14.0,2106.0,0.0,24.0,1022.0,2131.0,1425.0,1450.0,0.0,1022.0,681.0,63.0,144253.0,27.75786015954951,98.82590333176913,67.69263256687002,66.42055373064288,70.35025809479117,98.01783200375411,98.08596902862504,95.50093852651338,0.0
Buccaneers,2012,7.663418739635158,116.93544602932477,0.01,,30.0,2.0,17.0,62.0,1223.0,14.0,91.0,12.0,2113.0,0.0,0.0,1049.0,2113.0,1286.0,1286.0,0.0,1049.0,827.0,15.0,153474.9,27.600094652153338,100.0,72.63364884051111,71.06327496450545,71.13781353525793,100.0,100.0,95.78954093705633,0.0
Buccaneers,2013,7.701630258899676,37.93032026209817,-0.1,,30.0,2.0,8.0,55.0,1149.0,9.0,80.0,17.0,2072.0,0.0,0.0,1034.0,2073.0,1231.0,1232.0,0.0,1036.0,841.0,0.0,165322.8,28.499276410998554,99.9500241196334,79.750506512301,78.651326579836,74.50014471780028,99.90004823926675,99.90004823926675,95.80038591413411,0.0
Buccaneers,2014,6.015037593984961,37.17993530110857,-0.12,,30.0,2.0,16.0,34.0,965.0,25.0,57.0,7.0,1600.0,0.0,0.0,791.0,1600.0,1047.0,1047.0,0.0,808.0,553.0,1.0,112507.8,28.0,100.0,70.317375,74.34981250000001,67.14475,100.0,100.0,96.6730625,0.0
Buccaneers,2015,4.259791317699609,422.23035781139725,-0.03,,30.0,6.0,20.0,75.0,1190.0,25.0,103.0,8.0,2174.0,0.0,0.0,1087.0,2174.0,1300.0,1300.0,0.0,1087.0,874.0,0.0,131315.9,26.31508739650414,100.0,60.40289788408463,63.34379024839008,58.59632014719411,100.0,100.0,95.30000000000001,0.0
Buccaneers,2016,7.289184002060926,429.5272539492804,0.01,,30.0,1.0,20.0,69.0,1265.0,28.0,98.0,9.0,2322.0,0.0,0.0,1135.0,2323.0,1383.0,1384.0,0.0,1074.0,939.0,114.0,153493.80000000002,26.68704261730521,99.9528626775721,66.07567800258288,63.970167886353856,70.16349547998277,99.88687042617306,99.89629789065863,95.6433921653035,32.16004805324556
Buccaneers,2017,4.463935329341317,309.58013873539085,-0.04,,30.0,2.0,14.0,47.0,1347.0,18.0,74.0,13.0,2190.0,0.0,0.0,1061.0,2192.0,1439.0,1441.0,1.0,1089.0,751.0,41.0,143791.1,26.119525547445257,99.90848540145986,65.5981295620438,69.57947080291972,59.39721715328467,99.83581204379563,99.84119525547445,96.73061131386861,0.0
Buccaneers,2018,4.159589729119638,225.4076545865423,-0.06,,30.0,5.0,12.0,60.0,1450.0,19.0,82.0,10.0,2239.0,0.0,0.0,1116.0,2240.0,1546.0,1547.0,0.0,1115.0,693.0,7.0,147416.4,28.140625,99.95785714285715,65.81089285714286,73.17991071428571,49.385714285714286,99.92098214285714,99.92625,96.83129464285715,30.822388362487857
Buccaneers,2019,9.899141339001062,269.43423942798444,0.072,,30.0,3.0,11.0,59.0,1418.0,23.0,84.0,14.0,2306.0,0.0,0.0,1138.0,2306.0,1506.0,1506.0,0.0,1136.0,800.0,31.0,156355.0,29.346921075455334,100.0,67.80355594102342,72.32497831743278,61.044232437120556,99.86990459670425,99.86990459670425,96.43061578490894,0.0
Buccaneers,2020,10.355978809283553,677.8566751128799,0.186,,30.0,1.0,17.0,37.0,1302.0,14.0,63.0,9.0,2146.0,0.0,0.0,1073.0,2146.0,1404.0,1404.0,0.0,1073.0,742.0,0.0,164069.09999999998,24.103448275862068,100.0,76.45344827586206,74.97586206896553,73.65344827586208,100.0,100.0,97.2051724137931,38.49481512962176
Buccaneers,2021,4.652760547945205,551.2503722145344,0.205,,30.0,3.0,6.0,37.0,1542.0,12.0,46.0,3.0,2448.0,0.0,0.0,1182.0,2453.0,1614.0,1619.0,0.0,1182.0,834.0,89.0,202994.69999999998,25.209947003668976,99.7977986139421,82.7536485935589,83.40256828373421,71.85258866693846,99.23163473298003,99.35295556461475,98.35421932327762,62.785837023776395
Buccaneers,2022,11.906736311239193,511.8163302474663,-0.004,,30.0,0.0,14.0,27.0,1537.0,23.0,51.0,10.0,2415.0,0.0,16.0,1217.0,2415.0,1637.0,1637.0,0.0,1161.0,778.0,21.0,167128.2,26.445962732919256,100.0,69.20422360248448,77.06422360248447,55.47937888198757,100.0,100.0,98.03519668737061,0.0
Buccaneers,2023,3.8791988434163702,821.1816253922331,-0.01,,30.0,3.0,11.0,46.0,1462.0,18.0,68.0,11.0,2497.0,0.0,0.0,1235.0,2498.0,1560.0,1561.0,0.0,1232.0,937.0,31.0,195208.9,24.02321857485989,99.9605284227382,78.14607686148919,78.99451561248999,71.81645316253002,99.76781425140112,99.76781425140112,97.33050440352281,53.693288126703166
Buccaneers,2024,4.014980422866093,519.1789952923364,0.1051836178,,30.0,3.0,3.0,32.0,1361.0,20.0,42.0,7.0,2374.0,0.0,1.0,1185.0,2375.0,1445.0,1446.0,1.0,1183.0,929.0,5.0,183221.30000000002,25.30484210526316,99.95427368421052,77.1458105263158,82.95861052631578,68.90063157894737,99.92378947368421,99.92378947368421,98.19722105263158,0.0
Cardinals,2010,5.163414634146342,509.35560179438744,-0.21,,1.0,1.0,16.0,66.0,960.0,7.0,98.0,16.0,1486.0,0.0,0.0,959.0,1486.0,993.0,993.0,0.0,526.0,493.0,1.0,90065.8,25.646029609690444,100.0,60.60955585464333,53.753835800807536,65.1555854643338,100.0,100.0,94.09555854643338,0.0
Cardinals,2011,9.349948078920042,460.88400758978594,-0.05,,1.0,1.0,7.0,64.0,938.0,7.0,87.0,16.0,1550.0,0.0,0.0,1016.0,1550.0,993.0,993.0,0.0,534.0,557.0,0.0,103496.99999999999,26.655483870967743,100.0,66.77225806451612,59.36129032258064,74.68838709677418,100.0,100.0,94.53109677419356,0.0
Cardinals,2012,1.1137653399668324,133.29755304255744,-0.15,,1.0,1.0,13.0,56.0,1034.0,7.0,90.0,21.0,1620.0,0.0,0.0,426.0,1620.0,1079.0,1079.0,140.0,1052.0,541.0,2.0,99468.0,23.782716049382717,100.0,61.400000000000006,55.59111111111112,65.41432098765432,100.0,100.0,94.61999999999999,0.0
Cardinals,2013,2.8848713592233004,161.64131208199672,0.07,,1.0,1.0,20.0,91.0,1126.0,11.0,126.0,15.0,2022.0,0.0,57.0,822.0,2023.0,1200.0,1201.0,0.0,1084.0,822.0,57.0,116298.7,26.666337123084528,99.95921898171034,57.48823529411764,55.19258526940188,59.97503707365299,99.91843796342066,99.91843796342066,93.71715274345033,0.0
Cardinals,2014,3.274106015037594,286.9984388259444,0.01,,1.0,3.0,12.0,50.0,1288.0,13.0,72.0,10.0,2208.0,0.0,0.0,1103.0,2208.0,1392.0,1392.0,0.0,1104.0,816.0,1.0,170126.40000000002,26.0,100.0,77.05000000000001,78.65,71.15,100.0,100.0,96.8,0.0
Cardinals,2015,9.066002233389169,608.3448026685603,0.22,,1.0,2.0,17.0,75.0,1298.0,14.0,106.0,14.0,2329.0,0.0,0.0,1225.0,2329.0,1406.0,1406.0,0.0,1103.0,923.0,1.0,174955.3,27.024474023185917,100.0,75.12035208243881,70.89527694289393,76.20867325032201,100.0,100.0,95.4410047230571,31.695760584448234
Cardinals,2016,5.557921040767695,79.6711658725716,0.1,,1.0,3.0,25.0,78.0,1402.0,13.0,118.0,15.0,2359.0,0.0,107.0,1145.0,2359.0,1527.0,1527.0,142.0,962.0,832.0,0.0,156321.9,24.717676981771938,100.0,66.26617210682492,60.71500635862654,70.51649003815176,100.0,100.0,95.2481136074608,0.0
Cardinals,2017,8.603005389221558,170.83257322050292,-0.06,,1.0,4.0,22.0,86.0,1388.0,10.0,121.0,13.0,2352.0,0.0,86.0,1120.0,2353.0,1491.0,1492.0,3.0,1120.0,861.0,24.0,145868.5,26.876328091797706,99.95830854228645,61.99256268593287,54.55686357841054,66.0872078198045,99.4630259243519,99.4630259243519,94.76982575435612,0.0
Cardinals,2018,2.9774554176072234,189.72068802466924,-0.27,,1.0,1.0,19.0,66.0,1128.0,16.0,97.0,12.0,1892.0,0.0,76.0,1012.0,1892.0,1195.0,1195.0,66.0,728.0,697.0,10.0,114753.3,25.3007399577167,100.0,60.65184989429176,58.92616279069767,61.3911733615222,100.0,100.0,95.13160676532769,0.0
Cardinals,2019,9.399656216790648,262.03326365146495,-0.081,,1.0,1.0,2.0,50.0,1193.0,16.0,59.0,7.0,1974.0,0.0,1.0,1041.0,1974.0,1275.0,1275.0,0.0,922.0,699.0,10.0,123813.79999999999,25.547619047619047,100.0,62.72228976697061,70.6838905775076,52.582421479229986,100.0,100.0,97.25891590678823,0.0
Cardinals,2020,4.684338042381433,368.83265541474725,0.018,,1.0,0.0,5.0,37.0,1304.0,13.0,48.0,6.0,2306.0,0.0,0.0,1129.0,2309.0,1398.0,1401.0,1.0,1125.0,908.0,52.0,179706.7,28.36812472932005,99.86903421394544,77.82880034647035,78.35084452143785,74.23074924209614,99.4597661325249,99.4597661325249,97.94924209614551,74.89845855946832
Cardinals,2021,12.86218904109589,303.25286464097644,0.141,,1.0,4.0,6.0,55.0,1186.0,19.0,70.0,9.0,2054.0,0.0,0.0,1158.0,2054.0,1257.0,1257.0,0.0,881.0,797.0,12.0,134957.3,29.292112950340798,100.0,65.70462512171372,67.78909444985393,64.36908471275561,100.0,100.0,96.69488802336903,0.0
Cardinals,2022,8.59186311239193,308.2990804514656,-0.094,,1.0,3.0,13.0,66.0,1482.0,21.0,88.0,9.0,2374.0,0.0,0.0,1197.0,2375.0,1584.0,1585.0,0.0,1166.0,790.0,12.0,171886.9,29.694315789473684,99.9504,72.37343157894736,77.26168421052631,62.86286315789473,99.9504,99.9504,96.708,33.530313990103465
Cardinals,2023,9.395290480427047,722.1195628840802,-0.18,,1.0,5.0,13.0,53.0,1270.0,22.0,80.0,14.0,2264.0,0.0,0.0,1128.0,2264.0,1372.0,1372.0,0.0,1129.0,892.0,7.0,138512.4,25.974381625441698,100.0,61.180388692579506,66.22879858657244,55.351766784452295,100.0,100.0,96.32606007067139,0.0
Cardinals,2024,7.164742364917776,1092.9296659922466,0.01573369863,,1.0,3.0,5.0,39.0,1222.0,14.0,52.0,8.0,2180.0,0.0,0.0,1083.0,2181.0,1309.0,1310.0,0.0,1083.0,871.0,15.0,155717.8,28.02017423200367,99.96597890875745,71.39743237047226,74.98509857863365,63.78876662081613,99.89793672627236,99.93195781751488,97.55566254011922,0.0
Chargers,2010,0.7652032520325204,157.53233431661087,0.24,,27.0,1.0,7.0,22.0,391.0,2.0,30.0,1.0,693.0,0.0,0.0,684.0,693.0,402.0,402.0,0.0,9.0,291.0,0.0,55925.1,26.0,100.0,80.7,70.6,82.9,100.0,100.0,96.0,0.0
Chargers,2011,9.341367393561786,182.95620149011066,0.04,,27.0,0.0,2.0,21.0,474.0,13.0,26.0,3.0,868.0,0.0,0.0,856.0,872.0,509.0,513.0,0.0,0.0,359.0,16.0,60200.8,26.227064220183486,99.5362385321101,69.03761467889909,77.89850917431193,65.22362385321101,99.111123853211,99.14977064220184,97.07534403669725,0.0
Chargers,2012,2.8731343283582094,29.074767083309943,-0.02,,27.0,0.0,4.0,16.0,291.0,6.0,27.0,7.0,521.0,0.0,0.0,438.0,521.0,309.0,309.0,0.0,79.0,212.0,4.0,35897.600000000006,25.46641074856046,100.0,68.90134357005759,61.75220729366603,75.03186180422266,100.0,100.0,94.12015355086372,0.0
Chargers,2013,1.6350177993527508,9.33872051188814,0.05,,27.0,1.0,4.0,21.0,384.0,4.0,28.0,3.0,785.0,0.0,0.0,784.0,785.0,413.0,413.0,0.0,1.0,372.0,0.0,68676.5,26.992356687898088,100.0,87.48598726114649,71.94585987261146,90.35847133757962,99.23566878980891,99.23566878980891,95.26624203821656,0.0
Chargers,2014,2.308270676691729,6.918294313060832,0.02,,27.0,0.0,5.0,37.0,646.0,5.0,48.0,6.0,1126.0,0.0,0.0,1067.0,1126.0,691.0,691.0,0.0,47.0,435.0,12.0,91497.99999999999,27.939609236234457,100.0,81.25932504440496,77.8051509769094,75.56323268206039,100.0,100.0,95.3760213143872,0.0
Chargers,2015,5.141310720268007,151.972435995622,-0.06,,27.0,4.0,16.0,80.0,1427.0,19.0,114.0,18.0,2340.0,0.0,44.0,1174.0,2340.0,1540.0,1540.0,90.0,1016.0,800.0,16.0,152161.0,26.34017094017094,100.0,65.02606837606838,70.79692307692306,58.85606837606838,100.0,100.0,95.30897435897435,30.02551007354038
Chargers,2016,7.3052914278353835,112.58394962694291,0.02,,27.0,5.0,19.0,83.0,1208.0,19.0,119.0,17.0,2084.0,0.0,0.0,1063.0,2084.0,1283.0,1283.0,0.0,1012.0,801.0,8.0,127726.1,28.09404990403071,100.0,61.288915547024956,66.60081573896353,56.93282149712092,100.0,100.0,94.41401151631477,0.0
Chargers,2017,8.700720958083831,351.84384922625105,0.15,,27.0,2.0,12.0,61.0,1213.0,17.0,77.0,4.0,2163.0,0.0,8.0,1056.0,2163.0,1293.0,1293.0,0.0,1059.0,870.0,40.0,141020.6,27.256125751271384,100.0,65.1967637540453,68.87397133610726,57.56435506241332,100.0,100.0,96.58391123439667,0.0
Chargers,2018,8.99108182844244,162.9090036955392,0.14,,27.0,3.0,19.0,57.0,984.0,12.0,87.0,11.0,1737.0,0.0,0.0,992.0,1737.0,1049.0,1049.0,0.0,737.0,688.0,8.0,113447.70000000001,25.991364421416236,100.0,65.31243523316063,58.94588370754174,67.59251583189408,100.0,100.0,94.99395509499136,0.0
Chargers,2019,9.299131774707758,258.2338951211485,0.0,,27.0,5.0,33.0,56.0,1271.0,23.0,109.0,20.0,2117.0,0.0,0.0,1051.0,2118.0,1375.0,1376.0,0.0,1054.0,742.0,13.0,119602.3,24.881491973559964,99.9630311614731,56.4694523135033,57.957884796978284,55.927148253068935,99.92606232294618,99.92606232294618,94.97417374881962,0.0
Chargers,2020,4.5167648839556005,223.38420560567522,0.015,,27.0,0.0,13.0,51.0,1184.0,7.0,73.0,9.0,2039.0,0.0,0.0,1030.0,2039.0,1263.0,1263.0,0.0,998.0,776.0,11.0,112810.79999999999,25.74644433545856,100.0,55.326532614026476,57.891956841589014,49.13374203040706,100.0,100.0,96.5114762138303,0.0
Chargers,2021,11.548579726027397,624.2597969323839,0.044,,27.0,4.0,14.0,62.0,1484.0,14.0,89.0,13.0,2410.0,0.0,1.0,1187.0,2412.0,1596.0,1598.0,2.0,1191.0,814.0,31.0,172662.5,24.564676616915424,99.9139303482587,71.58478441127694,63.687479270315094,76.55775290215588,99.82068822553897,99.8278606965174,96.6238391376451,30.787732390678187
Chargers,2022,3.56349567723343,572.2530325143646,-0.005,,27.0,1.0,29.0,66.0,1556.0,13.0,105.0,10.0,2397.0,0.0,0.0,1191.0,2397.0,1616.0,1616.0,0.0,1190.0,781.0,16.0,151105.40000000002,23.618272841051315,100.0,63.03938256153526,67.6517313308302,52.515018773466835,100.0,100.0,96.32119315811431,0.0
Chargers,2023,4.7292032918149465,517.7959564035457,-0.08,,27.0,3.0,15.0,64.0,1446.0,15.0,91.0,12.0,2327.0,0.0,0.0,1153.0,2328.0,1531.0,1532.0,10.0,1153.0,796.0,10.0,161131.2,24.987972508591064,99.95206185567011,69.21443298969072,75.33307560137457,54.78737113402062,100.0,99.95206185567011,96.41288659793815,28.049151140029995
Chargers,2024,5.406617071260767,1053.9895954097012,0.08650381147,,27.0,3.0,8.0,33.0,1160.0,14.0,50.0,9.0,2065.0,0.0,0.0,1045.0,2065.0,1247.0,1247.0,11.0,1000.0,818.0,9.0,170202.5,22.954479418886198,100.0,82.4225181598063,83.21389830508475,75.04731234866829,100.0,100.0,97.45554479418887,0.0
Chiefs,2010,3.452439024390244,467.4686427712794,0.05,,16.0,3.0,16.0,59.0,1091.0,20.0,91.0,16.0,2283.0,0.0,0.0,1137.0,2287.0,1157.0,1161.0,0.0,1141.0,1126.0,9.0,166459.90000000002,24.667686926104068,99.82129427197201,72.78526453869699,61.99711412330565,81.70065588106691,99.747529514648,99.67756886751201,95.09414079580236,0.0
Chiefs,2011,3.4070612668743516,376.67901106821233,-0.1,,16.0,1.0,12.0,49.0,1097.0,19.0,74.0,13.0,2091.0,0.0,0.0,1044.0,2091.0,1151.0,1151.0,0.0,1045.0,940.0,2.0,135756.0,25.49641319942611,100.0,64.92395982783357,66.46714490674319,63.74189383070302,100.0,100.0,95.99067431850789,0.0
Chiefs,2012,6.004871475953566,538.572135519809,-0.26,,16.0,0.0,17.0,46.0,1075.0,20.0,73.0,10.0,2117.0,0.0,0.0,1013.0,2118.0,1141.0,1142.0,36.0,1049.0,976.0,20.0,154157.0,26.812559017941453,99.94872521246458,72.78423040604343,73.27648725212465,71.45396600566572,99.89745042492918,99.89745042492918,96.09867799811143,0.0
Chiefs,2013,11.753245145631068,1375.992285511433,0.07,,16.0,0.0,17.0,78.0,1336.0,21.0,107.0,12.0,2260.0,0.0,0.0,1162.0,2261.0,1425.0,1426.0,0.0,1086.0,835.0,13.0,152181.6,24.81999115435648,99.94568774878373,67.30720919946927,65.13945157010171,69.08513931888545,99.91853162317558,99.91853162317558,95.51773551525872,0.0
Chiefs,2014,5.363572932330827,1086.7263251194265,0.05,,16.0,1.0,19.0,60.0,1270.0,15.0,95.0,16.0,2212.0,0.0,210.0,1005.0,2212.0,1346.0,1346.0,0.0,966.0,866.0,28.0,148355.9,26.018987341772153,100.0,67.06867088607595,63.86907775768535,69.0362115732369,100.0,100.0,95.57527124773961,0.0
Chiefs,2015,5.945478084868788,1035.854687284216,0.12,,16.0,4.0,11.0,86.0,1384.0,19.0,109.0,12.0,2420.0,0.0,49.0,1144.0,2420.0,1473.0,1473.0,133.0,1084.0,947.0,7.0,155109.4,25.493388429752066,100.0,64.09479338842975,61.719421487603306,65.64247933884297,100.0,100.0,95.62661157024795,0.0
Chiefs,2016,7.099495073098473,1005.7087280416324,0.05,,16.0,2.0,8.0,48.0,1324.0,19.0,71.0,15.0,2257.0,0.0,0.0,1078.0,2257.0,1394.0,1394.0,67.0,1078.0,863.0,34.0,168572.10000000003,26.089499335400976,100.0,74.68856889676563,73.86437749224633,73.61103234381923,100.0,100.0,96.75671245015506,0.0
