Team,Year,Cap_Space,adjusted_value,Net EPA,Win %,franchise_id,declined_penalties,hits_allowed,hurries_allowed,non_spike_pass_block,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,weighted_grade,age,block_percent,grades_offense,grades_pass_block,grades_run_block,non_spike_pass_block_percentage,pass_block_percent,pbe,weighted_average_grade
Chiefs,2017,9.795195808383234,814.2591113293154,0.08,,16.0,0.0,7.0,62.0,1272.0,9.0,76.0,7.0,2100.0,0.0,0.0,1011.0,2100.0,1339.0,1339.0,0.0,1080.0,761.0,7.0,149835.60000000003,27.03142857142857,100.0,71.35028571428573,75.60128571428572,62.16471428571428,100.0,100.0,96.7672857142857,0.0
Chiefs,2018,12.217832957110609,603.2179860288604,0.2,,16.0,2.0,13.0,43.0,1279.0,12.0,63.0,7.0,2087.0,0.0,0.0,1039.0,2087.0,1371.0,1371.0,0.0,1041.0,716.0,7.0,164471.8,28.001437470052707,100.0,78.80776233828462,78.65884044082415,72.85251557259224,100.0,100.0,97.25122184954479,0.0
Chiefs,2019,9.532461211477154,739.039755591189,0.133,,16.0,4.0,14.0,40.0,1250.0,14.0,60.0,6.0,2102.0,0.0,0.0,1050.0,2102.0,1393.0,1393.0,0.0,1046.0,709.0,1.0,144372.7,28.715033301617506,100.0,68.68349191246432,72.16322549952426,59.8779257849667,100.0,100.0,97.3884395813511,0.0
Chiefs,2020,14.211745206861757,455.56590221158706,0.112,,16.0,1.0,14.0,45.0,1415.0,8.0,65.0,6.0,2237.0,0.0,79.0,1099.0,2238.0,1503.0,1504.0,75.0,980.0,734.0,5.0,167629.8,29.889186773905273,99.95312779267203,74.90160857908846,74.93588025022342,67.37520107238606,99.90625558534406,99.95312779267203,97.46581769436997,0.0
Chiefs,2021,4.905438904109589,244.89992648254992,0.102,,16.0,3.0,17.0,68.0,1470.0,15.0,96.0,11.0,2338.0,0.0,0.0,1139.0,2340.0,1575.0,1577.0,0.0,1187.0,763.0,14.0,164653.6,25.464102564102564,99.91521367521366,70.36478632478632,67.14329059829059,70.0934188034188,99.61641025641026,99.62307692307692,96.06504273504274,33.524132892197414
Chiefs,2022,9.484278578290107,221.59461715566675,0.18,,16.0,4.0,13.0,73.0,1450.0,14.0,99.0,13.0,2296.0,0.0,0.0,1144.0,2296.0,1542.0,1542.0,0.0,1140.0,754.0,5.0,159393.7,26.891114982578397,100.0,69.42234320557492,68.74128919860627,66.72700348432055,100.0,100.0,95.96162891986063,31.707765068091586
Chiefs,2023,5.593342081850533,504.0923782828912,0.1,,16.0,9.0,31.0,101.0,1762.0,38.0,142.0,10.0,2815.0,0.0,0.0,1391.0,2816.0,1877.0,1878.0,0.0,1410.0,938.0,11.0,150536.0,26.479048295454547,99.9515625,53.45738636363637,63.154438920454545,45.47159090909091,99.9515625,99.9515625,95.65628551136363,34.994555757459835
Chiefs,2024,8.844019577133908,457.9570178403925,0.0383547092,,16.0,6.0,20.0,55.0,1268.0,32.0,90.0,15.0,2141.0,0.0,31.0,836.0,2143.0,1353.0,1355.0,0.0,1259.0,788.0,17.0,118831.2,24.509566028931406,99.91917872141856,55.450863275781614,61.3455902939804,55.27951469902007,99.74503033131124,99.74503033131124,95.69944003733083,34.713809733642364
Colts,2010,0.594850406504065,15.8679384827685,0.06,,14.0,0.0,5.0,10.0,231.0,0.0,15.0,0.0,367.0,0.0,0.0,114.0,367.0,234.0,234.0,196.0,55.0,133.0,2.0,21836.5,23.0,100.0,59.5,65.2,51.1,100.0,100.0,96.8,0.0
Colts,2011,2.5976789200415364,649.8007260651134,-0.19,,14.0,1.0,9.0,53.0,1007.0,10.0,77.0,15.0,1719.0,0.0,0.0,981.0,1719.0,1046.0,1046.0,0.0,738.0,673.0,0.0,113050.79999999999,23.57591623036649,100.0,65.76544502617801,66.32931937172775,62.55706806282723,100.0,100.0,95.40314136125654,0.0
Colts,2012,3.976035655058043,504.64357608531225,-0.08,,14.0,3.0,23.0,68.0,1318.0,13.0,107.0,16.0,2208.0,0.0,0.0,1259.0,2209.0,1419.0,1420.0,4.0,904.0,789.0,42.0,158071.5,25.05296514259846,99.95436849253056,71.55794477138977,65.53721140787687,75.13105477591671,99.84124038026256,99.88116794929833,95.29461294703486,35.56165875741147
Colts,2013,9.747762944983817,528.5498530975079,0.02,,14.0,1.0,31.0,94.0,1801.0,11.0,138.0,13.0,2948.0,0.0,88.0,1196.0,2948.0,1917.0,1917.0,416.0,1182.0,1031.0,66.0,215588.1,26.60753052917232,100.0,73.13029172320218,72.45715739484396,68.91848710990503,100.0,100.0,95.7879579375848,68.63152024395438
Colts,2014,5.156021804511278,442.997315342514,0.08,,14.0,2.0,28.0,54.0,1508.0,14.0,91.0,9.0,2406.0,0.0,0.0,1340.0,2406.0,1601.0,1601.0,2.0,989.0,805.0,75.0,177740.2,27.45968412302577,100.0,73.8737323358271,79.34605153782212,63.25627597672486,100.0,100.0,96.67240232751455,43.47080835374413
Colts,2015,5.058763260748186,270.73822308970364,-0.11,,14.0,1.0,10.0,32.0,729.0,12.0,47.0,5.0,1166.0,0.0,0.0,884.0,1166.0,771.0,771.0,0.0,275.0,395.0,7.0,85202.7,26.29245283018868,100.0,73.07264150943396,74.9632075471698,67.23018867924527,100.0,100.0,96.40471698113208,0.0
Colts,2016,7.416505442133059,350.7099101330825,-0.05,,14.0,0.0,9.0,49.0,773.0,5.0,65.0,7.0,1282.0,0.0,0.0,1078.0,1282.0,837.0,837.0,0.0,200.0,445.0,3.0,102988.00000000001,27.1996879875195,100.0,80.33385335413418,74.12566302652105,77.72558502340094,100.0,100.0,95.28447737909518,0.0
Colts,2017,9.101221556886227,286.13675361543403,-0.18,,14.0,1.0,6.0,30.0,735.0,6.0,42.0,6.0,1324.0,0.0,0.0,1024.0,1324.0,781.0,781.0,9.0,283.0,543.0,8.0,100466.2,28.333081570996978,100.0,75.88081570996978,75.77167673716012,69.95377643504531,99.92447129909365,99.92447129909365,96.63768882175226,0.0
Colts,2018,7.186216704288939,275.81348840108444,0.11,,14.0,0.0,14.0,42.0,896.0,10.0,62.0,6.0,1552.0,0.0,0.0,1131.0,1557.0,963.0,968.0,139.0,173.0,589.0,114.0,109360.3,27.649325626204238,99.69421965317919,70.2378291586384,71.64849068721901,65.5713551701991,99.4354527938343,99.48246628131022,96.16429030186255,0.0
Colts,2019,7.232392136025505,449.1389195784315,0.009,,14.0,3.0,14.0,56.0,1151.0,7.0,80.0,10.0,2151.0,0.0,0.0,1073.0,2151.0,1241.0,1241.0,0.0,1075.0,910.0,3.0,173263.8,27.00185960018596,100.0,80.55034867503487,76.2537889353789,78.29623430962344,100.0,100.0,96.10032543003254,62.81518443950851
Colts,2020,10.428816851664985,461.82740627427825,0.092,,14.0,1.0,9.0,47.0,1090.0,8.0,63.0,7.0,2060.0,0.0,6.0,957.0,2060.0,1166.0,1166.0,0.0,1084.0,894.0,13.0,150820.7,27.59611650485437,100.0,73.21393203883495,72.19082524271843,68.51247572815535,100.0,100.0,96.8159223300971,0.0
Colts,2021,9.786764383561643,598.3047552749294,0.06,,14.0,4.0,20.0,56.0,1193.0,21.0,91.0,15.0,2301.0,0.0,0.0,1107.0,2301.0,1293.0,1293.0,69.0,1110.0,1008.0,15.0,163013.80000000002,27.210343328987395,100.0,70.84476314645806,62.840851803563666,76.14454584963059,100.0,100.0,95.59461103867883,0.0
Colts,2022,6.880159942363113,375.3798885033856,-0.136,,14.0,3.0,16.0,41.0,1187.0,21.0,71.0,14.0,2015.0,0.0,0.0,895.0,2015.0,1254.0,1254.0,79.0,1031.0,761.0,10.0,146588.7,26.01091811414392,100.0,72.74873449131515,71.5771712158809,73.60808933002481,100.0,100.0,96.42818858560794,0.0
Colts,2023,9.681079181494662,435.51423526450236,-0.01,,14.0,5.0,11.0,74.0,1289.0,20.0,93.0,8.0,2288.0,0.0,0.0,1139.0,2288.0,1375.0,1375.0,0.0,1141.0,913.0,8.0,162574.10000000003,24.58347902097902,100.0,71.05511363636366,66.85454545454544,70.22303321678321,100.0,100.0,96.1070367132867,0.0
Colts,2024,7.9520763508222405,488.1768684426007,-0.06411872932,,14.0,8.0,8.0,48.0,1137.0,19.0,67.0,11.0,2175.0,0.0,1.0,1087.0,2176.0,1217.0,1218.0,0.0,1084.0,958.0,4.0,159910.3,25.85983455882353,99.96640625,73.48818933823529,70.46015625,75.80689338235294,99.9328125,99.9328125,96.53874080882352,0.0
Commanders,2010,6.667479674796748,940.6413107102446,-0.12,,32.0,1.0,20.0,75.0,1367.0,19.0,115.0,20.0,2148.0,0.0,0.0,1046.0,2148.0,1443.0,1443.0,63.0,1039.0,705.0,0.0,137453.3,25.543296089385475,100.0,63.99129422718808,61.402560521415275,66.3260242085661,100.0,100.0,95.0498137802607,0.0
Commanders,2011,10.976002492211837,850.9045607564242,-0.1,,32.0,0.0,10.0,54.0,1033.0,14.0,79.0,15.0,1679.0,0.0,0.0,811.0,1679.0,1096.0,1096.0,0.0,868.0,583.0,0.0,118297.0,27.38594401429422,100.0,70.45681953543776,68.74830256104823,70.45896366885052,100.0,100.0,95.4844550327576,0.0
Commanders,2012,11.94891625207297,582.1964124613509,0.09,,32.0,2.0,9.0,66.0,1075.0,10.0,89.0,14.0,2123.0,0.0,0.0,1088.0,2123.0,1129.0,1129.0,0.0,1032.0,994.0,3.0,148827.8,25.801224682053697,100.0,70.10259067357514,63.56669806877061,71.87291568535092,100.0,100.0,95.24309938765897,0.0
Commanders,2013,6.375722491909386,518.2315664273054,-0.09,,32.0,2.0,15.0,49.0,1377.0,7.0,76.0,12.0,2288.0,0.0,0.0,1142.0,2288.0,1425.0,1425.0,0.0,1140.0,863.0,6.0,194351.9,26.50131118881119,100.0,84.94401223776224,82.24471153846153,80.14217657342657,100.0,100.0,96.79991258741259,37.83747182969175
Commanders,2014,11.07078195488722,682.2898252485159,-0.16,,32.0,3.0,17.0,49.0,1252.0,18.0,87.0,21.0,2124.0,0.0,0.0,1043.0,2124.0,1334.0,1334.0,0.0,1052.0,790.0,29.0,148548.59999999998,26.18126177024482,100.0,69.93813559322032,70.91920903954802,67.95004708097929,100.0,100.0,95.63733521657251,0.0
Commanders,2015,8.724024288107202,540.4502506449361,0.01,,32.0,5.0,11.0,40.0,1341.0,21.0,62.0,11.0,2512.0,0.0,34.0,1136.0,2514.0,1435.0,1437.0,0.0,1135.0,1077.0,209.0,195842.40000000002,25.750596658711217,99.9173031026253,77.90071599045346,76.97529832935561,74.3373508353222,100.0,99.75190930787589,97.25047732696898,0.0
Commanders,2016,7.173613061119341,443.82500041329683,0.02,,32.0,2.0,7.0,46.0,1293.0,14.0,61.0,8.0,2207.0,0.0,36.0,1060.0,2207.0,1376.0,1376.0,0.0,1060.0,831.0,51.0,182580.59999999998,26.957408246488445,100.0,82.72795650203895,81.44386044404168,78.80389669234255,100.0,100.0,97.30516538287267,0.0
Commanders,2017,12.299993413173652,135.8216102531945,-0.03,,32.0,4.0,17.0,56.0,1203.0,15.0,85.0,12.0,2020.0,0.0,53.0,951.0,2020.0,1243.0,1243.0,0.0,997.0,777.0,19.0,138736.90000000002,27.598019801980197,100.0,68.68163366336634,67.50836633663366,67.44133663366337,100.0,100.0,95.97455445544553,0.0
Commanders,2018,13.223546839729117,264.13105314024546,-0.09,,32.0,8.0,21.0,49.0,1289.0,37.0,77.0,7.0,2209.0,0.0,143.0,1019.0,2209.0,1386.0,1386.0,16.0,1016.0,823.0,14.0,152234.90000000002,28.85740153915799,100.0,68.9157537347216,73.79619737437754,68.40470801267541,99.72838388411046,99.72838388411046,96.50583974649163,0.0
Commanders,2019,7.1373443145589786,239.8513872688236,-0.213,,32.0,3.0,14.0,51.0,1093.0,23.0,77.0,12.0,1889.0,0.0,0.0,937.0,1889.0,1179.0,1179.0,0.0,938.0,710.0,14.0,121779.6,31.284277395447326,100.0,64.46776071995765,67.16331392271043,61.28099523557438,100.0,100.0,95.91736368448915,0.0
Commanders,2020,6.798687184661958,263.44100730862823,0.033,,32.0,2.0,25.0,44.0,1339.0,10.0,83.0,14.0,2183.0,0.0,0.0,1085.0,2183.0,1399.0,1399.0,0.0,1081.0,784.0,17.0,161915.19999999998,27.484654145671094,100.0,74.17095739807604,71.04974805313789,72.18511223087495,100.0,100.0,96.3521300961979,31.417531620603658
Commanders,2021,5.728810958904109,331.8447469115458,-0.116,,32.0,0.0,12.0,52.0,1223.0,4.0,77.0,13.0,2182.0,0.0,0.0,1115.0,2182.0,1314.0,1314.0,0.0,1054.0,868.0,13.0,170670.2,27.74839596700275,100.0,78.2173235563703,78.39569202566453,69.43817598533454,100.0,100.0,96.3223648029331,36.807645702114485
Commanders,2022,6.526326128722381,212.6811371979625,-0.007,,32.0,0.0,19.0,56.0,1284.0,9.0,92.0,17.0,2445.0,0.0,0.0,1182.0,2445.0,1366.0,1366.0,65.0,1183.0,1079.0,15.0,172445.09999999998,28.59959100204499,100.0,70.52969325153374,72.70331288343559,63.502085889570544,100.0,100.0,95.73149284253579,33.89822184547158
Commanders,2023,6.909252669039145,2.340404070375825,-0.21,,32.0,2.0,12.0,57.0,1398.0,15.0,84.0,15.0,2088.0,0.0,0.0,1107.0,2088.0,1476.0,1476.0,0.0,974.0,612.0,7.0,145915.2,30.174808429118773,100.0,69.88275862068966,72.51585249042145,62.55766283524904,100.0,100.0,96.44822796934865,0.0
Commanders,2024,5.773555599060298,180.85844969570425,0.1328873341,,32.0,5.0,10.0,73.0,1629.0,19.0,94.0,11.0,2876.0,0.0,0.0,1368.0,2880.0,1737.0,1741.0,96.0,1365.0,1139.0,50.0,177032.09999999998,28.021180555555556,99.85739583333336,61.46947916666666,63.34291666666666,57.31840277777778,99.79222222222221,99.75350694444444,96.78524305555555,0.0
Cowboys,2010,6.126849593495935,529.3643511808567,0.0,,9.0,3.0,18.0,64.0,1270.0,22.0,94.0,12.0,2144.0,0.0,0.0,1066.0,2148.0,1338.0,1342.0,0.0,1065.0,806.0,17.0,151232.4,28.358938547486034,99.81038175046555,70.40614525139665,63.87993482309124,78.68128491620112,99.66019553072624,99.72090316573556,95.83128491620111,0.0
Cowboys,2011,5.883296365524402,642.3711520427364,0.07,,9.0,1.0,7.0,54.0,1231.0,17.0,79.0,18.0,2085.0,0.0,0.0,1035.0,2086.0,1281.0,1282.0,0.0,1038.0,804.0,13.0,156628.0,23.51006711409396,99.94985618408438,75.08533077660594,69.49367209971236,77.27929050814956,99.89971236816874,99.89971236816874,96.04755512943433,0.0
Cowboys,2012,6.638872305140961,549.7163053483691,0.0,,9.0,3.0,11.0,85.0,1401.0,29.0,107.0,11.0,2232.0,0.0,0.0,1101.0,2233.0,1479.0,1480.0,0.0,1101.0,753.0,31.0,148969.3,24.788177339901477,99.95324675324676,66.71262875055977,64.76090461262875,71.38495297805643,100.0,99.94155844155844,95.79032691446484,0.0
Cowboys,2013,9.518161812297734,490.1413211218306,0.0,,9.0,3.0,3.0,61.0,1262.0,16.0,71.0,7.0,2016.0,0.0,0.0,999.0,2016.0,1338.0,1338.0,0.0,999.0,678.0,18.0,169283.7,25.518353174603174,100.0,83.9700892857143,83.01339285714286,82.39796626984126,100.0,100.0,96.93015873015874,0.0
Cowboys,2014,10.8058022556391,468.15121316126016,0.13,,9.0,1.0,11.0,42.0,1160.0,14.0,59.0,6.0,2384.0,0.0,0.0,1178.0,2384.0,1236.0,1236.0,0.0,1178.0,1148.0,28.0,198330.60000000003,26.11996644295302,100.0,83.19236577181209,82.55536912751678,78.58447986577183,99.66442953020135,99.66442953020135,96.86988255033556,41.28738592687554
Cowboys,2015,6.303453378001117,485.8372770724717,-0.12,,9.0,2.0,7.0,43.0,1157.0,21.0,56.0,6.0,2061.0,0.0,0.0,1020.0,2061.0,1245.0,1245.0,0.0,1020.0,816.0,21.0,163382.1,27.50509461426492,100.0,79.27321688500729,81.76855895196506,78.75997088791848,100.0,100.0,97.37700145560407,0.0
Cowboys,2016,7.89985058285567,290.726520600846,0.12,,9.0,3.0,11.0,50.0,1092.0,18.0,73.0,12.0,2105.0,0.0,0.0,977.0,2105.0,1162.0,1162.0,0.0,1126.0,943.0,2.0,157529.3,28.780997624703087,100.0,74.83577197149643,76.00270783847982,71.31201900237531,100.0,100.0,96.12232779097387,41.45403919942656
Cowboys,2017,7.745708383233533,205.49558425057873,0.0,,9.0,0.0,12.0,51.0,946.0,12.0,71.0,8.0,1823.0,0.0,0.0,757.0,1823.0,1039.0,1039.0,0.0,1065.0,784.0,1.0,125704.7,24.831596269884805,100.0,68.95485463521668,66.32698848052661,67.49747668678003,100.0,100.0,95.87317608337904,0.0
Cowboys,2018,14.936136004514672,201.216714238231,0.05,,9.0,3.0,10.0,50.0,1226.0,22.0,70.0,10.0,2156.0,0.0,0.0,1075.0,2156.0,1310.0,1310.0,0.0,1076.0,846.0,5.0,159729.6,25.787569573283857,100.0,74.0860853432282,74.4297309833024,71.31669758812616,100.0,100.0,96.7419758812616,34.730765414400814
Cowboys,2019,11.72864187035069,149.06500821338796,0.137,,9.0,4.0,13.0,51.0,1212.0,17.0,69.0,5.0,2140.0,0.0,0.0,1121.0,2140.0,1286.0,1286.0,0.0,1012.0,854.0,7.0,169286.4,26.82429906542056,100.0,79.10579439252336,75.24485981308412,75.6588785046729,100.0,100.0,96.91514018691589,0.0
Cowboys,2020,6.8351922300706365,105.2109526602931,-0.101,,9.0,3.0,11.0,64.0,1195.0,8.0,90.0,15.0,1901.0,0.0,0.0,868.0,1901.0,1244.0,1244.0,0.0,1030.0,657.0,3.0,96941.9,23.489216201998946,100.0,50.99521304576538,54.02619673855865,46.139768542872176,99.84218832193582,99.84218832193582,95.45586533403471,0.0
Cowboys,2021,9.26939287671233,136.564191844809,0.173,,9.0,0.0,11.0,47.0,1415.0,24.0,66.0,8.0,2462.0,0.0,0.0,1219.0,2464.0,1535.0,1537.0,0.0,1223.0,927.0,14.0,191682.7,27.533685064935064,99.92613636363636,77.79330357142858,73.4010551948052,80.8525974025974,99.85227272727273,99.85227272727273,97.33275162337664,0.0
Cowboys,2022,11.673308357348704,542.9220116964561,0.118,,9.0,4.0,18.0,53.0,1302.0,19.0,81.0,10.0,2514.0,0.0,176.0,1161.0,2514.0,1375.0,1375.0,3.0,1160.0,1139.0,11.0,177853.0,25.215592680986475,100.0,70.7450278440732,62.99212410501194,73.2519490851233,99.84089101034209,99.84089101034209,96.37486077963406,37.209703684060614
Cowboys,2023,7.556616548042704,289.36374290437516,0.21,,9.0,2.0,20.0,60.0,1573.0,13.0,94.0,14.0,2682.0,0.0,106.0,1274.0,2682.0,1690.0,1690.0,7.0,1278.0,992.0,14.0,174183.4,28.039895600298284,100.0,64.94533929903058,65.57132736763609,60.83113348247576,100.0,100.0,96.57762863534676,29.039013723211674
Cowboys,2024,4.416842991386061,448.68157324345844,-0.1874393508,,9.0,4.0,15.0,42.0,1208.0,27.0,74.0,17.0,2062.0,0.0,0.0,885.0,2062.0,1314.0,1314.0,7.0,1168.0,748.0,2.0,123120.2,25.380213385063044,100.0,59.70911736178467,57.607468477206595,67.5694471387003,100.0,100.0,96.24849660523765,36.54210399783937
Dolphins,2010,18.646341463414632,987.3859066634244,-0.07,,17.0,2.0,7.0,42.0,1173.0,18.0,60.0,11.0,2044.0,0.0,0.0,1053.0,2048.0,1220.0,1224.0,0.0,976.0,824.0,19.0,155654.4,26.3798828125,99.8025390625,76.003125,75.93876953125,72.61728515625,99.63876953125,99.65,96.978515625,0.0
Dolphins,2011,13.541017653167188,872.6917353010584,-0.01,,17.0,0.0,6.0,15.0,423.0,5.0,26.0,5.0,782.0,0.0,0.0,778.0,784.0,441.0,443.0,0.0,0.0,341.0,5.0,58721.600000000006,26.0,99.7,74.9,79.0,68.0,99.5,99.5,96.3,0.0
Dolphins,2012,13.0886127694859,955.503976595358,-0.08,,17.0,4.0,11.0,57.0,938.0,11.0,78.0,10.0,1763.0,0.0,0.0,1035.0,1763.0,1000.0,1000.0,0.0,726.0,763.0,2.0,108201.8,24.656834940442426,100.0,61.37368122518434,58.05014180374362,63.713669880884865,99.94327850255247,99.94327850255247,95.28167895632443,0.0
Dolphins,2013,6.403923139158577,304.92110996008176,-0.06,,17.0,2.0,30.0,84.0,1548.0,8.0,140.0,26.0,2442.0,0.0,0.0,1394.0,2442.0,1603.0,1603.0,0.0,1028.0,839.0,18.0,162213.3,30.49058149058149,100.0,66.42641277641277,67.20835380835382,60.185135135135134,100.0,100.0,94.66805896805897,0.0
Dolphins,2014,6.15346015037594,644.9869337947962,0.01,,17.0,1.0,16.0,53.0,1049.0,14.0,78.0,9.0,1795.0,0.0,0.0,1085.0,1795.0,1117.0,1117.0,0.0,700.0,678.0,6.0,124519.6,24.59442896935933,100.0,69.37025069637883,71.34367688022284,65.3400557103064,100.0,100.0,95.89364902506962,0.0
Dolphins,2015,9.000856365159128,513.0783519376714,-0.1,,17.0,1.0,6.0,21.0,726.0,8.0,31.0,4.0,1207.0,0.0,0.0,810.0,1207.0,769.0,769.0,0.0,389.0,438.0,4.0,81613.6,27.56420878210439,100.0,67.6169014084507,78.66959403479703,52.3003314001657,100.0,100.0,97.62874896437448,0.0
Dolphins,2016,9.886102273459137,0.0,-0.01,,17.0,2.0,18.0,52.0,1054.0,15.0,81.0,11.0,1932.0,0.0,0.0,882.0,1932.0,1109.0,1109.0,0.0,996.0,823.0,54.0,132167.6,27.22567287784679,100.0,68.40973084886129,69.86438923395445,64.61356107660455,100.0,100.0,95.62391304347825,0.0
Dolphins,2017,4.484725748502994,451.63390741436854,-0.15,,17.0,0.0,10.0,53.0,1215.0,21.0,71.0,8.0,1954.0,0.0,0.0,1002.0,1954.0,1268.0,1268.0,0.0,936.0,686.0,15.0,119770.70000000001,25.198055271238484,100.0,61.29513817809622,72.04339815762538,52.840429887410444,100.0,100.0,96.76023541453429,0.0
Dolphins,2018,7.836117381489842,682.069233158553,-0.15,,17.0,6.0,14.0,35.0,1041.0,20.0,62.0,13.0,1848.0,0.0,0.0,916.0,1849.0,1119.0,1120.0,0.0,909.0,729.0,24.0,129887.0,25.440237966468363,99.95586803677665,70.24716062736614,70.08658734451055,68.13477555435371,100.0,99.91173607355327,96.44797187669012,0.0
Dolphins,2019,1.8295611052072263,70.39142535933179,-0.201,,17.0,4.0,20.0,75.0,1364.0,13.0,112.0,17.0,2064.0,0.0,0.0,1015.0,2064.0,1462.0,1462.0,0.0,1023.0,602.0,24.0,107034.9,27.26453488372093,100.0,51.85799418604651,52.9078488372093,46.110029069767435,100.0,100.0,95.29084302325582,0.0
Dolphins,2020,4.752094349142281,481.54032725402215,0.049,,17.0,3.0,15.0,52.0,1151.0,7.0,72.0,5.0,1956.0,0.0,0.0,1063.0,1956.0,1230.0,1230.0,509.0,354.0,726.0,26.0,114394.9,24.88394683026585,100.0,58.48410020449897,58.97581799591002,54.708997955010226,100.0,100.0,96.66891615541923,0.0
Dolphins,2021,5.206334794520548,636.9695079798823,-0.019,,17.0,1.0,10.0,39.0,644.0,4.0,57.0,8.0,1064.0,0.0,135.0,0.0,1064.0,692.0,692.0,0.0,922.0,372.0,7.0,55867.5,28.99812030075188,100.0,52.50704887218045,51.05197368421053,51.40639097744361,99.90601503759399,99.90601503759399,94.91071428571429,0.0
Dolphins,2022,5.3106873198847255,865.4261037691729,0.032,,17.0,3.0,18.0,71.0,1268.0,13.0,96.0,7.0,2104.0,0.0,0.0,1057.0,2104.0,1342.0,1342.0,0.0,1044.0,762.0,2.0,128459.80000000002,28.51283269961977,100.0,61.0550380228137,56.08407794676806,63.976093155893544,100.0,100.0,96.01164448669203,0.0
Dolphins,2023,8.195846975088967,533.0884148257904,0.13,,17.0,2.0,5.0,38.0,1322.0,13.0,53.0,10.0,2318.0,0.0,0.0,1159.0,2318.0,1382.0,1382.0,0.0,1158.0,936.0,1.0,160272.4,27.870146678170837,100.0,69.14253666954271,68.62890422778257,66.14663503019844,100.0,100.0,97.66436583261432,0.0
Dolphins,2024,7.655160140955364,798.2853825613089,-0.03099899621,,17.0,6.0,8.0,43.0,1336.0,17.0,61.0,10.0,2281.0,0.0,0.0,1139.0,2281.0,1428.0,1428.0,0.0,1139.0,853.0,0.0,161185.60000000003,28.97632617273126,100.0,70.66444541867604,73.00596229723806,64.84191144234985,100.0,100.0,97.34572555896536,0.0
Eagles,2010,15.625847154471547,203.67194028868366,0.01,,24.0,2.0,10.0,65.0,1424.0,20.0,90.0,15.0,2285.0,0.0,0.0,1140.0,2286.0,1510.0,1511.0,0.0,1143.0,775.0,3.0,167820.7,25.869641294838146,99.95971128608925,73.41237970253718,71.92917760279965,71.02042869641294,99.91942257217848,99.91942257217848,96.301968503937,0.0
Eagles,2011,8.666078504672898,153.40927932055246,0.11,,24.0,1.0,1.0,21.0,690.0,7.0,25.0,3.0,1150.0,0.0,63.0,992.0,1150.0,729.0,729.0,0.0,94.0,421.0,1.0,98636.4,28.28782608695652,100.0,85.77078260869564,83.67339130434782,84.81913043478261,100.0,100.0,97.99939130434782,0.0
Eagles,2012,4.052404643449419,91.64092044130888,-0.16,,24.0,3.0,19.0,68.0,1228.0,20.0,100.0,13.0,1949.0,0.0,0.0,1127.0,1949.0,1309.0,1309.0,220.0,602.0,640.0,0.0,116976.8,25.051821446895843,100.0,60.018881477680864,60.45141097998974,59.82904053360698,100.0,100.0,95.41903540277066,0.0
Eagles,2013,12.314607605177994,756.7809449529307,0.11,,24.0,2.0,12.0,71.0,1209.0,12.0,98.0,15.0,2237.0,0.0,0.0,1042.0,2239.0,1282.0,1284.0,0.0,1112.0,955.0,73.0,184717.7,26.84814649397052,99.89620366234925,82.50008932559179,74.69633765073694,85.70254577936579,99.8443054935239,99.8443054935239,95.31013845466725,41.61338665071529
Eagles,2014,10.065186466165413,684.7637162500234,0.0,,24.0,3.0,6.0,40.0,1157.0,15.0,51.0,5.0,2035.0,0.0,0.0,1128.0,2035.0,1217.0,1217.0,1.0,869.0,818.0,33.0,180121.9,28.505159705159706,100.0,88.51199017199018,85.80825552825553,87.43891891891893,100.0,100.0,97.58157248157248,33.9494198553632
Eagles,2015,10.457268285873814,619.5998329763796,-0.07,,24.0,6.0,14.0,48.0,1341.0,26.0,78.0,16.0,2310.0,0.0,0.0,1027.0,2310.0,1429.0,1429.0,124.0,1151.0,881.0,7.0,174612.6,27.62857142857143,100.0,75.58987012987014,71.89069264069263,80.62186147186148,100.0,100.0,96.51761904761905,35.07739007684187
Eagles,2016,11.576679332775166,573.0969526070988,0.04,,24.0,2.0,11.0,30.0,1105.0,15.0,50.0,9.0,1926.0,0.0,0.0,1098.0,1926.0,1175.0,1175.0,0.0,818.0,751.0,10.0,158731.8,29.904984423676012,100.0,82.4152647975078,82.96069574247146,78.21604361370717,100.0,100.0,97.33951194184839,0.0
Eagles,2017,10.544869461077845,559.083985625122,0.16,,24.0,0.0,20.0,54.0,1490.0,19.0,87.0,13.0,2660.0,0.0,0.0,1318.0,2660.0,1585.0,1585.0,0.0,1283.0,1075.0,59.0,193465.6,27.184586466165413,100.0,72.73142857142857,70.25206766917293,72.2512030075188,100.0,100.0,96.64360902255639,28.578731780908587
Eagles,2018,9.779933408577879,421.8380955571168,0.01,,24.0,2.0,17.0,59.0,1296.0,15.0,87.0,11.0,2164.0,0.0,0.0,1081.0,2164.0,1382.0,1382.0,0.0,1051.0,782.0,32.0,156303.40000000002,30.745841035120147,100.0,72.22892791127542,72.5952865064695,68.24778188539742,100.0,100.0,96.21783733826247,0.0
